,行业,29日主力净流入-总净额(亿),29日涨跌幅(%),60日涨跌幅(%),年初至今涨跌幅(%)
0,保险,26.8,-4.73,4.15,4.33
1,汽车服务,-9.6,4.44,6.21,17.09
2,银行,-14.2,-5.27,4.5,16.81
3,公用事业,-15.3,-0.24,4.82,8.99
4,燃气,-19.1,6.98,12.32,14.71
5,教育,-20.7,4.1,10.26,9.74
6,美容护理,-20.8,5.16,0.72,28.91
7,专业服务,-21.5,10.26,17.68,36.32
8,房地产服务,-22.2,4.04,9.7,12.97
9,装修装饰,-22.7,4.84,9.52,26.88
10,玻璃玻纤,-23.4,9.53,25.75,33.09
11,包装材料,-23.9,2.79,13.71,29.06
12,橡胶制品,-24.6,9.02,13.98,30.06
13,航空机场,-25.8,3.24,1.76,-0.51
14,铁路公路,-26.9,-0.2,1.65,5.34
15,珠宝首饰,-27.0,-0.99,9.53,33.52
16,石油行业,-29.3,4.92,8.56,11.91
17,综合行业,-29.4,6.53,15.86,24.6
18,家用轻工,-33.4,3.02,12.05,32.5
19,化纤行业,-36.6,5.05,8.0,26.57
20,装修建材,-36.9,6.82,14.35,22.57
21,采掘行业,-38.7,1.93,18.87,31.57
22,医药商业,-42.8,3.64,11.04,17.48
23,煤炭行业,-43.1,5.42,7.28,5.04
24,航运港口,-43.2,1.77,4.81,14.16
25,物流行业,-47.1,5.84,11.48,24.1
26,造纸印刷,-47.5,4.96,11.79,17.76
27,多元金融,-48.1,5.34,25.34,26.34
28,化肥行业,-48.6,3.47,9.6,16.87
29,电子化学品,-50.1,10.29,19.86,29.37
30,电机,-50.8,13.26,13.37,40.85
31,贵金属,-53.2,2.28,8.2,45.79
32,能源金属,-54.4,14.86,24.42,23.49
33,中药,-57.1,8.06,13.27,13.68
34,旅游酒店,-57.2,4.3,8.2,8.01
35,工程咨询服务,-58.8,6.89,17.88,27.18
36,非金属材料,-59.0,12.99,24.05,34.55
37,仪器仪表,-59.4,8.35,15.19,44.35
38,风电设备,-63.2,10.44,19.64,36.17
39,贸易行业,-63.3,4.58,9.11,17.58
40,房地产开发,-63.5,6.92,12.02,9.09
41,酿酒行业,-64.4,2.55,1.77,-0.61
42,纺织服装,-66.2,6.77,10.86,24.92
43,农药兽药,-68.0,4.66,14.54,40.22
44,医疗服务,-70.5,19.76,30.76,42.07
45,医疗器械,-71.5,15.06,24.53,36.74
46,电源设备,-72.4,15.46,27.12,45.86
47,船舶制造,-76.2,9.53,29.87,50.1
48,商业百货,-76.7,3.46,2.03,-2.42
49,家电行业,-83.5,7.31,10.83,27.57
50,钢铁行业,-90.5,9.41,16.11,23.19
51,交运设备,-91.4,9.51,17.77,32.6
52,食品饮料,-92.9,1.83,2.36,13.92
53,通信服务,-95.4,4.8,10.42,14.52
54,证券,-100.5,11.42,19.35,15.61
55,计算机设备,-101.0,8.05,21.27,34.71
56,化学原料,-104.7,4.98,10.49,29.77
57,消费电子,-109.3,15.01,21.59,28.1
58,游戏,-115.5,6.97,24.57,42.76
59,生物制品,-117.2,14.37,27.12,50.32
60,塑料制品,-119.0,16.09,26.05,57.17
61,工程机械,-119.9,16.86,20.65,40.96
62,环保行业,-123.8,6.32,14.41,29.86
63,水泥建材,-130.7,11.81,18.34,27.02
64,农牧饲渔,-133.5,2.43,6.52,19.84
65,电池,-135.1,7.39,22.38,35.48
66,光伏设备,-151.1,5.52,13.3,6.35
67,汽车整车,-160.3,4.2,4.0,10.72
68,有色金属,-160.8,9.75,19.33,35.24
69,光学光电子,-168.7,8.74,16.37,23.02
70,文化传媒,-179.3,3.65,9.29,11.82
71,工程建设,-188.2,8.57,13.73,22.85
72,航天航空,-188.4,5.98,18.99,31.61
73,电力行业,-197.9,-3.38,3.0,11.89
74,电网设备,-214.4,5.22,14.35,26.96
75,半导体,-247.8,12.65,17.29,26.49
76,通用设备,-262.7,13.02,17.72,50.92
77,电子元件,-267.1,12.86,30.67,47.38
78,小金属,-267.1,17.35,31.52,55.25
79,化学制品,-272.3,7.28,14.89,34.23
80,汽车零部件,-278.7,10.8,12.68,46.2
81,化学制药,-285.2,15.72,31.49,49.73
82,通信设备,-302.6,14.62,27.64,39.64
83,专用设备,-374.0,13.13,20.61,44.01
84,互联网服务,-403.4,8.78,16.89,36.56
85,软件开发,-489.5,9.13,19.59,33.88
