,行业,29日主力净流入-总净额(亿),29日涨跌幅(%),60日涨跌幅(%),年初至今涨跌幅(%)
0,公用事业,-10.8,-2.42,2.72,6.93
1,汽车服务,-11.6,1.57,9.66,22.19
2,珠宝首饰,-16.3,5.28,1.96,38.89
3,保险,-19.9,-0.36,-2.44,2.18
4,包装材料,-24.9,1.37,8.47,30.58
5,燃气,-27.0,2.0,7.36,11.86
6,玻璃玻纤,-27.3,11.44,31.5,42.41
7,房地产服务,-30.1,-1.54,3.22,10.63
8,家用轻工,-33.4,3.25,0.03,33.07
9,装修装饰,-33.8,3.36,8.9,30.63
10,教育,-40.1,-0.2,5.5,9.64
11,医药商业,-40.8,-2.34,3.42,15.53
12,美容护理,-40.8,2.79,-3.31,32.87
13,采掘行业,-42.2,-0.85,11.37,32.39
14,装修建材,-42.9,1.09,8.58,22.1
15,化纤行业,-44.5,5.78,9.76,32.51
16,造纸印刷,-47.0,3.51,9.28,18.84
17,专业服务,-48.0,-0.97,12.51,33.33
18,铁路公路,-48.7,-4.41,-1.39,3.55
19,航空机场,-49.5,-2.96,1.37,-0.44
20,橡胶制品,-53.5,6.18,13.65,32.48
21,贵金属,-55.4,15.67,17.5,70.22
22,综合行业,-55.5,8.71,20.8,32.26
23,银行,-57.6,-3.32,-1.43,14.27
24,工程咨询服务,-61.0,-3.0,8.89,23.68
25,化肥行业,-62.9,-0.08,6.77,19.47
26,石油行业,-64.0,-1.16,6.94,12.68
27,航运港口,-69.0,-2.17,4.64,13.18
28,农药兽药,-69.4,0.74,3.35,42.26
29,纺织服装,-74.5,1.03,5.95,24.63
30,贸易行业,-75.3,1.71,8.05,20.4
31,风电设备,-78.4,10.52,21.04,39.7
32,多元金融,-80.2,-3.0,8.19,21.71
33,仪器仪表,-80.9,3.48,13.13,46.14
34,电子化学品,-84.5,10.33,21.87,34.2
35,物流行业,-84.9,-0.17,6.81,23.56
36,酿酒行业,-86.3,4.97,7.3,4.47
37,非金属材料,-94.0,8.04,24.92,42.24
38,旅游酒店,-98.1,8.88,11.88,16.66
39,商业百货,-99.6,2.74,5.19,1.28
40,通信服务,-107.8,1.64,3.03,12.16
41,游戏,-115.3,11.35,15.72,50.04
42,煤炭行业,-117.7,-6.3,5.43,2.69
43,中药,-117.8,0.66,3.77,11.75
44,电源设备,-120.0,16.59,30.62,54.55
45,船舶制造,-121.6,1.93,19.21,40.39
46,环保行业,-124.2,1.7,9.6,30.38
47,电机,-128.4,6.17,15.04,40.18
48,能源金属,-137.9,3.08,27.55,29.93
49,水泥建材,-139.8,-2.89,14.6,24.85
50,交运设备,-140.7,4.55,11.82,30.85
51,食品饮料,-142.8,2.04,0.76,15.86
52,化学原料,-144.3,1.36,8.77,31.23
53,农牧饲渔,-146.6,-0.88,3.18,20.5
54,房地产开发,-151.7,2.53,10.37,10.07
55,光伏设备,-154.6,8.56,23.41,16.24
56,钢铁行业,-165.2,-4.19,13.82,21.78
57,医疗器械,-179.7,3.61,15.99,34.72
58,生物制品,-181.2,6.48,16.34,54.41
59,家电行业,-186.0,5.39,11.32,29.84
60,塑料制品,-188.4,8.24,22.54,60.26
61,电池,-198.4,14.09,29.05,50.24
62,工程机械,-201.0,3.8,21.32,44.02
63,医疗服务,-201.5,6.35,20.74,44.13
64,汽车整车,-214.0,4.2,8.97,15.02
65,电力行业,-228.2,-0.73,4.83,12.69
66,文化传媒,-235.6,0.63,1.92,12.41
67,光学光电子,-239.4,9.11,19.91,29.54
68,工程建设,-245.9,2.34,11.63,23.64
69,电网设备,-278.4,2.6,10.93,27.95
70,有色金属,-280.2,6.75,17.44,40.16
71,航天航空,-290.6,-0.04,14.31,29.02
72,计算机设备,-302.1,5.57,11.38,35.41
73,化学制品,-308.9,2.75,11.75,35.94
74,消费电子,-342.4,16.01,27.22,36.08
75,电子元件,-344.1,13.06,29.48,54.91
76,通用设备,-392.8,9.4,19.17,55.97
77,化学制药,-429.3,5.08,16.78,50.0
78,汽车零部件,-492.8,8.31,14.22,50.78
79,证券,-498.8,1.54,15.61,15.48
80,通信设备,-510.4,12.83,24.34,44.27
81,小金属,-515.9,12.29,30.85,75.79
82,半导体,-548.2,15.6,28.44,37.54
83,专用设备,-624.5,6.98,18.5,45.76
84,互联网服务,-805.4,4.44,14.34,39.61
85,软件开发,-1002.9,3.22,16.5,36.0
