,行业,29日主力净流入-总净额(亿),29日涨跌幅(%),60日涨跌幅(%),年初至今涨跌幅(%)
0,保险,-7.8,2.66,1.75,4.17
1,玻璃玻纤,-9.9,16.85,32.6,44.78
2,汽车服务,-10.8,5.9,14.92,26.41
3,公用事业,-12.0,0.98,5.72,9.87
4,珠宝首饰,-20.1,1.73,-1.27,32.94
5,燃气,-20.8,6.47,10.28,14.12
6,美容护理,-22.1,10.82,2.67,34.56
7,房地产服务,-27.4,3.12,6.12,14.1
8,装修装饰,-29.8,6.16,10.45,30.43
9,教育,-30.0,5.31,13.45,15.25
10,包装材料,-30.5,3.24,11.92,31.39
11,家用轻工,-32.0,5.58,7.57,35.25
12,专业服务,-32.3,6.55,17.38,38.95
13,装修建材,-32.3,7.56,14.31,25.32
14,橡胶制品,-33.7,12.55,17.94,35.44
15,航空机场,-33.9,4.69,4.91,2.71
16,医药商业,-38.4,0.35,6.39,17.27
17,采掘行业,-39.8,2.79,19.66,34.52
18,化纤行业,-40.1,9.56,12.41,34.18
19,物流行业,-40.9,5.47,10.2,26.61
20,酿酒行业,-42.9,6.58,6.11,5.11
21,铁路公路,-44.3,-1.7,0.12,5.4
22,造纸印刷,-46.5,6.17,12.82,20.85
23,银行,-46.6,-6.0,1.03,14.51
24,航运港口,-47.0,0.82,9.45,14.85
25,石油行业,-57.3,1.28,11.47,15.23
26,化肥行业,-57.6,4.86,12.67,21.12
27,多元金融,-60.6,1.98,18.93,28.85
28,贵金属,-62.2,1.02,7.88,48.17
29,工程咨询服务,-62.5,5.59,14.76,28.54
30,商业百货,-62.7,6.77,5.9,2.43
31,贸易行业,-65.7,4.45,14.74,24.26
32,农药兽药,-65.9,7.31,11.35,45.94
33,旅游酒店,-67.8,8.76,9.64,12.89
34,电子化学品,-67.8,14.1,22.2,35.27
35,综合行业,-68.6,9.56,21.2,32.64
36,仪器仪表,-70.2,8.95,16.8,49.64
37,煤炭行业,-72.3,3.44,8.7,4.72
38,风电设备,-72.4,14.8,24.98,43.22
39,电源设备,-72.5,21.77,35.35,60.34
40,纺织服装,-78.0,4.64,10.1,26.58
41,非金属材料,-78.0,11.83,27.56,41.63
42,能源金属,-83.8,11.45,28.59,27.25
43,中药,-86.4,4.65,9.91,14.55
44,通信服务,-87.3,8.54,11.61,19.68
45,游戏,-92.5,13.76,22.11,50.94
46,钢铁行业,-102.4,5.41,17.81,23.62
47,环保行业,-108.7,7.05,13.71,33.85
48,食品饮料,-108.8,5.85,3.07,18.85
49,农牧饲渔,-117.0,5.86,8.78,24.42
50,船舶制造,-118.4,7.72,24.63,48.96
51,电机,-119.9,12.06,19.28,45.4
52,房地产开发,-123.5,6.84,13.14,11.75
53,家电行业,-123.5,10.34,15.87,33.72
54,交运设备,-126.9,10.82,16.81,35.06
55,化学原料,-128.8,6.5,12.59,33.67
56,医疗器械,-143.4,11.62,20.61,38.03
57,水泥建材,-149.3,9.46,18.32,28.24
58,光学光电子,-168.0,13.77,23.12,32.28
59,汽车整车,-169.9,5.66,9.76,14.5
60,生物制品,-177.6,6.08,20.05,51.39
61,工程机械,-182.3,15.65,21.21,43.73
62,医疗服务,-183.7,9.43,22.36,41.63
63,电池,-186.0,10.05,25.95,41.31
64,塑料制品,-186.6,11.56,25.94,61.0
65,电力行业,-187.2,0.92,6.76,14.96
66,光伏设备,-192.6,6.53,20.2,12.11
67,文化传媒,-194.7,7.03,10.84,16.61
68,有色金属,-201.8,10.51,21.66,39.96
69,计算机设备,-214.7,11.57,18.58,42.13
70,工程建设,-226.9,9.51,14.34,26.09
71,航天航空,-227.4,7.36,20.65,38.15
72,证券,-229.6,11.28,21.64,20.31
73,消费电子,-236.2,22.07,31.18,40.27
74,电网设备,-241.5,7.17,14.41,31.27
75,小金属,-298.9,22.91,44.79,77.04
76,半导体,-303.1,22.7,28.52,40.1
77,电子元件,-305.3,16.63,35.21,58.55
78,化学制品,-324.0,7.64,16.41,38.21
79,通信设备,-361.8,17.82,30.99,50.02
80,通用设备,-372.9,13.81,21.83,58.77
81,汽车零部件,-429.0,11.18,17.53,53.17
82,化学制药,-453.3,6.26,22.35,49.13
83,专用设备,-554.7,11.94,21.4,48.06
84,互联网服务,-557.0,11.87,22.38,47.52
85,软件开发,-661.0,12.16,24.44,45.02
