,行业,代码,名称,总市值(亿),流通市值(亿),市盈率-动态,市净率,收盘价,29日主力净流入-总净额(亿),29日涨跌幅(%),60日涨跌幅(%),年初至今涨跌幅(%)
0,水泥建材,600678,四川金顶,35.0,35.0,48.19,13.73,9.96,-5.0,18.1,28.52,52.29
1,水泥建材,003037,三和管桩,55.0,54.0,39.48,1.98,9.12,-4.0,28.5,28.09,24.59
2,水泥建材,002233,塔牌集团,101.0,101.0,11.64,0.85,8.5,-0.8,15.0,11.11,17.57
3,水泥建材,600496,精工钢构,67.0,67.0,13.55,0.77,3.38,-1.4,4.3,9.39,14.97
4,水泥建材,002743,富煌钢构,27.0,27.0,38.67,0.83,6.19,-0.8,3.3,-11.95,-5.78
5,水泥建材,600477,杭萧钢构,63.0,63.0,31.95,1.25,2.66,-0.8,2.3,2.7,4.72
6,水泥建材,000789,万年青,50.0,50.0,35.14,0.77,6.23,-0.1,16.4,17.33,27.93
7,水泥建材,600668,尖峰集团,51.0,51.0,2.2,0.9,12.43,-1.6,4.5,6.15,48.33
8,水泥建材,000672,上峰水泥,90.0,90.0,28.17,1.07,9.29,-0.5,15.7,18.65,32.15
9,水泥建材,002541,鸿路钢构,122.0,88.0,22.38,1.33,17.72,-0.3,5.5,-9.13,0.85
10,水泥建材,000935,四川双马,148.0,148.0,31.79,1.95,19.41,-0.3,7.5,20.86,34.05
11,交运设备,603500,祥和实业,36.0,36.0,25.49,3.81,10.86,-0.6,20.1,23.83,43.46
12,交运设备,872541,铁大科技,26.0,17.0,40.72,6.2,18.7,0.6,9.0,9.17,56.22
13,交运设备,603680,今创集团,108.0,108.0,18.07,2.02,13.78,-0.0,19.9,42.8,69.08
14,交运设备,605001,威奥股份,32.0,32.0,48.07,1.19,8.08,-0.5,11.9,18.65,25.86
15,交运设备,002972,科安达,33.0,18.0,25.67,2.71,13.37,0.0,8.5,17.08,30.44
16,交运设备,603111,康尼机电,58.0,56.0,28.3,1.54,6.65,-1.0,4.6,7.09,14.85
17,交运设备,000913,钱江摩托,88.0,77.0,25.34,1.88,16.69,0.7,9.4,8.66,-5.22
18,交运设备,603787,新日股份,30.0,30.0,24.96,1.95,12.98,-0.7,5.3,16.83,25.78
