,行业,代码,名称,总市值(亿),流通市值(亿),市盈率-动态,市净率,收盘价,29日主力净流入-总净额(亿),29日涨跌幅(%),60日涨跌幅(%),年初至今涨跌幅(%)
0,通信设备,688080,映翰通,36.0,36.0,40.11,3.4,48.38,-1.4,1.9,8.16,47.86
1,通信设备,002491,通鼎互联,61.0,58.0,11.59,2.28,4.96,-2.0,-9.8,-2.94,-3.5
2,通信设备,688100,威胜信息,172.0,172.0,28.11,5.17,34.89,-0.4,2.6,-2.73,-2.21
3,通信设备,002296,辉煌科技,45.0,40.0,16.7,1.89,11.53,-1.9,6.2,2.4,19.98
4,通信设备,600105,永鼎股份,131.0,131.0,11.33,3.98,8.98,-7.5,15.0,24.72,82.89
5,消费电子,603380,易德龙,53.0,53.0,31.79,3.83,33.11,0.5,32.4,40.42,38.02
6,消费电子,300976,达瑞电子,80.0,51.0,35.09,2.39,60.33,-0.7,26.4,41.02,24.91
7,消费电子,300812,易天股份,34.0,23.0,42.4,4.32,24.32,-1.4,10.4,16.2,10.34
8,消费电子,002937,兴瑞科技,53.0,53.0,32.85,3.58,17.73,-0.6,9.5,-1.61,6.81
9,消费电子,300279,和晶科技,38.0,35.0,24.48,3.72,7.68,-1.1,13.1,14.12,26.73
10,消费电子,300843,胜蓝股份,54.0,52.0,44.74,3.53,32.95,-0.6,10.5,12.0,-5.53
11,消费电子,002993,奥海科技,110.0,95.0,22.13,2.31,40.01,-0.9,5.0,3.65,-0.25
12,消费电子,603890,春秋电子,56.0,56.0,34.84,2.02,12.79,-2.1,13.9,4.58,10.26
13,消费电子,002055,得润电子,45.0,44.0,34.97,3.25,7.42,-4.0,8.2,24.92,3.06
14,消费电子,301503,智迪科技,33.0,14.0,30.42,3.21,41.8,0.0,11.6,9.68,24.15
15,消费电子,002139,拓邦股份,183.0,157.0,23.19,2.68,14.65,-2.8,6.9,0.21,8.2
16,消费电子,002925,盈趣科技,144.0,136.0,46.94,3.2,18.51,-0.4,16.1,14.05,20.43
