,行业,代码,名称,总市值(亿),流通市值(亿),市盈率-动态,市净率,收盘价,29日主力净流入-总净额(亿),29日涨跌幅(%),60日涨跌幅(%),年初至今涨跌幅(%)
0,玻璃玻纤,603601,再升科技,49.0,49.0,36.23,2.31,4.76,-2.6,-8.6,31.49,42.09
1,玻璃玻纤,002613,北玻股份,44.0,31.0,49.0,2.01,4.01,0.5,6.4,0.5,0.0
2,玻璃玻纤,300196,长海股份,63.0,38.0,19.12,1.39,15.38,-2.3,7.0,30.12,43.87
3,玻璃玻纤,600819,耀皮玻璃,59.0,47.0,34.29,1.68,6.26,-0.9,-7.5,14.03,16.79
4,玻璃玻纤,601636,旗滨集团,163.0,163.0,8.65,1.21,6.06,-1.8,9.8,13.27,8.8
5,玻璃玻纤,301188,力诺药包,59.0,59.0,36.65,3.86,24.85,1.6,23.4,18.28,66.55
6,电机,300907,康平科技,35.0,35.0,46.32,4.54,36.51,0.4,35.3,41.84,73.53
7,电机,603350,安乃达,51.0,19.0,40.55,3.98,43.87,0.3,23.2,8.0,23.4
8,电机,000922,佳电股份,84.0,71.0,38.18,1.9,12.1,-3.8,8.4,12.24,8.23
9,电机,002249,大洋电机,191.0,143.0,16.82,2.06,7.84,-2.9,19.7,16.32,36.59
10,电机,002823,凯中精密,51.0,34.0,25.99,2.63,15.53,-0.8,11.8,11.89,10.77
11,电机,603344,星德胜,52.0,15.0,31.52,2.61,26.92,-0.7,7.9,1.01,11.61
12,电机,002576,通达动力,29.0,28.0,34.03,2.26,17.58,-1.1,6.6,4.83,3.05
13,电机,002801,微光股份,83.0,42.0,24.05,4.73,36.12,-0.7,8.3,2.01,49.81
14,电机,603320,迪贝电气,29.0,29.0,33.84,2.52,19.27,-0.4,2.6,13.22,37.84
15,电机,600416,湘电股份,181.0,181.0,48.15,2.37,13.69,-5.0,1.0,28.91,21.26
16,游戏,300533,冰川网络,95.0,67.0,12.53,6.49,40.37,-7.0,13.2,64.91,104.3
17,游戏,600633,浙数文化,189.0,189.0,24.98,1.86,14.87,-2.9,10.6,13.34,44.37
18,游戏,002605,姚记科技,110.0,89.0,19.62,3.27,26.45,-3.8,-2.1,-0.79,1.11
19,游戏,300113,顺网科技,146.0,110.0,49.57,6.47,21.31,-1.4,10.7,13.23,27.45
20,游戏,300031,宝通科技,109.0,91.0,49.9,2.81,26.0,-4.9,6.7,1.09,42.7
21,证券,000686,东北证券,198.0,198.0,24.47,1.04,8.46,-0.7,10.4,15.26,8.18
22,证券,600621,华鑫股份,170.0,170.0,31.02,2.01,16.07,-2.9,6.8,17.3,-2.01
23,证券,600864,哈投股份,148.0,148.0,19.52,1.12,7.13,-1.6,19.6,22.51,-2.33
24,家用轻工,301101,明月镜片,93.0,88.0,49.32,5.75,46.16,-2.9,-0.5,1.01,8.92
25,家用轻工,605099,共创草坪,128.0,127.0,20.44,4.8,31.75,-0.5,-15.1,44.38,56.1
26,家用轻工,002489,浙江永强,84.0,74.0,5.62,1.91,3.85,0.1,4.3,-1.03,20.31
27,家用轻工,001222,源飞宠物,40.0,17.0,39.54,3.03,21.02,-0.2,11.1,2.34,34.06
28,家用轻工,002103,广博股份,55.0,39.0,46.22,5.12,10.35,-1.9,-3.7,-1.9,9.52
29,家用轻工,605155,西大门,26.0,26.0,27.97,2.06,13.47,-0.1,7.9,15.23,37.31
30,家用轻工,603091,众鑫股份,63.0,13.0,21.71,3.17,61.31,-0.7,-10.6,26.91,33.78
31,家用轻工,001323,慕思股份,127.0,26.0,26.87,2.98,32.06,-0.1,4.4,4.43,-12.95
