,行业,代码,名称,总市值(亿),流通市值(亿),市盈率-动态,市净率,收盘价,29日主力净流入-总净额(亿),29日涨跌幅(%),60日涨跌幅(%),年初至今涨跌幅(%)
0,商业百货,603101,汇嘉时代,51.0,51.0,38.03,3.63,10.84,0.3,34.7,28.89,16.81
1,商业百货,600865,百大集团,40.0,40.0,34.59,1.72,10.64,0.4,16.3,16.79,-8.2
2,商业百货,002251,步步高,166.0,132.0,41.34,2.03,6.17,-5.1,16.9,19.57,56.2
3,商业百货,601116,三江购物,70.0,70.0,38.15,2.18,12.73,-1.2,9.7,16.9,19.19
4,商业百货,600785,新华百货,30.0,30.0,17.3,1.31,13.19,-0.5,7.9,9.83,2.89
5,商业百货,600693,东百集团,59.0,59.0,41.03,1.65,6.75,-0.6,14.4,10.47,-3.16
6,商业百货,000715,中兴商业,33.0,33.0,34.09,1.71,6.16,-0.7,1.3,10.39,16.89
7,商业百货,000419,通程控股,34.0,34.0,20.17,0.92,6.18,-0.2,5.8,10.36,11.15
8,商业百货,600858,银座股份,31.0,31.0,14.98,1.14,6.0,-0.6,4.2,7.91,8.5
9,商业百货,002697,红旗连锁,81.0,68.0,14.43,1.77,5.96,-3.2,-1.2,11.19,2.76
10,商业百货,600694,大商股份,67.0,66.0,8.69,0.76,19.18,-1.1,-2.9,-3.28,-16.83
11,商业百货,600814,杭州解百,60.0,59.0,19.95,1.62,8.15,-0.1,2.6,5.57,0.0
12,商业百货,603708,家家悦,73.0,73.0,19.96,3.05,11.44,-0.2,8.0,10.42,1.15
13,商业百货,603214,爱婴室,26.0,26.0,28.0,2.25,18.89,-3.5,-6.5,-3.67,-15.33
14,商业百货,600738,丽尚国潮,39.0,39.0,24.73,1.97,5.18,-1.9,-3.7,-8.96,4.44
15,商业百货,000417,合百集团,48.0,48.0,14.1,1.01,6.18,-1.3,7.3,11.35,-1.44
16,商业百货,000501,武商集团,84.0,84.0,25.5,0.77,10.96,-1.0,6.8,24.83,6.82
17,商业百货,002818,富森美,93.0,37.0,14.59,1.65,12.41,-0.5,2.4,-2.51,-12.97
18,商业百货,000785,居然智家,193.0,183.0,29.39,0.94,3.1,1.3,5.4,-0.32,-13.17
19,商业百货,002419,天虹股份,66.0,66.0,21.59,1.59,5.68,-0.5,-2.1,5.97,-2.07
20,商业百货,600729,重庆百货,130.0,56.0,8.38,1.69,29.43,-0.4,1.5,6.05,5.52
21,商业百货,600682,南京新百,107.0,92.0,32.02,0.6,7.92,-2.0,4.2,10.61,16.13
22,商业百货,600827,百联股份,171.0,154.0,27.33,0.85,9.59,-0.6,0.6,6.79,-10.12
23,商业百货,002416,爱施德,145.0,144.0,32.81,2.55,11.73,-4.6,-3.9,2.62,-25.62
24,商业百货,600790,轻纺城,60.0,60.0,17.88,0.92,4.07,-0.7,5.7,10.3,11.81
25,美容护理,001206,依依股份,49.0,28.0,24.17,2.65,26.72,-0.4,3.6,19.39,67.84
26,美容护理,001328,登康口腔,75.0,19.0,44.03,5.32,43.55,-0.7,-0.8,-19.17,40.44
27,美容护理,003006,百亚股份,136.0,136.0,36.26,9.66,31.74,0.5,16.3,9.49,35.41
28,美容护理,603983,丸美生物,166.0,166.0,44.63,4.93,41.34,0.1,2.3,-11.29,30.16
29,美容护理,300658,延江股份,22.0,15.0,43.14,1.67,6.7,-0.8,-7.8,1.98,30.1
30,美容护理,301371,敷尔佳,134.0,20.0,29.15,2.44,25.74,-1.0,-2.7,-7.94,-7.81
31,美容护理,600315,上海家化,180.0,180.0,33.93,2.59,26.83,-0.1,18.2,11.88,58.66
32,美容护理,603238,诺邦股份,36.0,36.0,27.44,2.54,20.2,-1.0,3.9,1.97,59.56
33,美容护理,603193,润本股份,118.0,30.0,31.45,5.42,29.15,-3.5,-18.8,-21.28,26.08
34,美容护理,605009,豪悦护理,75.0,75.0,25.25,2.25,34.86,-2.4,-15.8,-31.31,24.46
35,美容护理,603059,倍加洁,31.0,31.0,35.95,3.01,31.15,-5.3,10.5,20.41,33.52
36,美容护理,300957,贝泰妮,194.0,194.0,39.42,3.21,45.91,-3.7,0.2,-4.95,9.08
37,美容护理,002243,力合科创,104.0,103.0,43.71,1.42,8.55,-1.2,3.0,5.17,7.01
38,美容护理,300740,水羊股份,86.0,79.0,34.83,4.16,22.02,-1.9,30.5,13.86,66.57
39,食品饮料,603237,五芳斋,37.0,37.0,9.44,2.02,18.63,-0.6,6.3,9.14,4.02
40,食品饮料,300898,熊猫乳品,36.0,34.0,43.79,3.81,29.2,-2.1,2.1,2.24,16.29
41,食品饮料,832023,田野股份,15.0,13.0,47.29,1.28,4.73,-0.7,-1.9,4.42,6.29
42,食品饮料,001318,阳光乳业,43.0,43.0,35.63,3.01,15.08,-1.1,10.6,15.56,34.76
