,行业,代码,名称,总市值(亿),流通市值(亿),市盈率-动态,市净率,收盘价,29日主力净流入-总净额(亿),29日涨跌幅(%),60日涨跌幅(%),年初至今涨跌幅(%)
26,装修装饰,605287,德才股份,23.0,23.0,13.27,1.48,16.6,-0.2,7.6,26.04,36.63
27,装修装饰,603408,建霖家居,56.0,56.0,11.39,1.77,12.56,-0.1,11.9,15.76,4.41
28,装修装饰,601886,江河集团,87.0,87.0,14.99,1.23,7.64,-1.5,10.2,39.93,52.8
29,装修装饰,000055,方大集团,45.0,28.0,33.9,0.73,4.17,-0.5,-3.9,3.22,7.2
30,装修装饰,002081,金 螳 螂,95.0,94.0,11.07,0.7,3.57,-0.7,-4.3,3.78,2.88
31,装修装饰,002375,亚厦股份,53.0,52.0,19.73,0.66,3.93,-0.4,-3.2,4.8,3.69
32,装修装饰,603929,亚翔集成,74.0,74.0,23.09,4.09,34.82,-1.7,-1.6,26.53,30.27
33,综合行业,600051,宁波联合,25.0,25.0,44.6,0.74,8.01,-0.4,5.1,14.43,24.77
34,综合行业,000532,华金资本,56.0,56.0,38.11,3.75,16.35,-1.1,2.9,9.0,24.43
35,综合行业,000833,粤桂股份,100.0,57.0,21.38,2.8,12.46,-2.2,4.1,10.56,10.76
36,综合行业,002758,浙农股份,48.0,48.0,20.5,1.04,9.2,-0.1,-0.1,4.19,8.75
37,综合行业,600784,鲁银投资,45.0,45.0,14.33,1.43,6.73,-0.5,4.2,11.24,15.64
38,综合行业,002053,云南能投,107.0,107.0,12.14,1.46,11.66,-1.3,6.8,5.62,5.33
39,综合行业,000803,山高环能,35.0,34.0,30.82,2.39,7.4,-1.0,11.1,32.14,44.25
40,小金属,600281,华阳新材,37.0,37.0,9.31,22.98,7.15,-0.5,5.3,31.68,118.65
41,小金属,301026,浩通科技,45.0,32.0,26.59,2.9,28.25,-1.1,13.0,14.0,46.07
42,小金属,000962,东方钽业,106.0,106.0,47.03,4.07,21.05,0.2,26.9,11.55,54.55
43,小金属,600301,华锡有色,166.0,72.0,21.78,3.8,26.3,-0.5,27.6,38.35,54.61
44,小金属,000795,英洛华,137.0,137.0,47.45,5.07,12.05,-4.0,10.8,19.07,25.39
45,小金属,600459,贵研铂业,120.0,119.0,14.68,1.68,15.72,-2.5,5.1,10.32,16.53
46,小金属,600456,宝钛股份,157.0,157.0,48.42,2.29,32.9,-2.1,8.1,13.41,17.25
47,小金属,688190,云路股份,118.0,118.0,37.24,4.69,97.95,0.2,9.3,13.55,7.2
48,商业百货,600682,南京新百,119.0,103.0,23.09,0.67,8.82,0.7,35.3,36.32,29.33
49,商业百货,000501,武商集团,97.0,96.0,16.94,0.88,12.56,3.1,41.4,41.92,22.42
50,商业百货,603101,汇嘉时代,40.0,40.0,30.17,2.88,8.6,-0.2,9.8,9.41,-7.33
51,商业百货,600858,银座股份,30.0,30.0,10.41,1.11,5.79,-0.7,-0.5,9.25,4.7
52,商业百货,603214,爱婴室,27.0,27.0,29.24,2.35,19.73,-2.4,4.4,0.05,-11.56
53,商业百货,600814,杭州解百,58.0,58.0,16.8,1.61,7.93,-0.0,2.3,1.67,-2.7
54,商业百货,002344,海宁皮城,58.0,58.0,24.37,0.69,4.54,-0.0,0.9,8.35,-1.52
55,商业百货,600785,新华百货,29.0,29.0,9.02,1.27,12.8,-0.1,5.6,9.68,-0.16
56,商业百货,000715,中兴商业,33.0,33.0,40.83,1.75,6.17,-0.5,5.7,12.39,17.08
57,商业百货,603708,家家悦,69.0,69.0,12.17,2.91,10.82,-0.4,5.2,2.56,-4.33
58,商业百货,600693,东百集团,51.0,51.0,32.08,1.44,5.84,-1.0,-2.2,-8.03,-16.21
59,商业百货,600729,重庆百货,130.0,57.0,8.42,1.7,29.59,-0.7,5.1,3.43,6.1
60,商业百货,000417,合百集团,48.0,48.0,13.92,0.99,6.1,-0.8,8.0,11.11,-2.71
61,商业百货,600778,友好集团,22.0,22.0,26.41,9.16,6.98,-0.3,6.1,12.22,-23.21
62,商业百货,002818,富森美,91.0,36.0,15.31,1.66,12.1,-0.1,-3.9,-5.25,-15.15
63,商业百货,601116,三江购物,59.0,59.0,20.97,1.87,10.84,-1.3,-6.2,2.55,1.5
64,商业百货,600694,大商股份,70.0,69.0,6.57,0.8,20.04,0.0,4.6,-3.0,-13.1
65,商业百货,002419,天虹股份,69.0,69.0,11.4,1.65,5.89,-1.0,7.7,9.07,1.55
66,商业百货,600790,轻纺城,56.0,56.0,47.28,0.92,3.82,-0.3,-3.5,4.95,4.95
67,商业百货,600827,百联股份,175.0,157.0,22.65,0.9,9.79,1.0,8.9,9.88,-8.25
68,商业百货,600738,丽尚国潮,41.0,40.0,17.21,2.05,5.32,-2.1,0.0,0.95,7.26
69,商业百货,002697,红旗连锁,76.0,64.0,13.59,1.66,5.61,-2.5,0.9,1.45,-3.28
70,商业百货,002251,步步高,129.0,100.0,32.16,1.58,4.8,-9.1,-5.1,-13.04,21.52
71,商业百货,000785,居然智家,184.0,174.0,21.7,0.9,2.95,0.8,-4.5,-10.06,-17.37
72,商业百货,002416,爱施德,157.0,155.0,31.05,2.79,12.64,-2.9,3.3,14.6,-19.85
73,纺织服装,003041,真爱美家,42.0,40.0,5.01,2.78,28.9,-0.4,-0.1,-0.69,9.39
74,纺织服装,603518,锦泓集团,38.0,38.0,10.76,1.06,11.07,-0.0,12.7,34.18,16.65
75,纺织服装,002394,联发股份,34.0,34.0,11.68,0.82,10.52,-2.1,22.6,31.5,41.78
76,纺织服装,002780,三夫户外,22.0,19.0,44.17,3.29,14.21,-0.7,5.1,15.53,12.33
77,纺织服装,002098,浔兴股份,36.0,36.0,17.15,2.65,9.93,-0.0,3.2,11.32,25.86
78,纺织服装,001209,洪兴股份,25.0,18.0,29.83,1.91,18.73,-0.1,4.7,5.4,11.16
79,纺织服装,603073,彩蝶实业,21.0,9.0,23.19,1.58,18.33,-0.1,5.6,15.94,28.09
80,纺织服装,002029,七 匹 狼,54.0,51.0,9.1,0.82,7.72,0.4,11.6,19.14,19.88
81,纺织服装,000726,鲁  泰Ａ,59.0,43.0,10.0,0.63,7.26,-0.8,9.2,17.29,13.08
82,纺织服装,002832,比音勒芬,94.0,64.0,7.1,1.84,16.49,-1.3,5.1,4.76,-21.14
83,纺织服装,603839,安正时尚,30.0,30.0,32.66,1.63,7.74,-0.7,8.4,9.79,42.8
84,纺织服装,603808,歌力思,31.0,31.0,18.84,1.23,8.36,-0.6,2.2,13.59,20.46
85,纺织服装,002144,宏达高科,22.0,17.0,31.59,1.08,12.56,-0.3,5.8,9.6,21.24
86,纺织服装,301276,嘉曼服饰,33.0,12.0,18.42,1.59,25.36,0.4,23.2,44.17,55.01
87,纺织服装,601599,浙文影业,46.0,46.0,29.33,2.96,3.96,-1.3,2.1,10.31,10.61
88,纺织服装,601566,九牧王,53.0,53.0,6.92,1.34,9.23,-0.2,1.9,7.08,13.81
89,纺织服装,002687,乔治白,24.0,20.0,39.41,1.65,4.84,0.1,1.3,9.26,10.5
90,纺织服装,301088,戎美股份,34.0,28.0,41.61,1.35,14.75,-0.2,4.9,8.3,13.03
91,纺织服装,002763,汇洁股份,30.0,22.0,9.61,1.52,7.22,-0.1,2.3,7.92,11.25
92,纺织服装,603558,健盛集团,34.0,34.0,12.15,1.42,9.75,-0.7,4.5,10.29,-6.79
93,纺织服装,603365,水星家纺,48.0,47.0,13.32,1.68,18.21,0.2,-1.8,9.3,18.94
94,纺织服装,002083,孚日股份,48.0,48.0,9.73,1.06,5.05,-0.2,2.0,9.54,6.32
95,纺织服装,300577,开润股份,53.0,31.0,15.49,2.52,22.06,-0.5,9.4,9.7,-10.54
96,纺织服装,002003,伟星股份,132.0,115.0,32.85,3.2,11.28,-1.0,6.1,-0.53,-18.67
97,纺织服装,605080,浙江自然,40.0,40.0,10.45,1.91,28.36,-0.1,5.5,-9.94,21.72
98,纺织服装,603307,扬州金泉,27.0,7.0,22.07,1.98,39.97,-0.2,6.2,11.9,13.55
99,纺织服装,603889,新澳股份,44.0,44.0,10.93,1.34,6.06,-0.5,3.6,4.12,-9.69
100,纺织服装,603511,爱慕股份,62.0,62.0,18.1,1.44,15.33,-2.7,-6.9,12.8,21.67
101,纺织服装,002154,报 喜 鸟,56.0,45.0,14.24,1.25,3.85,-0.4,-0.8,2.67,-11.7
102,纺织服装,002404,嘉欣丝绸,37.0,30.0,18.56,1.96,6.56,-0.3,1.1,5.64,11.38
103,纺织服装,002563,森马服饰,149.0,122.0,17.34,1.34,5.52,-1.6,4.2,1.1,-17.24
104,纺织服装,001234,泰慕士,26.0,22.0,31.04,2.89,23.62,0.2,8.7,20.94,43.41
105,纺织服装,603908,牧高笛,25.0,25.0,19.98,4.59,26.27,-0.2,3.3,11.6,22.47
106,纺织服装,002293,罗莱生活,71.0,71.0,15.77,1.8,8.55,0.3,-4.1,-6.35,15.54
107,纺织服装,002327,富安娜,62.0,36.0,27.44,1.79,7.35,0.1,-1.3,-2.26,-10.58
108,纺织服装,600987,航民股份,75.0,75.0,11.97,1.18,7.38,-0.5,3.2,6.03,11.14
109,纺织服装,002612,朗姿股份,78.0,45.0,20.56,2.89,17.7,-2.6,-3.5,6.76,10.9
110,纺织服装,603877,太平鸟,69.0,69.0,13.96,1.58,14.68,-0.1,-2.2,-3.99,1.94
111,纺织服装,603587,地素时尚,64.0,64.0,19.41,1.83,13.53,0.1,8.9,16.04,11.73
112,纺织服装,001390,古麒绒材,49.0,12.0,32.27,3.31,24.59,-1.1,-0.6,103.56,103.56
113,纺织服装,603665,康隆达,44.0,44.0,9.7,6.08,27.47,-0.6,10.4,16.89,94.55
114,纺织服装,603055,台华新材,87.0,86.0,13.3,1.78,9.75,-0.3,5.3,2.85,-9.97
115,纺织服装,605003,众望布艺,25.0,25.0,36.79,1.73,22.38,-0.2,6.7,21.04,21.04
116,纺织服装,002722,物产金轮,36.0,31.0,30.06,1.4,17.59,-0.7,8.8,15.5,26.09
117,纺织服装,601339,百隆东方,85.0,85.0,10.9,0.9,5.67,-0.8,14.3,19.62,9.46
118,纺织服装,300005,探路者,81.0,81.0,41.03,3.85,9.16,-1.0,9.4,-0.54,30.86
119,纺织服装,300952,恒辉安防,51.0,31.0,47.12,3.09,29.6,-1.4,11.1,2.03,43.13
120,纺织服装,002674,兴业科技,38.0,37.0,49.67,1.57,12.73,1.3,19.0,37.18,36.3
121,中药,600557,康缘药业,112.0,112.0,33.65,2.44,19.83,4.3,26.6,54.68,45.59
122,中药,002907,华森制药,80.0,59.0,49.36,4.74,19.08,-0.9,14.7,35.51,47.34
123,中药,002107,沃华医药,41.0,41.0,46.38,5.59,7.18,0.8,10.1,31.26,50.21
124,中药,000919,金陵药业,45.0,43.0,49.05,1.2,7.23,-0.6,3.7,11.75,11.57
125,中药,002349,精华制药,65.0,64.0,26.07,2.46,7.82,-1.0,5.8,8.31,3.3
126,中药,002287,奇正藏药,163.0,163.0,22.83,3.57,29.24,-4.7,30.7,21.43,40.58
127,中药,002737,葵花药业,95.0,95.0,41.49,2.29,16.23,-1.8,4.8,7.34,-18.81
128,中药,300039,上海凯宝,72.0,63.0,21.34,1.75,6.88,-2.6,9.0,16.41,13.16
129,中药,603858,步长制药,198.0,198.0,16.11,1.89,18.78,-0.8,11.7,17.74,18.86
130,中药,002864,盘龙药业,33.0,23.0,26.15,2.0,30.76,-1.0,5.9,11.65,2.16
131,中药,002390,信邦制药,72.0,69.0,43.83,1.08,3.72,-1.3,2.5,7.51,-17.7
132,中药,300534,陇神戎发,34.0,34.0,34.93,4.88,11.15,-1.3,10.0,16.75,28.46
133,中药,600351,亚宝药业,52.0,52.0,14.93,1.86,7.44,-2.8,17.9,25.04,28.5
134,中药,002275,桂林三金,92.0,87.0,21.89,3.14,15.62,-0.0,5.2,12.7,5.97
135,中药,600285,羚锐制药,131.0,131.0,13.85,4.29,23.17,-0.6,0.9,3.16,8.98
136,中药,600993,马应龙,121.0,121.0,14.89,3.03,28.13,-0.6,3.8,2.18,10.36
137,中药,600572,康恩贝,117.0,117.0,15.43,1.76,4.63,-1.2,2.7,8.69,2.66
138,中药,000650,仁和药业,81.0,77.0,12.35,1.32,5.8,0.2,4.5,9.64,3.39
139,中药,605199,ST葫芦娃,37.0,37.0,37.84,5.08,9.21,-0.6,2.7,-3.56,-42.18
140,中药,002728,特一药业,48.0,35.0,38.0,2.71,9.36,-0.9,7.8,11.69,5.17
141,中药,603439,贵州三力,54.0,53.0,32.02,3.74,13.11,-1.6,0.7,13.7,3.55
142,中药,600479,千金药业,46.0,46.0,21.85,1.96,11.1,-0.5,7.2,12.46,7.56
143,中药,600750,江中药业,140.0,139.0,12.3,3.7,22.08,-0.8,0.3,-0.09,0.36
144,中药,603998,方盛制药,51.0,51.0,14.32,3.2,11.51,-1.4,12.1,21.29,13.29
145,中药,600976,健民集团,65.0,65.0,14.64,2.57,42.12,-0.5,6.3,6.66,3.29
146,中药,603896,寿仙谷,44.0,44.0,19.04,1.99,22.42,-0.4,5.0,7.12,7.07
147,中药,603567,珍宝岛,117.0,117.0,38.87,1.51,12.44,-1.9,6.1,11.17,7.24
148,中药,600422,昆药集团,110.0,110.0,27.84,2.11,14.59,-3.2,4.3,-6.65,-6.17
149,中药,600129,太极集团,130.0,130.0,43.61,3.65,23.35,-3.5,8.1,10.72,-5.54
150,中药,300519,新光药业,28.0,20.0,28.72,3.49,17.62,-0.8,14.8,24.61,35.85
151,中药,300181,佐力药业,142.0,122.0,19.04,4.68,20.28,-2.4,9.4,29.09,37.31
152,中药,000989,九芝堂,103.0,83.0,22.07,2.85,12.02,-1.5,3.1,40.91,56.92
153,汽车零部件,300680,隆盛科技,104.0,81.0,44.53,5.48,45.89,-1.2,32.7,1.84,93.14
154,汽车零部件,831195,三祥科技,21.0,15.0,22.37,2.86,21.61,0.1,22.7,25.2,100.46
155,汽车零部件,002283,天润工业,80.0,70.0,20.22,1.35,6.99,-0.4,15.5,15.92,36.52
156,汽车零部件,600218,全柴动力,43.0,43.0,36.35,1.35,9.96,-0.6,8.7,14.75,27.04
157,汽车零部件,603158,腾龙股份,63.0,63.0,34.82,2.85,12.85,1.8,57.5,55.19,62.25
158,汽车零部件,002553,南方精工,104.0,75.0,28.52,8.53,30.0,-1.8,34.1,24.74,135.11
159,汽车零部件,603040,新坐标,86.0,85.0,32.15,6.37,62.96,2.5,59.4,53.97,183.35
160,汽车零部件,832978,开特股份,50.0,28.0,31.38,7.66,28.1,-0.1,20.3,15.73,113.36
161,汽车零部件,600480,凌云股份,184.0,181.0,21.38,2.45,15.05,-2.0,32.0,23.87,86.26
162,汽车零部件,600933,爱柯迪,197.0,195.0,19.1,2.43,19.95,0.1,28.1,26.35,24.69
163,汽车零部件,603809,豪能股份,144.0,144.0,34.56,4.64,16.73,1.0,21.2,9.78,90.33
164,汽车零部件,836221,易实精密,26.0,14.0,44.02,7.05,22.82,0.1,10.2,34.79,90.48
165,汽车零部件,300611,美力科技,57.0,40.0,35.27,4.77,26.87,-1.4,21.8,15.32,157.13
166,汽车零部件,600609,金杯汽车,67.0,67.0,22.0,4.58,5.17,-3.4,-2.6,-5.31,-28.19
167,汽车零部件,603950,长源东谷,91.0,90.0,29.17,3.37,27.96,1.1,20.0,12.15,60.78
168,汽车零部件,300580,贝斯特,142.0,133.0,47.72,4.46,28.31,-1.3,21.1,11.11,24.11
169,汽车零部件,000570,苏常柴Ａ,43.0,34.0,24.86,1.28,6.16,-0.3,5.5,10.2,21.26
170,汽车零部件,300643,万通智控,61.0,61.0,41.5,5.29,26.51,-0.9,37.6,22.05,124.66
171,汽车零部件,300926,博俊科技,127.0,83.0,21.21,4.54,29.17,-0.1,11.5,12.24,33.44
172,汽车零部件,300375,鹏翎股份,44.0,30.0,47.77,1.96,5.86,-0.7,18.4,20.58,28.23
173,汽车零部件,603788,宁波高发,39.0,39.0,20.86,1.97,17.29,-0.6,8.5,13.15,31.68
174,汽车零部件,301160,翔楼新材,82.0,54.0,39.13,4.99,70.6,0.0,36.6,18.64,84.67
175,汽车零部件,300893,松原安全,84.0,42.0,26.17,5.97,26.65,-0.8,13.0,6.43,28.74
176,汽车零部件,605005,合兴股份,80.0,80.0,38.58,4.16,20.01,-0.6,9.2,25.77,24.29
177,汽车零部件,603305,旭升集团,145.0,145.0,38.0,2.27,15.25,-0.3,16.5,23.58,19.42
178,汽车零部件,002863,今飞凯达,33.0,33.0,32.27,1.18,5.46,-0.7,5.2,10.08,18.18
179,汽车零部件,603202,天有为,169.0,34.0,17.56,2.69,105.5,-2.2,0.4,7.62,15.92
180,汽车零部件,603166,福达股份,121.0,120.0,41.35,4.88,18.71,0.5,28.8,22.29,160.95
181,汽车零部件,688612,威迈斯,143.0,86.0,35.36,4.47,33.88,-1.8,30.0,37.0,46.16
182,汽车零部件,001282,三联锻造,48.0,17.0,40.19,3.1,21.69,-1.6,4.9,10.49,45.28
183,汽车零部件,002448,中原内配,58.0,48.0,13.1,1.65,9.88,-1.2,16.5,25.7,61.17
184,汽车零部件,603758,秦安股份,62.0,62.0,47.47,2.57,14.19,-2.8,-13.9,13.07,78.04
185,汽车零部件,600742,富维股份,78.0,78.0,19.74,0.93,10.52,-0.1,8.7,9.81,23.76
186,汽车零部件,002662,峰璟股份,55.0,55.0,32.25,1.3,3.69,-0.8,4.2,5.73,-2.89
187,汽车零部件,002906,华阳集团,170.0,170.0,24.96,2.6,32.47,-3.2,3.6,-2.43,7.27
188,汽车零部件,301170,锡南科技,30.0,10.0,28.75,1.76,30.0,-0.7,7.8,18.53,32.63
189,汽车零部件,300863,卡倍亿,72.0,69.0,33.65,4.66,38.0,-1.7,5.3,19.38,19.53
190,汽车零部件,603730,岱美股份,127.0,127.0,15.22,2.92,5.92,0.5,4.2,-2.15,-10.98
191,汽车零部件,300978,东箭科技,51.0,23.0,25.68,3.22,12.07,-0.1,8.3,14.41,13.98
192,汽车零部件,002363,隆基机械,36.0,36.0,47.58,1.7,8.58,-0.9,11.4,16.26,31.8
193,汽车零部件,002434,万里扬,114.0,114.0,26.4,1.99,8.67,-2.0,18.0,12.89,42.13
194,汽车零部件,002284,亚太股份,88.0,87.0,21.85,2.95,11.85,-3.5,6.5,1.28,54.1
195,汽车零部件,603197,保隆科技,92.0,92.0,24.09,2.74,42.95,-0.5,10.9,10.44,15.33
196,汽车零部件,603089,正裕工业,39.0,39.0,31.98,2.83,16.1,-0.9,11.9,38.44,81.51
197,汽车零部件,873690,捷众科技,19.0,12.0,35.25,3.52,28.75,-0.1,16.8,13.95,64.1
198,汽车零部件,300304,云意电气,113.0,110.0,29.01,3.7,12.85,-0.5,63.1,72.25,61.84
199,汽车零部件,603926,铁流股份,31.0,31.0,29.23,1.88,13.24,-0.6,16.2,5.84,54.13
200,汽车零部件,603239,浙江仙通,44.0,44.0,16.59,3.78,16.35,-1.4,3.1,15.14,23.49
201,汽车零部件,603013,亚普股份,111.0,111.0,21.59,2.64,21.75,-0.5,10.1,15.45,48.67
202,汽车零部件,603586,金麒麟,39.0,39.0,13.03,1.74,19.95,-0.8,6.9,16.06,41.79
203,汽车零部件,603201,常润股份,33.0,32.0,15.7,2.02,17.21,-0.4,13.7,18.61,25.16
204,汽车零部件,301298,东利机械,26.0,19.0,29.1,2.93,17.84,-0.5,6.3,13.49,32.25
205,汽车零部件,301119,正强股份,42.0,34.0,27.95,4.38,40.77,-0.7,18.2,-15.17,35.95
206,汽车零部件,301552,科力装备,41.0,10.0,24.67,3.52,42.9,-0.3,13.0,8.99,4.2
207,汽车零部件,603107,上海汽配,55.0,35.0,29.91,2.7,16.18,-1.0,3.9,5.96,-1.58
208,汽车零部件,001319,铭科精技,40.0,34.0,41.03,3.2,28.61,-0.6,10.1,3.73,15.55
209,汽车零部件,605333,沪光股份,149.0,149.0,40.01,6.72,34.11,0.4,18.7,14.62,5.28
210,汽车零部件,002536,飞龙股份,188.0,178.0,44.73,5.57,32.75,-11.0,116.2,122.03,190.34
211,汽车零部件,603190,亚通精工,30.0,10.0,21.14,1.42,25.0,-0.6,7.4,10.33,12.51
212,汽车零部件,002101,广东鸿图,88.0,88.0,48.99,1.16,13.31,-1.5,8.5,8.21,14.05
213,汽车零部件,688533,上声电子,47.0,47.0,42.83,3.07,28.75,-0.9,9.7,16.54,-16.35
214,汽车零部件,002516,旷达科技,84.0,83.0,47.66,2.32,5.7,-0.2,8.8,11.11,14.23
215,汽车零部件,688667,菱电电控,36.0,36.0,41.33,2.11,68.1,-0.5,27.3,25.62,69.87
216,汽车零部件,002355,兴民智通,41.0,41.0,7.59,2.97,6.62,-3.1,-13.6,-4.06,3.92
217,汽车零部件,000700,模塑科技,87.0,87.0,14.63,2.39,9.46,2.4,27.5,25.63,39.12
218,汽车零部件,300428,立中集团,124.0,108.0,19.08,1.73,19.33,-2.3,7.9,11.99,21.12
219,汽车零部件,002048,宁波华翔,187.0,163.0,18.3,1.63,23.02,4.3,30.6,53.16,89.47
220,汽车零部件,301020,密封科技,36.0,36.0,33.8,3.86,24.76,-0.2,11.4,23.18,33.19
221,汽车零部件,832000,安徽凤凰,20.0,10.0,40.34,3.19,21.28,-0.1,0.6,-5.67,19.15
222,汽车零部件,000030,富奥股份,104.0,101.0,15.96,1.33,6.06,-0.4,3.6,0.5,21.69
223,汽车零部件,603035,常熟汽饰,57.0,57.0,16.18,1.11,14.93,-0.8,11.9,12.34,6.26
224,汽车零部件,603409,汇通控股,46.0,11.0,39.55,3.28,36.48,-0.3,6.4,1.7,54.05
225,汽车零部件,300446,航天智造,156.0,58.0,21.02,3.01,18.5,-2.7,9.3,10.38,13.99
226,汽车零部件,605088,冠盛股份,79.0,78.0,23.47,2.93,38.88,-0.8,10.3,12.21,58.82
227,汽车零部件,603210,泰鸿万立,72.0,16.0,40.82,4.17,21.16,-0.6,2.0,0.91,146.05
228,汽车零部件,688280,精进电动-UW,50.0,44.0,25.55,7.88,8.4,-1.6,16.8,13.98,91.34
229,汽车零部件,000581,威孚高科,198.0,163.0,13.97,1.02,20.48,-1.4,6.6,6.06,13.71
230,汽车零部件,002997,瑞鹄模具,87.0,87.0,19.25,3.75,41.75,-1.8,11.0,15.2,21.54
231,汽车零部件,600523,贵航股份,65.0,65.0,42.36,2.13,16.11,-1.3,8.6,14.09,36.64
232,汽车零部件,605319,无锡振华,87.0,74.0,22.88,3.55,34.6,-1.1,9.3,7.02,67.47
233,汽车零部件,002592,ST八菱,21.0,19.0,11.06,2.23,7.33,-0.5,11.6,24.03,52.39
234,汽车零部件,301186,超达装备,37.0,35.0,37.32,2.5,46.3,-0.5,7.7,12.82,17.54
235,汽车零部件,001311,多利科技,74.0,19.0,19.39,1.64,23.8,-0.3,15.8,14.37,23.19
236,汽车零部件,002454,松芝股份,58.0,58.0,15.54,1.47,9.22,-0.7,18.4,21.48,40.76
237,汽车零部件,838837,华原股份,27.0,24.0,39.32,5.22,17.62,0.1,4.2,3.53,84.7
238,汽车零部件,003033,征和工业,42.0,41.0,19.27,3.27,50.77,0.7,23.9,8.53,92.68
239,汽车零部件,838171,邦德股份,25.0,11.0,26.8,4.34,19.3,0.1,11.6,11.43,51.61
240,汽车零部件,300816,艾可蓝,33.0,19.0,44.26,3.89,41.04,-0.7,29.3,31.67,60.69
241,汽车零部件,301613,新铝时代,88.0,22.0,31.3,5.69,61.0,-0.6,18.4,14.47,61.5
242,汽车零部件,002328,新朋股份,53.0,39.0,32.96,1.65,6.92,-1.5,17.9,26.51,15.14
243,汽车零部件,301181,标榜股份,38.0,12.0,30.17,2.7,32.65,0.3,30.9,17.07,59.35
244,汽车零部件,920106,林泰新材,57.0,30.0,37.95,11.23,102.19,-2.2,-0.5,4.12,140.84
245,汽车零部件,603161,科华控股,29.0,29.0,28.7,2.02,15.12,0.2,23.1,24.34,47.8
246,装修建材,002392,北京利尔,89.0,85.0,17.55,1.63,7.46,-2.0,17.7,22.3,59.06
247,装修建材,001238,浙江正特,52.0,15.0,32.0,4.7,47.19,-0.3,22.8,35.02,74.58
248,装修建材,002066,瑞泰科技,31.0,31.0,47.38,4.34,13.3,-0.4,8.2,9.92,18.96
249,装修建材,603313,梦百合,49.0,49.0,20.99,1.33,8.64,-0.5,-4.8,8.14,28.96
250,装修建材,603326,我乐家居,30.0,30.0,18.7,2.74,9.41,-0.6,6.4,5.14,67.44
251,装修建材,301429,森泰股份,24.0,9.0,33.32,1.85,20.6,-0.2,8.6,18.19,35.53
252,装修建材,002043,兔 宝 宝,86.0,77.0,16.11,2.8,10.4,-0.4,2.9,4.21,-10.03
253,装修建材,002790,瑞尔特,32.0,20.0,37.59,1.56,7.73,-0.1,4.2,10.11,8.87
254,装修建材,600337,美克家居,29.0,29.0,6.92,1.02,2.03,-0.5,-11.7,-5.14,10.33
