,行业,代码,名称,总市值(亿),流通市值(亿),市盈率-动态,市净率,收盘价,29日主力净流入-总净额(亿),29日涨跌幅(%),60日涨跌幅(%),年初至今涨跌幅(%)
0,医疗器械,688273,麦澜德,42.0,15.0,26.17,3.18,37.25,0.7,23.3,50.07,81.55
1,医疗器械,688314,康拓医疗,33.0,33.0,34.1,5.09,37.0,0.1,19.8,31.96,41.09
2,医疗器械,688580,伟思医疗,54.0,54.0,40.97,3.43,53.55,-0.7,15.2,25.28,109.7
3,医疗器械,603987,康德莱,40.0,40.0,16.55,1.59,8.73,-0.6,13.4,27.96,30.87
4,医疗器械,688410,山外山,54.0,39.0,36.53,3.19,16.11,-1.0,13.5,32.31,52.17
5,医疗器械,688677,海泰新光,56.0,56.0,29.95,4.4,45.1,0.2,15.6,31.66,25.87
6,医疗器械,688016,心脉医疗,139.0,139.0,26.86,3.66,109.63,-1.0,24.0,32.93,3.19
7,医疗器械,605369,拱东医疗,46.0,46.0,41.79,2.74,20.2,-0.9,6.4,4.95,5.06
8,医疗器械,301367,瑞迈特,80.0,50.0,27.67,2.78,86.68,-0.9,3.1,8.59,41.96
9,医疗器械,603309,维力医疗,43.0,42.0,17.59,2.29,14.21,-0.2,11.7,25.67,26.66
10,医疗器械,002950,奥美医疗,62.0,44.0,17.86,1.78,9.54,-0.1,10.9,14.29,12.57
11,医疗器械,600587,新华医疗,106.0,105.0,16.48,1.37,17.04,1.9,14.4,16.05,6.28
12,医疗器械,300653,正海生物,40.0,40.0,43.04,4.69,21.82,-1.1,6.4,14.65,6.62
13,医疗器械,300314,戴维医疗,40.0,20.0,44.6,3.45,13.72,-0.8,8.0,13.57,25.16
14,医疗器械,688389,普门科技,61.0,61.0,28.39,3.07,13.98,-0.8,8.2,11.7,-2.6
15,医疗器械,300453,三鑫医疗,47.0,32.0,21.8,3.66,8.83,-1.0,9.7,13.54,23.55
16,医疗器械,688358,祥生医疗,38.0,38.0,23.11,2.85,33.76,-0.2,17.8,24.85,46.5
17,医疗器械,688236,春立医疗,87.0,65.0,37.35,3.03,22.26,-0.0,20.1,48.04,77.41
18,医疗器械,002382,蓝帆医疗,65.0,64.0,20.95,0.8,6.33,-0.3,13.0,22.33,24.95
19,医疗器械,603387,基蛋生物,45.0,45.0,17.35,1.69,8.68,-0.5,9.2,9.59,7.84
20,医疗器械,300246,宝莱特,27.0,22.0,46.6,2.28,10.03,-0.3,25.5,37.38,54.48
21,医疗器械,300482,万孚生物,119.0,107.0,15.75,2.19,24.43,-1.6,14.4,18.03,12.45
22,医疗器械,300562,乐心医疗,37.0,28.0,40.45,3.75,16.8,-1.0,13.9,16.75,15.48
23,医疗器械,300439,美康生物,46.0,35.0,37.55,1.56,11.74,-0.6,11.9,17.51,15.12
24,医疗器械,002432,九安医疗,190.0,179.0,17.86,0.89,39.68,0.1,8.9,5.0,-1.21
25,医疗器械,300206,理邦仪器,78.0,45.0,29.86,3.98,13.25,-0.4,10.2,16.0,22.24
26,医疗器械,688338,赛科希德,29.0,29.0,31.81,1.81,27.44,-0.2,9.0,17.75,16.17
27,医疗器械,688075,安旭生物,54.0,54.0,39.9,1.06,42.31,-0.2,12.6,20.73,18.46
