,行业,代码,名称,总市值(亿),流通市值(亿),市盈率-动态,市净率,收盘价,29日主力净流入-总净额(亿),29日涨跌幅(%),60日涨跌幅(%),年初至今涨跌幅(%)
0,采掘行业,300157,新锦动力,42.0,39.0,15.62,-24.13,5.56,-2.2,13.2,50.27,91.72
1,采掘行业,603619,中曼石油,95.0,95.0,10.29,2.3,20.45,-2.4,6.0,21.22,7.29
2,采掘行业,002554,惠博普,40.0,40.0,32.43,1.7,2.99,-0.2,4.5,12.83,19.12
3,采掘行业,605086,龙高股份,51.0,51.0,45.91,4.01,28.45,-0.7,8.5,12.85,-8.55
4,化肥行业,000902,新洋丰,191.0,174.0,10.03,1.72,15.21,0.1,7.0,14.36,19.39
5,化肥行业,002588,史丹利,117.0,87.0,9.63,1.63,10.15,-0.1,12.4,15.87,42.56
6,化肥行业,002539,云图控股,125.0,91.0,12.33,1.41,10.36,-3.3,1.4,23.92,35.96
7,化肥行业,300387,富邦科技,29.0,29.0,23.37,1.95,9.9,-0.8,6.7,18.99,24.84
8,化肥行业,002538,司尔特,47.0,47.0,31.15,0.9,5.53,-0.9,1.8,11.94,0.55
9,化肥行业,002999,天禾股份,25.0,25.0,44.53,2.15,7.31,-0.0,1.8,10.26,26.03
10,化肥行业,002556,辉隆股份,55.0,55.0,24.96,1.55,5.85,-1.7,-0.8,-0.17,8.74
11,化肥行业,002545,东方铁塔,123.0,112.0,14.96,1.4,9.9,-1.8,6.2,35.06,47.1
12,化肥行业,000912,泸天化,72.0,72.0,48.75,1.12,4.58,-0.8,-0.7,-1.29,4.57
13,化肥行业,002170,芭田股份,102.0,83.0,14.9,3.25,10.52,-4.7,-2.6,10.5,24.5
14,化肥行业,300505,川金诺,60.0,47.0,16.83,2.26,21.73,-2.2,9.1,25.24,54.11
15,美容护理,300740,水羊股份,84.0,77.0,34.1,4.07,21.56,-0.1,31.9,27.5,63.09
16,美容护理,001206,依依股份,50.0,29.0,24.43,2.68,27.01,0.1,20.1,27.17,67.14
17,美容护理,603983,丸美生物,181.0,181.0,33.52,5.46,45.15,-0.3,11.9,-3.32,42.16
18,美容护理,301371,敷尔佳,143.0,21.0,31.2,2.61,27.55,-1.0,7.3,3.38,-1.33
19,美容护理,300856,科思股份,75.0,72.0,38.99,2.84,15.74,-1.5,2.4,2.94,-12.99
20,美容护理,600315,上海家化,157.0,157.0,29.59,2.26,23.4,1.3,7.4,-5.68,38.38
21,美容护理,003006,百亚股份,127.0,126.0,33.7,8.98,29.5,1.0,15.8,-5.14,25.85
22,美容护理,603193,润本股份,124.0,32.0,33.19,5.72,30.77,-1.4,5.9,-22.79,33.09
23,美容护理,603238,诺邦股份,37.0,37.0,30.11,2.66,20.65,-0.6,17.1,22.12,63.11
24,美容护理,001328,登康口腔,78.0,19.0,45.01,5.68,45.12,-0.6,0.2,-6.23,45.5
25,美容护理,605009,豪悦护理,89.0,88.0,24.44,2.71,41.19,-1.0,2.9,-7.71,47.05
26,电力行业,605028,世茂能源,43.0,43.0,32.14,3.36,26.86,0.7,34.8,61.52,66.52
27,电力行业,000601,韶能股份,62.0,62.0,32.11,1.5,5.7,-1.9,-3.9,12.2,47.67
28,电力行业,600396,华电辽能,53.0,53.0,9.03,3.54,3.57,-0.5,-10.5,14.79,29.35
29,电力行业,000767,晋控电力,95.0,90.0,39.27,1.59,3.1,-0.2,-10.1,4.73,22.53
30,电力行业,000591,太阳能,181.0,181.0,15.67,0.77,4.62,-1.9,0.7,8.45,-0.65
31,电力行业,600101,明星电力,57.0,57.0,38.95,1.91,10.44,-3.4,-5.1,-0.29,20.28
32,电力行业,001896,豫能控股,87.0,87.0,49.35,2.76,5.73,-3.2,-15.0,21.91,38.07
33,电力行业,600982,宁波能源,53.0,53.0,31.27,1.25,4.73,-0.9,-2.7,3.28,19.14
