,行业,代码,名称,总市值(亿),流通市值(亿),市盈率-动态,市净率,收盘价,29日主力净流入-总净额(亿),29日涨跌幅(%),60日涨跌幅(%),年初至今涨跌幅(%)
0,能源金属,301219,腾远钴业,171.0,100.0,34.55,1.94,57.89,-2.5,7.0,23.88,29.48
1,电源设备,688551,科威尔,39.0,39.0,47.41,3.02,46.0,0.1,57.1,68.25,66.73
2,电源设备,002518,科士达,149.0,144.0,33.45,3.44,25.52,-0.1,14.9,12.72,14.44
3,电源设备,688411,海博思创,167.0,35.0,44.52,4.35,92.81,-0.5,9.0,31.68,407.71
4,电源设备,300693,盛弘股份,110.0,94.0,37.61,6.32,35.06,0.6,21.1,16.63,32.5
5,电源设备,301327,华宝新能,100.0,28.0,29.32,1.62,57.22,-0.7,12.9,12.84,5.81
6,电源设备,301590,优优绿能,66.0,13.0,26.73,3.49,156.24,-1.0,0.9,76.74,76.74
7,电源设备,002255,海陆重工,72.0,55.0,24.31,1.7,8.63,-3.7,-5.2,-11.4,55.22
8,电源设备,301386,未来电器,34.0,10.0,42.76,2.37,24.24,-0.6,10.3,16.76,17.73
9,电源设备,300105,龙源技术,41.0,41.0,24.73,2.13,7.92,-1.8,2.5,10.61,5.18
10,电源设备,002630,ST华西,30.0,27.0,43.96,18.23,2.51,-2.3,-11.0,5.02,-27.87
11,电池,688006,杭可科技,130.0,130.0,27.99,2.49,21.47,-1.1,11.8,23.11,21.03
12,电池,002245,蔚蓝锂芯,193.0,181.0,34.0,2.75,16.73,2.6,24.9,29.89,57.38
13,电池,000049,德赛电池,92.0,92.0,47.11,1.41,23.84,-0.5,6.7,11.4,2.85
14,电池,002580,圣阳股份,64.0,63.0,26.21,2.86,14.02,-2.4,2.3,12.52,66.11
15,电池,833523,德瑞锂电,26.0,21.0,18.81,4.31,25.49,-0.2,-1.1,-2.37,29.46
16,电池,301222,浙江恒威,31.0,9.0,37.59,2.24,30.95,-0.5,7.1,17.68,23.06
17,电池,836239,长虹能源,63.0,24.0,27.09,6.97,34.45,-0.9,-1.6,7.59,71.82
18,电池,688155,先惠技术,69.0,69.0,29.54,3.45,54.88,-1.1,8.7,34.44,45.8
19,电池,601311,骆驼股份,110.0,110.0,11.66,1.17,9.41,-0.7,7.9,12.97,17.63
20,电池,603031,安孚科技,63.0,63.0,29.44,3.32,29.72,-1.7,0.7,10.77,4.8
21,电池,001283,豪鹏科技,61.0,45.0,47.89,2.46,71.1,-1.5,27.0,33.17,23.76
22,消费电子,003028,振邦智能,52.0,26.0,43.91,3.02,36.21,0.0,18.8,10.84,32.98
23,消费电子,002937,兴瑞科技,58.0,57.0,35.87,3.9,19.36,-0.3,18.0,10.76,16.63
24,消费电子,603380,易德龙,59.0,59.0,35.53,4.28,37.0,0.7,40.1,57.85,54.23
25,消费电子,002947,恒铭达,97.0,73.0,22.41,3.11,37.86,1.0,15.0,14.97,15.64
26,消费电子,300279,和晶科技,40.0,38.0,26.14,3.97,8.2,-1.3,19.5,22.75,35.31
27,消费电子,002993,奥海科技,112.0,97.0,22.54,2.36,40.75,-1.9,0.7,8.58,1.6
28,消费电子,301318,维海德,50.0,28.0,29.55,2.74,37.01,-0.7,12.5,20.2,26.96
29,消费电子,002925,盈趣科技,144.0,136.0,46.97,3.2,18.52,-0.8,6.9,15.39,20.49
30,消费电子,301503,智迪科技,34.0,14.0,31.17,3.29,42.83,0.2,13.8,14.76,27.21
