,行业,代码,名称,总市值(亿),流通市值(亿),市盈率-动态,市净率,收盘价,29日主力净流入-总净额(亿),29日涨跌幅(%),60日涨跌幅(%),年初至今涨跌幅(%)
0,消费电子,605277,新亚电子,89.0,86.0,47.15,6.04,27.49,-4.4,16.9,84.5,96.92
1,消费电子,300684,中石科技,111.0,75.0,44.99,5.85,37.09,1.6,45.9,66.77,70.29
2,消费电子,300951,博硕科技,68.0,60.0,32.36,2.99,40.0,0.1,21.9,42.96,36.66
3,消费电子,002993,奥海科技,147.0,127.0,29.51,3.08,53.34,-0.3,33.9,45.5,32.98
4,消费电子,301503,智迪科技,35.0,14.0,31.68,3.34,43.53,0.1,11.3,21.76,29.28
5,消费电子,002947,恒铭达,101.0,76.0,23.42,3.25,39.57,0.6,9.6,25.58,20.86
6,消费电子,002351,漫步者,124.0,73.0,30.28,4.63,13.92,-1.4,3.9,9.01,-14.34
7,消费电子,002139,拓邦股份,195.0,168.0,24.76,2.86,15.64,-2.1,15.3,15.34,15.51
8,消费电子,002055,得润电子,47.0,47.0,36.86,3.42,7.82,-5.5,2.8,38.41,8.61
9,消费电子,002866,传艺科技,55.0,34.0,35.24,2.69,19.01,-2.9,-5.9,21.86,17.49
10,消费电子,300976,达瑞电子,81.0,52.0,30.72,2.36,60.97,-1.1,23.5,46.21,26.23
11,消费电子,001308,康冠科技,172.0,59.0,20.0,2.2,24.51,-0.1,8.2,15.72,-10.29
12,消费电子,603890,春秋电子,60.0,60.0,37.1,2.15,13.62,-2.0,14.6,11.91,17.41
13,消费电子,300279,和晶科技,43.0,40.0,27.89,4.24,8.75,-2.0,17.9,36.72,44.39
14,消费电子,300812,易天股份,35.0,23.0,43.08,4.39,24.71,-1.1,9.5,22.27,12.11
15,消费电子,603380,易德龙,65.0,65.0,38.86,4.68,40.47,0.7,50.4,76.65,68.7
16,消费电子,301318,维海德,46.0,26.0,35.02,2.49,34.19,-0.6,1.5,16.21,17.29
17,消费电子,003028,振邦智能,51.0,25.0,42.52,2.93,35.06,-0.2,13.8,14.69,28.76
18,消费电子,002937,兴瑞科技,60.0,60.0,37.34,4.06,20.15,-0.2,23.8,18.88,21.39
19,小金属,600456,宝钛股份,160.0,160.0,49.16,2.33,33.4,-2.0,11.1,16.66,19.03
20,小金属,000962,东方钽业,105.0,104.0,46.45,4.02,20.79,1.1,26.2,14.55,52.64
21,小金属,600281,华阳新材,35.0,35.0,8.95,22.11,6.88,-1.5,1.8,27.64,110.4
22,小金属,000795,英洛华,136.0,136.0,49.38,5.19,11.99,-3.3,12.4,18.95,24.77
23,小金属,301026,浩通科技,43.0,31.0,25.81,2.82,27.42,-1.3,8.4,18.34,41.78
24,小金属,600459,贵研铂业,120.0,119.0,14.71,1.68,15.75,-2.2,5.7,11.07,16.75
25,小金属,688190,云路股份,121.0,121.0,38.38,4.83,100.95,0.3,12.1,17.02,10.48
26,小金属,600301,华锡有色,165.0,72.0,21.57,3.76,26.04,-0.9,29.4,35.91,53.09
27,玻璃玻纤,603601,再升科技,59.0,59.0,43.84,2.79,5.76,0.1,4.2,63.17,71.94
28,玻璃玻纤,300196,长海股份,70.0,42.0,21.39,1.55,17.2,-2.4,12.6,49.18,60.9
29,玻璃玻纤,601636,旗滨集团,170.0,170.0,9.03,1.26,6.33,-1.5,12.6,21.03,13.64
30,玻璃玻纤,600819,耀皮玻璃,59.0,47.0,34.79,1.7,6.35,-1.4,-9.0,14.83,18.47
31,玻璃玻纤,301188,力诺药包,57.0,57.0,35.39,3.73,24.0,1.1,19.3,19.4,60.86
32,电源设备,300693,盛弘股份,135.0,116.0,42.71,7.31,43.16,2.4,42.4,43.96,63.11
33,电源设备,002518,科士达,179.0,173.0,40.2,4.13,30.67,2.4,35.1,40.69,37.53
34,电源设备,301590,优优绿能,73.0,14.0,29.91,3.91,174.82,-0.4,14.4,97.76,97.76
35,电源设备,002255,海陆重工,74.0,57.0,24.95,1.74,8.86,-3.4,0.2,-4.63,59.35
36,电源设备,002630,ST华西,30.0,27.0,43.79,18.16,2.5,-1.9,-5.7,0.0,-28.16
37,电源设备,688551,科威尔,37.0,37.0,45.01,2.87,43.67,0.8,46.3,59.32,58.28
38,电源设备,301386,未来电器,33.0,10.0,42.18,2.34,23.91,-0.6,-1.8,17.96,16.12
39,电源设备,301327,华宝新能,110.0,30.0,32.35,1.79,63.13,-0.6,18.8,30.57,16.73
40,软件开发,688588,凌志软件,71.0,71.0,27.06,5.72,17.73,0.1,20.0,37.12,30.27
41,软件开发,430425,乐创技术,18.0,15.0,49.41,7.27,24.96,-0.4,4.5,4.39,92.89
42,软件开发,600728,佳都科技,129.0,129.0,26.88,1.68,6.07,-2.6,7.6,16.96,29.7
