,行业,代码,名称,总市值(亿),流通市值(亿),市盈率-动态,市净率,收盘价,29日主力净流入-总净额(亿),29日涨跌幅(%),60日涨跌幅(%),年初至今涨跌幅(%)
0,煤炭行业,601918,新集能源,170.0,170.0,8.01,1.08,6.58,1.4,0.6,-1.94,-8.36
1,有色金属,002171,楚江新材,157.0,156.0,29.76,1.88,9.69,1.1,4.4,13.87,18.17
2,家电行业,000016,深康佳Ａ,132.0,88.0,34.86,5.58,5.49,1.5,5.2,1.86,-0.54
3,通用设备,603279,景津装备,93.0,93.0,13.91,2.11,16.1,1.1,8.3,0.94,-7.89
