,行业,代码,名称,总市值(亿),流通市值(亿),市盈率-动态,市净率,收盘价,29日主力净流入-总净额(亿),29日涨跌幅(%),60日涨跌幅(%),年初至今涨跌幅(%)
0,电子化学品,688268,华特气体,75.0,75.0,42.32,4.26,62.47,-0.5,29.0,26.51,37.84
1,电子化学品,002643,万润股份,117.0,116.0,36.75,1.68,12.72,-1.4,11.7,17.45,6.89
2,电子化学品,300481,濮阳惠成,45.0,45.0,31.37,1.9,15.57,-0.0,9.3,13.98,6.5
3,电子化学品,688550,瑞联新材,74.0,74.0,40.45,2.48,42.54,-5.4,-6.6,15.63,38.57
4,电子化学品,300398,飞凯材料,132.0,131.0,27.47,2.89,23.21,-6.1,20.7,19.15,47.83
5,电子化学品,603931,格林达,55.0,55.0,43.21,3.54,27.56,-0.7,5.2,-4.5,19.98
6,小金属,600301,华锡有色,160.0,70.0,26.04,3.85,25.27,-0.7,23.3,30.59,48.56
7,小金属,000962,东方钽业,99.0,98.0,43.81,3.79,19.61,1.1,20.5,15.9,43.98
8,小金属,688190,云路股份,125.0,125.0,39.47,4.97,103.81,0.3,16.3,15.77,13.61
9,小金属,000795,英洛华,130.0,130.0,47.19,4.96,11.46,-4.1,9.0,9.35,19.25
10,小金属,600459,贵研铂业,121.0,120.0,14.81,1.7,15.86,-2.2,4.7,19.61,17.57
11,小金属,600456,宝钛股份,154.0,154.0,47.33,2.24,32.16,-2.4,6.3,9.16,14.61
12,小金属,600281,华阳新材,35.0,35.0,8.84,21.82,6.79,-1.3,-1.6,15.08,107.65
13,小金属,301026,浩通科技,44.0,31.0,26.18,2.86,27.82,-1.2,9.3,26.4,43.85
14,生物制品,603590,康辰药业,88.0,87.0,49.5,2.88,55.29,-0.3,60.3,88.0,141.23
15,生物制品,300357,我武生物,144.0,134.0,48.56,6.11,27.58,-2.6,30.2,36.81,37.21
16,生物制品,688073,毕得医药,54.0,25.0,43.64,2.74,58.95,-0.7,5.6,42.91,22.05
17,生物制品,000534,万泽股份,87.0,85.0,29.98,5.77,17.1,-0.3,14.8,13.85,32.87
18,生物制品,301509,金凯生科,47.0,22.0,24.79,2.19,39.04,-1.4,3.4,15.61,53.22
19,生物制品,688739,成大生物,121.0,121.0,42.04,1.31,29.16,-0.3,11.6,16.08,16.69
20,生物制品,301393,昊帆生物,63.0,25.0,45.47,2.78,58.61,-0.5,9.6,11.02,47.82
21,生物制品,600867,通化东宝,167.0,167.0,38.3,2.78,8.54,-1.1,5.8,14.32,9.35
22,生物制品,300294,博雅生物,138.0,138.0,24.66,1.82,27.29,0.1,5.1,1.53,-9.4
23,生物制品,300485,赛升药业,70.0,40.0,43.77,2.06,14.53,-5.3,-1.1,52.47,107.28
24,生物制品,002038,双鹭药业,83.0,69.0,45.31,1.49,8.11,-3.0,9.4,19.62,8.86
25,生物制品,688253,英诺特,46.0,23.0,12.01,2.3,33.55,-0.7,11.5,4.22,-6.05
26,生物制品,600223,福瑞达,85.0,85.0,42.05,2.08,8.39,-2.1,4.4,0.24,11.87
27,生物制品,002880,卫光生物,66.0,66.0,37.98,3.01,29.32,-0.7,1.2,0.89,9.36
28,生物制品,300239,东宝生物,35.0,35.0,45.82,2.08,5.88,-0.3,3.5,4.63,-5.77
29,生物制品,300009,安科生物,199.0,145.0,23.79,5.19,11.89,-3.0,34.2,38.74,41.72
30,生物制品,600211,西藏药业,153.0,153.0,14.18,3.95,47.4,0.7,28.9,30.04,31.85
31,生物制品,000403,派林生物,173.0,171.0,48.62,2.23,18.23,-1.5,1.1,10.02,14.08
32,有色金属,601609,金田股份,140.0,140.0,23.17,1.51,9.41,-0.5,35.8,46.35,62.52
33,有色金属,601137,博威合金,198.0,198.0,15.63,2.39,24.4,0.9,37.2,35.48,23.23
34,有色金属,601702,华峰铝业,182.0,182.0,17.12,3.32,18.26,0.6,15.9,11.68,1.33
35,有色金属,300697,电工合金,71.0,55.0,41.45,6.32,16.5,-2.7,12.5,39.59,72.59
