,行业,代码,名称,总市值(亿),流通市值(亿),市盈率-动态,市净率,收盘价,29日主力净流入-总净额(亿),29日涨跌幅(%),60日涨跌幅(%),年初至今涨跌幅(%)
37,电子元件,603115,海星股份,40.0,40.0,44.5,2.08,16.7,-2.6,13.8,21.01,35.66
38,电子元件,002922,伊戈尔,72.0,69.0,43.06,2.3,18.39,-0.6,14.7,16.1,4.97
39,电子元件,834950,迅安科技,17.0,9.0,34.73,5.95,23.38,0.3,20.8,25.77,84.68
40,电子元件,832110,雷特科技,15.0,6.0,36.2,4.58,39.29,0.2,2.3,3.61,23.94
41,电子元件,603328,依顿电子,109.0,109.0,23.34,2.75,10.87,-2.5,5.9,25.66,12.53
42,电子元件,603989,艾华集团,71.0,71.0,24.71,1.91,17.63,-0.0,12.3,18.88,18.08
43,电子元件,300656,民德电子,47.0,37.0,35.44,4.63,27.73,-1.7,2.5,4.48,11.45
44,电子元件,301319,唯特偶,39.0,17.0,44.41,3.52,31.34,-1.9,3.0,26.02,60.22
45,电子元件,430718,合肥高科,17.0,8.0,23.28,2.92,18.37,-0.2,2.1,4.43,49.84
46,电子元件,870357,雅葆轩,20.0,11.0,42.45,5.86,25.59,0.2,-7.6,12.63,40.22
47,电子元件,300319,麦捷科技,112.0,106.0,44.84,2.46,12.72,1.1,16.7,20.91,2.83
48,电子元件,000823,超声电子,73.0,73.0,43.71,1.56,13.6,-2.3,4.0,34.79,34.39
49,电子元件,300852,四会富仕,49.0,47.0,42.34,3.23,34.11,-0.9,3.0,7.1,30.79
50,电子元件,605058,澳弘电子,43.0,43.0,29.43,2.58,30.16,-0.4,4.3,37.15,56.84
51,电子元件,301566,达利凯普,72.0,38.0,34.76,5.2,17.9,-1.6,-1.0,11.25,9.28
52,电子元件,002388,ST新亚,24.0,24.0,44.84,2.43,4.71,-0.7,0.6,25.27,37.32
53,电子元件,301280,珠城科技,73.0,20.0,33.63,4.14,53.03,0.3,32.7,35.77,83.43
54,电子元件,836395,朗鸿科技,22.0,15.0,36.55,10.94,14.26,0.1,-1.0,-3.97,37.91
55,电子元件,301631,壹连科技,77.0,16.0,32.01,3.31,84.25,-1.0,3.2,8.61,-9.69
56,电子元件,002729,好利科技,27.0,26.0,39.12,5.09,14.82,-1.9,-2.2,15.96,18.28
57,电子元件,688093,世华科技,96.0,96.0,27.5,4.79,36.51,-0.9,16.3,41.68,82.28
58,电子元件,002913,奥士康,126.0,120.0,32.1,2.87,39.62,0.7,12.3,60.6,68.52
59,电子元件,688511,*ST天微,24.0,24.0,34.73,2.91,23.42,-0.0,26.9,43.5,50.42
60,电子元件,600237,铜峰电子,49.0,48.0,44.73,2.61,7.72,-1.3,3.3,9.66,17.86
61,电子元件,002815,崇达技术,148.0,88.0,32.18,2.11,13.72,-2.0,17.2,34.38,36.11
62,电子元件,603678,火炬电子,175.0,175.0,41.11,2.96,36.88,-2.8,-0.7,3.39,21.16
63,非金属材料,001359,平安电工,97.0,24.0,46.32,5.31,52.31,1.7,29.4,72.64,104.74
64,非金属材料,603612,索通发展,120.0,120.0,12.24,2.26,24.03,0.2,29.7,43.98,77.87
65,非金属材料,001301,尚太科技,144.0,89.0,15.03,2.29,55.14,-1.1,9.7,13.69,-18.61
66,非金属材料,836675,秉扬科技,21.0,10.0,26.19,3.6,12.36,-0.2,-2.1,7.2,52.03
67,非金属材料,300035,中科电气,124.0,106.0,23.11,2.68,18.14,-5.7,8.9,24.59,23.4
68,非金属材料,839792,东和新材,21.0,13.0,27.45,2.16,12.89,-0.0,0.5,0.62,46.98
69,非金属材料,002057,中钢天源,77.0,76.0,29.0,2.46,10.15,-4.4,11.2,27.51,41.76
70,非金属材料,688357,建龙微纳,35.0,35.0,34.01,2.06,34.55,-0.3,24.7,42.59,59.0
71,非金属材料,001296,长江材料,31.0,16.0,20.94,1.77,20.54,-0.3,-1.9,20.68,21.32
72,非金属材料,300743,天地数码,31.0,26.0,24.11,5.25,20.43,-0.7,3.2,20.89,38.6
73,非金属材料,300409,道氏技术,148.0,130.0,32.02,1.88,18.86,-6.6,17.7,34.14,40.43
74,光伏设备,688516,奥特维,126.0,116.0,22.25,3.5,39.82,0.1,16.5,25.85,-4.53
75,光伏设备,688408,中信博,115.0,115.0,26.03,2.66,52.36,-1.9,10.1,16.33,-26.26
76,光伏设备,688726,拉普拉斯,194.0,17.0,19.25,5.32,47.89,-1.2,-1.2,20.15,7.3
77,光伏设备,688503,聚和材料,129.0,96.0,35.98,2.78,53.31,2.8,13.2,67.48,21.49
78,光伏设备,002617,露笑科技,149.0,146.0,37.94,2.39,7.74,-6.3,-1.0,-3.49,1.18
79,光伏设备,301636,泽润新能,37.0,9.0,27.74,3.36,57.18,-0.9,-4.5,1.62,72.96
80,光伏设备,603396,金辰股份,39.0,39.0,41.8,1.53,28.34,-0.4,4.0,17.59,5.94
81,光伏设备,301266,宇邦新材,38.0,36.0,28.41,2.14,34.79,-0.9,-2.1,11.29,4.16
82,光伏设备,000821,京山轻机,75.0,73.0,19.7,1.84,12.07,-2.3,-1.1,9.43,-2.5
83,光伏设备,002897,意华股份,81.0,76.0,31.19,3.26,41.55,-1.8,8.5,6.89,0.73
84,光伏设备,300827,上能电气,124.0,94.0,35.25,5.6,24.6,-3.9,1.8,22.14,-21.51
85,光伏设备,603628,清源股份,36.0,36.0,28.24,2.81,13.23,-0.7,1.5,12.4,6.61
86,光伏设备,300842,帝科股份,63.0,56.0,45.55,3.64,44.51,-2.3,-3.7,12.23,9.31
87,光伏设备,603105,芯能科技,42.0,42.0,38.07,2.13,8.4,-0.7,-1.5,4.61,-4.65
88,光伏设备,603381,永臻股份,51.0,31.0,47.79,1.41,21.64,-0.6,-1.4,5.1,1.31
89,橡胶制品,832225,利通科技,35.0,23.0,24.67,5.14,27.71,2.8,39.7,43.35,177.1
90,橡胶制品,871694,中裕科技,30.0,14.0,23.89,3.61,22.49,-0.1,21.0,20.01,100.45
91,橡胶制品,001207,联科科技,53.0,52.0,16.01,2.8,26.3,-0.3,7.7,17.25,37.77
92,橡胶制品,873665,科强股份,19.0,10.0,48.35,2.77,14.92,0.0,-0.8,9.3,47.0
93,橡胶制品,301459,丰茂股份,49.0,12.0,42.59,4.11,47.0,-1.6,12.2,-8.67,52.7
94,橡胶制品,301233,盛帮股份,30.0,12.0,30.46,3.28,58.85,-0.9,5.9,16.44,30.95
95,橡胶制品,000589,贵州轮胎,71.0,70.0,26.92,0.82,4.58,-1.2,1.3,4.09,-6.53
96,橡胶制品,601163,三角轮胎,113.0,113.0,17.06,0.86,14.16,-0.1,4.2,6.07,-2.61
97,橡胶制品,002442,龙星科技,32.0,31.0,28.22,1.79,6.41,-0.6,-1.8,8.09,8.83
98,橡胶制品,300320,海达股份,63.0,51.0,29.75,2.65,10.42,-1.6,4.8,0.29,8.77
99,橡胶制品,002753,永东股份,27.0,17.0,22.8,1.18,7.2,-0.7,1.6,10.09,17.65
100,橡胶制品,002381,双箭股份,29.0,23.0,28.15,1.33,7.06,-0.3,3.4,8.62,9.29
101,橡胶制品,002984,森麒麟,199.0,137.0,13.74,1.47,19.18,-5.0,1.2,3.68,-21.3
102,橡胶制品,601500,通用股份,74.0,73.0,17.96,1.23,4.64,-1.9,-0.4,-0.85,-12.95
103,橡胶制品,605183,确成股份,87.0,87.0,15.84,2.61,20.98,0.3,18.6,31.62,26.77
104,橡胶制品,600469,风神股份,45.0,45.0,39.67,1.35,6.14,0.1,8.7,10.83,0.33
105,橡胶制品,300121,阳谷华泰,64.0,61.0,25.46,1.83,14.2,-3.0,-6.0,13.6,18.83
106,塑料制品,688219,会通股份,81.0,81.0,40.66,2.89,14.65,-1.4,29.0,22.19,44.91
107,塑料制品,601208,东材科技,174.0,174.0,47.39,3.42,19.22,0.8,60.6,109.14,158.33
108,塑料制品,603221,爱丽家居,37.0,37.0,42.25,2.38,15.32,-0.2,35.8,42.25,71.17
109,塑料制品,002768,国恩股份,124.0,81.0,27.86,2.49,45.62,1.4,46.8,83.66,100.09
110,塑料制品,301196,唯科科技,133.0,133.0,43.05,4.25,106.39,0.9,57.1,77.02,229.69
111,塑料制品,300905,宝丽迪,59.0,46.0,46.6,3.16,33.43,-0.8,9.0,32.98,29.77
112,塑料制品,832089,禾昌聚合,26.0,16.0,19.04,2.26,17.11,0.2,3.7,-0.81,53.18
113,塑料制品,301591,肯特股份,41.0,17.0,47.52,4.72,48.8,-0.5,19.3,24.17,28.52
114,塑料制品,301538,骏鼎达,55.0,22.0,29.47,4.33,70.77,0.4,36.9,40.7,29.57
115,塑料制品,301019,宁波色母,30.0,20.0,30.34,2.97,18.15,-0.9,7.4,16.05,9.67
116,塑料制品,300610,晨化股份,28.0,21.0,26.71,2.41,12.97,-1.1,9.3,20.43,32.35
117,塑料制品,603150,万朗磁塑,34.0,34.0,22.46,2.09,39.5,-0.1,21.1,10.77,49.96
118,塑料制品,300221,银禧科技,46.0,43.0,47.68,3.29,9.5,-2.7,8.7,9.32,62.67
119,塑料制品,301131,聚赛龙,25.0,16.0,40.19,3.05,53.15,-0.2,15.6,12.58,55.91
120,塑料制品,002324,普利特,159.0,111.0,36.35,3.63,14.25,-3.8,23.8,41.65,50.32
121,塑料制品,603266,天龙股份,43.0,43.0,41.95,2.84,21.58,0.2,20.1,15.83,35.47
122,塑料制品,688087,英科再生,56.0,54.0,19.47,2.1,28.94,-0.9,11.7,23.46,-4.33
123,塑料制品,300644,南京聚隆,43.0,34.0,35.1,4.68,38.97,-2.3,46.3,49.65,80.33
124,塑料制品,301161,唯万密封,46.0,21.0,46.84,4.76,38.68,-0.7,66.2,80.16,81.68
125,塑料制品,002632,道明光学,59.0,55.0,28.56,2.8,9.41,-1.3,1.8,12.29,7.3
126,塑料制品,688026,洁特生物,28.0,28.0,42.95,2.65,20.15,-0.2,19.4,35.51,57.92
127,塑料制品,300717,华信新材,23.0,23.0,36.87,3.35,22.8,-0.1,23.7,41.61,66.06
128,塑料制品,301003,江苏博云,34.0,26.0,26.16,3.09,34.66,-1.1,14.3,15.57,70.24
129,塑料制品,300230,永利股份,42.0,32.0,31.19,1.35,5.16,-1.1,3.8,13.66,17.54
130,塑料制品,603181,皇马科技,92.0,92.0,22.69,2.98,15.69,0.7,19.0,27.15,38.6
131,塑料制品,001368,通达创智,29.0,8.0,25.8,2.12,25.52,0.0,7.1,15.74,36.4
132,塑料制品,002108,沧州明珠,65.0,64.0,39.12,1.29,3.89,-1.5,4.9,7.46,11.46
133,塑料制品,002395,双象股份,50.0,50.0,18.51,3.63,18.79,-2.2,-2.9,12.99,14.85
134,塑料制品,003011,海象新材,22.0,16.0,21.79,1.53,20.95,-0.0,10.7,19.37,40.6
135,塑料制品,300596,利安隆,78.0,76.0,17.99,1.73,33.82,-1.2,17.2,18.29,12.25
136,塑料制品,002825,纳尔股份,35.0,27.0,15.38,2.21,10.33,-1.4,-5.8,2.48,34.16
137,塑料制品,001378,德冠新材,31.0,15.0,41.81,1.66,23.33,-0.3,3.5,8.97,3.83
138,塑料制品,301356,天振股份,40.0,10.0,35.99,1.33,18.31,-0.1,1.2,5.47,16.18
139,塑料制品,300218,安利股份,48.0,48.0,25.8,3.37,22.08,0.1,46.9,48.99,45.74
140,塑料制品,003018,金富科技,32.0,16.0,31.13,2.08,12.23,-0.2,2.5,11.69,36.5
141,通用设备,688379,华光新材,54.0,54.0,14.04,5.01,59.48,-0.1,70.9,102.52,195.19
142,通用设备,002598,山东章鼓,41.0,37.0,49.66,3.4,13.26,0.5,19.6,26.05,41.82
143,通用设备,603757,大元泵业,78.0,78.0,49.51,4.85,47.14,1.2,105.9,102.67,137.48
144,通用设备,002158,汉钟精机,105.0,105.0,20.48,2.46,19.71,0.9,12.1,12.56,9.87
145,通用设备,002871,伟隆股份,35.0,22.0,34.72,3.4,14.04,0.5,24.6,33.71,50.16
146,通用设备,300145,南方泵业,105.0,104.0,39.29,3.89,5.46,-1.3,53.8,56.45,47.17
147,通用设备,301029,怡合达,173.0,126.0,30.62,4.1,27.2,0.2,20.9,22.3,11.38
148,通用设备,000811,冰轮环境,142.0,138.0,37.81,2.45,14.28,-0.3,29.0,55.56,54.55
149,通用设备,001400,江顺科技,41.0,10.0,41.11,3.23,67.91,0.1,15.5,20.79,81.77
150,通用设备,001268,联合精密,38.0,22.0,49.42,3.85,35.16,0.3,26.5,60.4,106.7
151,通用设备,300985,致远新能,38.0,38.0,43.05,3.89,20.61,-0.5,15.9,25.21,11.95
152,通用设备,301317,鑫磊股份,60.0,17.0,3.8,4.29,38.08,-2.0,8.3,12.76,94.29
153,通用设备,300441,鲍斯股份,59.0,57.0,31.72,2.51,9.17,-0.3,13.8,13.35,8.91
154,通用设备,873833,美心翼申,17.0,13.0,40.84,2.86,21.16,0.0,5.2,3.22,87.26
155,通用设备,300990,同飞股份,119.0,55.0,48.14,6.33,70.23,0.8,38.5,54.69,72.13
156,通用设备,300992,泰福泵业,29.0,23.0,33.12,3.35,30.3,-1.0,19.5,24.28,13.36
157,通用设备,603617,君禾股份,39.0,38.0,47.77,2.63,10.0,1.2,32.6,43.68,37.93
158,通用设备,836699,海达尔,21.0,10.0,27.28,7.05,45.97,-0.0,1.8,-2.52,22.42
159,通用设备,603269,海鸥股份,36.0,36.0,47.18,3.55,11.58,0.1,24.1,37.04,55.44
160,通用设备,301446,福事特,29.0,9.0,29.17,2.49,27.42,0.1,14.9,25.21,24.98
161,通用设备,301603,乔锋智能,76.0,24.0,25.61,3.59,63.26,0.1,25.5,20.36,48.43
162,通用设备,833943,优机股份,29.0,15.0,46.13,4.77,28.19,-0.3,6.1,27.5,74.55
163,通用设备,430418,苏轴股份,49.0,47.0,34.79,6.03,29.9,-0.5,1.7,-6.5,59.38
164,通用设备,301548,崇德科技,46.0,14.0,41.71,3.15,53.33,-0.7,10.3,12.58,23.99
165,通用设备,603969,银龙股份,81.0,80.0,29.12,3.31,9.46,-4.8,27.2,29.41,41.62
166,通用设备,002884,凌霄泵业,64.0,49.0,15.39,3.11,17.95,0.2,12.4,14.7,3.94
167,通用设备,688360,德马科技,62.0,59.0,48.63,4.43,23.33,-3.4,24.3,20.57,77.28
168,通用设备,300083,创世纪,152.0,136.0,38.55,2.94,9.1,-6.3,10.2,10.57,39.78
169,通用设备,301525,儒竞科技,84.0,44.0,39.5,2.62,88.56,-0.3,17.5,10.73,49.47
170,通用设备,300263,隆华科技,86.0,81.0,47.63,2.31,8.52,-4.0,11.8,20.51,17.52
171,通用设备,870508,丰安股份,13.0,9.0,32.23,2.89,21.24,0.2,4.5,7.44,74.24
172,通用设备,600114,东睦股份,166.0,166.0,31.87,5.77,26.98,-1.1,28.4,32.58,70.01
173,通用设备,601177,杭齿前进,82.0,81.0,38.39,3.11,20.19,-2.2,13.0,9.31,145.62
174,通用设备,301252,同星科技,52.0,15.0,36.02,4.2,30.75,-0.8,19.6,31.24,33.46
175,通用设备,603173,福斯达,72.0,22.0,15.63,4.35,45.22,-0.1,21.7,45.12,100.53
176,通用设备,830896,旺成科技,20.0,9.0,35.68,4.94,19.4,-0.1,-4.6,-4.2,40.58
177,通用设备,920082,方正阀门,32.0,9.0,25.45,6.3,22.09,-0.6,2.1,15.9,50.78
178,通用设备,688558,国盛智科,38.0,38.0,27.6,2.4,28.97,-0.2,15.6,21.47,39.61
179,通用设备,688028,沃尔德,38.0,38.0,45.27,1.98,25.31,-0.7,16.7,19.11,15.52
180,通用设备,002965,祥鑫科技,125.0,94.0,36.38,2.99,47.1,2.9,32.9,11.16,81.71
181,通用设备,688697,纽威数控,71.0,71.0,28.83,4.41,15.47,-1.3,18.1,17.46,34.99
182,通用设备,603082,北自科技,67.0,17.0,39.83,4.43,41.46,-0.7,7.2,7.6,24.43
183,通用设备,300988,津荣天宇,32.0,24.0,27.67,2.62,22.51,-1.1,8.2,7.04,25.97
184,通用设备,688355,明志科技,25.0,25.0,47.39,2.41,20.19,-0.4,13.8,22.22,23.87
185,通用设备,831855,浙江大农,15.0,14.0,28.11,2.75,20.44,-0.0,-2.6,0.25,23.95
186,通用设备,603325,博隆技术,71.0,30.0,16.95,2.85,88.41,-0.8,18.9,19.81,36.44
187,通用设备,000530,冰山冷热,56.0,40.0,34.98,1.76,6.6,-3.9,-8.3,24.53,10.74
188,通用设备,603400,华之杰,60.0,12.0,34.09,4.94,60.43,-2.1,13.4,203.97,203.97
189,通用设备,605060,联德股份,64.0,64.0,34.53,2.79,26.5,0.2,33.0,45.44,54.79
190,通用设备,000969,安泰科技,145.0,142.0,43.79,2.67,13.76,-5.4,8.4,12.23,25.66
191,通用设备,300092,科新机电,37.0,28.0,19.06,2.28,13.44,-1.9,-3.0,11.91,18.94
192,通用设备,001380,华纬科技,64.0,21.0,24.97,3.75,23.54,-1.3,13.7,10.93,61.34
193,通用设备,603331,百达精工,23.0,23.0,26.42,1.76,11.23,-0.4,8.1,12.08,25.76
194,通用设备,300154,瑞凌股份,43.0,30.0,24.4,2.5,9.6,-0.6,7.5,8.6,-10.78
195,通用设备,603088,宁波精达,46.0,40.0,31.87,4.43,9.23,-1.0,1.9,-2.43,5.37
196,通用设备,603270,金帝股份,60.0,19.0,38.68,2.74,27.31,-1.0,9.7,4.0,41.14
197,通用设备,002438,江苏神通,74.0,69.0,20.74,2.1,14.63,-1.5,14.2,36.99,21.61
198,通用设备,301107,瑜欣电子,33.0,19.0,32.24,3.54,32.06,-1.0,4.9,28.55,79.51
199,通用设备,601882,海天精工,105.0,105.0,26.41,4.0,20.02,-0.8,5.9,5.93,-7.19
200,通用设备,300193,佳士科技,47.0,41.0,22.03,2.08,9.83,-1.1,8.4,8.86,12.99
201,通用设备,603090,宏盛股份,36.0,36.0,37.92,6.22,35.6,0.9,46.6,43.66,106.86
202,通用设备,301353,普莱得,26.0,8.0,36.77,2.1,26.61,-0.0,4.1,16.61,27.56
203,通用设备,300179,四方达,52.0,40.0,38.12,4.47,10.72,-3.5,6.6,17.8,-2.99
204,通用设备,002559,亚威股份,55.0,50.0,38.28,3.23,10.0,-2.2,3.1,5.6,12.36
205,通用设备,003025,思进智能,42.0,35.0,25.9,3.57,14.64,-0.6,7.9,9.17,26.64
206,通用设备,301309,万得凯,32.0,8.0,23.26,2.02,31.5,-0.1,15.6,26.66,31.96
207,通用设备,300257,开山股份,147.0,142.0,41.71,2.28,14.83,1.0,40.3,54.32,64.41
208,通用设备,300470,中密控股,80.0,76.0,21.19,2.99,38.46,-1.4,4.3,9.11,3.39
209,通用设备,603339,四方科技,41.0,41.0,20.96,1.61,13.25,0.4,7.9,15.42,6.77
210,通用设备,603109,神驰机电,76.0,76.0,27.45,3.96,36.57,5.1,32.2,28.09,109.57
211,通用设备,301028,东亚机械,53.0,35.0,23.81,3.54,13.92,-0.7,12.2,12.08,30.22
212,通用设备,600558,大西洋,50.0,50.0,30.24,2.14,5.52,-2.3,4.2,12.65,39.04
213,通用设备,830839,万通液压,36.0,20.0,26.94,6.53,30.57,-0.5,-1.2,-0.59,96.47
214,通用设备,605123,派克新材,87.0,87.0,28.3,1.95,71.58,-2.1,-9.4,30.88,33.79
215,通用设备,603279,景津装备,92.0,92.0,13.74,2.08,15.91,1.0,6.6,-0.81,-8.98
216,通用设备,603315,福鞍股份,43.0,42.0,40.46,2.56,13.35,-0.4,6.8,6.63,25.47
217,通用设备,002282,博深股份,41.0,39.0,17.47,1.16,7.75,-0.9,1.7,5.87,7.49
218,通用设备,601369,陕鼓动力,152.0,150.0,15.32,1.75,8.81,0.1,0.3,5.76,4.51
219,通用设备,002445,中南文化,56.0,56.0,28.75,2.5,2.35,-1.9,-6.4,-0.84,-4.08
220,通用设备,605259,绿田机械,47.0,47.0,20.59,2.86,27.42,-1.2,37.8,50.0,88.45
221,通用设备,603277,银都股份,108.0,107.0,13.48,3.87,17.54,0.5,9.6,10.45,12.22
222,通用设备,603391,力聚热能,36.0,9.0,26.84,1.75,39.66,-0.0,-2.0,6.13,-2.89
223,通用设备,603187,海容冷链,49.0,49.0,11.83,1.22,12.75,-0.6,6.0,16.23,19.16
224,通用设备,002026,山东威达,62.0,60.0,26.27,1.7,14.13,-0.1,21.2,20.05,44.77
225,通用设备,002046,国机精工,163.0,160.0,46.09,3.91,30.42,-5.5,88.9,92.41,120.59
226,通用设备,688557,兰剑智能,36.0,36.0,43.99,3.07,35.44,-0.2,17.2,24.66,88.11
227,通用设备,601002,晋亿实业,55.0,55.0,23.84,1.33,5.75,0.8,12.3,19.54,35.29
228,通用设备,688059,华锐精密,58.0,58.0,33.74,4.53,66.16,-1.5,50.5,31.56,110.03
229,电机,300907,康平科技,37.0,37.0,49.47,4.85,39.0,0.5,45.3,55.32,85.36
230,电机,002576,通达动力,31.0,30.0,36.28,2.41,18.74,-0.7,12.8,14.83,9.85
231,电机,603350,安乃达,53.0,20.0,41.86,4.11,45.29,0.4,27.5,11.55,27.4
232,电机,002801,微光股份,85.0,43.0,24.73,4.86,37.13,-0.5,9.7,7.47,54.0
233,电机,002823,凯中精密,52.0,35.0,26.56,2.69,15.87,-0.6,13.3,16.78,13.2
234,电机,002249,大洋电机,195.0,146.0,17.16,2.11,8.0,-2.7,21.2,20.85,39.37
235,电机,000922,佳电股份,86.0,72.0,38.93,1.94,12.34,-3.9,10.4,15.87,10.38
236,电机,603344,星德胜,53.0,15.0,31.93,2.64,27.27,-0.8,8.5,4.4,13.06
237,电机,603320,迪贝电气,29.0,29.0,34.14,2.54,19.44,-0.4,2.7,17.39,39.06
238,有色金属,601609,金田股份,193.0,193.0,32.05,2.08,11.39,0.7,59.5,77.97,96.72
239,有色金属,601677,明泰铝业,176.0,173.0,10.02,1.0,14.17,-4.3,12.6,17.99,19.48
240,有色金属,601702,华峰铝业,188.0,188.0,17.66,3.42,18.84,1.1,18.8,17.02,4.55
241,有色金属,002171,楚江新材,166.0,165.0,31.48,1.99,10.25,0.8,11.1,20.45,25.0
242,有色金属,600361,创新新材,176.0,63.0,21.24,1.64,4.28,-0.7,4.1,12.93,12.93
243,有色金属,603271,永杰新材,79.0,16.0,21.27,2.9,40.19,-0.3,6.8,14.4,98.18
244,有色金属,600888,新疆众和,109.0,109.0,12.33,1.0,7.78,0.5,11.9,18.78,13.91
245,有色金属,600490,鹏欣资源,107.0,96.0,24.75,1.72,4.82,-2.0,5.0,9.79,46.5
246,有色金属,003038,鑫铂股份,47.0,32.0,33.49,1.56,19.16,-1.2,5.4,-6.72,16.97
247,有色金属,000758,中色股份,121.0,121.0,12.27,2.08,6.1,-2.6,18.9,28.42,24.74
248,有色金属,000612,焦作万方,108.0,108.0,16.75,1.73,9.07,-2.6,15.2,21.42,44.2
249,有色金属,000060,中金岭南,189.0,189.0,17.28,1.35,5.05,-0.4,7.4,14.51,9.78
250,有色金属,603876,鼎胜新材,89.0,89.0,26.07,1.27,9.57,-1.6,4.1,10.76,8.87
251,有色金属,002996,顺博合金,53.0,33.0,14.88,1.67,7.85,-0.8,4.8,15.61,19.12
252,有色金属,688257,新锐股份,42.0,42.0,22.79,1.92,16.68,-1.5,16.4,18.21,29.91
253,有色金属,600531,豫光金铅,94.0,94.0,10.3,1.73,8.65,-1.0,7.3,25.18,39.52
254,有色金属,600338,西藏珠峰,109.0,109.0,21.57,2.88,11.89,-4.3,6.2,19.62,11.96
255,有色金属,603132,金徽股份,134.0,134.0,26.43,4.11,13.68,-0.3,7.9,20.32,24.25
256,有色金属,600961,株冶集团,135.0,94.0,11.51,3.95,12.56,-2.9,9.8,21.94,59.59
257,有色金属,000751,锌业股份,55.0,48.0,48.36,1.54,3.41,0.2,6.2,14.43,21.35
258,有色金属,603527,众源新材,38.0,38.0,13.08,1.86,11.9,-1.1,3.5,22.68,26.19
