,行业,代码,名称,总市值(亿),流通市值(亿),市盈率-动态,市净率,收盘价,29日主力净流入-总净额(亿),29日涨跌幅(%),60日涨跌幅(%),年初至今涨跌幅(%)
0,半导体,603061,金海通,67.0,46.0,43.81,4.7,111.0,0.0,25.0,46.86,54.36
1,半导体,688401,路维光电,85.0,85.0,39.99,5.9,44.03,-1.4,30.7,35.35,68.76
2,半导体,688123,聚辰股份,141.0,141.0,34.49,5.95,89.49,-1.9,15.5,17.91,53.71
3,半导体,688252,天德钰,124.0,55.0,40.8,5.39,30.4,0.3,26.5,29.86,27.3
4,半导体,605111,新洁能,148.0,148.0,31.37,3.54,35.52,-1.9,12.8,13.55,4.93
5,半导体,603324,盛剑科技,40.0,40.0,47.74,2.38,27.12,-0.5,3.6,11.47,5.24
6,半导体,600360,*ST华微,87.0,87.0,40.57,2.54,9.04,-9.2,3.4,18.17,99.12
7,通信设备,002396,星网锐捷,199.0,198.0,46.86,2.94,33.91,-1.4,31.2,72.31,80.95
8,通信设备,002491,通鼎互联,71.0,68.0,13.43,2.64,5.75,-0.9,15.0,1.05,11.87
9,通信设备,600105,永鼎股份,161.0,161.0,25.34,4.83,11.04,-8.3,20.5,35.79,124.85
10,通信设备,688100,威胜信息,191.0,191.0,31.33,5.76,38.88,-0.6,6.2,14.05,8.97
11,通信设备,002296,辉煌科技,48.0,42.0,17.67,2.0,12.2,-1.9,6.3,10.61,26.95
12,通信设备,688080,映翰通,45.0,45.0,33.05,4.03,60.28,-0.9,25.2,21.07,84.23
13,电子元件,300726,宏达电子,164.0,85.0,40.36,3.34,39.7,-4.7,13.0,17.56,30.16
14,电子元件,002913,奥士康,131.0,124.0,33.34,2.98,41.15,2.0,17.9,55.93,75.03
15,电子元件,300852,四会富仕,51.0,49.0,33.95,3.27,36.23,-0.8,14.0,17.97,38.92
16,电子元件,000823,超声电子,78.0,78.0,34.0,1.67,14.54,-1.7,15.0,38.08,43.68
17,电子元件,603328,依顿电子,117.0,117.0,25.1,2.95,11.69,-2.5,14.8,31.5,21.01
18,电子元件,301282,金禄电子,44.0,23.0,41.78,2.57,28.95,-1.5,14.7,37.07,38.85
19,电子元件,600237,铜峰电子,52.0,51.0,44.18,2.72,8.19,-1.6,6.9,15.51,25.04
20,电子元件,836395,朗鸿科技,23.0,16.0,36.16,10.6,15.23,0.3,2.8,0.93,47.29
21,电子元件,301566,达利凯普,77.0,40.0,43.02,5.42,19.17,-0.5,13.3,16.18,17.03
22,电子元件,870357,雅葆轩,22.0,12.0,36.82,5.88,26.92,-0.1,3.2,6.15,47.51
23,电子元件,603267,鸿远电子,139.0,139.0,37.85,3.18,60.25,-1.9,15.3,26.52,67.08
24,电子元件,301132,满坤科技,59.0,59.0,46.58,3.32,39.79,-2.9,4.5,44.85,46.94
25,电子元件,301328,维峰电子,55.0,17.0,49.91,2.83,49.9,-0.1,15.2,22.88,18.89
26,电子元件,301631,壹连科技,83.0,17.0,30.36,3.44,90.75,-0.7,9.1,14.53,-2.72
27,电子元件,605058,澳弘电子,43.0,43.0,26.37,2.48,29.8,-0.9,3.9,28.34,54.97
28,电子元件,002729,好利科技,28.0,27.0,43.89,5.16,15.44,-0.9,3.6,17.77,23.22
29,电子元件,300319,麦捷科技,117.0,110.0,39.16,2.53,13.3,0.4,20.5,27.52,7.52
30,电子元件,002782,可立克,82.0,81.0,27.29,3.96,16.56,0.8,24.0,35.4,32.48
31,电子元件,688093,世华科技,108.0,108.0,27.85,5.09,40.94,-1.8,33.1,49.58,104.39
32,电子元件,603678,火炬电子,194.0,194.0,37.07,3.16,40.73,-2.4,9.6,14.25,33.8
33,电子元件,301319,唯特偶,38.0,17.0,43.82,3.47,30.92,-1.1,7.5,26.93,58.08
34,电子元件,832110,雷特科技,16.0,7.0,38.89,4.57,40.48,0.2,4.1,3.77,27.7
35,电子元件,002922,伊戈尔,90.0,85.0,42.89,2.44,22.79,0.5,39.0,41.73,30.08
36,电子元件,430718,合肥高科,17.0,8.0,23.6,2.96,18.62,-0.0,-1.1,2.36,51.88
37,电子元件,603989,艾华集团,74.0,74.0,25.75,1.99,18.37,-0.3,14.4,21.66,23.04
38,电子元件,834950,迅安科技,17.0,9.0,34.48,5.73,23.55,0.1,19.4,24.08,86.02
39,电子元件,688511,*ST天微,25.0,25.0,36.15,3.03,24.38,-0.2,26.3,39.08,56.58
40,电子元件,838701,豪声电子,33.0,24.0,47.03,4.01,23.7,0.3,18.3,16.52,17.38
41,电子元件,301280,珠城科技,73.0,20.0,41.46,4.1,53.66,0.3,29.8,37.87,85.61
42,玻璃玻纤,300196,长海股份,67.0,40.0,19.27,1.45,16.38,-2.3,13.8,32.1,53.23
43,玻璃玻纤,601636,旗滨集团,171.0,171.0,9.6,1.26,6.37,-1.2,1.6,23.45,14.36
44,玻璃玻纤,002613,北玻股份,47.0,33.0,49.0,2.08,4.26,0.8,8.1,16.71,6.23
45,玻璃玻纤,600819,耀皮玻璃,58.0,47.0,34.24,1.68,6.25,-0.8,-6.0,2.97,16.6
46,电子化学品,300398,飞凯材料,136.0,136.0,31.47,2.8,24.07,-9.8,23.0,21.94,53.31
47,电子化学品,603931,格林达,58.0,58.0,47.2,3.66,29.04,-0.5,11.3,12.25,26.43
48,电子化学品,002643,万润股份,127.0,125.0,29.04,1.77,13.73,-3.2,11.2,24.7,15.38
49,电子化学品,688268,华特气体,71.0,71.0,45.54,3.79,58.98,-2.2,16.8,23.16,30.14
50,电子化学品,300481,濮阳惠成,44.0,43.0,30.8,1.8,14.91,-0.8,-0.9,9.96,1.98
51,电子化学品,688550,瑞联新材,78.0,78.0,23.37,2.49,44.72,-2.6,13.7,3.54,45.67
52,光学光电子,300389,艾比森,54.0,34.0,23.36,3.48,14.7,-0.2,22.6,32.91,25.0
53,光学光电子,300939,秋田微,48.0,48.0,46.82,3.49,40.0,-0.2,22.7,38.74,23.46
54,光学光电子,002983,芯瑞达,53.0,30.0,39.88,3.8,23.75,0.1,13.3,21.05,22.49
55,光学光电子,002106,莱宝高科,82.0,82.0,22.61,1.49,11.65,-2.9,8.4,14.67,7.77
56,光学光电子,300088,长信科技,175.0,174.0,40.19,2.02,7.0,-3.0,14.9,21.53,8.02
57,光学光电子,300708,聚灿光电,91.0,70.0,38.95,3.31,9.38,-4.0,4.7,18.73,8.56
58,光学光电子,300303,聚飞光电,96.0,90.0,38.59,2.61,6.77,-2.0,7.0,16.32,1.2
59,光学光电子,688150,莱特光电,107.0,48.0,42.5,5.84,26.71,-1.3,1.4,8.8,19.29
60,光学光电子,300232,洲明科技,90.0,73.0,37.15,1.94,8.25,-0.6,13.3,20.09,24.43
61,光学光电子,605118,力鼎光电,127.0,126.0,49.37,8.41,31.01,-1.2,-6.3,33.55,77.2
