,行业,代码,名称,总市值(亿),流通市值(亿),市盈率-动态,市净率,收盘价,29日主力净流入-总净额(亿),29日涨跌幅(%),60日涨跌幅(%),年初至今涨跌幅(%)
0,医疗器械,300298,三诺生物,119.0,96.0,41.29,3.74,21.26,1.3,-5.2,0.62,-16.92
1,银行,600908,无锡银行,136.0,124.0,5.52,0.64,6.21,1.5,-1.1,5.61,9.14
2,银行,601528,瑞丰银行,115.0,101.0,6.76,0.62,5.85,1.5,-0.8,3.91,7.73
3,商业百货,000785,居然智家,194.0,183.0,22.88,0.95,3.11,2.5,3.7,-2.2,-12.89
