,行业,代码,名称,总市值(亿),流通市值(亿),市盈率-动态,市净率,收盘价,29日主力净流入-总净额(亿),29日涨跌幅(%),60日涨跌幅(%),年初至今涨跌幅(%)
0,电池,688006,杭可科技,155.0,155.0,26.99,2.89,25.74,-1.0,26.9,49.56,45.1
1,电池,833523,德瑞锂电,32.0,26.0,21.89,5.07,31.98,0.9,23.0,23.67,62.42
2,电池,688155,先惠技术,79.0,79.0,25.81,3.93,62.6,-1.8,8.0,32.63,66.31
3,电池,300457,赢合科技,170.0,167.0,31.31,2.6,26.15,-4.6,22.1,51.77,37.49
4,电池,836239,长虹能源,69.0,26.0,31.11,7.24,37.99,-0.3,6.2,18.2,89.48
5,电池,002580,圣阳股份,66.0,66.0,25.45,2.87,14.52,-3.7,2.5,2.69,72.04
6,电池,000049,德赛电池,95.0,95.0,48.6,1.45,24.65,-1.0,6.6,15.62,6.34
7,电池,601311,骆驼股份,118.0,118.0,11.09,1.21,10.05,-1.3,5.7,24.23,25.63
8,电池,001283,豪鹏科技,77.0,59.0,39.92,2.4,78.31,-2.2,4.6,58.17,36.31
9,电池,688345,博力威,30.0,30.0,41.48,2.76,29.54,-0.2,10.0,28.83,62.58
10,电池,301222,浙江恒威,30.0,9.0,41.01,2.08,29.15,-0.5,-0.1,8.85,15.9
11,电池,002733,雄韬股份,82.0,79.0,45.6,3.01,21.38,3.6,26.9,37.05,55.6
12,电池,603031,安孚科技,92.0,77.0,43.29,3.23,36.59,-5.9,31.1,31.15,29.02
13,能源金属,301219,腾远钴业,200.0,116.0,21.28,2.19,67.73,-3.4,26.2,50.34,51.49
14,酿酒行业,603919,金徽酒,112.0,112.0,18.77,3.32,22.07,0.4,16.4,14.95,15.49
15,酿酒行业,600559,老白干酒,166.0,165.0,25.93,3.2,18.19,-1.5,5.6,10.24,-11.01
16,酿酒行业,600197,伊力特,76.0,76.0,23.46,1.98,16.12,-0.8,5.6,12.18,-4.05
17,酿酒行业,002646,天佑德酒,49.0,48.0,47.68,1.7,10.18,-0.9,-1.6,7.27,-5.21
18,酿酒行业,000869,张  裕Ａ,150.0,101.0,40.34,1.42,22.29,-0.1,1.1,-2.02,-2.19
19,酿酒行业,600573,惠泉啤酒,31.0,31.0,38.57,2.28,12.21,-0.3,-1.2,-5.42,9.21
20,酿酒行业,000860,顺鑫农业,122.0,122.0,35.25,1.72,16.43,-2.6,2.4,5.12,-14.96
21,贵金属,002237,恒邦股份,145.0,115.0,23.41,1.52,12.6,-3.4,2.4,10.33,26.51
22,贵金属,001337,四川黄金,101.0,69.0,24.23,6.43,24.07,-3.0,-1.3,-0.33,16.67
23,医疗服务,301257,普蕊斯,34.0,33.0,31.76,2.82,43.54,-0.6,11.4,38.27,62.1
24,医疗服务,688621,阳光诺和,82.0,82.0,31.72,7.38,73.54,-1.5,36.0,36.01,95.9
25,医疗服务,301333,诺思格,51.0,30.0,41.87,2.71,52.99,-1.3,-0.6,6.58,6.34
26,医疗服务,301267,华厦眼科,175.0,68.0,30.97,2.99,20.79,-0.9,5.4,10.64,10.47
27,医疗服务,688315,诺禾致源,65.0,65.0,41.15,2.52,15.57,-1.3,0.1,11.69,25.06
28,医疗服务,600327,大东方,44.0,44.0,36.94,1.29,4.93,-1.5,-2.4,3.57,-6.98
29,医疗服务,301103,何氏眼科,35.0,18.0,39.41,1.84,22.11,-0.6,-3.8,-3.37,10.72
30,航天航空,688239,航宇科技,73.0,72.0,40.28,3.91,37.91,-2.0,7.0,19.4,32.74
31,航天航空,300775,三角防务,149.0,145.0,27.58,2.6,27.23,-7.6,2.1,10.11,10.11
32,小金属,000962,东方钽业,111.0,110.0,38.31,4.09,21.96,-1.4,24.3,30.64,61.23
33,小金属,600281,华阳新材,36.0,36.0,22.05,25.22,7.04,-2.4,-4.6,37.5,115.29
34,小金属,600459,贵研铂业,130.0,129.0,20.06,1.76,17.15,-2.3,4.8,12.61,27.13
35,小金属,688190,云路股份,130.0,130.0,38.4,5.19,108.48,0.1,16.5,27.06,18.73
36,小金属,600456,宝钛股份,157.0,157.0,38.28,2.25,32.93,-3.9,3.8,11.66,17.36
37,小金属,000795,英洛华,139.0,139.0,48.2,5.15,12.24,-3.1,8.8,21.07,27.37
38,小金属,301026,浩通科技,48.0,34.0,28.42,3.1,30.2,-1.4,6.9,18.66,56.15
39,小金属,300835,龙磁科技,78.0,54.0,45.86,6.78,65.51,-4.1,31.8,76.62,113.18
