,行业,代码,名称,总市值(亿),流通市值(亿),市盈率-动态,市净率,收盘价,29日主力净流入-总净额(亿),29日涨跌幅(%),60日涨跌幅(%),年初至今涨跌幅(%)
0,多元金融,603093,南华期货,142.0,142.0,41.27,3.45,23.2,-1.8,17.9,79.84,96.28
1,多元金融,002961,瑞达期货,100.0,100.0,30.77,3.49,22.42,0.1,13.5,39.95,58.22
2,多元金融,000567,海德股份,131.0,131.0,33.84,2.47,6.72,-1.0,14.1,18.31,-1.61
3,多元金融,002647,*ST仁东,64.0,38.0,3.3,7.29,5.66,-2.5,-6.3,7.6,8.22
4,多元金融,000563,陕国投Ａ,187.0,187.0,12.86,1.02,3.65,-2.5,2.8,9.61,3.99
5,多元金融,600643,爱建集团,98.0,98.0,26.44,0.83,6.16,-4.1,-8.9,27.54,19.15
6,电子化学品,300398,飞凯材料,131.0,131.0,27.45,2.89,23.19,-5.4,18.1,20.47,47.71
7,电子化学品,603931,格林达,55.0,55.0,43.19,3.54,27.55,-0.9,2.3,-3.2,19.94
8,电子化学品,688268,华特气体,67.0,67.0,37.6,3.79,55.5,-0.6,12.8,11.78,22.46
9,电子化学品,688550,瑞联新材,74.0,74.0,40.39,2.47,42.47,-5.3,-4.6,13.62,38.34
10,电子化学品,688106,金宏气体,88.0,88.0,49.89,3.02,18.22,-1.9,4.5,-0.38,7.75
11,电子化学品,002643,万润股份,116.0,115.0,36.4,1.66,12.6,-1.5,10.0,18.09,5.88
12,电子化学品,300481,濮阳惠成,45.0,45.0,31.25,1.89,15.51,-0.1,7.0,14.04,6.09
13,燃气,603706,东方环宇,46.0,46.0,14.29,2.9,24.52,-0.2,20.1,34.06,37.68
14,燃气,603080,新疆火炬,38.0,38.0,20.8,2.53,26.74,-0.4,54.2,60.7,72.29
15,燃气,603393,新天然气,129.0,128.0,8.52,1.51,30.35,-1.0,5.2,5.53,0.26
16,燃气,600617,国新能源,58.0,54.0,12.5,1.67,3.02,-0.3,9.0,13.96,11.85
17,燃气,603053,成都燃气,90.0,90.0,16.35,1.93,10.17,-0.1,8.5,7.17,4.52
18,燃气,300483,首华燃气,32.0,32.0,38.53,1.7,11.87,-1.1,6.8,25.61,20.63
19,燃气,300435,中泰股份,67.0,64.0,16.63,2.22,17.28,-1.9,12.7,26.32,45.45
20,燃气,002267,陕天然气,91.0,91.0,4.93,1.39,8.14,0.1,6.8,-7.81,0.49
21,燃气,000421,南京公用,39.0,39.0,29.76,1.44,6.82,-0.1,4.0,8.43,6.23
22,燃气,603689,皖天然气,43.0,43.0,10.74,1.36,8.84,-0.6,4.1,4.37,2.43
