,行业,代码,名称,总市值(亿),流通市值(亿),市盈率-动态,市净率,收盘价,1日主力净流入-总净额(亿),5日主力净流入-总净额(亿),29日主力净流入-总净额(亿),1日涨跌幅(%),5日涨跌幅(%),29日涨跌幅(%),60日涨跌幅(%),年初至今涨跌幅(%)
383,化学制品,603916,苏博特,47.0,46.0,37.24,1.13,11.05,-0.1,-0.3,-2.2,1.7,-2.6,-8.4,18.82,50.14
384,化学制品,002917,金奥博,50.0,37.0,28.76,2.99,14.35,-0.0,-0.4,-3.4,1.7,-1.2,-5.0,6.93,51.69
385,化学制品,600866,星湖科技,130.0,98.0,7.75,1.59,7.8,0.0,-0.3,-2.6,1.7,-1.4,-5.3,8.79,28.08
386,化学制品,603217,元利科技,45.0,45.0,20.73,1.34,21.43,0.1,0.1,0.0,1.7,3.5,13.6,18.2,34.53
387,化学制品,603155,新亚强,53.0,53.0,45.06,2.42,16.84,0.0,-0.3,-2.1,1.5,-0.4,5.0,23.55,29.04
388,化学制品,003002,壶化股份,49.0,45.0,25.46,3.39,24.37,-0.0,-0.3,-4.0,1.5,-3.2,-13.9,-9.54,8.75
389,化学制品,301036,双乐股份,36.0,25.0,39.83,2.16,35.66,0.0,-0.2,-1.3,1.5,-2.4,-5.1,1.83,-8.56
390,化学制品,300109,新开源,93.0,87.0,33.63,2.47,19.23,-0.2,-0.4,-2.0,1.4,-3.2,12.3,17.11,22.48
391,化学制品,603125,常青科技,69.0,17.0,49.42,2.95,17.15,-0.1,-0.6,-1.6,1.3,-4.2,1.0,10.93,30.52
392,化学制品,603281,江瀚新材,96.0,65.0,22.78,1.88,25.67,-0.0,-0.1,-1.8,1.2,1.0,-1.7,14.85,9.65
393,化学制品,603041,美思德,23.0,23.0,35.74,1.56,12.67,-0.0,-0.1,-1.0,1.1,-0.5,2.3,6.38,19.87
394,化学制品,300200,高盟新材,44.0,44.0,28.99,2.77,10.31,-0.0,-0.3,-2.6,1.1,-1.7,-3.5,9.1,26.66
395,化学制品,300910,瑞丰新材,183.0,128.0,24.7,5.28,61.79,0.0,0.1,0.0,1.1,1.3,8.8,9.93,33.14
396,化学制品,301300,远翔新材,26.0,13.0,32.94,3.23,40.8,-0.0,-0.1,-0.9,1.0,2.0,1.3,15.42,61.01
397,化学制品,301283,聚胶股份,37.0,21.0,22.85,2.33,46.1,0.1,0.2,-0.3,0.9,2.5,14.7,38.36,86.49
398,化学制品,301092,争光股份,42.0,19.0,39.46,2.2,31.31,-0.0,-0.1,-1.1,0.9,-0.3,-4.6,0.0,35.72
399,化学制品,688571,杭华股份,34.0,34.0,37.04,2.2,8.2,-0.1,-0.1,-0.4,0.7,-1.7,-3.0,11.72,25.96
400,化学制品,300041,回天新材,61.0,60.0,21.55,2.23,10.98,-0.3,-0.7,-4.3,0.7,-0.6,5.0,24.07,21.33
401,化学制品,603977,国泰集团,78.0,78.0,32.24,2.39,12.59,0.0,-0.2,-0.7,0.7,-1.9,-3.5,7.7,-2.1
402,化学制品,002440,闰土股份,79.0,67.0,26.54,0.85,7.07,-0.0,-0.4,-1.8,0.6,-2.5,-8.1,-10.51,7.77
403,化学制品,002783,凯龙股份,50.0,44.0,23.17,1.91,9.92,-0.0,-0.6,-5.8,0.4,-1.6,-3.4,15.75,23.23
404,化学制品,605020,永和股份,133.0,107.0,24.54,2.67,28.31,-0.1,-1.2,-3.3,0.4,-5.0,14.3,26.95,40.99
405,化学制品,301373,凌玮科技,38.0,13.0,29.04,2.35,34.91,-0.0,-0.1,-0.8,0.3,1.1,5.9,21.94,40.31
406,化学制品,603227,雪峰科技,101.0,92.0,21.75,2.05,9.44,-0.1,-0.3,-1.5,0.3,-0.5,8.3,10.54,11.19
407,化学制品,002455,百川股份,42.0,37.0,38.79,2.34,7.04,-0.2,-0.0,-1.0,0.3,3.8,0.0,-0.28,-4.99
408,化学制品,300641,正丹股份,125.0,125.0,9.96,3.83,23.56,-0.1,-0.6,-4.9,0.2,-2.0,0.2,4.39,-3.99
409,化学制品,001335,信凯科技,38.0,9.0,34.51,3.97,40.18,-0.0,-0.1,-0.2,0.2,-2.5,5.5,5.54,217.63
410,化学制品,002226,江南化工,163.0,163.0,19.15,1.68,6.17,-0.1,-0.4,-3.8,-0.2,-2.4,-2.1,15.98,15.11
411,化学制品,605566,福莱蒽特,33.0,33.0,49.49,1.66,24.92,-0.0,-0.2,-0.4,-0.3,-4.9,6.5,20.74,39.22
412,化学制品,603823,百合花,61.0,60.0,30.54,2.54,14.6,-0.2,-0.0,-0.3,-0.4,-3.2,12.7,20.66,59.56
413,化学制品,002669,康达新材,42.0,42.0,41.29,1.58,13.93,-0.1,-1.2,-1.3,-0.7,-9.9,7.0,19.37,44.65
414,化学制品,603790,雅运股份,35.0,35.0,38.18,2.8,18.1,-0.1,-0.2,-0.9,-0.9,-2.0,-3.0,1.97,66.06
415,化学制品,300019,硅宝科技,93.0,79.0,30.03,3.56,23.55,-0.4,-0.2,-4.4,-1.2,0.9,5.6,37.56,64.23
416,化学制品,002637,赞宇科技,56.0,52.0,28.6,1.46,11.82,0.0,0.8,1.0,-2.1,-1.7,2.8,23.51,21.48
417,航空机场,002928,华夏航空,122.0,122.0,24.29,3.37,9.53,-0.0,-0.6,-2.2,3.4,5.9,11.9,17.22,22.81
418,航空机场,600897,厦门空港,62.0,62.0,12.28,1.35,14.9,-0.0,-0.2,-0.2,0.7,-0.3,-0.1,4.27,-0.07
419,航空机场,000089,深圳机场,148.0,148.0,23.68,1.3,7.21,-0.1,-0.4,1.2,0.7,-0.1,1.3,5.26,6.5
420,塑料制品,301538,骏鼎达,71.0,28.0,37.75,5.37,91.08,0.8,1.4,0.5,20.0,32.6,43.0,66.42,66.75
421,塑料制品,301161,唯万密封,45.0,20.0,46.68,4.99,37.36,0.6,1.3,-1.1,10.6,4.8,27.2,70.75,75.48
422,塑料制品,300644,南京聚隆,42.0,33.0,36.19,4.33,37.76,0.3,0.2,-4.3,7.5,7.8,8.6,48.25,74.73
423,塑料制品,301196,唯科科技,139.0,139.0,46.92,4.22,111.35,1.2,1.7,2.8,6.9,10.2,46.7,67.24,245.06
424,塑料制品,603150,万朗磁塑,34.0,34.0,26.11,2.04,39.79,0.3,0.7,0.4,4.9,10.9,20.3,23.42,51.06
425,塑料制品,688219,会通股份,78.0,78.0,36.87,2.72,14.08,0.1,-1.0,-4.5,4.6,-0.8,15.7,9.4,39.27
426,塑料制品,301591,肯特股份,38.0,15.0,45.83,4.29,45.27,-0.1,-0.2,-1.7,4.0,1.1,-1.8,21.13,19.57
427,塑料制品,002768,国恩股份,134.0,87.0,19.34,2.56,49.33,0.3,0.1,1.0,3.6,1.1,32.5,90.02,116.36
428,塑料制品,688026,洁特生物,28.0,28.0,30.09,2.54,19.87,-0.0,-0.1,-1.2,3.5,-0.3,3.4,26.32,55.72
429,塑料制品,301323,新莱福,54.0,34.0,40.13,2.55,51.41,0.2,-0.2,-2.6,3.5,-3.6,12.0,8.37,30.55
430,塑料制品,001368,通达创智,29.0,8.0,26.28,2.06,25.49,0.0,0.0,-0.5,3.4,2.6,0.8,8.15,36.24
431,塑料制品,300717,华信新材,22.0,22.0,38.53,3.08,21.33,0.1,0.0,-1.1,3.1,3.0,9.7,23.65,55.35
432,塑料制品,002324,普利特,162.0,113.0,39.12,3.62,14.58,-0.2,-1.5,-5.7,2.9,3.0,16.3,41.97,53.8
433,塑料制品,300230,永利股份,45.0,35.0,20.0,1.41,5.55,0.1,-0.1,-1.5,2.8,4.9,8.8,8.82,26.42
434,塑料制品,603266,天龙股份,45.0,45.0,39.55,2.9,22.48,0.1,-0.1,-1.0,2.7,1.1,0.5,23.04,41.12
435,塑料制品,003011,海象新材,22.0,16.0,16.69,1.52,21.11,-0.0,-0.1,-0.2,2.7,0.2,1.0,18.53,41.68
436,塑料制品,301019,宁波色母,29.0,19.0,27.58,2.73,17.08,-0.0,-0.0,-0.7,2.2,-0.4,0.6,2.58,3.2
437,塑料制品,001378,德冠新材,31.0,15.0,41.27,1.64,23.03,-0.0,-0.0,-0.2,1.7,1.6,-0.8,4.97,2.49
438,塑料制品,603928,兴业股份,43.0,43.0,47.98,2.81,16.53,-0.1,-0.9,-1.7,1.6,-10.6,7.2,33.2,101.59
439,塑料制品,603181,皇马科技,97.0,97.0,22.18,3.02,16.48,0.0,-0.3,0.0,1.4,-1.8,26.5,38.84,45.58
440,塑料制品,002825,纳尔股份,35.0,26.0,15.3,2.2,10.28,-0.0,-0.1,-0.5,1.4,-0.9,-0.5,-0.1,33.51
441,塑料制品,300218,安利股份,47.0,47.0,25.35,3.22,21.79,0.2,-0.5,2.3,1.3,-9.7,36.6,47.43,43.83
442,塑料制品,002395,双象股份,50.0,50.0,18.63,3.35,18.67,-0.1,-0.1,-2.1,1.3,-1.1,-4.0,5.12,14.12
443,塑料制品,301003,江苏博云,34.0,27.0,30.77,3.09,35.42,-0.0,-0.1,-0.3,1.2,0.0,8.1,20.19,73.97
444,塑料制品,300596,利安隆,81.0,79.0,16.88,1.76,35.47,-0.0,-0.2,-1.8,1.2,-1.7,16.1,24.24,17.72
445,塑料制品,002108,沧州明珠,69.0,68.0,41.63,1.37,4.14,-0.2,0.3,-0.5,1.0,7.3,10.1,25.84,18.62
446,塑料制品,688087,英科再生,52.0,50.0,17.94,1.88,26.96,0.0,-0.0,-0.5,1.0,-1.2,-1.7,8.45,-10.88
447,塑料制品,002632,道明光学,66.0,62.0,29.03,3.07,10.6,0.2,0.8,-0.7,0.8,4.4,12.3,23.4,20.87
448,塑料制品,832089,禾昌聚合,29.0,18.0,19.97,2.47,19.29,-0.0,-0.1,0.2,0.6,-0.1,15.0,11.37,72.69
449,塑料制品,003018,金富科技,31.0,12.0,31.63,2.03,12.07,-0.0,-0.0,-0.4,0.6,-0.3,1.0,5.05,34.71
450,塑料制品,300610,晨化股份,27.0,20.0,25.41,2.29,12.34,-0.1,-0.1,-1.1,0.6,0.5,1.3,14.79,25.92
451,塑料制品,300221,银禧科技,43.0,41.0,44.82,3.1,8.93,-0.3,-1.5,-4.1,-0.1,-10.1,-0.8,3.48,52.91
452,塑料制品,601208,东材科技,174.0,174.0,45.75,3.0,17.51,0.0,-0.1,-2.6,-1.5,-5.2,0.0,92.42,135.35
453,塑料制品,301356,天振股份,46.0,12.0,46.27,1.53,21.2,-0.0,-0.1,0.2,-2.1,-5.8,17.4,23.54,34.52
454,塑料制品,300905,宝丽迪,63.0,49.0,49.55,3.36,35.55,-0.3,0.5,-1.1,-2.5,8.0,14.1,3.95,38.0
455,塑料制品,831834,三维装备,18.0,10.0,43.09,6.4,15.4,-0.0,0.1,0.1,-3.7,6.9,18.4,26.33,116.29
456,医疗服务,688315,诺禾致源,66.0,66.0,41.92,2.57,15.86,0.1,-0.1,-1.5,5.0,0.3,-5.3,17.92,27.39
457,医疗服务,688621,阳光诺和,89.0,89.0,34.28,7.97,79.48,0.3,0.7,-1.2,3.1,3.4,35.4,59.76,111.72
458,医疗服务,301103,何氏眼科,35.0,18.0,39.59,1.85,22.21,0.0,-0.1,-0.5,2.8,-1.7,-5.0,0.73,11.22
459,医疗服务,301267,华厦眼科,175.0,68.0,30.98,2.99,20.8,-0.1,-0.5,-1.4,2.2,-1.0,0.8,12.19,10.52
460,医疗服务,301333,诺思格,56.0,33.0,45.84,2.97,58.02,0.1,0.4,-0.6,0.0,6.0,-3.5,14.01,16.44
461,医疗服务,600327,大东方,44.0,44.0,37.39,1.3,4.99,0.0,0.1,-1.1,-0.2,0.6,-1.2,6.17,-5.85
462,医疗服务,301257,普蕊斯,38.0,37.0,35.5,3.15,48.67,-0.1,0.0,-0.4,-1.1,2.9,11.9,55.1,81.2
463,物流行业,605050,福然德,100.0,100.0,32.52,2.33,20.24,-0.0,0.4,-1.0,10.0,21.7,22.4,57.02,116.47
464,物流行业,603713,密尔克卫,111.0,111.0,15.72,2.46,69.94,0.2,0.4,0.8,6.8,6.1,29.1,28.76,38.52
465,物流行业,002492,恒基达鑫,31.0,30.0,34.4,1.78,7.55,-0.0,-0.0,0.1,4.6,4.1,10.1,20.61,57.62
466,物流行业,603871,嘉友国际,176.0,176.0,15.66,3.04,12.84,-0.0,-0.4,-0.9,4.6,4.5,10.5,27.63,-5.17
467,物流行业,001202,炬申股份,25.0,18.0,30.72,3.16,15.04,0.0,-0.1,-0.8,3.2,-0.7,12.8,17.41,40.17
468,物流行业,002010,传化智联,168.0,168.0,16.5,0.93,6.03,0.1,-0.6,-4.7,2.6,-2.4,-4.3,9.64,36.12
469,物流行业,603223,恒通股份,67.0,67.0,33.67,1.73,9.37,-0.1,-0.3,-2.0,2.4,-0.8,-6.0,0.11,-10.16
470,物流行业,603535,嘉诚国际,60.0,60.0,25.19,2.29,11.66,0.0,-0.1,-2.3,2.4,-1.1,3.1,9.18,45.02
471,物流行业,603967,中创物流,41.0,41.0,14.46,1.79,11.82,0.0,0.1,-0.6,2.2,1.5,1.1,3.05,28.34
472,物流行业,300873,海晨股份,57.0,41.0,21.76,1.85,24.57,0.3,1.2,0.6,2.0,6.8,17.3,28.77,48.82
473,物流行业,603066,音飞储存,34.0,34.0,27.3,2.37,11.57,0.0,0.0,-0.8,1.4,-0.9,-3.2,-1.62,9.36
474,物流行业,600179,安通控股,146.0,129.0,14.25,1.29,3.45,0.1,-0.4,-1.5,1.2,-1.4,10.2,27.31,21.91
475,物流行业,001228,永泰运,25.0,19.0,23.12,1.5,24.05,-0.0,-0.0,-0.2,1.1,0.8,-3.9,-3.76,17.95
476,物流行业,000557,西部创业,79.0,79.0,13.37,1.24,5.4,0.1,-0.1,-0.6,1.1,-0.6,0.0,6.51,5.06
477,物流行业,603128,华贸物流,81.0,81.0,17.68,1.35,6.15,0.0,-0.2,-3.5,1.0,-0.3,-5.1,1.82,-1.76
478,物流行业,600125,铁龙物流,79.0,79.0,10.42,1.03,6.04,-0.1,-0.6,-0.7,0.8,-2.1,4.0,8.63,3.42
479,物流行业,600180,瑞茂通,49.0,49.0,43.41,0.63,4.55,0.0,0.1,-0.1,0.7,0.7,-1.9,3.17,6.31
480,物流行业,600787,中储股份,132.0,132.0,15.89,0.95,6.08,0.1,-0.5,-2.2,0.7,-2.7,1.2,5.37,-3.65
481,物流行业,002889,东方嘉盛,59.0,39.0,37.13,2.42,15.7,-0.0,-0.1,-2.4,0.6,-1.6,-2.2,9.71,9.79
482,物流行业,000906,浙商中拓,44.0,44.0,10.66,0.92,6.22,0.0,0.0,-0.2,0.5,0.0,-5.5,-0.64,-2.81
483,物流行业,000927,中国铁物,162.0,162.0,25.34,1.71,2.68,-0.0,-0.4,-1.0,0.4,-1.1,-1.8,6.77,3.08
484,物流行业,603648,畅联股份,40.0,40.0,29.45,2.23,11.1,-0.0,-0.1,-0.8,0.4,-0.4,2.3,-0.89,11.45
485,物流行业,600603,ST广物,114.0,114.0,21.86,1.57,9.53,-0.0,0.6,1.4,0.3,8.3,23.3,25.39,-0.94
486,物流行业,001213,中铁特货,188.0,188.0,27.75,0.98,4.22,-0.1,-0.3,-1.3,0.2,-0.5,-3.4,5.76,2.68
487,玻璃玻纤,300196,长海股份,66.0,40.0,19.01,1.43,16.16,-0.1,-0.5,-2.3,3.5,-2.1,11.3,35.68,51.17
488,玻璃玻纤,600819,耀皮玻璃,62.0,49.0,35.72,1.75,6.6,0.1,0.4,-0.4,3.4,6.3,0.6,12.44,23.13
489,玻璃玻纤,601636,旗滨集团,183.0,183.0,10.28,1.34,6.82,-0.1,0.2,-2.0,2.9,5.7,6.1,36.4,22.44
490,玻璃玻纤,002613,北玻股份,47.0,33.0,48.77,2.07,4.24,-0.0,-0.2,-0.6,1.9,0.2,5.2,18.77,5.74
491,玻璃玻纤,603601,再升科技,54.0,54.0,44.82,2.49,5.29,0.0,-1.3,-1.3,0.4,-8.8,7.1,45.33,57.91
492,专用设备,688128,中国电研,131.0,131.0,25.44,4.0,32.48,0.5,0.6,-0.1,20.0,22.2,25.7,38.68,58.36
493,专用设备,002073,软控股份,95.0,92.0,32.42,1.58,9.3,3.4,2.5,-1.1,10.1,11.1,5.4,20.16,14.67
494,专用设备,001332,锡装股份,46.0,11.0,18.77,1.87,41.86,0.5,0.6,0.1,10.0,12.1,11.5,14.4,21.62
495,专用设备,605286,同力日升,76.0,76.0,32.96,3.68,45.45,-0.1,0.2,-0.3,6.2,10.3,19.0,15.06,51.3
496,专用设备,300415,伊之密,132.0,128.0,19.16,4.32,28.18,0.5,0.7,-2.8,5.9,12.5,33.4,40.55,44.0
497,专用设备,301043,绿岛风,25.0,21.0,29.62,2.94,37.15,0.0,0.0,-0.3,5.8,7.5,5.7,24.04,33.87
498,专用设备,688698,伟创电气,120.0,120.0,42.48,5.27,56.0,0.0,-0.1,-2.7,5.7,2.5,3.4,23.43,28.06
499,专用设备,603583,捷昌驱动,166.0,166.0,30.67,3.65,43.5,0.6,-1.0,-1.1,5.3,-0.3,20.6,24.29,78.21
500,专用设备,688633,星球石墨,40.0,40.0,42.85,2.47,27.82,0.0,0.1,-0.9,5.2,5.7,-0.6,6.51,1.83
501,专用设备,603283,赛腾股份,121.0,118.0,49.46,3.83,43.5,1.0,0.8,0.6,5.2,2.2,25.5,43.71,-11.64
502,专用设备,002698,博实股份,173.0,142.0,31.21,4.55,16.93,0.2,-0.1,-3.2,5.0,2.2,2.1,12.94,1.07
503,专用设备,301598,博科测试,38.0,10.0,39.9,3.98,64.95,0.1,0.0,-0.4,4.4,1.7,2.1,7.39,-2.55
504,专用设备,301199,迈赫股份,53.0,20.0,38.68,2.79,28.35,-0.0,-0.4,-1.1,4.2,0.9,8.7,19.67,35.78
505,专用设备,603289,泰瑞机器,32.0,32.0,28.12,2.2,10.81,0.1,-0.1,0.1,4.1,0.9,9.7,16.74,33.46
506,专用设备,603416,信捷电气,92.0,82.0,36.2,3.44,58.55,-0.1,-0.2,-0.4,4.1,-0.6,5.0,11.65,42.53
507,专用设备,300879,大叶股份,75.0,75.0,16.76,5.12,37.26,0.4,-0.6,-2.9,3.1,-1.3,13.3,-9.32,137.93
508,专用设备,688419,耐科装备,34.0,9.0,40.61,3.38,29.53,-0.1,-0.2,-0.7,3.0,-2.8,3.0,20.58,34.47
509,专用设备,605167,利柏特,50.0,50.0,20.67,2.62,11.19,0.1,0.1,-0.5,2.9,0.4,1.3,-15.1,17.42
510,专用设备,002209,达 意 隆,33.0,26.0,18.02,4.08,16.45,0.0,-0.2,-1.6,2.6,2.2,2.9,39.17,78.22
511,专用设备,300833,浩洋股份,50.0,32.0,32.43,2.13,39.87,0.0,0.1,-0.6,2.6,5.9,10.0,21.19,-6.95
512,专用设备,601038,一拖股份,150.0,98.0,9.74,1.95,13.33,0.2,0.1,-0.5,2.5,1.1,-0.4,3.74,-7.94
513,专用设备,688113,联测科技,26.0,26.0,24.62,2.71,40.49,-0.0,0.0,-0.0,2.3,-1.6,2.9,20.51,44.14
514,专用设备,600444,国机通用,26.0,26.0,41.1,3.64,18.0,0.1,-0.1,-1.4,2.2,1.2,1.8,11.04,19.21
515,专用设备,002006,精工科技,92.0,92.0,40.71,3.9,17.77,-0.2,-0.9,-5.1,2.1,-1.2,5.5,10.51,8.69
516,专用设备,688092,爱科科技,21.0,21.0,40.24,3.25,25.41,-0.0,-0.1,-0.0,2.1,1.5,4.2,18.57,25.05
517,专用设备,002334,英威腾,78.0,70.0,31.7,2.62,9.58,-0.1,-1.6,-6.0,2.0,0.3,15.4,24.09,28.42
518,专用设备,002690,美亚光电,180.0,88.0,29.72,7.17,20.4,0.1,-0.4,-0.3,2.0,0.7,19.2,16.44,44.48
519,专用设备,001395,亚联机械,47.0,11.0,23.91,4.24,53.92,0.0,-0.1,0.1,2.0,-2.7,19.0,15.12,192.09
520,专用设备,603901,永创智能,52.0,52.0,32.2,2.19,10.76,-0.1,-0.5,-1.2,1.9,-0.3,5.2,5.49,46.2
521,专用设备,603025,大豪科技,182.0,181.0,22.85,7.59,16.32,0.0,-0.5,-1.7,1.9,-2.5,17.2,27.5,9.53
522,专用设备,301158,德石股份,29.0,28.0,31.73,2.14,19.06,-0.0,-0.1,-0.7,1.8,-1.4,5.7,-6.43,37.72
523,专用设备,001360,南矿集团,32.0,13.0,39.21,2.3,15.79,-0.0,-0.1,-1.2,1.8,1.0,-2.5,15.68,21.0
524,专用设备,002337,赛象科技,34.0,34.0,43.71,2.65,5.86,-0.0,-0.1,-1.6,1.7,1.6,0.3,5.21,18.38
525,专用设备,002833,弘亚数控,74.0,50.0,15.31,2.67,17.5,0.1,-0.2,-1.1,1.7,1.2,6.8,9.24,6.51
526,专用设备,300837,浙矿股份,26.0,18.0,37.54,1.89,25.78,0.0,-0.0,-0.0,1.5,3.5,5.2,17.4,29.81
527,专用设备,300509,新美星,28.0,23.0,33.5,4.74,9.28,-0.0,-0.1,-0.7,1.4,-0.9,1.3,12.62,36.87
528,专用设备,301056,森赫股份,29.0,19.0,41.1,3.66,10.95,-0.0,-0.0,-0.7,1.4,1.1,1.2,18.38,40.75
529,专用设备,603203,快克智能,78.0,77.0,29.31,5.43,30.71,-0.1,-0.7,-0.6,1.4,-6.3,16.0,36.31,37.28
530,专用设备,001256,炜冈科技,34.0,10.0,33.12,2.88,23.74,0.0,0.1,-0.3,1.3,2.4,6.2,14.69,51.21
531,专用设备,603282,亚光股份,26.0,12.0,30.88,2.02,19.06,-0.0,0.0,-0.4,1.3,1.4,-3.5,16.86,32.45
532,专用设备,001239,永达股份,41.0,20.0,35.54,3.02,17.2,-0.0,-0.3,-2.9,1.1,0.5,-7.3,17.57,17.25
533,专用设备,300307,慈星股份,59.0,58.0,28.09,1.83,7.47,-0.2,-0.7,-4.6,0.9,-3.1,-9.2,-5.8,-8.23
534,专用设备,600894,广日股份,88.0,87.0,19.7,1.03,10.31,0.0,-0.2,-0.2,0.8,0.2,0.6,7.4,-26.36
535,专用设备,002957,科瑞技术,77.0,75.0,31.43,2.52,18.4,-0.2,-0.8,-2.3,0.8,-0.1,7.3,18.18,18.56
536,专用设备,603081,大丰实业,57.0,57.0,37.84,1.76,13.13,-0.1,-0.2,-3.2,0.8,1.2,1.9,21.46,17.55
537,专用设备,301260,格力博,105.0,45.0,39.63,2.22,21.8,0.0,0.1,-2.4,0.6,0.6,4.0,12.84,64.53
538,专用设备,873703,广厦环能,26.0,13.0,46.98,2.43,17.21,-0.0,0.0,-0.2,0.6,5.3,1.8,1.29,18.44
539,专用设备,603855,华荣股份,68.0,67.0,17.22,3.43,20.19,-0.0,-0.1,-0.3,0.5,-2.0,-3.5,-8.77,4.67
540,专用设备,002535,林州重机,32.0,30.0,32.04,4.71,4.04,-0.1,-0.1,-0.9,0.5,0.2,-2.7,3.59,5.48
541,专用设备,603012,创力集团,40.0,40.0,24.35,1.05,6.16,-0.0,0.0,-0.5,0.5,1.3,4.1,12.41,18.23
542,专用设备,001277,速达股份,31.0,19.0,38.71,2.07,41.1,-0.1,-0.5,-2.5,0.5,-1.7,-9.0,-9.23,3.84
543,专用设备,603095,越剑智能,38.0,38.0,30.58,1.61,14.83,-0.0,-0.1,-0.7,0.3,-1.3,-5.5,-12.25,-2.31
544,专用设备,002111,威海广泰,55.0,49.0,32.85,1.8,10.29,0.0,-0.2,-1.4,0.3,-3.9,-6.1,0.98,-5.77
545,专用设备,300228,富瑞特装,44.0,42.0,26.36,1.96,7.57,-0.1,-0.4,-3.4,0.3,-1.8,-4.8,-1.56,8.61
546,专用设备,002367,康力电梯,56.0,56.0,15.66,1.62,7.06,-0.0,0.1,-0.8,0.1,-0.8,-5.1,4.13,7.46
547,专用设备,603036,如通股份,42.0,42.0,36.65,3.16,20.53,-0.1,-0.4,-1.1,0.0,-6.7,26.8,15.79,22.79
548,专用设备,002526,山东矿机,75.0,75.0,38.11,2.34,4.21,-0.4,0.3,-2.0,0.0,2.9,6.0,9.92,19.6
549,专用设备,688501,青达环保,36.0,36.0,16.78,3.46,29.27,-0.0,-0.1,-0.3,-0.0,-4.5,11.9,5.25,112.26
550,专用设备,001223,欧克科技,49.0,12.0,35.13,2.52,52.0,-0.1,0.2,0.9,-0.1,3.9,20.7,33.09,66.51
551,专用设备,002757,南兴股份,56.0,54.0,46.96,2.8,19.01,-0.2,-0.6,-4.7,-0.2,-4.0,-0.6,2.65,25.23
552,专用设备,002483,润邦股份,58.0,57.0,17.65,1.33,6.49,0.0,-0.0,-2.4,-0.3,-2.0,-1.1,9.81,32.18
553,专用设备,688789,宏华数科,133.0,133.0,26.58,4.01,74.22,-0.0,-0.0,-1.7,-0.5,-2.0,0.6,8.35,12.83
554,专用设备,603966,法兰泰克,45.0,45.0,18.43,2.29,11.29,-0.1,-0.5,-3.2,-0.6,-3.2,-0.4,27.71,50.73
555,专用设备,002960,青鸟消防,100.0,85.0,31.49,1.62,11.49,0.0,0.8,0.7,-0.7,3.5,8.8,16.53,20.19
556,专用设备,600262,北方股份,38.0,38.0,19.04,2.26,22.35,-0.2,-0.6,0.3,-0.8,-8.4,-4.7,9.18,24.24
557,专用设备,603280,南方路机,46.0,12.0,39.79,3.43,42.4,0.0,-0.2,-4.6,-1.6,-1.2,-6.5,72.08,105.63
558,专用设备,301338,凯格精机,65.0,36.0,48.4,4.3,61.08,-0.4,-0.8,-1.2,-1.9,-12.1,24.7,49.34,97.03
559,专用设备,835368,连城数控,76.0,72.0,36.08,1.79,32.3,-0.3,0.8,0.3,-2.5,10.0,13.6,21.52,10.5
560,钢铁行业,601969,海南矿业,171.0,170.0,30.56,2.42,8.58,0.3,-0.2,-2.3,5.9,3.7,4.5,15.17,22.4
561,钢铁行业,600507,方大特钢,132.0,132.0,16.27,1.37,5.7,-0.0,-1.5,-2.6,3.8,-0.2,-3.9,31.94,41.79
562,钢铁行业,001203,大中矿业,183.0,157.0,22.53,2.9,12.12,0.2,-0.2,-2.7,3.1,0.7,-0.3,25.6,43.26
563,钢铁行业,002110,三钢闽光,109.0,109.0,39.6,0.56,4.49,0.1,0.0,-2.7,2.5,0.2,-8.0,29.39,35.24
564,钢铁行业,603995,甬金股份,67.0,67.0,11.1,1.18,18.41,0.3,0.2,-0.4,2.3,0.3,1.1,7.85,3.49
565,钢铁行业,000655,金岭矿业,54.0,54.0,17.84,1.56,9.01,0.0,-0.1,-1.2,2.2,-0.1,6.9,31.34,49.17
566,钢铁行业,601121,宝地矿业,54.0,26.0,44.23,1.76,6.81,0.0,-0.4,-0.2,1.9,-1.6,4.6,12.56,-2.16
567,钢铁行业,603878,武进不锈,32.0,32.0,21.51,1.25,5.79,0.0,0.1,0.0,1.9,4.1,0.3,10.29,2.84
568,钢铁行业,000923,河钢资源,100.0,96.0,19.13,1.02,15.36,-0.0,-0.4,-1.2,1.9,1.3,5.9,18.43,14.63
569,钢铁行业,000778,新兴铸管,150.0,148.0,18.59,0.58,3.79,0.1,-0.3,-0.5,1.9,-1.0,-3.1,11.47,-0.79
570,钢铁行业,002443,金洲管道,38.0,38.0,32.9,1.11,7.31,-0.1,-0.2,0.3,1.8,-2.1,7.0,17.71,28.7
571,钢铁行业,002478,常宝股份,51.0,41.0,10.02,0.89,5.67,-0.1,-0.2,-0.4,1.8,2.7,0.2,8.21,11.83
572,钢铁行业,601003,柳钢股份,147.0,147.0,19.92,1.68,5.72,0.0,-0.4,-2.6,1.8,-2.4,-16.1,63.9,107.25
573,钢铁行业,002756,永兴材料,199.0,143.0,24.78,1.58,36.84,-0.5,0.1,-7.1,1.7,5.0,0.7,21.58,-1.05
574,钢铁行业,300881,盛德鑫泰,39.0,20.0,23.17,3.82,35.62,0.0,0.0,-1.7,1.0,1.8,-12.6,16.83,19.73
575,钢铁行业,601686,友发集团,85.0,85.0,14.8,1.31,5.9,-0.0,0.0,0.0,0.9,0.2,-8.4,3.33,14.12
