,行业,代码,名称,总市值(亿),流通市值(亿),市盈率-动态,市净率,收盘价,29日主力净流入-总净额(亿),29日涨跌幅(%),60日涨跌幅(%),年初至今涨跌幅(%)
0,半导体,688508,芯朋微,87.0,87.0,48.2,3.38,66.44,-1.7,16.0,28.76,56.04
1,半导体,688252,天德钰,118.0,53.0,38.82,5.13,28.92,-0.5,21.4,26.18,21.11
2,半导体,688123,聚辰股份,132.0,132.0,32.09,5.54,83.28,-1.5,5.7,14.54,43.04
3,半导体,688401,路维光电,84.0,84.0,39.6,5.84,43.6,0.1,32.1,38.85,67.11
4,半导体,605111,新洁能,146.0,146.0,31.11,3.51,35.22,-0.8,13.7,14.13,4.05
5,半导体,600360,*ST华微,93.0,93.0,42.54,2.78,9.73,-7.1,9.7,43.3,114.32
6,电子化学品,002643,万润股份,129.0,127.0,29.59,1.8,13.99,-1.5,19.1,25.58,17.56
7,电子化学品,688550,瑞联新材,79.0,79.0,23.89,2.55,45.71,-1.9,16.5,2.03,48.89
8,电子化学品,603931,格林达,57.0,57.0,46.38,3.6,28.54,-0.6,11.4,5.35,24.25
9,电子化学品,688268,华特气体,73.0,73.0,41.05,4.14,60.59,-1.3,21.0,22.68,33.69
10,电子化学品,300398,飞凯材料,133.0,132.0,27.69,2.91,23.39,-9.9,22.8,14.94,48.98
11,电子化学品,300481,濮阳惠成,45.0,45.0,31.85,1.86,15.42,-0.4,7.1,14.48,5.47
12,证券,600621,华鑫股份,190.0,190.0,34.58,2.24,17.91,0.3,16.5,30.83,9.21
13,证券,600864,哈投股份,165.0,165.0,21.71,1.25,7.93,-2.8,21.1,39.61,8.63
14,教育,300192,科德教育,71.0,70.0,46.79,7.82,21.59,1.5,49.1,38.84,37.52
15,教育,000526,学大教育,63.0,62.0,21.47,7.43,52.0,-0.9,2.3,2.1,23.63
16,教育,605098,行动教育,46.0,46.0,17.42,4.57,38.39,0.5,8.8,6.97,11.31
17,计算机设备,301589,诺瓦星云,162.0,60.0,27.48,4.36,174.84,0.6,16.8,24.81,1.09
18,计算机设备,002835,同为股份,43.0,25.0,20.47,3.65,19.42,-0.4,7.2,4.52,2.86
19,计算机设备,688288,鸿泉物联,32.0,32.0,39.7,4.28,31.75,-0.9,14.8,-1.64,97.2
20,计算机设备,300130,新国都,189.0,145.0,30.27,4.34,33.38,-8.3,2.9,19.77,55.55
21,计算机设备,002970,锐明技术,90.0,61.0,22.19,4.84,50.03,-0.3,5.5,-0.68,6.61
22,计算机设备,870976,视声智能,20.0,12.0,36.78,7.61,27.92,0.4,3.9,3.45,52.07
23,软件开发,600728,佳都科技,145.0,145.0,30.2,1.88,6.82,-0.9,20.9,25.83,45.73
24,软件开发,002322,理工能科,53.0,51.0,24.2,1.88,14.03,-0.3,11.8,14.16,14.62
25,软件开发,688588,凌志软件,71.0,71.0,27.24,5.76,17.85,-0.1,15.4,32.22,31.15
26,软件开发,688570,天玛智控,96.0,42.0,44.61,2.25,22.15,-0.2,9.5,13.01,17.32
27,软件开发,603508,思维列控,129.0,129.0,21.25,2.83,33.84,-1.1,16.4,31.98,49.8
28,软件开发,301195,北路智控,49.0,33.0,35.29,2.09,37.48,-0.7,2.7,-3.4,19.14
29,软件开发,430425,乐创技术,18.0,15.0,49.68,7.31,25.1,-0.5,3.2,8.24,93.97
30,互联网服务,002649,博彦科技,92.0,86.0,32.0,2.23,15.68,-5.8,3.8,13.62,31.21
31,互联网服务,300634,彩讯股份,134.0,129.0,45.6,4.84,29.71,-2.3,8.4,14.49,37.04
32,互联网服务,002380,科远智慧,64.0,38.0,26.23,2.8,26.63,-1.6,7.3,11.28,44.41
33,互联网服务,300532,今天国际,61.0,58.0,16.31,3.26,13.52,-1.6,9.7,6.04,19.43
34,互联网服务,300226,上海钢联,92.0,88.0,44.25,4.5,28.81,-7.6,-8.5,37.72,25.97
35,互联网服务,002264,新 华 都,51.0,47.0,13.76,2.62,7.12,-1.0,8.5,3.04,15.21
36,互联网服务,002315,焦点科技,169.0,108.0,37.72,6.96,53.25,-1.1,4.5,27.3,29.47
37,互联网服务,301381,赛维时代,90.0,44.0,47.96,3.51,22.36,-0.6,9.8,9.34,-1.76
38,互联网服务,603613,国联股份,188.0,188.0,17.4,2.33,26.05,-0.7,10.6,12.28,-1.74
39,游戏,600633,浙数文化,199.0,199.0,26.34,1.96,15.68,-1.9,10.4,19.15,52.23
40,游戏,300533,冰川网络,93.0,66.0,12.33,6.39,39.72,-6.4,-0.4,49.66,101.01
41,游戏,002605,姚记科技,115.0,93.0,20.48,3.41,27.6,-2.5,1.4,1.58,5.5
