,行业,代码,名称,总市值(亿),流通市值(亿),市盈率-动态,市净率,收盘价,29日主力净流入-总净额(亿),29日涨跌幅(%),60日涨跌幅(%),年初至今涨跌幅(%)
0,小金属,300835,龙磁科技,79.0,54.0,46.17,6.82,65.94,-2.8,42.6,99.76,114.58
1,小金属,301026,浩通科技,50.0,36.0,29.96,3.27,31.83,-1.4,21.4,38.21,64.58
2,小金属,000795,英洛华,143.0,143.0,49.77,5.32,12.64,-2.6,15.2,27.68,31.53
3,小金属,600301,华锡有色,184.0,80.0,24.08,4.2,29.07,-0.4,38.4,57.14,70.9
4,小金属,600980,北矿科技,50.0,49.0,45.89,3.49,26.34,-0.5,16.6,58.67,73.52
5,小金属,600459,贵研铂业,125.0,124.0,15.41,1.76,16.51,-2.0,6.4,19.29,22.39
6,小金属,600456,宝钛股份,162.0,162.0,39.37,2.32,33.86,-2.9,10.4,17.0,20.67
7,小金属,000962,东方钽业,106.0,106.0,47.03,4.07,21.05,-1.0,26.7,27.19,54.55
8,小金属,688190,云路股份,124.0,124.0,39.27,4.94,103.3,0.2,16.1,25.56,13.06
9,小金属,600281,华阳新材,37.0,37.0,9.29,22.95,7.14,-2.2,-2.1,49.06,118.35
10,贵金属,002237,恒邦股份,145.0,115.0,23.41,1.52,12.6,-2.9,4.6,17.32,26.51
11,贵金属,001337,四川黄金,100.0,69.0,26.1,6.89,23.83,-2.8,-0.5,2.54,15.51
12,通信设备,600105,永鼎股份,147.0,147.0,23.13,4.41,10.08,-11.3,10.4,22.78,105.3
13,通信设备,002491,通鼎互联,71.0,68.0,13.55,2.66,5.8,-0.5,17.4,14.62,12.84
14,通信设备,688080,映翰通,41.0,41.0,30.24,3.68,55.15,-1.2,13.5,19.76,68.55
15,通信设备,002396,星网锐捷,199.0,198.0,46.88,2.94,33.93,0.0,35.4,77.18,81.06
16,通信设备,688100,威胜信息,179.0,179.0,29.36,5.4,36.44,-0.7,0.2,8.55,2.13
17,通信设备,002296,辉煌科技,47.0,42.0,17.58,1.99,12.14,-1.8,5.9,12.83,26.33
18,酿酒行业,603919,金徽酒,106.0,106.0,17.77,3.14,20.9,0.2,13.6,15.66,9.37
19,酿酒行业,600559,老白干酒,168.0,167.0,27.61,3.39,18.4,0.0,9.9,11.38,-9.98
20,酿酒行业,000860,顺鑫农业,126.0,126.0,11.16,1.75,16.99,-1.2,9.0,9.83,-12.06
21,酿酒行业,600197,伊力特,79.0,79.0,13.77,2.08,16.78,0.0,14.9,17.75,-0.12
22,酿酒行业,600059,古越龙山,95.0,95.0,40.12,1.61,10.39,0.0,-1.1,2.36,18.07
23,酿酒行业,002646,天佑德酒,50.0,50.0,49.03,1.75,10.47,-0.5,9.4,11.98,-2.51
24,酿酒行业,000869,张  裕Ａ,153.0,103.0,23.97,1.45,22.73,-0.1,4.8,-2.24,-0.26
25,酿酒行业,600573,惠泉啤酒,31.0,31.0,39.55,2.34,12.52,-0.4,1.8,3.05,11.99
26,风电设备,300443,金雷股份,91.0,69.0,40.71,1.5,28.44,1.4,29.5,50.8,43.27
27,风电设备,603218,日月股份,141.0,140.0,29.11,1.42,13.65,-0.7,10.5,20.9,16.67
28,风电设备,301232,飞沃科技,30.0,18.0,47.33,2.13,39.72,-0.3,29.8,41.55,60.81
29,风电设备,300129,泰胜风能,73.0,50.0,30.62,1.64,7.8,-1.1,8.6,14.37,11.59
30,风电设备,600458,时代新材,143.0,124.0,23.51,1.86,15.31,-0.6,18.5,36.45,21.6
31,风电设备,605305,中际联合,83.0,83.0,15.88,3.02,39.16,-3.6,8.0,53.93,40.46
32,风电设备,300569,天能重工,59.0,59.0,42.54,1.14,5.76,-1.1,4.9,10.98,15.66
33,风电设备,301063,海锅股份,29.0,28.0,35.81,1.91,28.2,-1.1,1.7,15.43,79.28
34,风电设备,603063,禾望电气,162.0,162.0,33.4,3.38,35.66,-14.1,12.0,26.63,79.74
35,风电设备,300850,新强联,141.0,99.0,17.65,2.42,37.04,-5.6,3.6,19.1,94.74
36,风电设备,601218,吉鑫科技,43.0,43.0,25.55,1.49,4.43,-2.2,3.5,23.74,35.89
37,风电设备,688186,广大特材,76.0,76.0,25.63,1.61,27.14,-3.8,11.0,6.64,81.05
38,风电设备,300690,双一科技,61.0,41.0,30.44,3.96,36.77,-1.8,52.3,62.2,64.15
39,有色金属,300697,电工合金,70.0,54.0,42.72,6.06,16.26,-2.1,15.1,48.22,70.08
40,有色金属,002540,亚太科技,88.0,61.0,21.18,1.62,7.06,0.2,19.5,22.15,18.46
41,有色金属,000758,中色股份,130.0,129.0,14.78,2.19,6.54,-4.0,18.3,38.85,33.74
42,有色金属,600531,豫光金铅,98.0,98.0,10.69,1.79,8.97,-1.1,11.6,33.28,44.68
43,有色金属,600961,株冶集团,143.0,100.0,12.18,4.18,13.29,-1.7,19.4,33.43,68.87
44,有色金属,002171,楚江新材,167.0,166.0,31.6,2.0,10.26,0.2,16.5,19.03,25.12
45,有色金属,600490,鹏欣资源,130.0,117.0,30.24,2.1,5.89,-1.2,31.2,38.59,79.03
46,有色金属,000688,国城矿业,167.0,167.0,6.83,4.79,14.85,-1.2,13.4,23.65,24.89
47,有色金属,000060,中金岭南,195.0,195.0,17.9,1.4,5.23,0.7,11.0,19.95,13.7
48,有色金属,600888,新疆众和,110.0,110.0,12.44,1.01,7.85,-0.4,14.1,20.77,14.93
49,有色金属,600361,创新新材,193.0,69.0,23.27,1.8,4.69,-0.9,16.1,23.75,23.75
50,有色金属,603527,众源新材,38.0,38.0,13.06,1.85,11.88,-1.0,8.7,25.58,25.98
51,有色金属,603132,金徽股份,135.0,135.0,26.6,4.14,13.77,-0.2,9.1,19.32,25.07
52,有色金属,603876,鼎胜新材,91.0,91.0,26.64,1.3,9.78,-1.8,6.2,15.74,11.26
53,有色金属,600338,西藏珠峰,113.0,113.0,18.74,2.72,12.33,-4.7,19.0,27.11,16.1
54,有色金属,688257,新锐股份,43.0,43.0,23.18,1.96,16.97,-1.8,15.8,22.09,32.17
55,有色金属,688231,隆达股份,54.0,28.0,47.27,1.98,21.86,-0.5,22.0,36.63,54.49
56,有色金属,003038,鑫铂股份,46.0,31.0,32.76,1.52,18.74,-1.5,2.7,-4.14,14.41
57,有色金属,002996,顺博合金,52.0,32.0,14.65,1.65,7.73,-1.2,1.4,15.03,17.3
58,有色金属,002978,安宁股份,153.0,120.0,16.57,1.88,32.35,-0.7,2.3,6.94,15.87
59,有色金属,603271,永杰新材,80.0,16.0,21.56,2.94,40.73,-1.2,11.7,17.17,100.84
60,有色金属,601702,华峰铝业,177.0,177.0,15.53,3.05,17.74,0.7,10.8,11.78,-1.55
61,有色金属,601677,明泰铝业,169.0,166.0,8.99,0.93,13.59,-4.7,8.5,12.41,14.59
62,有色金属,000612,焦作万方,108.0,108.0,16.75,1.73,9.07,-3.1,10.7,24.42,44.2
63,房地产开发,600325,华发股份,144.0,144.0,41.78,0.74,5.22,-0.9,8.3,6.31,-7.77
64,房地产开发,000514,渝 开 发,50.0,50.0,13.02,1.32,5.97,-1.6,-12.8,35.07,45.26
65,房地产开发,002314,南山控股,82.0,40.0,8.32,0.9,3.01,-1.7,1.3,18.04,26.47
66,房地产开发,600638,新黄浦,42.0,42.0,13.63,0.93,6.28,0.4,1.9,17.6,24.11
67,房地产开发,600173,卧龙新能,46.0,46.0,28.22,1.2,6.57,-0.7,-1.5,10.42,65.91
68,房地产开发,000965,天保基建,52.0,52.0,12.97,0.94,4.69,-2.3,3.5,21.19,56.86
69,房地产开发,000718,苏宁环球,71.0,53.0,37.82,0.76,2.34,-0.3,4.5,11.96,0.86
70,房地产开发,600639,浦东金桥,123.0,93.0,29.87,0.87,10.96,-0.0,2.9,6.41,1.58
71,房地产开发,600064,南京高科,138.0,138.0,4.98,0.73,7.97,-0.6,3.0,9.18,6.69
72,房地产开发,600675,中华企业,187.0,187.0,10.15,1.26,3.09,-1.1,1.6,8.42,9.96
73,房地产开发,000573,粤宏远Ａ,27.0,27.0,6.08,1.65,4.3,-0.3,3.1,-5.08,46.26
74,房地产开发,600736,苏州高新,67.0,67.0,11.46,0.91,5.85,0.3,5.6,9.35,-5.49
75,房地产开发,600724,宁波富达,70.0,70.0,30.11,2.55,4.83,0.0,3.0,8.05,-22.22
76,房地产开发,601512,中新集团,121.0,121.0,11.73,0.84,8.1,-1.0,-10.8,11.42,7.28
77,房地产开发,000042,中洲控股,61.0,61.0,15.98,1.77,9.11,-0.8,8.2,30.33,103.8
78,航天航空,300900,广联航空,65.0,48.0,35.25,5.04,21.8,-3.9,-4.4,-10.87,-0.91
79,航天航空,688239,航宇科技,74.0,73.0,42.97,3.96,38.37,-2.0,10.7,21.62,34.35
80,航天航空,300775,三角防务,151.0,147.0,29.39,2.64,27.61,-7.1,5.5,10.93,11.65
81,航天航空,002985,北摩高科,100.0,59.0,46.25,3.91,29.99,-2.6,5.0,10.62,27.73
82,电源设备,301590,优优绿能,79.0,15.0,37.69,4.21,187.85,-0.5,22.5,112.5,112.5
83,电源设备,002630,ST华西,33.0,28.0,45.05,13.1,2.76,-1.5,4.2,-3.83,-20.69
84,电源设备,002255,海陆重工,76.0,58.0,19.86,1.75,9.15,-2.5,3.6,-5.38,64.57
85,电源设备,300693,盛弘股份,121.0,104.0,38.12,6.52,38.53,-1.8,21.7,35.29,45.62
86,电源设备,301386,未来电器,34.0,10.0,34.89,2.32,24.15,-0.4,6.2,17.01,17.29
87,电源设备,002534,西子洁能,114.0,112.0,38.43,2.8,15.45,0.8,33.5,38.69,41.61
88,电源设备,300820,英杰电气,114.0,57.0,47.82,4.69,51.57,-2.2,-1.2,11.82,-5.98
89,电源设备,301327,华宝新能,104.0,29.0,42.28,1.68,59.45,-0.6,9.8,22.58,9.93
90,电子元件,688093,世华科技,112.0,112.0,29.08,5.32,42.75,-1.5,42.8,66.67,113.43
91,电子元件,301280,珠城科技,81.0,22.0,37.46,4.61,59.07,0.6,46.2,54.27,104.32
92,电子元件,603267,鸿远电子,143.0,143.0,38.76,3.26,61.7,-0.4,19.3,32.83,71.1
93,电子元件,603989,艾华集团,75.0,75.0,26.08,2.02,18.61,-0.2,18.7,26.94,24.65
94,电子元件,300319,麦捷科技,116.0,110.0,38.92,2.51,13.22,-0.2,22.0,29.61,6.87
95,电子元件,603115,海星股份,44.0,44.0,48.76,2.28,18.3,-2.3,12.8,35.66,48.66
96,电子元件,301132,满坤科技,62.0,62.0,49.0,3.49,41.85,-2.4,25.9,56.16,54.54
97,电子元件,300656,民德电子,50.0,39.0,37.03,4.84,28.97,-1.4,10.4,10.87,16.44
98,电子元件,600237,铜峰电子,51.0,50.0,43.21,2.66,8.01,-1.9,10.2,13.78,22.29
99,电子元件,688511,*ST天微,26.0,26.0,36.97,3.1,24.93,-0.1,32.6,44.52,60.12
100,电子元件,301566,达利凯普,74.0,39.0,35.98,5.39,18.53,-1.2,11.2,15.74,13.13
101,电子元件,688800,瑞可达,151.0,151.0,49.85,7.11,73.3,-3.9,47.4,89.9,91.23
102,电子元件,002913,奥士康,123.0,117.0,31.4,2.81,38.75,1.1,14.5,57.52,64.82
103,电子元件,603328,依顿电子,113.0,113.0,24.33,2.86,11.33,-3.9,12.3,33.29,17.29
104,电子元件,000823,超声电子,75.0,75.0,44.86,1.6,13.96,-2.8,15.3,36.06,37.94
105,电子元件,002922,伊戈尔,80.0,76.0,47.67,2.55,20.36,-1.0,24.1,30.26,16.21
106,电子元件,300852,四会富仕,51.0,49.0,44.05,3.36,35.49,-0.5,11.2,18.58,36.08
107,电子元件,838701,豪声电子,29.0,21.0,41.57,3.55,20.95,0.1,6.2,6.13,3.76
108,电子元件,002782,可立克,83.0,81.0,27.52,3.99,16.7,1.3,24.3,38.47,33.6
109,电子元件,603678,火炬电子,192.0,192.0,36.68,3.13,40.3,-2.7,11.6,11.51,32.39
110,电子元件,301319,唯特偶,39.0,18.0,44.99,3.57,31.75,-1.2,11.0,31.8,62.32
111,电子元件,002729,好利科技,28.0,27.0,41.07,5.35,15.56,-0.8,4.7,23.3,24.18
112,电子元件,605058,澳弘电子,43.0,43.0,26.53,2.5,29.98,-0.9,7.6,34.74,55.9
113,电子元件,870357,雅葆轩,22.0,12.0,36.85,5.88,26.94,-0.0,6.4,15.03,47.62
114,电子元件,836395,朗鸿科技,23.0,16.0,35.61,10.44,15.0,0.2,2.4,0.94,45.07
115,电子元件,430718,合肥高科,17.0,8.0,24.12,3.03,19.03,-0.1,3.8,7.82,55.22
116,电子元件,301631,壹连科技,83.0,17.0,30.28,3.43,90.5,-0.5,11.9,16.0,-2.99
117,电子元件,002388,ST新亚,25.0,25.0,46.74,2.53,4.91,-0.4,9.6,25.9,43.15
118,电子元件,834950,迅安科技,17.0,9.0,34.79,5.96,23.42,0.2,22.6,26.87,84.99
119,电子元件,301282,金禄电子,43.0,21.0,41.54,2.56,28.78,-1.6,16.8,39.64,38.03
120,电子元件,002815,崇达技术,161.0,95.0,36.33,2.12,14.89,0.6,28.5,47.86,47.72
121,电子元件,832110,雷特科技,16.0,7.0,37.5,4.74,40.7,0.2,8.8,8.68,28.39
122,医疗服务,301267,华厦眼科,182.0,71.0,32.22,3.11,21.63,-0.8,11.2,16.1,14.93
123,医疗服务,301103,何氏眼科,37.0,20.0,28.82,1.99,23.73,-0.6,4.9,13.6,18.83
124,医疗服务,688315,诺禾致源,69.0,69.0,43.61,2.67,16.5,-0.9,10.2,19.39,32.53
125,医疗服务,600327,大东方,45.0,45.0,28.25,1.34,5.1,-1.0,1.2,7.14,-3.77
126,医疗服务,002172,澳洋健康,33.0,33.0,44.19,21.37,4.27,-0.2,9.8,13.26,36.42
127,生物制品,300357,我武生物,154.0,143.0,43.63,6.26,29.5,-3.0,18.0,47.06,46.77
128,生物制品,688073,毕得医药,61.0,29.0,41.58,3.13,67.17,-0.5,12.0,56.46,39.07
129,生物制品,301393,昊帆生物,65.0,25.0,46.49,2.84,59.92,-1.1,10.0,11.85,51.12
130,生物制品,300009,安科生物,198.0,145.0,26.99,4.98,11.83,-5.6,26.0,32.92,41.0
