,行业,代码,名称,总市值(亿),流通市值(亿),市盈率-动态,市净率,收盘价,29日主力净流入-总净额(亿),29日涨跌幅(%),60日涨跌幅(%),年初至今涨跌幅(%)
0,航天航空,300775,三角防务,153.0,149.0,29.76,2.67,27.96,-4.6,9.8,7.66,13.06
1,航天航空,688239,航宇科技,74.0,74.0,43.36,3.99,38.72,-1.6,14.6,19.43,35.57
2,航天航空,002985,北摩高科,102.0,61.0,47.36,4.01,30.71,-0.6,7.4,12.29,30.79
3,航天航空,300900,广联航空,62.0,46.0,33.55,4.79,20.75,-4.0,-10.3,-6.95,-5.68
4,航天航空,688685,迈信林,79.0,79.0,48.97,10.25,54.54,-0.9,0.2,-14.03,65.12
5,贵金属,002237,恒邦股份,137.0,109.0,21.97,1.46,11.97,-1.6,2.0,9.22,20.18
6,贵金属,001337,四川黄金,100.0,69.0,26.03,6.87,23.77,-2.6,-1.9,-4.42,15.22
7,电机,603320,迪贝电气,29.0,29.0,33.89,2.62,19.69,-0.4,14.2,14.08,40.84
8,电机,002801,微光股份,79.0,40.0,22.83,4.49,34.28,0.3,10.7,3.38,42.18
9,电机,002576,通达动力,28.0,28.0,37.11,2.23,17.08,-0.8,5.4,8.24,0.12
10,电机,002823,凯中精密,49.0,33.0,24.92,2.53,14.89,-0.7,7.7,8.61,6.21
11,电机,603350,安乃达,44.0,17.0,34.8,3.42,37.65,-1.0,7.4,3.72,5.91
12,电机,603344,星德胜,50.0,14.0,30.39,2.52,25.95,-1.0,4.1,-3.6,7.59
13,电机,002249,大洋电机,163.0,122.0,14.31,1.76,6.67,-5.2,0.9,-1.91,16.2
14,电机,000922,佳电股份,81.0,68.0,36.79,1.83,11.66,-4.3,7.1,9.69,4.29
15,电机,300907,康平科技,32.0,32.0,42.24,4.14,33.3,0.2,23.8,36.2,58.27
16,仪器仪表,002980,华盛昌,45.0,24.0,38.71,4.38,23.87,-0.0,19.8,32.54,33.95
17,仪器仪表,301303,真兰仪表,69.0,17.0,24.23,2.12,16.77,-0.1,1.8,27.53,11.28
18,仪器仪表,603275,众辰科技,84.0,24.0,48.41,2.98,56.65,1.8,28.5,52.08,67.26
19,仪器仪表,688112,鼎阳科技,64.0,64.0,39.31,4.28,40.19,-0.2,15.2,11.64,46.04
20,仪器仪表,300354,东华测试,56.0,33.0,48.17,7.34,40.23,-0.8,3.7,-2.02,16.24
21,仪器仪表,688628,优利德,40.0,40.0,18.18,3.38,35.87,-0.4,8.1,4.43,0.08
22,仪器仪表,688056,莱伯泰科,25.0,25.0,48.62,3.14,36.81,-0.2,13.0,7.63,28.84
23,仪器仪表,832491,奥迪威,40.0,33.0,43.78,4.07,28.55,-0.5,-5.1,-8.46,34.67
24,仪器仪表,603700,宁水集团,25.0,25.0,22.58,1.61,12.64,-0.2,7.5,8.31,28.85
25,仪器仪表,300445,康斯特,40.0,27.0,45.32,3.35,18.93,-0.0,11.7,8.79,17.0
26,仪器仪表,688665,四方光电,57.0,57.0,43.63,5.48,56.84,-0.2,30.1,33.27,76.3
27,仪器仪表,831305,海希通讯,30.0,24.0,25.62,3.75,21.38,-0.9,-9.7,1.91,55.6
28,仪器仪表,300259,新天科技,44.0,44.0,39.99,1.5,3.72,-0.3,7.5,6.59,7.83
29,仪器仪表,002849,威星智能,34.0,29.0,31.05,2.54,15.25,-1.7,0.3,-13.45,-14.23
