,行业,代码
1292,家电行业,200016
1293,家电行业,603726
1294,家电行业,000016
1295,家电行业,600839
1296,家电行业,000541
1297,家电行业,603657
1298,家电行业,002848
1299,家电行业,002076
1300,家电行业,603112
1301,家电行业,831641
1302,家电行业,200512
1303,专用设备,300195
1304,专用设备,300950
1305,专用设备,688160
1306,专用设备,838810
1307,专用设备,002527
1308,专用设备,002209
1309,专用设备,603081
1310,专用设备,688215
1311,专用设备,688392
1312,专用设备,605288
1313,专用设备,688501
1314,专用设备,301018
1315,专用设备,002774
1316,专用设备,600343
1317,专用设备,603356
1318,专用设备,002837
1319,专用设备,603416
1320,专用设备,300276
1321,专用设备,688121
1322,专用设备,300931
1323,专用设备,688383
1324,专用设备,002779
1325,专用设备,601798
1326,专用设备,300521
1327,专用设备,301128
1328,专用设备,603912
1329,专用设备,002890
1330,专用设备,603289
1331,专用设备,833781
1332,专用设备,002353
1333,专用设备,002031
1334,专用设备,300549
1335,专用设备,688306
1336,专用设备,603321
1337,专用设备,831856
1338,专用设备,688090
1339,专用设备,603901
1340,专用设备,002337
1341,专用设备,300757
1342,专用设备,301053
1343,专用设备,000856
1344,专用设备,300412
1345,专用设备,603895
1346,专用设备,300512
1347,专用设备,300410
1348,专用设备,688128
1349,专用设备,300669
1350,专用设备,001336
1351,专用设备,871478
1352,专用设备,688022
1353,专用设备,603966
1354,专用设备,300099
1355,专用设备,603036
1356,专用设备,603583
1357,专用设备,002006
1358,专用设备,001256
1359,专用设备,002535
1360,专用设备,002184
1361,专用设备,301272
1362,专用设备,836414
1363,专用设备,601606
1364,专用设备,301519
1365,专用设备,002689
1366,专用设备,002009
1367,专用设备,300509
1368,专用设备,301568
1369,专用设备,688698
1370,专用设备,603488
1371,专用设备,002979
1372,专用设备,603282
1373,专用设备,688419
1374,专用设备,300382
1375,专用设备,002367
1376,专用设备,002960
1377,专用设备,600262
1378,专用设备,688001
1379,专用设备,300865
1380,专用设备,838670
1381,专用设备,001332
1382,专用设备,301043
1383,专用设备,300461
1384,专用设备,688378
1385,专用设备,688255
1386,专用设备,301056
1387,专用设备,001239
1388,专用设备,688162
1389,专用设备,002691
1390,专用设备,688290
1391,专用设备,001360
1392,专用设备,603012
1393,专用设备,872931
1394,专用设备,301199
1395,专用设备,300818
1396,专用设备,688218
1397,专用设备,605286
1398,专用设备,600894
1399,专用设备,600582
1400,专用设备,688623
1401,专用设备,300004
1402,专用设备,301112
1403,专用设备,301112
1404,专用设备,688328
1405,专用设备,002730
1406,专用设备,688329
1407,专用设备,301105
1408,专用设备,688420
1409,专用设备,600302
1410,专用设备,002595
1411,专用设备,300480
1412,专用设备,600579
1413,专用设备,301083
1414,专用设备,301360
1415,专用设备,300527
1416,专用设备,301260
1417,专用设备,300499
1418,专用设备,002957
1419,专用设备,688400
1420,专用设备,001223
1421,专用设备,300837
1422,专用设备,300802
1423,专用设备,832522
1424,专用设备,688092
1425,专用设备,002483
1426,专用设备,688633
1427,专用设备,833284
1428,专用设备,300048
1429,专用设备,002523
1430,专用设备,300823
1431,专用设备,301468
1432,专用设备,603280
1433,专用设备,603666
1434,专用设备,603960
1435,专用设备,300879
1436,专用设备,600560
1437,专用设备,603135
1438,专用设备,002490
1439,专用设备,688718
1440,专用设备,688627
1441,专用设备,002111
1442,专用设备,300173
1443,专用设备,301338
1444,专用设备,301158
1445,专用设备,603076
1446,专用设备,002975
1447,专用设备,300400
1448,专用设备,003036
1449,专用设备,603029
1450,专用设备,300415
1451,专用设备,002526
1452,专用设备,600835
1453,专用设备,688518
1454,专用设备,836942
1455,专用设备,002833
1456,专用设备,301418
1457,专用设备,603855
1458,专用设备,688312
1459,专用设备,002529
1460,专用设备,603337
1461,专用设备,603159
1462,专用设备,301598
1463,专用设备,600169
1464,专用设备,300097
1465,专用设备,836717
1466,专用设备,301512
1467,专用设备,603025
1468,专用设备,001277
1469,专用设备,873726
1470,专用设备,300484
1471,专用设备,603015
1472,专用设备,002651
1473,专用设备,002796
1474,专用设备,603169
1475,专用设备,600184
1476,专用设备,002334
1477,专用设备,601038
1478,专用设备,002278
1479,专用设备,688113
1480,专用设备,300833
1481,专用设备,873693
1482,专用设备,688700
1483,专用设备,300307
1484,专用设备,600444
1485,专用设备,002698
1486,专用设备,300486
1487,专用设备,300902
1488,专用设备,301138
1489,专用设备,603095
1490,专用设备,872895
1491,专用设备,601399
1492,专用设备,002021
1493,专用设备,301601
1494,专用设备,600520
1495,专用设备,300293
1496,专用设备,688789
1497,专用设备,605167
1498,专用设备,600501
1499,专用设备,688531
1500,专用设备,688310
1501,专用设备,300411
1502,专用设备,834014
1503,专用设备,603656
1504,专用设备,300281
1505,专用设备,301011
1506,专用设备,300402
1507,专用设备,603203
1508,专用设备,002430
1509,专用设备,301312
1510,专用设备,603283
1511,专用设备,600320
1512,专用设备,835368
1513,专用设备,301013
1514,专用设备,688377
1515,专用设备,873703
1516,专用设备,300228
1517,专用设备,831152
1518,专用设备,603690
1519,专用设备,300540
1520,专用设备,002757
1521,专用设备,601608
1522,专用设备,600499
1523,专用设备,002073
1524,专用设备,000519
1525,专用设备,688125
1526,专用设备,000852
1527,专用设备,603789
1528,专用设备,603300
1529,专用设备,600843
1530,专用设备,002611
1531,专用设备,002786
1532,专用设备,002816
1533,专用设备,002690
1534,专用设备,688596
1535,专用设备,688283
1536,专用设备,301533
1537,专用设备,301200
1538,专用设备,688559
1539,专用设备,300151
1540,专用设备,688755
1541,专用设备,688170
1542,专用设备,601106
1543,专用设备,688529
1544,专用设备,688646
1545,专用设备,835892
1546,专用设备,834475
1547,专用设备,688630
1548,专用设备,300875
1549,专用设备,688084
1550,专用设备,300836
1551,专用设备,300103
1552,专用设备,688097
1553,专用设备,603956
1554,专用设备,301030
1555,专用设备,600545
1556,专用设备,688151
1557,专用设备,603800
1558,专用设备,603011
1559,专用设备,301392
1560,专用设备,836961
1561,专用设备,001395
1562,专用设备,300472
1563,专用设备,300471
1564,专用设备,301070
1565,专用设备,301662
1566,专业服务,831039
1567,专业服务,688293
1568,专业服务,603060
1569,专业服务,002564
1570,专业服务,873122
1571,专业服务,603183
1572,专业服务,688334
1573,专业服务,300572
1574,专业服务,301115
1575,专业服务,871753
1576,专业服务,301228
1577,专业服务,301508
1578,专业服务,003008
1579,专业服务,300384
1580,专业服务,300797
1581,专业服务,600662
1582,专业服务,603698
1583,专业服务,003035
1584,专业服务,301289
1585,专业服务,603373
1586,专业服务,301306
1587,专业服务,300215
1588,专业服务,688133
1589,专业服务,920099
1590,专业服务,300416
1591,专业服务,300962
1592,专业服务,688757
1593,专业服务,836208
1594,专业服务,002811
1595,专业服务,300012
1596,专业服务,300887
1597,专业服务,300662
1598,专业服务,002967
1599,专业服务,600861
1600,专业服务,300938
1601,专业服务,301169
1602,专业服务,603776
1603,专业服务,300947
1604,交运设备,301345
1605,交运设备,601766
1606,交运设备,603500
1607,交运设备,605001
1608,交运设备,603680
1609,交运设备,300906
1610,交运设备,600495
1611,交运设备,605298
1612,交运设备,002972
1613,交运设备,300923
1614,交运设备,689009
1615,交运设备,300011
1616,交运设备,603766
1617,交运设备,603111
1618,交运设备,688009
1619,交运设备,600099
1620,交运设备,300994
1621,交运设备,300851
1622,交运设备,688015
1623,交运设备,300351
1624,交运设备,001324
1625,交运设备,872541
1626,交运设备,600967
1627,交运设备,301048
1628,交运设备,000913
1629,交运设备,688569
1630,交运设备,688459
1631,交运设备,688285
1632,交运设备,603787
1633,交运设备,600528
1634,交运设备,603529
1635,交运设备,300594
1636,交运设备,688187
1637,交运设备,002105
1638,交运设备,000925
1639,交运设备,000008
1640,交运设备,001696
1641,交运设备,900916
1642,交运设备,900915
1643,交运设备,600679
1644,交运设备,603129
1645,交运设备,301016
1646,交运设备,920027
1647,交运设备,301322
1648,交运设备,600818
1649,交运设备,688367
1650,交运设备,834058
1651,交运设备,200017
1652,交运设备,900946
1653,交运设备,300462
1654,交运设备,300960
1655,工程机械,300718
1656,工程机械,603298
1657,工程机械,600761
1658,工程机械,000680
1659,工程机械,603611
1660,工程机械,000528
1661,工程机械,835174
1662,工程机械,002272
1663,工程机械,601100
1664,工程机械,001226
1665,工程机械,688425
1666,工程机械,000157
1667,工程机械,002204
1668,工程机械,603638
1669,工程机械,603338
1670,工程机械,001288
1671,工程机械,871245
1672,工程机械,002097
1673,工程机械,600817
1674,工程机械,873706
1675,工程机械,834599
1676,工程机械,300201
1677,工程机械,601226
1678,工程机械,600031
1679,工程机械,873223
1680,工程机械,600815
1681,工程机械,300022
1682,工程机械,600984
1683,工程机械,000425
1684,工程机械,603194
1685,工程机械,200055
1686,工程机械,605389
1687,石油行业,300839
1688,石油行业,600777
1689,石油行业,601857
1690,石油行业,002221
1691,石油行业,002778
1692,石油行业,600028
1693,石油行业,603798
1694,石油行业,000554
1695,石油行业,000637
1696,石油行业,600938
1697,石油行业,000698
1698,石油行业,600256
1699,石油行业,603353
1700,石油行业,600688
1701,石油行业,000159
1702,石油行业,600506
1703,石油行业,600759
1704,石油行业,000096
1705,石油行业,000059
1706,石油行业,000819
1707,银行,601997
1708,银行,600000
1709,银行,601077
1710,银行,601998
1711,银行,601916
1712,银行,002958
1713,银行,601128
1714,银行,601818
1715,银行,601328
1716,银行,600015
1717,银行,601169
1718,银行,601288
1719,银行,002839
1720,银行,600928
1721,银行,601187
1722,银行,601528
1723,银行,601166
1724,银行,601229
1725,银行,601988
1726,银行,601658
1727,银行,603323
1728,银行,002948
1729,银行,601009
1730,银行,002966
1731,银行,601665
1732,银行,601860
1733,银行,600919
1734,银行,600016
1735,银行,000001
1736,银行,002936
1737,银行,601838
1738,银行,601939
1739,银行,002807
1740,银行,001227
1741,银行,601577
1742,银行,601963
1743,银行,601825
1744,银行,600926
1745,银行,601398
1746,银行,600908
1747,银行,600036
1748,银行,002142
1749,化学制品,002562
1750,化学制品,002915
1751,化学制品,605399
1752,化学制品,002971
1753,化学制品,000565
1754,化学制品,301518
1755,化学制品,301555
1756,化学制品,300801
1757,化学制品,300041
1758,化学制品,830974
1759,化学制品,603948
1760,化学制品,300665
1761,化学制品,834261
1762,化学制品,603916
1763,化学制品,603683
1764,化学制品,605566
1765,化学制品,600866
1766,化学制品,301585
1767,化学制品,605366
1768,化学制品,605589
1769,化学制品,603867
1770,化学制品,301212
1771,化学制品,002377
1772,化学制品,688737
1773,化学制品,688199
1774,化学制品,002054
1775,化学制品,002096
1776,化学制品,002917
1777,化学制品,603379
1778,化学制品,301100
1779,化学制品,300727
1780,化学制品,002246
1781,化学制品,603725
1782,化学制品,001218
1783,化学制品,301220
1784,化学制品,002827
1785,化学制品,605166
1786,化学制品,301216
1787,化学制品,688639
1788,化学制品,600160
1789,化学制品,002497
1790,化学制品,301300
1791,化学制品,301618
1792,化学制品,002783
1793,化学制品,000881
1794,化学制品,600230
1795,化学制品,605020
1796,化学制品,688602
1797,化学制品,002637
1798,化学制品,603822
1799,化学制品,600873
1800,化学制品,688398
1801,化学制品,603281
1802,化学制品,300535
1803,化学制品,301283
1804,化学制品,603041
1805,化学制品,688350
1806,化学制品,002669
1807,化学制品,603968
1808,化学制品,603079
1809,化学制品,002440
1810,化学制品,900908
1811,化学制品,002909
1812,化学制品,603681
1813,化学制品,603188
1814,化学制品,002709
1815,化学制品,688179
1816,化学制品,002455
1817,化学制品,688196
1818,化学制品,603285
1819,化学制品,688065
1820,化学制品,836419
1821,化学制品,300019
1822,化学制品,002666
1823,化学制品,001333
1824,化学制品,603155
1825,化学制品,300405
1826,化学制品,300437
1827,化学制品,301077
1828,化学制品,301092
1829,化学制品,002476
1830,化学制品,300848
1831,化学制品,000985
1832,化学制品,600273
1833,化学制品,603125
1834,化学制品,003022
1835,化学制品,002802
1836,化学制品,002037
1837,化学制品,603977
1838,化学制品,002360
1839,化学制品,301190
1840,化学制品,002810
1841,化学制品,688269
1842,化学制品,600352
1843,化学制品,603255
1844,化学制品,300758
1845,化学制品,834033
1846,化学制品,300637
1847,化学制品,002407
1848,化学制品,002809
1849,化学制品,001335
1850,化学制品,002326
1851,化学制品,688571
1852,化学制品,603227
1853,化学制品,688129
1854,化学制品,300821
1855,化学制品,300321
1856,化学制品,603010
1857,化学制品,301037
1858,化学制品,301349
1859,化学制品,301617
1860,化学制品,900921
1861,化学制品,603192
1862,化学制品,301292
1863,化学制品,002408
1864,化学制品,002226
1865,化学制品,603120
1866,化学制品,300522
1867,化学制品,600299
1868,化学制品,002165
1869,化学制品,603026
1870,化学制品,300107
1871,化学制品,300721
1872,化学制品,301036
1873,化学制品,002453
1874,化学制品,873527
1875,化学制品,300910
1876,化学制品,837023
1877,化学制品,603938
1878,化学制品,603980
1879,化学制品,300641
1880,化学制品,300343
1881,化学制品,688116
1882,化学制品,300135
1883,化学制品,920016
1884,化学制品,603110
1885,化学制品,600378
1886,化学制品,603217
1887,化学制品,300699
1888,化学制品,300200
1889,化学制品,603823
1890,化学制品,600309
1891,化学制品,300067
1892,化学制品,900909
1893,化学制品,300798
1894,化学制品,603790
1895,化学制品,002549
1896,化学制品,300109
1897,化学制品,688157
1898,化学制品,002319
1899,化学制品,688353
1900,化学制品,600370
1901,化学制品,600500
1902,化学制品,002211
1903,化学制品,600599
1904,化学制品,301373
1905,化学制品,300285
1906,化学制品,300072
1907,化学制品,831526
1908,化学制品,002986
1909,化学制品,920489
1910,化学制品,600800
1911,化学制品,600165
1912,化学制品,688625
1913,化学制品,000691
1914,化学制品,003002
1915,化学制品,300169
1916,化学制品,300225
1917,化学制品,300174
1918,纺织服装,600735
1919,纺织服装,603001
1920,纺织服装,605189
1921,纺织服装,301276
1922,纺织服装,600107
1923,纺织服装,000955
1924,纺织服装,003016
1925,纺织服装,002762
1926,纺织服装,601339
1927,纺织服装,200726
1928,纺织服装,603511
1929,纺织服装,002394
1930,纺织服装,300591
1931,纺织服装,600493
1932,纺织服装,300918
1933,纺织服装,002293
1934,纺织服装,002486
1935,纺织服装,300877
1936,纺织服装,000726
1937,纺织服装,603808
1938,纺织服装,002722
1939,纺织服装,002763
1940,纺织服装,605080
1941,纺织服装,002494
1942,纺织服装,002780
1943,纺织服装,002687
1944,纺织服装,600137
1945,纺织服装,002193
1946,纺织服装,600987
1947,纺织服装,603889
1948,纺织服装,603558
1949,纺织服装,301088
1950,纺织服装,605180
1951,纺织服装,000850
1952,纺织服装,002144
1953,纺织服装,600689
1954,纺织服装,300005
1955,纺织服装,605138
1956,纺织服装,603908
1957,纺织服装,600232
1958,纺织服装,002569
1959,纺织服装,001209
1960,纺织服装,300979
1961,纺织服装,603839
1962,纺织服装,600398
1963,纺织服装,603518
1964,纺织服装,603073
1965,纺织服装,002154
1966,纺织服装,603307
1967,纺织服装,603116
1968,纺织服装,900922
1969,纺织服装,603130
1970,纺织服装,603196
1971,纺织服装,838262
1972,纺织服装,603877
1973,纺织服装,002098
1974,纺织服装,002404
1975,纺织服装,002083
1976,纺织服装,600630
1977,纺织服装,001234
1978,纺织服装,600156
1979,纺织服装,601566
1980,纺织服装,600177
1981,纺织服装,300577
1982,纺织服装,605003
1983,纺织服装,603055
1984,纺织服装,002656
1985,纺织服装,002029
1986,纺织服装,603587
1987,纺织服装,002832
1988,纺织服装,002563
1989,纺织服装,002042
1990,纺织服装,002485
1991,纺织服装,601599
1992,纺织服装,002397
1993,纺织服装,002327
1994,纺织服装,002612
1995,纺织服装,600448
1996,纺织服装,603665
1997,纺织服装,002003
1998,纺织服装,002269
1999,纺织服装,001390
2000,纺织服装,301066
2001,纺织服装,300840
2002,纺织服装,002674
2003,纺织服装,600400
2004,纺织服装,605055
2005,纺织服装,603365
2006,纺织服装,300952
2007,纺织服装,601718
2008,纺织服装,603608
2009,纺织服装,002875
2010,纺织服装,003041
2011,纺织服装,002634
2012,纺织服装,603958
2013,纺织服装,300901
2014,纺织服装,300819
2015,纺织服装,603557
2016,医药商业,301263
2017,医药商业,600998
2018,医药商业,603233
2019,医药商业,002727
2020,医药商业,603122
2021,医药商业,000705
2022,医药商业,002788
2023,医药商业,600272
2024,医药商业,600056
2025,医药商业,301126
2026,医药商业,600833
2027,医药商业,000950
2028,医药商业,600713
2029,医药商业,000411
2030,医药商业,002462
2031,医药商业,601607
2032,医药商业,600829
2033,医药商业,301408
2034,医药商业,300937
2035,医药商业,002589
2036,医药商业,900943
2037,医药商业,000028
2038,医药商业,603368
2039,医药商业,301017
2040,医药商业,605266
2041,医药商业,000078
2042,医药商业,600511
2043,医药商业,301015
2044,医药商业,603939
2045,医药商业,603883
2046,医药商业,603716
2047,珠宝首饰,603900
2048,珠宝首饰,002721
2049,珠宝首饰,200026
2050,珠宝首饰,301177
2051,珠宝首饰,600916
2052,珠宝首饰,002731
2053,珠宝首饰,605599
2054,珠宝首饰,600612
2055,珠宝首饰,002574
2056,珠宝首饰,300945
2057,珠宝首饰,002345
2058,珠宝首饰,000017
2059,珠宝首饰,900905
2060,珠宝首饰,000025
2061,珠宝首饰,600655
2062,珠宝首饰,002867
2063,珠宝首饰,000026
2064,化学原料,301076
2065,化学原料,003017
2066,化学原料,300927
2067,化学原料,301069
2068,化学原料,688758
2069,化学原料,600618
2070,化学原料,001255
2071,化学原料,301286
2072,化学原料,301395
2073,化学原料,603067
2074,化学原料,002895
2075,化学原料,603065
2076,化学原料,601678
2077,化学原料,600328
2078,化学原料,001358
2079,化学原料,301059
2080,化学原料,600989
2081,化学原料,000707
2082,化学原料,836957
2083,化学原料,603213
2084,化学原料,600319
2085,化学原料,002136
2086,化学原料,603310
2087,化学原料,688267
2088,化学原料,600727
2089,化学原料,300834
2090,化学原料,603276
2091,化学原料,601568
2092,化学原料,603062
2093,化学原料,830832
2094,化学原料,600929
2095,化学原料,001217
2096,化学原料,600426
2097,化学原料,301090
2098,化学原料,603172
2099,化学原料,301149
2100,化学原料,600844
2101,化学原料,603299
2102,化学原料,832471
2103,化学原料,600746
2104,化学原料,301118
2105,化学原料,301065
2106,化学原料,000818
2107,化学原料,600367
2108,化学原料,000830
2109,化学原料,601065
2110,化学原料,300891
2111,化学原料,002748
2112,化学原料,600423
2113,化学原料,600610
2114,化学原料,002469
2115,化学原料,300082
2116,化学原料,002125
2117,化学原料,600935
2118,化学原料,600623
2119,化学原料,002386
2120,化学原料,002648
2121,化学原料,600714
2122,化学原料,603004
2123,化学原料,000822
2124,化学原料,603663
2125,化学原料,002109
2126,化学原料,831304
2127,化学原料,000301
2128,化学原料,301256
2129,化学原料,000510
2130,化学原料,600409
2131,化学原料,600955
2132,化学原料,838402
2133,化学原料,002145
2134,化学原料,600722
2135,化学原料,603077
2136,化学原料,002092
2137,化学原料,600075
2138,化学原料,601216
2139,化学原料,002601
2140,化学原料,000683
2141,化学原料,301209
2142,化学原料,000990
2143,化学原料,000635
2144,化学原料,603113
2145,化学原料,000545
2146,农药兽药,002513
2147,农药兽药,200553
2148,农药兽药,600389
2149,农药兽药,002258
2150,农药兽药,603566
2151,农药兽药,000553
2152,农药兽药,301035
2153,农药兽药,603810
2154,农药兽药,603585
2155,农药兽药,001231
2156,农药兽药,002215
2157,农药兽药,688526
2158,农药兽药,002004
2159,农药兽药,688098
2160,农药兽药,600731
2161,农药兽药,002942
2162,农药兽药,300119
2163,农药兽药,002391
2164,农药兽药,600596
2165,农药兽药,300261
2166,农药兽药,605033
2167,农药兽药,300796
2168,农药兽药,002496
2169,农药兽药,600195
2170,农药兽药,002868
2171,农药兽药,603639
2172,农药兽药,002749
2173,农药兽药,603360
2174,农药兽药,920819
2175,农药兽药,870866
2176,农药兽药,603970
2177,农药兽药,603599
2178,农药兽药,600538
2179,农药兽药,300871
2180,农药兽药,300804
2181,农药兽药,870656
2182,农药兽药,300575
2183,农药兽药,603718
2184,农药兽药,600226
2185,农药兽药,301665
2186,农药兽药,002250
2187,农药兽药,000525
2188,农药兽药,600201
2189,农药兽药,600486
2190,农药兽药,603086
2191,农药兽药,002734
2192,农药兽药,003042
2193,农药兽药,002688
2194,环保行业,688480
2195,环保行业,002645
2196,环保行业,603126
2197,环保行业,605081
2198,环保行业,688565
2199,环保行业,603359
2200,环保行业,603686
2201,环保行业,301081
2202,环保行业,301265
2203,环保行业,836263
2204,环保行业,603903
2205,环保行业,688309
2206,环保行业,688335
2207,环保行业,002479
2208,环保行业,603200
2209,环保行业,002973
2210,环保行业,000546
2211,环保行业,002266
2212,环保行业,000885
2213,环保行业,688485
2214,环保行业,300948
2215,环保行业,688466
2216,环保行业,002210
2217,环保行业,300929
2218,环保行业,300800
2219,环保行业,600323
2220,环保行业,300190
2221,环保行业,603797
2222,环保行业,603817
2223,环保行业,301500
2224,环保行业,300786
2225,环保行业,300774
2226,环保行业,603177
2227,环保行业,300425
2228,环保行业,300614
2229,环保行业,002034
2230,环保行业,301203
2231,环保行业,688057
2232,环保行业,301175
2233,环保行业,688021
2234,环保行业,601330
2235,环保行业,688370
2236,环保行业,301148
2237,环保行业,003027
2238,环保行业,600874
2239,环保行业,688659
2240,环保行业,300692
2241,环保行业,601200
2242,环保行业,301109
2243,环保行业,601033
2244,环保行业,000920
2245,环保行业,601827
2246,环保行业,001230
2247,环保行业,688679
2248,环保行业,000551
2249,环保行业,300140
2250,环保行业,301372
2251,环保行业,002887
2252,环保行业,301305
2253,环保行业,300864
2254,环保行业,300385
2255,环保行业,600796
2256,环保行业,831370
2257,环保行业,600526
2258,环保行业,301288
2259,环保行业,300664
2260,环保行业,603588
2261,环保行业,300388
2262,环保行业,688701
2263,环保行业,300899
2264,环保行业,300137
2265,环保行业,300334
2266,环保行业,832802
2267,环保行业,300172
2268,环保行业,000820
2269,环保行业,002573
2270,环保行业,300422
2271,环保行业,300187
2272,环保行业,300961
2273,环保行业,301049
2274,环保行业,688101
2275,环保行业,600539
2276,环保行业,605069
2277,环保行业,688376
2278,环保行业,300815
2279,环保行业,300335
2280,环保行业,300055
2281,环保行业,688178
2282,环保行业,603568
2283,环保行业,300070
2284,环保行业,000035
2285,环保行业,000068
2286,环保行业,688069
2287,环保行业,600388
2288,环保行业,000967
2289,环保行业,300867
2290,环保行业,600292
2291,环保行业,300266
2292,环保行业,002672
2293,环保行业,300958
2294,环保行业,301068
2295,环保行业,300210
2296,环保行业,301259
2297,环保行业,300854
2298,环保行业,000711
2299,环保行业,600217
2300,环保行业,000826
2301,环保行业,301127
2302,环保行业,002717
2303,环保行业,300197
2304,环保行业,002310
2305,环保行业,300631
2306,环保行业,300152
2307,环保行业,300355
2308,环保行业,300056
2309,环保行业,688096
2310,环保行业,300203
2311,环保行业,300779
2312,工程咨询服务,300983
2313,工程咨询服务,002949
2314,工程咨询服务,003001
2315,工程咨询服务,300826
2316,工程咨询服务,300500
2317,工程咨询服务,300977
2318,工程咨询服务,603860
2319,工程咨询服务,836892
2320,工程咨询服务,300844
2321,工程咨询服务,300564
2322,工程咨询服务,000928
2323,工程咨询服务,833873
2324,工程咨询服务,002883
2325,工程咨询服务,603909
2326,工程咨询服务,600629
2327,工程咨询服务,301136
2328,工程咨询服务,300989
2329,工程咨询服务,603357
2330,工程咨询服务,300668
2331,工程咨询服务,003013
2332,工程咨询服务,603018
2333,工程咨询服务,833427
2334,工程咨询服务,300732
2335,工程咨询服务,603257
2336,工程咨询服务,002116
2337,工程咨询服务,300635
2338,工程咨询服务,301027
2339,工程咨询服务,603017
2340,工程咨询服务,600720
2341,工程咨询服务,301167
2342,工程咨询服务,000779
2343,工程咨询服务,300284
2344,工程咨询服务,300746
2345,工程咨询服务,603153
2346,工程咨询服务,301091
2347,工程咨询服务,300675
2348,工程咨询服务,300949
2349,工程咨询服务,300778
2350,工程咨询服务,900906
2351,工程咨询服务,300492
2352,工程咨询服务,300649
2353,工程咨询服务,603458
2354,工程咨询服务,603959
2355,工程咨询服务,301505
2356,医疗器械,688317
2357,医疗器械,688607
2358,医疗器械,300326
2359,医疗器械,301580
2360,医疗器械,300238
2361,医疗器械,300813
2362,医疗器械,002932
2363,医疗器械,688075
2364,医疗器械,832278
2365,医疗器械,688013
2366,医疗器械,300639
2367,医疗器械,002022
2368,医疗器械,301234
2369,医疗器械,872925
2370,医疗器械,300677
2371,医疗器械,300642
2372,医疗器械,603309
2373,医疗器械,002901
2374,医疗器械,688613
2375,医疗器械,300439
2376,医疗器械,300030
2377,医疗器械,688358
2378,医疗器械,002817
2379,医疗器械,688399
2380,医疗器械,688067
2381,医疗器械,301367
2382,医疗器械,688217
2383,医疗器械,300314
2384,医疗器械,301093
2385,医疗器械,688338
2386,医疗器械,603987
2387,医疗器械,688289
2388,医疗器械,688273
2389,医疗器械,688606
2390,医疗器械,002432
2391,医疗器械,301290
2392,医疗器械,688277
2393,医疗器械,002382
2394,医疗器械,300289
2395,医疗器械,600587
2396,医疗器械,688236
2397,医疗器械,002950
2398,医疗器械,688576
2399,医疗器械,688767
2400,医疗器械,603387
2401,医疗器械,688298
2402,医疗器械,688468
2403,医疗器械,301060
2404,医疗器械,002030
2405,医疗器械,300453
2406,医疗器械,688677
2407,医疗器械,301122
2408,医疗器械,300653
2409,医疗器械,688085
2410,医疗器械,688314
2411,医疗器械,300981
2412,医疗器械,300396
2413,医疗器械,301097
2414,医疗器械,688626
2415,医疗器械,430300
2416,医疗器械,300171
2417,医疗器械,300869
2418,医疗器械,300482
2419,医疗器械,603658
2420,医疗器械,300206
2421,医疗器械,300358
2422,医疗器械,300246
2423,医疗器械,300406
2424,医疗器械,688351
2425,医疗器械,688108
2426,医疗器械,603880
2427,医疗器械,300318
2428,医疗器械,002223
2429,医疗器械,688575
2430,医疗器械,300529
2431,医疗器械,603976
2432,医疗器械,300685
2433,医疗器械,301363
2434,医疗器械,605369
2435,医疗器械,688580
2436,医疗器械,301602
2437,医疗器械,300562
2438,医疗器械,600055
2439,医疗器械,300595
2440,医疗器械,603014
2441,医疗器械,603301
2442,医疗器械,300753
2443,医疗器械,688389
2444,医疗器械,300463
2445,医疗器械,688366
2446,医疗器械,688410
2447,医疗器械,300676
2448,医疗器械,688161
2449,医疗器械,688271
2450,医疗器械,300003
2451,医疗器械,688301
2452,医疗器械,603205
2453,医疗器械,688105
2454,医疗器械,600529
2455,医疗器械,688581
2456,医疗器械,301515
2457,医疗器械,300832
2458,医疗器械,301087
2459,医疗器械,688198
2460,医疗器械,688114
2461,医疗器械,300633
2462,医疗器械,688139
2463,医疗器械,688016
2464,医疗器械,688617
2465,医疗器械,870199
2466,医疗器械,000710
2467,医疗器械,688050
2468,医疗器械,688029
2469,医疗器械,600807
2470,医疗器械,688212
2471,医疗器械,688393
2472,医疗器械,300760
2473,医疗器械,300049
2474,医疗器械,688068
2475,医疗器械,002551
2476,医疗器械,300298
2477,医疗器械,688656
2478,电子元件,301176
2479,电子元件,688489
2480,电子元件,688143
2481,电子元件,002384
2482,电子元件,688800
2483,电子元件,002916
2484,电子元件,688025
2485,电子元件,833914
2486,电子元件,002436
2487,电子元件,002938
2488,电子元件,688322
2489,电子元件,000823
2490,电子元件,300657
2491,电子元件,301285
2492,电子元件,600288
2493,电子元件,301041
2494,电子元件,600237
2495,电子元件,301320
2496,电子元件,603186
2497,电子元件,301217
2498,电子元件,605058
2499,电子元件,688210
2500,电子元件,301251
2501,电子元件,301458
2502,电子元件,301359
2503,电子元件,603115
2504,电子元件,002782
2505,电子元件,300739
2506,电子元件,603228
2507,电子元件,002161
2508,电子元件,871857
2509,电子元件,301282
2510,电子元件,002484
2511,电子元件,000062
2512,电子元件,002463
2513,电子元件,301280
2514,电子元件,002137
2515,电子元件,300852
2516,电子元件,600183
2517,电子元件,301328
2518,电子元件,301329
2519,电子元件,300868
2520,电子元件,300460
2521,电子元件,605258
2522,电子元件,603124
2523,电子元件,872374
2524,电子元件,002922
2525,电子元件,300475
2526,电子元件,834950
2527,电子元件,688539
2528,电子元件,688496
2529,电子元件,688655
