序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,300344,ST立方,5.75,20.04,0.96,1518357.0,826168917.46,17.12,5.75,4.93,5.02,4.79,5.6,23.75,-53.22,14.93,3689811892.0,3676684642.0,0.0,0.0,-30.81,29.21
2,688222,成都先导,21.46,20.02,3.58,494095.0,1022005045.0,16.22,21.46,18.56,18.56,17.88,2.79,12.33,76.0,6.14,8598592800.0,8598592800.0,0.0,0.0,56.41,75.04
3,300644,南京聚隆,33.59,20.01,5.6,262504.0,831013895.25,15.76,33.59,29.18,30.0,27.99,3.9,29.86,30.25,4.09,3693874195.0,2952755520.0,0.0,0.0,57.92,53.66
4,301132,满坤科技,39.88,20.01,6.65,209734.0,787030824.68,20.31,39.88,33.13,33.24,33.23,2.09,45.59,52.38,3.4,5905679610.0,1834764225.0,0.0,0.0,74.38,47.27
5,688585,上纬新材,27.89,20.01,4.65,15615.0,43549984.0,0.0,27.89,27.89,27.89,23.24,1.23,0.39,124.72,8.85,11249758594.0,11249758594.0,0.0,0.0,285.22,320.66
6,300830,金现代,11.52,20.0,1.92,899363.0,954182271.52,22.92,11.52,9.32,9.62,9.6,2.19,28.5,-152.18,4.19,4955075470.0,3635390638.0,0.0,0.0,54.63,41.87
7,688062,迈威生物-U,37.33,19.99,6.22,363397.0,1269363258.0,19.38,37.33,31.3,31.59,31.11,2.9,17.8,-12.78,11.68,14917068000.0,7621666100.0,0.0,0.0,89.01,84.8
8,300878,维康药业,20.71,19.99,3.45,122521.0,242957508.81,19.24,20.71,17.39,18.0,17.26,4.89,8.5,-76.07,2.66,2998607569.0,2984807191.0,0.0,0.0,41.27,38.71
9,688202,美迪西,58.74,19.0,9.38,168965.0,902375679.0,21.72,59.22,48.5,49.16,49.36,1.45,12.58,-135.63,3.71,7891847288.0,7891847288.0,-0.27,0.15,109.56,94.7
10,301228,实朴检测,30.13,17.79,4.55,127982.0,360572140.5,20.37,30.64,25.43,25.45,25.58,4.41,10.69,-111.79,5.07,3615600000.0,3608188020.0,-0.07,-0.46,30.72,127.74
11,688197,首药控股-U,47.0,15.54,6.32,48629.0,212589416.0,16.35,47.22,40.57,40.99,40.68,2.35,7.6,-34.43,9.22,6989809121.0,3008229454.0,0.0,0.84,57.82,57.51
12,688520,神州细胞,85.63,15.4,11.43,164634.0,1333201174.0,18.65,89.04,75.2,75.2,74.2,2.33,3.7,149.5,-94.23,38134097190.0,38134097190.0,-0.43,-1.94,125.76,136.35
13,832876,慧为智能,35.21,14.84,4.55,103379.0,354351866.17,25.28,38.25,30.5,31.0,30.66,5.83,26.75,262.03,8.98,2259801003.0,1360680380.0,-0.23,0.66,34.44,115.88
14,688183,生益电子,53.9,13.86,6.56,345866.0,1827079767.0,20.03,56.55,47.07,47.34,47.34,2.15,4.16,55.99,10.38,44835161333.0,44835161333.0,-0.2,0.11,128.39,38.17
15,301217,铜冠铜箔,20.86,13.37,2.46,926106.0,1837778486.68,17.72,21.29,18.03,18.4,18.4,1.22,40.44,909.88,3.21,17293264248.0,4777264248.0,0.1,0.1,115.27,88.27
16,688070,纵横股份,53.76,13.23,6.28,53169.0,274420527.0,13.29,54.94,48.63,48.69,47.48,3.55,6.07,-42.14,8.69,4708300800.0,4708300800.0,0.11,-0.06,37.28,52.29
17,688658,悦康药业,27.67,13.17,3.22,196372.0,514007335.0,15.38,27.88,24.12,24.38,24.45,1.5,4.36,-63.18,3.53,12451500000.0,12451500000.0,-0.14,-0.04,69.34,92.02
18,688507,索辰科技,77.99,12.7,8.79,75977.0,584095551.0,18.86,82.5,69.45,71.0,69.2,5.46,15.43,-111.15,2.46,6949594064.0,3839894583.0,0.03,0.03,1.25,43.05
19,301489,思泉新材,69.08,12.51,7.68,94903.0,625418988.37,13.27,69.21,61.06,61.36,61.4,2.12,19.94,78.69,5.38,5578477132.0,3288253040.0,0.06,0.42,69.27,42.26
20,688648,中邮科技,49.75,12.07,5.36,141457.0,684574988.0,15.86,51.2,44.16,44.39,44.39,2.72,21.39,-76.15,4.4,6766000000.0,3289913969.0,-0.14,0.16,116.4,113.61
21,300329,海伦钢琴,10.29,11.97,1.1,276806.0,271401301.95,13.49,10.33,9.09,9.19,9.19,1.97,10.98,-67.17,3.68,2602225546.0,2594525035.0,-0.19,0.49,51.32,101.37
22,688505,复旦张江,10.21,11.95,1.09,641048.0,647795635.0,18.09,10.8,9.15,9.16,9.12,5.96,9.02,992.77,4.63,10583401141.0,7254941141.0,-0.1,0.0,36.5,33.12
23,300683,海特生物,32.85,11.93,3.5,132251.0,419969222.4,17.38,34.25,29.15,29.17,29.35,3.18,10.83,-77.17,1.81,4299880744.0,4009823457.0,0.0,-0.18,52.58,38.55
24,837174,宏裕包材,19.34,11.79,2.04,82960.0,162744414.42,23.53,21.58,17.51,17.73,17.3,2.6,10.2,56.94,3.28,1572986680.0,1572986680.0,0.21,0.52,32.01,70.25
25,301326,捷邦科技,76.45,11.79,8.06,49982.0,368905254.53,14.18,77.5,67.8,68.39,68.39,2.96,18.6,-122.71,4.36,5519141701.0,2054621884.0,-0.05,-0.04,39.13,4.58
26,300964,本川智能,48.48,11.6,5.04,127316.0,615673483.0,20.74,51.96,42.95,42.95,43.44,2.96,23.55,90.59,3.74,3747420808.0,2620873499.0,-0.14,0.14,26.71,35.04
27,688313,仕佳光子,52.23,11.1,5.22,417387.0,2108052770.0,14.25,53.58,46.88,47.01,47.01,1.0,9.1,64.28,18.94,23963245591.0,23963245591.0,-0.27,-0.46,236.1,219.84
28,872392,佳合科技,25.97,10.84,2.54,74245.0,185819603.82,15.79,26.6,22.9,23.02,23.43,2.23,20.4,95.24,5.98,1979043850.0,945045703.0,-0.04,-0.12,54.49,89.7
29,300581,晨曦航空,20.58,10.76,2.0,953642.0,1905430741.0,16.36,21.5,18.46,18.46,18.58,1.8,17.34,-186.1,11.5,11321254457.0,11321254457.0,0.05,0.05,108.93,83.59
30,688096,京源环保,11.75,10.64,1.13,155700.0,179784106.0,14.88,12.25,10.67,10.67,10.62,3.42,6.73,348.13,3.04,2718263424.0,2718263424.0,-0.25,-0.34,-8.91,124.24
31,300051,琏升科技,7.7,10.63,0.74,1036678.0,838450152.74,18.97,8.35,7.03,7.05,6.96,8.82,28.35,-30.74,13.04,2864220513.0,2815639096.0,0.0,0.26,23.79,15.1
