序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
35,301075,多瑞医药,37.7,12.57,4.21,80830.0,292732946.25,13.11,38.5,34.11,34.46,33.49,2.45,10.1,-48.34,4.56,3016000000.0,3016000000.0,0.56,0.91,68.53,109.79
36,688799,华纳药厂,61.2,11.96,6.54,112818.0,672858855.0,16.56,63.71,54.66,54.66,54.66,1.47,8.59,48.75,4.47,8036784000.0,8036784000.0,-0.37,-0.41,86.24,107.53
37,300823,建科智能,16.88,11.71,1.77,207283.0,340554845.88,13.5,17.5,15.46,15.78,15.11,8.56,24.45,-169.56,2.41,2210988432.0,1431245511.0,-0.06,0.48,26.54,33.12
38,301007,德迈仕,33.5,11.7,3.51,197243.0,640029287.6,13.2,33.96,30.0,30.2,29.99,2.76,12.89,118.11,7.8,5136890000.0,5125282250.0,-0.15,-0.3,85.19,83.76
39,301079,邵阳液压,35.46,11.69,3.71,243882.0,833716226.56,16.38,37.0,31.8,31.8,31.75,2.66,35.08,1190.28,8.06,3862737018.0,2465363557.0,0.23,0.4,48.62,132.98
40,300712,永福股份,27.72,11.68,2.9,150129.0,409739087.69,11.36,28.5,25.68,26.36,24.82,8.04,8.04,68.0,4.09,5198776090.0,5173077571.0,0.04,-0.18,26.52,15.4
41,830839,万通液压,33.19,11.53,3.43,55212.0,177199801.77,12.3,34.06,30.4,30.4,29.76,7.03,8.36,29.24,7.08,3956745850.0,2192494061.0,0.09,0.48,-0.27,113.3
42,300836,佰奥智能,47.48,11.43,4.87,106774.0,497308868.77,9.55,48.87,44.8,46.8,42.61,4.73,16.89,117.35,8.42,4400712763.0,3001203061.0,0.02,0.08,47.41,64.35
43,920682,球冠电缆,10.66,11.04,1.06,277229.0,287710269.86,13.13,11.0,9.74,9.78,9.6,8.11,14.72,53.79,3.21,3458956800.0,2007538339.0,0.0,0.47,0.57,67.08
44,300411,金盾股份,13.4,11.02,1.33,576259.0,750123331.25,16.16,14.0,12.05,12.07,12.07,7.05,18.81,130.41,5.66,5447368094.0,4105763685.0,0.15,0.53,19.22,1.59
45,301201,诚达药业,29.25,10.8,2.85,163995.0,462061338.44,13.48,29.45,25.89,26.0,26.4,2.37,15.11,-808.11,2.14,4525379352.0,3174920892.0,0.0,-0.03,32.89,46.4
46,300395,菲利华,69.8,10.79,6.8,408947.0,2792868923.87,12.75,73.03,65.0,65.61,63.0,1.54,7.97,86.73,8.73,36454283575.0,35810400283.0,-1.16,-1.11,44.01,86.23
47,836208,青矩技术,28.3,10.55,2.7,76882.0,215558090.99,12.85,30.3,27.01,29.73,25.6,3.38,8.77,64.91,4.2,3786668878.0,2479602446.0,0.43,1.43,8.6,31.57
48,300263,隆华科技,8.73,10.23,0.81,1243234.0,1048338263.95,16.67,9.18,7.86,7.99,7.92,3.79,14.71,43.88,2.56,7895948712.0,7376713140.0,0.34,0.0,23.65,20.41
49,600117,西宁特钢,2.59,10.21,0.24,577526.0,149459344.0,1.7,2.59,2.55,2.56,2.35,2.91,1.77,-14.1,1.9,8430747480.0,8430747480.0,0.0,0.0,25.12,15.11
50,601992,金隅集团,1.73,10.19,0.16,2879068.0,483264294.0,7.64,1.73,1.61,1.61,1.57,6.01,3.45,-3.74,0.44,18472544062.0,14418093797.0,0.0,0.0,13.07,0.0
51,600376,首开股份,2.82,10.16,0.26,835754.0,235442136.0,2.73,2.82,2.75,2.82,2.56,3.96,3.24,-1.68,0.84,7274373982.0,7274373982.0,0.0,0.0,12.8,7.22
52,002266,浙富控股,3.69,10.15,0.34,1244892.0,456359320.04,2.99,3.69,3.59,3.59,3.35,2.5,2.54,17.78,1.71,19259111473.0,18069195867.0,0.0,0.0,24.24,20.2
53,600815,厦工股份,3.04,10.14,0.28,1091403.0,323255418.0,6.16,3.04,2.87,2.9,2.76,7.95,6.15,1260.22,3.54,5393247219.0,5393247219.0,0.0,0.0,18.29,14.72
54,600939,重庆建工,3.91,10.14,0.36,594896.0,224091454.0,8.73,3.91,3.6,3.6,3.55,1.09,3.13,-43.26,0.96,7436055165.0,7436055165.0,0.0,0.0,29.9,29.9
55,300885,海昌新材,15.88,10.12,1.46,284389.0,449361240.81,15.19,16.68,14.49,14.49,14.42,3.5,17.03,55.91,4.61,3940650584.0,2652242267.0,-0.19,-0.19,26.23,45.96
56,688668,鼎通科技,77.99,10.11,7.16,142787.0,1062258713.0,11.28,79.0,71.01,72.0,70.83,1.28,10.26,51.31,6.03,10856342611.0,10856342611.0,-0.17,-0.26,80.87,68.23
57,601399,国机重装,3.38,10.1,0.31,2416009.0,802702979.0,5.86,3.38,3.2,3.2,3.07,5.81,3.35,54.9,1.68,24381818908.0,24381818908.0,0.0,0.0,14.58,9.74
58,600425,青松建化,4.15,10.08,0.38,1315475.0,536606411.0,5.84,4.15,3.93,3.96,3.77,8.54,9.54,-29.98,1.08,6659520384.0,5721978857.0,0.0,0.0,8.36,8.64
59,000789,万年青,6.45,10.07,0.59,685564.0,428497942.61,7.85,6.45,5.99,6.0,5.86,5.26,8.6,36.38,0.79,5143277827.0,5143277827.0,0.0,0.0,30.04,32.44
60,600720,中交设计,8.75,10.06,0.8,984160.0,845903489.0,5.66,8.75,8.3,8.5,7.95,14.33,9.75,53.44,1.33,20077711194.0,8829185496.0,0.0,0.0,9.65,-1.24
61,000401,冀东水泥,5.25,10.06,0.48,859064.0,435476243.9,8.39,5.25,4.85,4.91,4.77,5.46,3.26,-4.0,0.53,13955635250.0,13814606600.0,0.0,0.0,8.02,2.34
62,000683,博源化工,5.47,10.06,0.5,2202987.0,1191059734.2,5.63,5.47,5.19,5.19,4.97,7.4,6.64,14.99,1.48,20341502658.0,18150059091.0,0.0,0.0,14.92,3.4
63,000010,美丽生态,3.5,10.06,0.32,705503.0,237152050.57,9.75,3.5,3.19,3.19,3.18,0.51,9.64,-173.58,13.59,4023783022.0,2560439389.0,0.0,0.0,36.72,24.56
64,002783,凯龙股份,9.96,10.06,0.91,665443.0,645388212.79,7.29,9.96,9.3,9.48,9.05,3.96,15.08,34.54,1.98,4973602164.0,4393707777.0,0.0,0.0,29.35,23.73
65,000672,上峰水泥,9.42,10.05,0.86,552751.0,510632161.26,7.24,9.42,8.8,8.95,8.56,5.87,5.7,28.56,1.08,9131705139.0,9131705139.0,0.0,0.0,22.02,34.0
66,603916,苏博特,10.51,10.05,0.96,18653.0,19604387.0,0.0,10.51,10.51,10.51,9.55,0.31,0.44,46.72,1.1,4546774391.0,4417501391.0,0.0,0.0,45.57,42.8
67,002067,景兴纸业,4.49,10.05,0.41,2938616.0,1310352899.92,4.9,4.49,4.29,4.47,4.08,3.44,26.24,-60.25,0.98,5644955732.0,5028703232.0,0.0,0.0,25.77,13.38
68,002671,龙泉股份,5.26,10.04,0.48,485116.0,248610204.7,7.95,5.26,4.88,4.93,4.78,2.54,8.81,-50.46,1.81,2965032260.0,2896085242.0,0.0,0.0,24.94,16.11
69,603966,法兰泰克,10.63,10.04,0.97,45093.0,47934114.0,0.0,10.63,10.63,10.63,9.66,0.41,1.13,30.81,2.34,4238188824.0,4227786306.0,0.0,0.0,31.72,41.92
70,601669,中国电建,5.59,10.04,0.51,1006741.0,562768046.0,0.0,5.59,5.59,5.59,5.08,0.89,0.77,9.13,0.69,96294230677.0,73069829502.0,0.0,0.0,21.26,4.88
71,002809,红墙股份,13.48,10.04,1.23,340657.0,448422559.38,6.04,13.48,12.74,13.11,12.25,3.72,24.49,281.09,1.82,2852371977.0,1875154703.0,0.0,0.0,19.4,76.67
72,600749,西藏旅游,13.15,10.04,1.2,68815.0,90492027.0,0.0,13.15,13.15,13.15,11.95,1.64,3.03,-81.79,2.89,2984596549.0,2984596549.0,0.0,0.0,9.49,22.67
73,600802,福建水泥,5.59,10.04,0.51,421600.0,227635523.0,7.68,5.59,5.2,5.28,5.08,3.06,9.2,-32.15,2.26,2561608556.0,2561608556.0,0.0,0.0,32.78,47.49
74,688159,有方科技,61.18,10.04,5.58,145924.0,855134860.0,14.12,62.4,54.55,56.06,55.6,1.6,15.74,80.74,6.5,5684161608.0,5673149208.0,0.0,-0.03,65.08,102.99
75,002398,垒知集团,5.81,10.04,0.53,675640.0,380674666.76,7.95,5.81,5.39,5.5,5.28,2.2,11.66,27.39,1.15,4055515931.0,3366127813.0,0.0,0.0,28.26,34.8
76,002883,中设股份,12.61,10.03,1.15,157593.0,194383771.65,8.81,12.61,11.6,11.67,11.46,1.83,11.99,905.26,2.92,1969141863.0,1657263639.0,0.0,0.0,25.72,23.99
77,605122,四方新材,15.47,10.03,1.41,213833.0,320258060.0,8.46,15.47,14.28,14.35,14.06,1.05,12.41,-776.13,1.3,2666316380.0,2666316380.0,0.0,0.0,44.18,45.53
78,600268,国电南自,9.87,10.03,0.9,655165.0,632045792.0,6.8,9.87,9.26,9.3,8.97,0.78,6.48,84.12,3.1,10028843457.0,9976031387.0,0.0,0.0,43.88,50.0
79,002399,海普瑞,13.82,10.03,1.26,210234.0,280408449.58,8.68,13.82,12.73,13.1,12.56,4.44,1.69,32.37,1.69,20278033539.0,17236327549.0,0.0,0.0,28.68,32.38
80,600581,八一钢铁,3.62,10.03,0.33,520822.0,186546264.0,4.86,3.62,3.46,3.54,3.29,1.36,3.4,-3.76,-19.68,5570063121.0,5549090289.0,0.0,0.0,15.65,17.92
81,600629,华建集团,10.53,10.03,0.96,229611.0,239523857.0,3.66,10.53,10.18,10.32,9.57,0.87,2.41,42.44,1.97,10217666079.0,10036322537.0,0.0,0.0,27.02,15.71
82,603151,邦基科技,24.59,10.02,2.24,55449.0,131325733.0,11.32,24.59,22.06,22.47,22.35,1.67,6.73,37.23,3.29,4169718210.0,2026257090.0,0.0,0.0,89.15,149.39
83,600444,国机通用,20.97,10.02,1.91,102282.0,214048508.0,1.84,20.97,20.62,20.9,19.06,1.57,6.99,63.95,4.36,3070467914.0,3070467914.0,0.0,0.0,44.92,37.87
84,603612,索通发展,21.19,10.02,1.93,433321.0,885273578.0,9.61,21.19,19.34,19.47,19.26,2.05,8.7,10.8,1.99,10554833486.0,10554833486.0,0.0,0.0,22.84,56.85
85,605033,美邦股份,25.7,10.02,2.34,15726.0,40414792.0,0.0,25.7,25.7,25.7,23.36,0.4,1.16,29.0,3.05,3474640000.0,3474640000.0,0.0,0.0,36.05,115.42
86,600585,海螺水泥,24.7,10.02,2.25,1790809.0,4276640974.0,7.39,24.7,23.04,23.88,22.45,5.46,4.48,18.07,0.7,130892773701.0,98792653701.0,0.0,0.0,1.27,7.07
87,600326,西藏天路,10.54,10.02,0.96,99350.0,104714752.0,0.0,10.54,10.54,10.54,9.58,0.08,0.75,-28.23,3.74,14004651884.0,13995683430.0,0.0,0.0,51.0,63.16
88,002080,中材科技,28.44,10.02,2.59,768953.0,2094967173.98,11.61,28.44,25.44,25.45,25.85,1.67,4.58,32.95,2.58,47725834729.0,47725834729.0,0.0,0.0,108.96,121.15
89,002037,保利联合,10.66,10.01,0.97,59067.0,62965635.2,0.0,10.66,10.66,10.66,9.69,0.16,1.22,-21.36,2.73,5158198814.0,5158198814.0,0.0,0.0,34.94,39.16
90,002917,金奥博,15.5,10.01,1.41,270864.0,414040936.5,5.54,15.5,14.72,15.22,14.09,2.24,10.4,37.71,3.4,5388020054.0,4037758231.0,0.0,0.0,19.6,63.85
91,002017,东信和平,20.33,10.01,1.85,348888.0,709288450.14,0.0,20.33,20.33,20.33,18.48,0.31,6.01,62.85,6.94,11800180710.0,11793145981.0,0.0,0.0,111.11,99.12
92,603949,雪龙集团,20.44,10.01,1.86,74146.0,148237920.0,5.71,20.44,19.38,19.98,18.58,2.35,3.53,60.7,4.26,4315633739.0,4296595801.0,0.0,0.0,14.9,71.91
93,603367,辰欣药业,18.03,10.01,1.64,509171.0,906478389.0,9.46,18.03,16.48,16.48,16.39,4.77,11.25,14.22,1.36,8163156946.0,8163156946.0,0.0,0.0,33.85,33.36
94,002233,塔牌集团,8.79,10.01,0.8,668830.0,569455262.5,8.89,8.79,8.08,8.15,7.99,6.22,5.61,15.87,0.9,10480097391.0,10473152851.0,0.0,0.69,16.58,21.58
95,605598,上海港湾,23.96,10.01,2.18,87990.0,210502035.0,2.25,23.96,23.47,23.96,21.78,4.08,3.62,41.04,3.26,5860252790.0,5822683510.0,0.0,0.0,20.77,7.44
96,002246,北化股份,19.57,10.01,1.78,227961.0,440868099.23,5.0,19.57,18.68,19.07,17.79,0.51,4.15,91.03,3.79,10744610919.0,10744610919.0,0.0,0.0,98.08,93.57
97,600668,尖峰集团,13.3,10.01,1.21,751890.0,984521201.0,8.27,13.3,12.3,12.3,12.09,3.82,18.21,2.36,0.97,5491577900.0,5491577900.0,0.0,0.0,35.16,58.71
98,603275,众辰科技,61.67,10.01,5.61,48807.0,294070132.0,8.01,61.67,57.18,57.5,56.06,1.0,11.64,52.7,3.25,9174760051.0,2586591693.0,0.0,0.0,73.82,82.08
99,002287,奇正藏药,25.27,10.01,2.3,109498.0,267714686.6,7.1,25.27,23.64,23.9,22.97,7.13,2.07,44.35,3.64,13424369073.0,13395854203.0,0.0,0.0,4.77,21.49
100,002896,中大力德,88.28,10.01,8.03,348692.0,3026014187.02,6.58,88.28,83.0,84.0,80.25,0.91,17.74,249.29,15.06,17349021308.0,17349021308.0,0.0,0.0,33.35,200.78
101,002827,高争民爆,42.45,10.0,3.86,29609.0,125688082.5,0.0,42.45,42.45,42.45,38.59,0.15,1.07,166.2,12.97,11716200000.0,11716152244.0,0.0,0.0,54.59,68.72
102,002940,昂利康,54.56,10.0,4.96,149129.0,785732393.34,10.0,54.56,49.6,49.6,49.6,1.11,8.05,172.99,7.22,11006289828.0,10108629480.0,0.0,0.0,308.08,317.76
103,603516,淳中科技,49.83,10.0,4.53,181905.0,888204692.0,10.86,49.83,44.91,44.91,45.3,1.19,8.95,-174.44,7.33,10128758683.0,10128758683.0,0.0,0.0,28.83,-9.45
104,601089,福元医药,22.0,10.0,2.0,271797.0,577112916.0,12.0,22.0,19.6,19.92,20.0,2.43,5.66,20.21,3.07,10560000000.0,10560000000.0,0.0,0.0,45.6,41.84
105,003002,壶化股份,28.6,10.0,2.6,146046.0,417645227.0,1.62,28.6,28.18,28.6,26.0,4.13,7.99,61.06,4.23,5720000000.0,5230210700.0,0.0,0.0,13.72,27.62
106,600580,卧龙电驱,23.11,10.0,2.1,2212052.0,5062447013.0,5.85,23.11,21.88,22.5,21.01,2.36,14.16,33.66,3.56,36100535679.0,36100535679.0,0.0,0.0,22.93,62.63
107,603977,国泰集团,13.53,10.0,1.23,659788.0,865079896.0,6.83,13.53,12.69,12.92,12.3,6.79,10.62,48.77,2.62,8405401933.0,8405401933.0,0.0,0.0,1.42,5.21
108,603176,汇通集团,6.93,10.0,0.63,865146.0,569012734.0,13.33,6.93,6.09,6.3,6.3,1.75,18.73,-19.5,3.1,3287045965.0,3200178415.0,0.0,0.0,50.65,56.43
109,001359,平安电工,48.84,10.0,4.44,123666.0,577712253.16,9.01,48.84,44.84,44.84,44.4,1.35,26.66,43.25,4.96,9059974579.0,2265199200.0,0.0,0.0,60.71,91.15
110,600801,华新水泥,14.41,10.0,1.31,112002.0,161395401.0,0.0,14.41,14.41,14.41,13.1,0.88,0.83,32.02,0.98,29958327302.0,19371012102.0,0.0,0.0,11.71,23.8
111,603280,南方路机,28.72,10.0,2.61,133423.0,370118124.0,7.74,28.72,26.7,26.99,26.11,4.64,47.75,72.37,2.41,3113439476.0,802484676.0,0.0,0.0,28.73,39.28
112,002457,青龙管业,12.76,10.0,1.16,744184.0,934086033.31,5.69,12.76,12.1,12.1,11.6,5.0,22.33,-198.27,1.76,4255291568.0,4253184241.0,0.0,0.0,1.51,11.15
113,001360,南矿集团,17.17,9.99,1.56,44202.0,75893975.5,0.0,17.17,17.17,17.17,15.61,1.11,5.4,47.15,2.54,3502680000.0,1404182277.0,0.0,0.0,34.56,31.57
114,002497,雅化集团,13.21,9.99,1.2,582582.0,767545374.71,2.58,13.21,12.9,13.21,12.01,1.98,5.5,46.16,1.44,15225350889.0,13983463201.0,0.0,0.0,19.55,13.29
115,000679,大连友谊,8.15,9.99,0.74,290083.0,230050924.28,11.34,8.15,7.31,7.4,7.41,1.6,8.14,-55.95,12.03,2904660000.0,2904660000.0,0.0,0.0,24.24,24.62
116,002297,博云新材,8.7,9.99,0.79,913007.0,770313331.17,10.49,8.7,7.87,7.91,7.91,4.23,15.93,1268.33,2.43,4986011925.0,4986011925.0,0.0,0.0,23.4,26.45
117,002205,国统股份,12.33,9.99,1.12,259580.0,315725050.31,6.51,12.33,11.6,11.89,11.21,3.67,13.97,-18.17,6.56,2291447001.0,2291447001.0,0.0,0.0,32.58,38.38
118,003001,中岩大地,30.73,9.99,2.79,33533.0,103045433.96,0.0,30.73,30.73,30.73,27.94,0.39,3.12,130.46,4.59,5413559300.0,3298260396.0,0.0,0.0,10.42,-6.45
119,603373,安邦护卫,49.76,9.99,4.52,29181.0,140032496.0,10.9,49.76,44.83,44.83,45.24,1.04,6.42,63.07,3.03,5350537648.0,2260602174.0,0.0,0.0,72.6,69.31
120,603375,盛景微,41.62,9.99,3.78,58044.0,240132797.0,4.25,41.62,40.01,41.3,37.84,3.52,10.71,251.2,2.66,4189746681.0,2255371901.0,0.0,0.0,23.98,11.31
121,002265,建设工业,36.98,9.99,3.36,629817.0,2264326745.67,9.85,36.98,33.67,33.67,33.62,1.17,15.62,277.54,10.44,38201834251.0,14906527985.0,0.0,0.0,81.19,58.92
122,605255,天普股份,21.92,9.98,1.99,96088.0,201182774.0,11.09,21.92,19.71,19.92,19.93,1.75,7.17,84.21,3.65,2939033600.0,2939033600.0,0.0,0.0,49.73,76.21
123,002645,华宏科技,15.76,9.98,1.43,1435296.0,2216121418.42,6.91,15.76,14.77,14.95,14.33,1.35,27.99,73.59,2.82,9164990639.0,8082707169.0,0.0,0.0,119.8,131.09
124,600678,四川金顶,10.58,9.98,0.96,340975.0,357659444.0,3.95,10.58,10.2,10.5,9.62,0.55,9.77,51.19,14.59,3692314200.0,3692314200.0,0.0,0.0,54.45,61.77
125,000935,四川双马,20.38,9.98,1.85,314795.0,630990684.03,4.48,20.38,19.55,19.6,18.53,2.34,4.12,33.37,2.05,15558913987.0,15558913987.0,0.0,0.0,27.85,40.75
126,603227,雪峰科技,9.04,9.98,0.82,937007.0,833392105.0,5.35,9.04,8.6,8.77,8.22,9.29,9.62,37.17,2.03,9688101909.0,8805642140.0,0.0,0.0,-3.0,6.48
127,600143,金发科技,12.01,9.98,1.09,1110109.0,1332817705.0,1.65,12.01,11.83,12.01,10.92,2.29,4.27,32.1,1.76,31665718491.0,31192679048.0,0.0,0.0,16.49,40.63
128,001239,永达股份,17.41,9.98,1.58,242977.0,416888153.91,6.0,17.41,16.46,16.49,15.83,4.24,21.31,57.23,3.15,4178400000.0,1984740000.0,0.0,0.0,22.35,18.68
129,002534,西子洁能,12.67,9.98,1.15,153644.0,187851330.03,9.9,12.67,11.53,11.54,11.52,3.37,2.11,43.64,2.36,9365748040.0,9223927054.0,0.0,0.0,12.22,16.13
130,002360,同德化工,5.84,9.98,0.53,418809.0,240075630.36,5.46,5.84,5.55,5.58,5.31,5.06,12.8,56.91,1.16,2346361608.0,1911262126.0,0.0,0.0,24.52,18.7
131,600392,盛和资源,18.73,9.98,1.7,1780564.0,3232220938.0,10.57,18.73,16.93,17.33,17.03,0.86,10.16,48.76,3.46,32830441656.0,32830441656.0,0.0,0.0,83.99,83.99
132,600875,东方电气,19.62,9.98,1.78,137720.0,270206248.0,0.0,19.62,19.62,19.62,17.84,0.67,0.68,14.41,1.51,66518869596.0,39702621157.0,0.0,0.0,27.57,23.47
133,603616,韩建河山,4.96,9.98,0.45,337180.0,166187947.0,3.55,4.96,4.8,4.82,4.51,1.75,8.84,125.85,8.18,1940937280.0,1891585280.0,0.0,0.0,50.76,41.31
134,000400,许继电气,23.91,9.98,2.17,1300382.0,3051543729.9,5.52,23.91,22.71,22.87,21.74,10.32,12.9,29.34,2.14,24358295978.0,24108980431.0,0.0,0.0,6.17,-12.42
135,300557,理工光科,29.31,9.98,2.66,126185.0,370916411.17,9.68,30.86,28.28,28.55,26.65,5.86,10.53,109.86,3.63,3544949125.0,3512414586.0,-0.07,-0.03,27.55,17.33
136,000877,天山股份,5.51,9.98,0.5,645984.0,351043509.14,4.59,5.51,5.28,5.49,5.01,3.87,0.91,-6.56,0.48,39178809234.0,39178800969.0,0.0,0.0,-1.78,-2.65
