序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
15,300205,*ST天喻,5.43,11.96,0.58,213796.0,114483431.52,14.64,5.63,4.92,4.96,4.85,5.99,4.97,-14.53,2.19,2335204080.0,2335204080.0,0.18,-0.37,107.25,24.54
16,300561,*ST汇科,12.69,10.44,1.2,288981.0,361066151.25,14.53,13.33,11.66,11.69,11.49,4.85,11.99,769.45,6.94,4163690203.0,3059020614.0,-1.01,-1.55,14.63,-76.9
17,600666,奥瑞德,3.71,10.09,0.34,1648729.0,604239778.0,8.31,3.71,3.43,3.45,3.37,2.1,6.81,-307.63,12.34,10252632648.0,8977283389.0,0.0,0.0,43.8,46.06
18,603616,韩建河山,6.55,10.08,0.6,905076.0,559367965.0,15.97,6.55,5.6,5.6,5.95,2.22,23.73,166.19,10.8,2563132900.0,2497960400.0,0.0,0.0,105.33,86.61
19,605299,舒华体育,10.18,10.05,0.93,156550.0,156248432.0,5.19,10.18,9.7,9.83,9.25,5.69,3.83,133.91,3.45,4165926004.0,4165926004.0,0.0,0.0,27.25,32.38
20,600192,长城电工,10.29,10.05,0.94,389115.0,392605569.0,9.09,10.29,9.44,9.57,9.35,1.96,8.81,-28.46,3.99,4545586920.0,4545586920.0,0.0,0.0,63.07,78.34
21,600977,中国电影,14.58,10.04,1.33,757516.0,1083086590.0,7.4,14.58,13.6,13.74,13.25,2.95,4.06,-48.35,2.51,27220860000.0,27220860000.0,0.0,0.0,39.92,26.12
22,002942,新农股份,21.18,10.03,1.93,125314.0,259875773.2,7.12,21.18,19.81,20.38,19.25,10.6,9.13,19.78,2.84,3301070957.0,2906082236.0,0.0,0.0,33.46,53.26
23,600749,西藏旅游,21.19,10.02,1.93,112959.0,238035291.0,2.18,21.19,20.77,20.88,19.26,1.23,4.98,-131.8,4.66,4809399305.0,4809399305.0,0.0,0.0,89.2,97.67
24,600203,福日电子,11.09,10.02,1.01,1304079.0,1407565431.0,10.81,11.09,10.0,10.0,10.08,6.78,21.99,-40.81,4.1,6576237829.0,6576237829.0,1.09,1.46,32.02,23.77
25,002436,兴森科技,17.89,10.02,1.63,1658779.0,2904095274.77,8.67,17.89,16.48,16.77,16.26,2.32,10.98,811.08,6.0,30407160042.0,27022795910.0,0.0,0.0,57.62,61.46
26,605255,天普股份,27.13,10.02,2.47,97881.0,262113940.0,12.65,27.13,24.01,24.01,24.66,2.86,7.3,104.22,4.51,3637590400.0,3637590400.0,0.0,0.0,78.02,118.09
27,003017,大洋生物,31.52,10.02,2.87,92911.0,286014693.94,10.05,31.52,28.64,28.78,28.65,3.45,13.41,22.56,2.51,2647680000.0,2183957382.0,0.0,0.0,22.84,72.05
28,000558,天府文旅,5.71,10.02,0.52,2024141.0,1133338985.55,6.94,5.71,5.35,5.35,5.19,3.68,15.71,66.23,6.75,7361468749.0,7358389112.0,0.0,0.0,40.99,67.45
29,600184,光电股份,20.54,10.02,1.87,479082.0,963855183.0,9.43,20.54,18.78,18.95,18.67,3.23,9.42,3122.2,3.56,11969222193.0,10449947366.0,0.0,0.0,52.94,99.03
30,603386,骏亚科技,14.84,10.01,1.35,137235.0,200562285.0,9.71,14.84,13.53,13.73,13.49,4.71,4.21,80.18,3.57,4842626790.0,4842626790.0,0.0,0.0,45.21,33.45
31,003007,直真科技,43.3,10.01,3.94,151767.0,650315202.78,6.86,43.3,40.6,43.3,39.36,3.29,20.49,-38.3,5.25,4503200000.0,3207128639.0,0.0,0.0,55.25,42.2
32,603280,南方路机,41.22,10.01,3.75,127294.0,518950250.0,5.84,41.22,39.03,40.0,37.47,1.99,45.56,103.87,3.46,4468522814.0,1151755514.0,0.0,0.0,74.37,99.9
33,603238,诺邦股份,19.45,10.01,1.77,82594.0,154584735.0,10.46,19.45,17.6,17.6,17.68,5.9,4.65,28.36,2.51,3452550050.0,3452550050.0,0.0,0.0,32.95,53.63
34,002022,科华生物,7.47,10.01,0.68,322237.0,238486125.82,7.07,7.47,6.99,7.0,6.79,7.51,6.27,-18.03,1.18,3841958889.0,3841412645.0,0.0,0.0,32.92,18.38
35,002915,中欣氟材,20.68,10.0,1.88,320680.0,645912019.8,8.83,20.68,19.02,19.02,18.8,2.86,11.12,540.1,5.17,6730685995.0,5962175835.0,0.0,0.0,6.43,61.82
36,001225,和泰机电,45.67,10.0,4.15,33074.0,146983668.16,11.97,45.67,40.7,41.11,41.52,2.67,15.72,70.02,2.17,2953332756.0,960840763.0,0.0,0.0,33.69,46.85
37,001226,拓山重工,47.29,10.0,4.3,6125.0,28965125.0,0.0,47.29,47.29,47.29,42.99,0.38,0.82,108.85,4.9,3530988243.0,3530988243.0,0.0,0.0,85.74,75.47
38,002297,博云新材,10.89,10.0,0.99,1326547.0,1378306279.99,14.04,10.89,9.5,9.58,9.9,2.56,23.15,1587.61,3.04,6241111479.0,6241111479.0,0.0,0.0,60.62,58.28
39,002281,光迅科技,52.58,10.0,4.78,621599.0,3200691431.8,6.44,52.58,49.5,49.5,47.8,4.43,7.97,70.62,4.49,42424265120.0,40993378344.0,0.0,0.0,26.85,1.29
40,605118,力鼎光电,34.11,10.0,3.1,67761.0,226427197.0,9.06,34.11,31.3,31.51,31.01,1.05,1.66,61.58,9.77,14008431240.0,13886726760.0,0.0,0.0,91.95,94.91
41,002653,海思科,53.02,10.0,4.82,52556.0,275673155.57,5.19,53.02,50.52,51.67,48.2,3.42,0.98,318.47,14.98,59378050769.0,28390056487.0,0.0,0.0,23.97,60.76
42,001216,华瓷股份,15.4,10.0,1.4,95705.0,140622329.65,10.29,15.4,13.96,14.01,14.0,7.05,3.8,19.27,2.32,3878747180.0,3878747180.0,0.0,0.0,25.61,24.7
43,603895,天永智能,29.39,9.99,2.67,58810.0,169465553.0,10.22,29.39,26.66,26.82,26.72,6.34,5.44,120.08,16.88,3176471200.0,3176471200.0,0.0,0.0,10.91,43.23
44,002174,游族网络,15.09,9.99,1.37,572779.0,835560901.12,10.57,15.09,13.64,13.83,13.72,3.18,6.14,142.62,3.23,14092721125.0,14084392576.0,0.0,0.0,61.22,61.39
45,603367,辰欣药业,23.57,9.99,2.14,274957.0,617132371.0,13.39,23.57,20.7,20.7,21.43,1.02,6.07,18.59,1.78,10671414821.0,10671414821.0,0.0,0.0,77.89,74.33
46,600513,联环药业,17.95,9.99,1.63,465122.0,806300138.0,10.72,17.95,16.2,16.2,16.32,1.57,16.29,55.55,3.68,5123940047.0,5123940047.0,0.0,0.0,103.98,82.79
47,002097,山河智能,12.11,9.99,1.1,2569295.0,3053007140.77,8.36,12.11,11.19,11.5,11.01,3.58,23.95,100.23,2.77,13013615067.0,12990114098.0,0.0,0.0,77.05,61.9
48,603639,海利尔,15.75,9.99,1.43,163989.0,249258446.0,6.77,15.75,14.78,15.0,14.32,6.23,4.82,12.76,1.59,5353398792.0,5353083792.0,0.0,0.0,30.17,32.35
49,600539,狮头股份,13.78,9.98,1.25,38578.0,52194500.0,9.42,13.78,12.6,12.6,12.53,0.85,1.68,1359.06,9.83,3169400000.0,3169400000.0,0.0,0.0,16.78,98.56
50,002796,世嘉科技,12.67,9.98,1.15,168784.0,208568258.65,7.81,12.67,11.77,11.92,11.52,6.69,7.45,-42.54,3.63,3198249431.0,2870343940.0,0.0,0.0,19.3,12.92
51,000153,丰原药业,7.61,9.97,0.69,245781.0,185702867.88,8.67,7.61,7.01,7.05,6.92,2.51,5.43,23.26,1.75,3536928024.0,3446901724.0,0.0,0.0,35.17,26.2
52,002565,顺灏股份,7.28,9.97,0.66,557202.0,392551556.25,9.82,7.28,6.63,6.65,6.62,2.05,5.26,144.75,4.14,7716719352.0,7716473652.0,0.0,0.0,98.91,142.67
53,600343,航天动力,15.22,9.97,1.38,316033.0,470499194.0,10.62,15.22,13.75,13.75,13.84,1.67,4.95,-92.78,6.75,9713500617.0,9713500617.0,0.0,0.0,40.28,44.95
54,002278,神开股份,10.05,9.96,0.91,552369.0,549347283.45,5.47,10.05,9.55,9.55,9.14,4.04,16.53,49.53,3.25,3657291962.0,3358775536.0,0.0,0.0,26.26,90.34
55,002644,佛慈制药,9.72,9.95,0.88,231637.0,217371664.56,9.16,9.72,8.91,8.95,8.84,3.85,4.54,64.02,2.75,4963586040.0,4963586040.0,0.0,0.0,24.46,26.07
56,002370,亚太药业,6.19,9.95,0.56,1877878.0,1130662321.21,9.59,6.19,5.65,5.66,5.63,1.64,25.18,-147.88,4.81,4615682011.0,4615682011.0,0.0,0.0,91.05,102.95
57,688630,芯碁微装,105.0,9.95,9.5,78692.0,809827117.0,5.97,106.0,100.3,100.3,95.5,3.27,5.97,66.67,6.7,13832775180.0,13832775180.0,1.26,0.14,45.77,83.09
58,688708,佳驰科技,79.04,9.88,7.11,43950.0,338659158.0,11.11,79.85,71.86,72.0,71.93,2.53,11.44,320.89,10.28,31616790400.0,3035894784.0,-0.47,-0.58,70.34,29.79
59,688004,博汇科技,23.71,9.77,2.11,77717.0,181252571.0,12.27,24.79,22.14,22.39,21.6,5.98,9.7,-107.68,3.13,1898886480.0,1898886480.0,0.98,1.02,53.86,56.61
60,301285,鸿日达,42.67,9.24,3.61,117143.0,494821735.17,7.14,43.87,41.08,42.84,39.06,4.91,14.88,-181.14,8.76,8818608900.0,3358547507.0,0.26,0.12,47.85,49.04
61,603200,上海洗霸,63.92,9.21,5.39,127634.0,801455503.0,10.71,64.38,58.11,58.52,58.53,2.2,7.27,285.31,11.74,11216688184.0,11216688184.0,-0.05,0.25,83.57,164.35
62,000576,甘化科工,11.83,9.03,0.98,291808.0,332409949.32,9.68,11.9,10.85,10.85,10.85,1.82,6.73,177.05,3.19,5162827472.0,5132473762.0,0.0,0.25,67.8,62.95
63,301306,西测测试,62.2,8.97,5.12,77292.0,478188362.51,15.33,65.82,57.07,57.07,57.08,2.3,19.68,-65.77,5.26,5249680000.0,2443216000.0,-0.42,-0.51,79.87,66.44
64,300706,阿石创,36.42,8.94,2.99,407608.0,1446842760.13,13.7,37.68,33.1,33.1,33.43,4.25,35.89,-375.99,7.69,5580290574.0,4136392359.0,-0.76,-1.14,81.19,51.43
65,600601,方正科技,5.99,8.91,0.49,3839389.0,2245670356.0,10.91,6.05,5.45,5.53,5.5,4.97,9.21,79.58,5.96,24980056789.0,24980056789.0,-0.33,0.0,39.63,36.45
66,832522,纳科诺尔,62.24,8.79,5.03,86480.0,540809487.2,16.85,68.0,58.36,58.8,57.21,2.41,6.72,78.68,9.34,9756164813.0,8003816285.0,-1.05,-1.98,72.22,73.52
67,301389,隆扬电子,35.65,8.72,2.86,162777.0,554020740.96,12.38,36.44,32.38,32.58,32.79,1.85,19.83,82.37,4.64,10106775000.0,2926046726.0,-1.52,2.06,88.62,116.45
68,688678,福立旺,22.6,8.65,1.8,212501.0,460644929.0,8.65,22.6,20.8,21.84,20.8,2.82,8.2,103.95,3.26,5859480236.0,5859480236.0,1.94,1.71,16.43,53.22
69,301200,大族数控,62.55,8.56,4.93,108167.0,661684229.09,8.33,63.3,58.5,58.5,57.62,2.23,17.37,56.98,5.11,26615597458.0,3895997306.0,-0.68,-0.75,68.87,74.82
70,002938,鹏鼎控股,48.55,8.44,3.78,489742.0,2313970716.6,10.39,49.25,44.6,44.93,44.77,2.64,2.12,57.64,3.7,112541376827.0,111994254108.0,-0.21,-0.21,69.16,36.84
71,002265,建设工业,42.02,8.27,3.21,774585.0,3246848699.32,9.28,42.69,39.09,39.78,38.81,1.7,19.22,315.36,11.87,43408357902.0,16938136991.0,-0.45,-0.4,111.47,80.58
72,002515,金字火腿,6.47,8.19,0.49,506605.0,319219622.43,8.53,6.48,5.97,6.02,5.98,4.69,4.36,80.46,3.0,7832673641.0,7511493324.0,1.09,0.94,23.24,43.78
73,600276,恒瑞医药,61.01,8.17,4.61,1012738.0,6116946611.0,3.26,61.5,59.66,60.1,56.4,4.25,1.59,54.02,8.86,404935564313.0,389182928737.0,-0.16,-0.28,23.5,33.5
74,301119,正强股份,42.53,7.89,3.11,74010.0,314231137.03,10.86,44.08,39.8,39.8,39.42,2.21,8.8,29.16,4.57,4423120000.0,3577198300.0,-0.21,-0.21,11.86,41.81
75,688170,德龙激光,37.4,7.87,2.73,58161.0,214801522.0,10.53,37.93,34.28,34.65,34.67,1.52,5.63,-58.68,3.18,3865664000.0,3865664000.0,0.19,-0.03,81.29,66.3
76,301076,新瀚新材,31.77,7.62,2.25,185832.0,593798031.62,11.92,33.5,29.98,29.98,29.52,3.78,16.92,85.8,4.82,5555975724.0,3488713007.0,-0.31,-0.5,0.57,33.99
77,600392,盛和资源,24.05,7.61,1.7,2134024.0,4881731505.0,12.44,24.44,21.66,22.35,22.35,1.65,12.17,62.61,4.44,42155479009.0,42155479009.0,0.29,-0.08,132.37,136.25
78,300950,德固特,32.44,7.24,2.19,152317.0,489034939.85,11.07,33.35,30.0,30.3,30.25,1.79,16.85,52.24,6.59,4946451200.0,2931757701.0,0.43,0.4,113.0,103.39
79,688068,热景生物,194.97,7.2,13.09,16782.0,316679230.0,7.02,194.97,182.2,183.0,181.88,1.38,1.81,-188.22,6.05,18075267062.0,18075267062.0,0.61,1.49,55.98,215.28
80,600629,华建集团,12.37,7.19,0.83,813388.0,975174996.0,10.66,12.58,11.35,11.54,11.54,2.06,8.53,49.86,2.31,12003089212.0,11790057909.0,-0.72,-0.48,51.78,35.93
81,688386,泛亚微透,58.99,7.06,3.89,33574.0,194183587.0,9.06,59.99,55.0,55.13,55.1,3.53,3.69,55.73,7.23,5368090000.0,5368090000.0,0.29,0.32,37.63,154.6
82,688636,智明达,35.85,6.95,2.33,77347.0,275543135.0,6.68,36.44,34.2,34.2,33.52,2.82,4.61,78.5,5.33,6012642655.0,6009442469.0,0.08,0.06,31.56,91.1
83,688215,瑞晟智能,48.1,6.89,3.1,18372.0,87779960.0,6.82,48.58,45.51,45.53,45.0,1.84,2.94,375.87,6.52,3002559239.0,3002559239.0,-0.12,-0.17,103.64,187.51
84,688260,昀冢科技,21.42,6.83,1.37,33293.0,69050264.0,8.98,21.68,19.88,20.15,20.05,2.82,2.77,-12.31,14.93,2570400000.0,2570400000.0,-0.46,-0.28,66.56,53.55
85,603920,世运电路,34.57,6.7,2.17,568219.0,1946259897.0,6.67,35.46,33.3,33.5,32.4,2.9,7.89,34.63,3.99,24909305192.0,24909305192.0,-0.4,-0.52,38.28,20.03
86,300158,振东制药,7.5,6.69,0.47,1621182.0,1196479130.11,11.95,7.75,6.91,6.92,7.03,2.28,16.17,1628.94,2.06,7539898170.0,7519028723.0,-0.66,-1.19,97.37,73.61
87,688488,艾迪药业,15.61,6.63,0.97,174827.0,272484294.0,6.35,15.89,14.96,14.99,14.64,2.36,4.15,105.38,6.59,6568419633.0,6568419633.0,-0.57,-0.32,37.41,98.6
88,688603,天承科技,55.45,6.63,3.45,77646.0,417661173.0,9.56,56.48,51.51,53.8,52.0,4.52,16.37,91.13,6.19,6915974856.0,2629528108.0,-0.16,-0.77,14.35,2.5
89,601595,上海电影,35.26,6.62,2.19,254994.0,876331461.0,7.74,35.81,33.25,34.0,33.07,3.08,5.69,60.53,9.27,15803532000.0,15803532000.0,0.2,-0.56,18.4,42.75
90,601696,中银证券,16.13,6.61,1.0,2569728.0,4121961752.0,10.05,16.64,15.12,15.12,15.13,1.76,9.25,39.95,2.45,44809140000.0,44809140000.0,0.56,0.0,63.92,44.53
91,605333,沪光股份,32.42,6.57,2.0,64100.0,203957881.0,9.47,32.78,29.9,30.5,30.42,2.24,1.47,38.02,6.39,14160280546.0,14160280546.0,0.09,-0.06,13.0,0.06
92,301317,鑫磊股份,35.12,6.49,2.14,88186.0,306192260.0,8.76,35.85,32.96,32.96,32.98,6.48,19.68,3.51,3.95,5520512800.0,1573376000.0,-0.43,-0.62,59.78,79.18
93,301678,新恒汇,61.61,6.37,3.69,105005.0,608591565.27,9.69,61.99,56.38,57.0,57.92,1.69,23.07,71.9,7.55,14759012322.0,2804041945.0,2.67,2.68,381.33,381.33
94,300234,开尔新材,5.67,6.18,0.33,433931.0,248364445.0,12.55,5.98,5.31,5.36,5.34,8.3,12.61,54.76,2.49,2852980080.0,1950406539.0,-0.35,-0.35,24.34,21.67
95,000617,中油资本,9.45,6.18,0.55,3214449.0,2976323784.35,9.21,9.66,8.84,8.9,8.9,1.74,2.54,23.54,1.17,119467647297.0,119467647297.0,0.0,0.0,34.62,39.59
96,688109,品茗科技,37.49,6.17,2.18,34594.0,130682670.0,7.39,38.99,36.38,36.38,35.31,2.33,4.39,735.32,3.9,2955797827.0,2955797827.0,-0.03,-0.29,34.08,55.3
97,688700,东威科技,40.66,6.16,2.36,64033.0,258976334.0,6.08,41.86,39.53,40.0,38.3,2.41,2.15,178.37,7.05,12132999298.0,12132999298.0,-0.81,-0.1,24.84,38.49
98,301128,强瑞技术,55.97,6.16,3.25,69711.0,384376067.54,7.97,57.26,53.06,54.8,52.72,4.09,6.74,121.01,6.9,5789607882.0,5789607882.0,0.16,-0.05,16.12,38.92
99,300806,斯迪克,18.13,6.15,1.05,163913.0,291992137.78,7.55,18.42,17.13,17.15,17.08,4.72,5.18,213.12,3.69,8218338119.0,5736706729.0,-0.06,0.06,22.75,40.11
100,300021,大禹节水,6.78,6.1,0.39,1722952.0,1159762725.9,12.68,7.02,6.21,6.39,6.39,1.73,23.06,183.55,2.87,6079745992.0,5065266403.0,-0.15,-0.44,44.26,69.08
101,301192,泰祥股份,27.6,6.07,1.58,17397.0,47398627.0,6.19,27.84,26.23,26.28,26.02,2.61,3.63,83.68,4.8,2757240000.0,1321177500.0,-0.4,-0.14,48.71,60.84
102,300231,银信科技,12.86,6.02,0.73,534151.0,684558388.98,9.23,13.38,12.26,12.26,12.13,9.13,12.02,64.62,3.62,5713402284.0,5713108883.0,0.0,-0.46,18.09,4.05
103,301282,金禄电子,26.05,6.02,1.48,104124.0,268145034.46,7.61,26.48,24.61,24.61,24.57,4.08,14.43,63.34,2.35,3937196166.0,1879148479.0,0.0,0.0,30.18,24.94
104,301125,腾亚精工,17.28,6.01,0.98,110826.0,190223798.4,10.31,17.78,16.1,16.22,16.3,2.9,9.44,663.12,4.07,2449576858.0,2027910298.0,0.0,0.0,47.57,56.1
105,301591,肯特股份,46.96,5.98,2.65,85270.0,397274819.61,8.8,48.5,44.6,45.01,44.31,4.14,25.12,45.73,4.54,3950275200.0,1594232126.0,-0.06,-0.23,16.44,23.68
106,688638,誉辰智能,41.01,5.94,2.3,12700.0,52003089.0,9.22,42.4,38.83,38.83,38.71,3.13,4.8,-12.51,2.5,2296560000.0,1085166512.0,-0.46,-0.92,45.68,46.46
107,300131,英唐智控,8.76,5.93,0.49,743614.0,641765720.62,7.38,8.87,8.26,8.27,8.27,4.11,7.13,142.75,5.62,9942770689.0,9130263440.0,-0.34,-0.57,29.59,8.01
108,603186,华正新材,33.35,5.91,1.86,116066.0,382292248.0,7.56,33.98,31.6,31.76,31.49,2.81,8.17,64.35,3.33,4736101100.0,4736101100.0,0.06,0.15,26.81,38.44
109,300669,沪宁股份,28.32,5.83,1.56,24325.0,68436509.06,8.45,28.8,26.54,26.77,26.76,3.81,1.34,377.63,6.32,5457420496.0,5156727006.0,-0.32,-0.7,34.73,36.35
110,002438,江苏神通,14.12,5.77,0.77,292704.0,409643433.54,10.04,14.58,13.24,13.35,13.35,2.47,6.24,20.02,2.03,7166428949.0,6620595018.0,-0.28,-0.28,32.21,17.37
111,002564,天沃科技,7.34,5.76,0.4,524858.0,374973304.66,8.07,7.43,6.87,7.0,6.94,2.11,6.11,85.69,40.12,6304358861.0,6304358861.0,-0.14,0.0,20.33,64.94
112,688183,生益电子,51.29,5.71,2.77,151795.0,770014352.0,7.34,52.23,48.67,48.96,48.52,2.05,1.82,53.28,9.88,42664108066.0,42664108066.0,-0.18,-0.21,103.69,31.48
113,600183,生益科技,40.22,5.7,2.17,258147.0,1024117442.0,6.99,40.8,38.14,38.3,38.05,1.29,1.08,43.34,6.91,97704955045.0,96306852100.0,-0.25,-0.49,71.08,71.51
114,603681,永冠新材,15.8,5.69,0.85,145111.0,226894507.0,7.83,16.12,14.95,15.04,14.95,5.37,7.59,57.75,1.21,3019869879.0,3019869879.0,0.19,0.13,30.36,24.02
115,300903,科翔股份,11.22,5.55,0.59,414861.0,460785328.25,6.96,11.4,10.66,10.7,10.63,2.44,12.64,-34.97,2.56,4652871415.0,3682974369.0,0.09,0.0,52.45,40.43
116,300198,ST纳川,2.48,5.53,0.13,356106.0,85963023.28,7.23,2.49,2.32,2.35,2.35,3.95,3.48,-14.86,30.48,2558240379.0,2540676699.0,0.0,0.4,2.06,18.1
117,603228,景旺电子,61.5,5.49,3.2,165505.0,1006379272.0,8.15,62.75,58.0,58.3,58.3,1.13,1.78,44.63,5.28,57981361202.0,57123614552.0,-0.39,-0.47,130.77,127.44
118,300853,申昊科技,25.51,5.46,1.32,160724.0,415389955.0,11.16,26.83,24.13,24.37,24.19,3.25,14.58,-23.37,5.35,3748588889.0,2812642881.0,0.0,-0.16,21.71,1.71
119,301381,赛维时代,22.47,5.44,1.16,138902.0,310903860.15,8.17,22.97,21.23,21.31,21.31,5.17,7.1,48.2,3.53,9065705754.0,4396417284.0,-0.44,-0.49,12.63,-1.27
120,872931,无锡鼎邦,19.53,5.4,1.0,19604.0,37812004.49,6.04,19.77,18.65,19.0,18.53,1.96,6.81,55.25,4.7,1834452900.0,561991374.0,0.1,-0.1,35.34,85.65
121,603685,晨丰科技,15.5,5.3,0.78,69713.0,107491366.0,7.34,15.9,14.82,14.98,14.72,3.33,5.16,-183.6,2.35,2619641438.0,2095735532.0,-0.64,-0.9,27.68,31.91
122,603601,再升科技,4.78,5.29,0.24,857339.0,406531333.0,7.49,4.89,4.55,4.55,4.54,4.62,8.39,36.38,2.32,4883500217.0,4883500217.0,0.42,0.21,37.36,42.69
123,301187,欧圣电气,28.51,5.28,1.43,75379.0,211375176.6,5.87,28.69,27.1,27.1,27.08,3.91,11.28,29.53,5.09,7268154798.0,1905490996.0,0.0,0.21,28.19,19.04
124,831832,科达自控,24.82,5.21,1.23,72893.0,181262240.83,5.64,25.38,24.05,24.28,23.59,1.45,8.46,-109.04,3.89,2677342087.0,2138314854.0,-0.64,-0.36,38.81,63.5
125,300942,易瑞生物,11.91,5.21,0.59,224629.0,270787644.96,11.93,12.75,11.4,11.5,11.32,2.02,5.6,-357.12,6.05,4779693390.0,4779693390.0,-0.17,0.08,39.3,39.3
126,600143,金发科技,13.37,5.19,0.66,1605231.0,2147683350.0,8.42,13.88,12.81,13.01,12.71,1.55,6.18,35.73,1.96,35251511759.0,34724905817.0,0.15,-0.07,23.11,56.56
127,600208,衢州发展,4.09,5.14,0.2,1538279.0,610810479.0,8.48,4.13,3.8,3.92,3.89,1.72,1.81,20.52,0.84,34801567872.0,34797623218.0,0.25,-0.24,49.27,38.18
128,301075,多瑞医药,37.22,5.14,1.82,32948.0,122453338.0,8.93,38.36,35.2,35.5,35.4,1.42,4.12,-47.72,4.5,2977600000.0,2977600000.0,-0.27,-0.35,73.93,107.12
129,688159,有方科技,59.7,5.11,2.9,60232.0,357506836.0,4.96,60.52,57.7,57.96,56.8,1.34,6.5,78.79,6.34,5546656554.0,5535910554.0,-0.35,-0.28,37.37,98.08
130,603725,天安新材,9.9,5.1,0.48,380783.0,368294297.0,14.23,10.36,9.02,9.42,9.42,8.1,13.28,49.73,4.05,3018091032.0,2837911032.0,-0.3,-0.1,44.31,56.65
131,688786,悦安新材,24.97,5.09,1.21,46404.0,114873671.0,9.09,25.66,23.5,23.5,23.76,3.49,3.23,53.32,5.14,3590686075.0,3590686075.0,-0.6,-0.56,27.14,22.88
132,300537,广信材料,26.42,5.09,1.28,204505.0,536292575.68,8.47,27.0,24.87,25.0,25.14,2.87,14.21,140.93,6.1,5503554929.0,3802498209.0,-0.56,-0.75,58.58,33.57
133,002625,光启技术,41.81,5.08,2.02,421401.0,1734134429.94,5.23,41.99,39.91,40.0,39.79,4.18,1.96,149.62,9.92,90083318510.0,90083020614.0,0.26,0.55,1.36,-12.53
134,301132,满坤科技,37.94,5.04,1.82,115148.0,431682948.32,6.4,38.39,36.08,36.15,36.12,2.02,25.03,49.83,3.23,5618392287.0,1745510398.0,0.08,-0.32,54.54,40.1
135,301150,中一科技,25.07,5.03,1.2,158258.0,396591366.03,8.8,26.0,23.9,24.19,23.87,2.21,13.42,-453.37,1.66,5847163018.0,2957306011.0,-0.59,-0.63,68.71,52.03
