序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
20,835184,国源科技,21.09,10.65,2.03,228986.0,472047908.04,21.2,22.99,18.95,19.3,19.06,2.01,26.1,378.46,4.6,2796823123.0,1850093571.0,-0.09,0.81,56.92,95.28
21,301033,迈普医学,68.25,10.58,6.53,35194.0,236942694.0,16.01,70.98,61.1,61.71,61.72,4.02,6.29,46.97,6.6,4539951166.0,3820468197.0,0.0,0.41,14.13,64.66
22,600117,西宁特钢,3.14,10.18,0.29,611732.0,192083980.0,0.0,3.14,3.14,3.14,2.85,2.35,1.88,-17.09,2.31,10221060651.0,10221060651.0,0.0,0.0,53.92,39.56
23,600307,酒钢宏兴,1.85,10.12,0.17,755667.0,139798308.0,0.0,1.85,1.85,1.85,1.68,0.78,1.21,-6.52,1.62,11587211234.0,11587211234.0,0.0,0.0,37.04,16.35
24,002266,浙富控股,4.47,10.1,0.41,3012077.0,1331388948.09,8.62,4.47,4.12,4.47,4.06,2.37,6.15,21.54,2.07,23330143167.0,21888700685.0,0.0,0.0,49.5,45.6
25,601669,中国电建,6.77,10.08,0.62,1750773.0,1185273382.0,0.0,6.77,6.77,6.77,6.15,1.46,1.34,11.06,0.84,116621098691.0,88494230005.0,0.0,0.0,46.54,27.02
26,603616,韩建河山,6.01,10.07,0.55,869371.0,519476338.0,4.58,6.01,5.76,6.01,5.46,3.19,22.8,152.49,9.91,2351821180.0,2292021680.0,0.0,0.0,85.49,71.23
27,600682,南京新百,7.55,10.06,0.69,345083.0,255819574.0,8.45,7.55,6.97,6.97,6.86,1.4,2.96,19.77,0.58,10163298269.0,8796205076.0,0.0,0.0,19.27,10.7
28,001213,中铁特货,4.82,10.05,0.44,1240239.0,581341268.77,7.76,4.82,4.48,4.64,4.38,4.35,2.79,31.21,1.13,21422222220.0,21422222220.0,0.0,0.0,20.8,17.27
29,603916,苏博特,12.72,10.03,1.16,12218.0,15541818.0,0.0,12.72,12.72,12.72,11.56,0.31,0.29,56.55,1.33,5502851594.0,5346395594.0,0.0,0.0,72.36,72.83
30,600137,浪莎股份,20.52,10.03,1.87,152905.0,305803654.0,9.76,20.52,18.7,18.94,18.65,6.78,15.73,53.54,3.75,1994904906.0,1994904906.0,0.0,0.0,39.69,48.05
31,001239,永达股份,21.07,10.03,1.92,86213.0,181650791.0,0.0,21.07,21.07,21.07,19.15,1.02,7.56,69.26,3.82,5056800000.0,2401980000.0,0.0,0.0,51.91,43.63
32,600801,华新水泥,17.44,10.03,1.59,1340730.0,2338092053.0,0.82,17.44,17.31,17.44,15.85,13.47,9.97,38.75,1.19,36257684119.0,23444167319.0,0.0,0.0,40.08,49.83
33,002297,博云新材,10.53,10.03,0.96,83710.0,88146630.0,0.0,10.53,10.53,10.53,9.57,0.26,1.46,1535.12,2.94,6034793744.0,6034793744.0,0.0,0.0,53.05,53.05
34,600749,西藏旅游,15.92,10.02,1.45,319690.0,508272209.0,3.59,15.92,15.4,15.92,14.47,4.11,14.09,-99.02,3.5,3613291031.0,3613291031.0,0.0,0.0,35.6,48.51
35,002883,中设股份,15.26,10.02,1.39,184884.0,279013356.0,4.9,15.26,14.58,14.91,13.87,1.03,14.07,1095.5,3.53,2382958353.0,2005538709.0,0.0,0.0,52.45,50.05
36,600326,西藏天路,12.75,10.01,1.16,37653.0,48007754.0,0.0,12.75,12.75,12.75,11.59,0.04,0.28,-34.14,4.52,16941111150.0,16930262213.0,0.0,0.0,77.33,97.37
37,002357,富临运业,10.88,10.01,0.99,121273.0,128955879.12,8.9,10.88,10.0,10.02,9.89,1.67,3.87,12.89,2.09,3410760712.0,3410638312.0,0.0,0.0,48.84,55.43
38,603716,塞力医疗,28.47,10.01,2.59,552502.0,1542437288.0,12.71,28.47,25.18,25.36,25.88,0.95,28.92,-94.94,5.27,5438284595.0,5438284595.0,0.0,0.0,204.17,294.32
39,603966,法兰泰克,12.86,10.01,1.17,435566.0,560137756.0,0.09,12.86,12.85,12.86,11.69,4.9,10.95,37.27,2.84,5127291465.0,5114706669.0,0.0,0.0,53.28,71.7
40,001360,南矿集团,20.78,10.01,1.89,24666.0,51256966.22,0.0,20.78,20.78,20.78,18.89,0.54,3.02,57.07,3.08,4239120000.0,1699412214.0,0.0,0.0,63.88,59.23
41,003002,壶化股份,34.61,10.01,3.15,250663.0,865623658.59,4.42,34.61,33.22,34.61,31.46,3.51,13.71,73.89,5.12,6922000000.0,6329286445.0,0.0,0.0,28.9,54.44
42,600875,东方电气,23.74,10.01,2.16,2127681.0,5045433382.0,3.01,23.74,23.09,23.74,21.58,12.8,10.51,17.44,1.83,80487154139.0,48039766884.0,0.0,0.0,54.96,49.4
43,002401,中远海科,22.64,10.01,2.06,1077552.0,2312625546.46,17.15,22.64,19.11,20.0,20.58,1.23,29.02,467.09,5.03,8414573482.0,8407679602.0,0.0,0.0,54.33,42.57
44,002771,真视通,17.71,10.0,1.61,144116.0,249670779.4,10.99,17.71,15.94,16.09,16.1,2.0,8.26,-58.56,5.7,3714922211.0,3090654540.0,0.0,0.0,15.22,0.8
45,003001,中岩大地,37.18,10.0,3.38,10481.0,38967986.2,0.0,37.18,37.18,37.18,33.8,0.14,0.98,157.84,5.55,6549825408.0,3990540889.0,0.0,0.0,28.83,13.18
46,003023,彩虹集团,22.65,10.0,2.06,63530.0,140546810.7,6.36,22.65,21.34,21.77,20.59,1.45,6.05,19.15,1.55,2385987240.0,2379888592.0,0.0,0.0,22.76,29.5
47,002827,高争民爆,51.37,10.0,4.67,8579.0,44067754.5,0.0,51.37,51.37,51.37,46.7,0.06,0.31,201.12,15.7,14178120000.0,14178062209.0,0.0,0.0,78.86,104.17
48,605158,华达新材,9.57,10.0,0.87,151232.0,142339791.0,10.69,9.57,8.64,8.7,8.7,1.53,2.96,31.37,1.97,4894289400.0,4894289400.0,0.0,0.0,25.43,-24.05
49,001226,拓山重工,35.53,10.0,3.23,64045.0,213462028.8,15.79,35.53,30.43,31.81,32.3,3.14,8.58,81.78,3.68,2652907851.0,2652907851.0,0.0,0.0,41.55,31.84
50,603280,南方路机,34.75,10.0,3.16,180952.0,622766782.0,4.5,34.75,33.33,34.34,31.59,2.99,64.76,87.57,2.92,3767131678.0,970972928.0,0.0,0.0,55.55,68.53
51,600528,中铁工业,10.01,10.0,0.91,197258.0,197454788.0,0.0,10.01,10.01,10.01,9.1,1.47,0.89,17.49,0.91,22237731396.0,22237731396.0,0.0,0.0,24.66,24.19
52,001277,速达股份,46.2,10.0,4.2,56903.0,246622248.28,11.88,46.2,41.21,42.44,42.0,2.59,29.95,79.67,2.37,3511200000.0,877800000.0,0.0,0.0,21.84,16.73
53,002097,山河智能,10.67,10.0,0.97,136350.0,145484916.5,0.0,10.67,10.67,10.67,9.7,0.25,1.27,88.31,2.44,11466166207.0,11445459738.0,0.0,0.0,56.91,42.65
54,002639,雪人集团,11.44,10.0,1.04,2094303.0,2372425620.28,5.38,11.44,10.88,10.95,10.4,4.32,32.19,221.84,3.56,8838568916.0,7442655861.0,0.0,0.0,50.13,67.01
55,603193,润本股份,32.59,9.99,2.96,211707.0,666613277.0,8.23,32.59,30.15,30.15,29.63,2.42,20.49,74.58,6.49,13185696103.0,3367730473.0,0.0,0.0,-5.95,40.96
56,002096,易普力,17.06,9.99,1.55,109893.0,187476605.0,0.0,17.06,17.06,17.06,15.51,0.78,1.57,32.03,2.88,21161919536.0,11958100597.0,0.0,0.0,37.25,43.6
57,605178,时空科技,27.64,9.99,2.51,95617.0,256920869.0,11.26,27.64,24.81,25.08,25.13,1.01,9.63,-19.25,2.11,2743314224.0,2743314224.0,0.0,0.0,93.56,92.35
58,603937,丽岛新材,11.45,9.99,1.04,111027.0,124296958.0,11.43,11.45,10.26,10.45,10.41,3.04,5.32,-48.79,1.55,2391686591.0,2391686591.0,0.0,0.0,33.29,26.38
59,600619,海立股份,15.32,9.98,1.39,1483007.0,2211849162.0,11.2,15.32,13.76,13.88,13.93,1.79,18.79,269.46,2.69,16443636300.0,12090157905.0,0.0,0.0,34.86,25.68
60,002778,中晟高科,21.05,9.98,1.91,110292.0,227148570.31,6.17,21.05,19.87,21.02,19.14,3.08,8.94,12.27,8.57,2626056965.0,2598228655.0,0.0,0.0,28.2,20.56
61,002613,北玻股份,4.41,9.98,0.4,845859.0,361892933.31,10.97,4.41,3.97,4.02,4.01,2.19,10.95,53.89,2.21,4853507932.0,3405651333.0,0.0,0.0,13.95,9.98
62,002037,保利联合,12.9,9.97,1.17,33668.0,43432287.6,0.0,12.9,12.9,12.9,11.73,0.11,0.7,-25.85,3.3,6242098001.0,6242098001.0,0.0,0.0,63.08,68.41
63,300881,盛德鑫泰,42.01,9.97,3.81,167778.0,727239614.33,18.53,45.84,38.76,38.76,38.2,2.6,29.23,23.38,4.67,4621100000.0,2411636563.0,-0.1,-0.17,49.29,41.21
64,600774,汉商集团,10.92,9.97,0.99,314597.0,322945566.0,12.99,10.92,9.63,9.8,9.93,1.26,10.67,291.67,1.94,3221753830.0,3219676071.0,0.0,0.0,37.7,45.79
65,600731,湖南海利,7.84,9.96,0.71,654951.0,500719820.0,10.38,7.84,7.1,7.14,7.13,7.19,11.74,19.35,1.41,4380540541.0,4374584094.0,0.0,0.0,16.67,42.55
66,601399,国机重装,4.09,9.95,0.37,3067572.0,1216651481.0,8.06,4.09,3.79,4.0,3.72,1.84,4.25,66.44,2.03,29503443590.0,29503443590.0,0.0,0.0,41.03,32.79
67,002629,仁智股份,7.75,9.93,0.7,832458.0,630347435.94,10.35,7.76,7.03,7.09,7.05,1.75,23.39,-286.88,61.34,3302259500.0,2758615856.0,0.0,-0.13,40.65,82.35
68,872392,佳合科技,32.76,9.9,2.95,67456.0,209233047.58,18.22,33.94,28.51,29.2,29.81,0.94,18.54,120.14,7.54,2496475800.0,1192133124.0,-0.7,1.83,91.02,139.3
69,871396,常辅股份,39.88,9.68,3.52,136276.0,551855047.44,13.72,43.63,38.64,38.7,36.36,3.64,26.82,122.33,8.96,2870416280.0,2026391453.0,0.0,-0.08,52.1,205.59
70,301529,福赛科技,54.49,9.2,4.59,91643.0,493424733.77,16.37,57.0,48.83,48.91,49.9,1.22,20.26,41.32,3.74,4622779573.0,2465046410.0,-0.16,-0.06,96.5,91.39
71,300152,ST新动力,2.78,9.02,0.23,1040102.0,284992855.0,16.08,2.95,2.54,2.55,2.55,2.3,14.6,-89.96,8.41,1981584000.0,1980745777.0,0.0,0.36,-22.56,-44.95
72,688202,美迪西,64.59,8.83,5.24,129717.0,830574719.0,16.55,68.5,58.68,58.9,59.35,1.06,9.66,-149.14,4.08,8677807565.0,8677807565.0,0.0,-0.02,125.68,114.09
73,831167,鑫汇科,30.68,8.79,2.48,66228.0,196491702.88,9.36,30.68,28.04,28.45,28.2,7.46,22.85,67.41,5.8,1533476630.0,889288516.0,0.52,1.32,19.8,55.11
74,688238,和元生物,8.07,8.61,0.64,438824.0,343642686.0,12.92,8.32,7.36,7.48,7.43,2.49,6.84,-22.02,3.23,5237726169.0,5174045799.0,0.0,0.75,39.38,63.36
75,688193,仁度生物,51.51,8.4,3.99,16122.0,80165893.0,9.89,51.51,46.81,47.01,47.52,2.52,5.1,422.63,2.26,2063999004.0,1629687082.0,0.14,1.18,45.76,44.49
76,001212,中旗新材,44.69,8.31,3.43,198303.0,862906568.79,13.06,45.39,40.0,40.79,41.26,2.34,12.69,-494.71,4.65,8179342381.0,6982220492.0,-0.04,0.02,12.77,167.93
77,688500,慧辰股份,67.0,8.03,4.98,48288.0,313362000.0,11.04,68.08,61.23,62.26,62.02,0.91,6.59,-71.33,6.82,5038179570.0,4912165970.0,-0.27,0.07,131.99,95.34
78,300695,兆丰股份,89.3,7.94,6.57,39048.0,340974146.01,11.8,91.26,81.5,81.66,82.73,1.38,3.82,72.56,3.54,9131543313.0,9131543313.0,-0.03,0.02,104.16,190.03
79,830879,基康技术,38.13,7.93,2.8,330841.0,1342382097.33,29.86,45.88,35.33,36.0,35.33,2.76,24.54,81.36,10.95,6366426201.0,5141525384.0,0.18,0.53,135.66,297.19
80,000967,盈峰环境,7.24,7.9,0.53,1740384.0,1263343833.22,9.69,7.38,6.73,6.75,6.71,4.09,5.5,31.73,1.36,22928669622.0,22917753874.0,0.0,0.14,24.83,45.67
81,002652,扬子新材,3.69,7.89,0.27,1041188.0,372580896.03,12.28,3.76,3.34,3.41,3.42,2.47,20.33,-101.5,7.22,1889516160.0,1889516160.0,0.54,1.93,37.69,30.85
82,688710,XD益诺思,41.71,7.86,3.04,49897.0,208691931.0,15.77,44.7,38.6,38.6,38.67,2.54,17.7,266.39,2.5,5880259742.0,1176051990.0,-0.1,0.12,29.82,18.53
83,301227,森鹰窗业,30.27,7.84,2.2,43350.0,127231516.36,11.69,30.49,27.21,28.07,28.07,1.32,12.77,-90.36,1.74,2882627235.0,1027210180.0,0.0,0.2,78.37,86.85
84,301225,恒勃股份,87.0,7.62,6.16,34593.0,292169065.42,9.64,87.38,79.59,80.4,80.84,1.11,11.46,68.01,6.17,8994060000.0,2625660000.0,0.03,0.38,85.42,232.95
85,301273,瑞晨环保,28.52,7.54,2.0,65488.0,190700258.59,20.89,31.72,26.18,26.66,26.52,1.61,18.91,-22.89,2.17,2043223908.0,987587480.0,-0.31,-0.42,29.81,55.93
86,002436,兴森科技,15.72,7.3,1.07,2348510.0,3622394956.15,11.95,16.12,14.37,14.49,14.65,2.0,15.55,712.7,5.28,26718868410.0,23745016864.0,0.06,-0.06,47.05,41.88
87,603119,浙江荣泰,54.67,7.3,3.72,249601.0,1319058468.0,14.52,55.9,48.5,50.5,50.95,1.02,12.24,83.53,10.94,19885783341.0,11146091336.0,-0.09,-0.16,16.92,146.26
88,300036,超图软件,17.42,7.27,1.18,725351.0,1312648231.9,10.41,18.97,17.28,18.97,16.24,3.88,16.54,-49.29,3.3,8583994468.0,7638282875.0,0.0,0.46,26.14,2.59
89,688652,京仪装备,58.52,7.18,3.92,84030.0,482508728.0,9.25,59.31,54.26,54.26,54.6,3.34,8.22,68.5,4.66,9831360000.0,5981329200.0,0.14,0.1,0.45,19.19
90,688619,罗普特,15.08,7.18,1.01,79845.0,119474100.0,11.09,15.47,13.91,14.06,14.07,1.64,4.31,-28.39,3.22,2796405673.0,2796405673.0,-0.13,-0.13,60.6,72.34
91,300683,海特生物,43.75,7.18,2.93,230749.0,1024956324.34,25.28,48.9,38.58,38.58,40.82,1.69,18.9,-102.77,2.41,5726629606.0,5340328044.0,0.0,0.81,94.19,84.52
92,688507,索辰科技,87.96,7.07,5.81,67621.0,573908665.0,12.14,89.77,79.8,81.76,82.15,1.08,13.73,-125.36,2.78,7838008641.0,4330774811.0,-0.01,0.07,18.11,61.34
93,603057,紫燕食品,22.13,7.06,1.46,60247.0,130495739.0,7.01,22.4,20.95,20.95,20.67,5.69,8.85,150.33,5.05,9151059288.0,1506210400.0,0.09,0.14,-0.32,13.08
94,300620,光库科技,54.49,7.05,3.59,279837.0,1486733191.57,11.1,55.58,49.93,50.41,50.9,1.69,11.34,313.0,7.04,13577847897.0,13451046452.0,0.0,0.02,38.02,12.35
95,688711,宏微科技,22.51,7.04,1.48,189315.0,417536888.0,9.37,22.98,21.01,21.08,21.03,1.14,8.89,1105.5,4.63,4792023004.0,4792023004.0,0.0,0.0,51.89,30.27
96,603511,爱慕股份,19.05,7.02,1.25,128790.0,235788658.0,8.15,19.05,17.6,17.7,17.8,1.74,3.2,22.63,1.8,7744890124.0,7655953294.0,0.42,0.47,47.1,51.19
97,832651,天罡股份,33.51,6.99,2.19,50005.0,172888685.73,22.22,38.18,31.22,31.26,31.32,6.43,32.74,45.04,4.34,2044110000.0,511860927.0,-0.45,-0.27,11.92,39.33
98,300811,铂科新材,54.13,6.98,3.53,168219.0,881364163.08,9.68,54.4,49.5,50.1,50.6,2.06,7.3,53.06,5.92,15656267491.0,12468349507.0,0.0,-0.4,34.75,0.78
99,300254,仟源医药,11.83,6.96,0.77,567461.0,654843838.54,9.22,11.87,10.85,10.95,11.06,2.05,25.2,70.68,11.3,2937608600.0,2664312319.0,0.25,0.34,30.0,35.2
100,301413,安培龙,81.5,6.96,5.3,76379.0,604005520.4,10.16,82.66,74.92,75.75,76.2,1.98,14.5,98.43,6.7,8019761778.0,4292218935.0,0.33,0.37,-12.24,53.17
101,300757,罗博特科,181.3,6.82,11.58,97761.0,1731006410.02,8.59,181.45,166.87,166.87,169.72,1.21,6.6,-290.43,17.64,30402630488.0,26863422243.0,0.01,0.0,41.86,-19.54
102,688375,国博电子,67.25,6.71,4.23,62481.0,413948704.0,10.79,68.8,62.0,62.95,63.02,2.16,1.05,174.17,6.67,40082002025.0,40082002025.0,0.03,-0.62,37.78,37.36
103,603040,新坐标,47.73,6.71,3.0,62990.0,297272405.0,11.87,49.09,43.78,43.78,44.73,1.36,4.66,24.37,4.83,6514519546.0,6446575891.0,0.02,-0.06,67.65,114.81
104,002497,雅化集团,15.5,6.68,0.97,2120410.0,3355651245.17,4.47,15.98,15.33,15.5,14.53,3.16,20.03,54.16,1.69,17864719060.0,16407545770.0,-3.0,-3.0,36.32,32.93
105,300631,久吾高科,34.49,6.65,2.15,290865.0,983899040.95,12.06,35.0,31.1,32.14,32.34,1.14,24.12,61.04,3.45,4312747694.0,4159630442.0,0.0,0.5,74.46,64.87
106,600331,宏达股份,9.63,6.64,0.6,768641.0,728956538.0,8.86,9.83,9.03,9.03,9.03,2.57,3.78,-177.01,7.97,25438608000.0,19568160000.0,0.21,0.63,48.38,26.38
107,300835,龙磁科技,52.98,6.6,3.28,167526.0,857973573.12,13.02,53.98,47.51,48.9,49.7,1.47,20.34,55.53,5.9,6324323474.0,4364347924.0,-0.04,-0.32,52.02,72.4
108,603980,吉华集团,5.99,6.58,0.37,1155547.0,695479161.0,10.68,6.18,5.58,5.58,5.62,1.15,17.07,-48.8,1.05,4054231826.0,4054231826.0,0.0,-3.07,38.34,39.3
109,688072,拓荆科技,175.37,6.49,10.69,66399.0,1140253956.0,7.88,176.3,163.33,163.51,164.68,1.82,2.37,-83.46,9.61,49056095424.0,49056095424.0,-0.01,0.05,14.41,14.32
110,688025,杰普特,86.99,6.45,5.27,36297.0,307492985.0,7.28,87.01,81.06,85.65,81.72,1.43,3.82,57.35,4.07,8268349307.0,8268349307.0,0.3,0.15,92.46,84.77
111,603127,昭衍新药,27.33,6.43,1.65,581355.0,1595748759.0,9.97,28.25,25.69,25.99,25.68,2.28,9.22,124.53,2.53,20483215538.0,17231076558.0,-0.04,-0.11,77.01,64.34
112,300472,*ST新元,4.54,6.32,0.27,318114.0,140564762.46,7.96,4.55,4.21,4.35,4.27,1.12,12.94,-18.13,146.55,1249674139.0,1116120764.0,-0.22,1.11,8.61,-30.79
113,301205,联特科技,96.67,6.24,5.68,139730.0,1335101580.71,15.3,102.0,88.08,90.0,90.99,1.37,20.56,167.65,8.31,12542352480.0,6569526928.0,-0.06,-0.2,57.49,28.06
114,002940,昂利康,58.79,6.2,3.43,161942.0,902398012.17,14.36,59.0,51.05,52.9,55.36,1.01,8.74,186.4,7.78,11859600055.0,10892344705.0,0.07,1.26,329.12,350.15
115,001309,德明利,83.9,6.03,4.77,134615.0,1124469031.56,8.08,85.5,79.11,79.12,79.13,2.56,8.43,-68.76,8.0,19001540109.0,13405126359.0,-0.01,0.01,-7.58,35.17
116,000657,中钨高新,16.18,6.03,0.92,1905329.0,3075905853.88,9.44,16.79,15.35,16.0,15.26,3.03,15.28,41.72,4.0,36873481868.0,20181461837.0,-0.31,-1.46,71.58,78.78
117,838262,太湖雪,27.25,5.99,1.54,50134.0,135754800.1,6.96,27.73,25.94,25.96,25.71,5.58,16.08,58.25,5.86,1883361541.0,849802341.0,-0.07,-0.11,27.52,44.49
118,600351,亚宝药业,7.1,5.97,0.4,1081806.0,758018824.0,11.49,7.36,6.59,6.63,6.7,3.57,15.45,11.58,1.82,4970000327.0,4970000327.0,-0.28,0.42,25.44,22.63
119,300795,米奥会展,16.22,5.87,0.9,139578.0,220333679.63,7.25,16.26,15.15,15.24,15.32,1.91,8.06,-32.94,9.56,4848058571.0,2810361641.0,-0.18,0.68,9.23,6.85
120,688012,中微公司,198.51,5.87,11.01,159429.0,3132861384.0,6.81,200.5,187.73,188.0,187.5,2.27,2.55,99.25,6.15,124296104893.0,124296104893.0,-0.01,0.01,6.13,5.11
121,300894,火星人,14.24,5.87,0.79,349996.0,501546630.6,10.78,15.18,13.73,13.94,13.45,5.32,11.9,-26.8,4.59,5805974594.0,4187599662.0,-0.14,-0.14,12.84,3.94
122,603200,上海洗霸,60.13,5.86,3.33,134691.0,786564381.0,9.79,60.57,55.01,56.76,56.8,1.08,7.68,268.39,11.05,10551618593.0,10551618593.0,0.07,0.05,72.79,148.68
123,300304,云意电气,9.58,5.86,0.53,537240.0,508700901.66,9.5,9.8,8.94,9.05,9.05,1.4,6.28,21.63,2.76,8412616818.0,8196488819.0,-0.1,0.0,31.96,20.65
124,300723,一品红,80.3,5.82,4.42,176260.0,1382656628.44,10.28,81.4,73.6,74.4,75.88,1.11,4.22,160.24,18.74,36270929110.0,33537286167.0,0.25,0.46,110.37,370.69
125,837344,三元基因,26.6,5.81,1.46,65955.0,176556615.35,12.57,28.0,24.84,24.98,25.14,3.25,5.81,-66.12,5.32,3240146000.0,3020717174.0,-0.04,0.04,25.89,49.52
126,300229,拓尔思,22.29,5.79,1.22,1104853.0,2429912604.05,9.44,22.76,20.77,21.13,21.07,1.16,12.66,-212.31,4.75,19473010574.0,19459843894.0,-0.04,0.04,25.15,6.45
127,301626,苏州天脉,136.8,5.72,7.4,35104.0,478615623.18,9.53,140.33,128.0,128.75,129.4,1.2,13.49,72.73,10.63,15825024000.0,3560630400.0,0.11,0.07,107.81,47.13
128,600468,百利电气,7.21,5.72,0.39,1427513.0,1029393599.0,7.48,7.43,6.92,6.95,6.82,3.78,13.12,61.32,4.01,7842571664.0,7842571664.0,0.14,0.14,71.26,53.4
129,300642,透景生命,17.26,5.7,0.93,165032.0,280021614.19,8.82,17.44,16.0,16.33,16.33,1.34,11.98,1487.05,1.89,2805717268.0,2376822233.0,0.23,0.17,32.06,23.55
130,300942,易瑞生物,11.36,5.67,0.61,235203.0,260280821.28,7.44,11.41,10.61,10.78,10.75,1.23,5.86,-340.63,5.77,4558968674.0,4558968674.0,-0.09,0.09,30.42,32.87
131,601015,陕西黑猫,4.0,5.54,0.21,1574124.0,639563732.0,8.44,4.17,3.85,3.92,3.79,2.96,7.71,-7.81,1.33,8169990556.0,8169990556.0,0.0,-3.38,36.52,19.76
132,002332,仙琚制药,10.71,5.52,0.56,1173212.0,1243170614.67,6.11,10.81,10.19,10.19,10.15,3.45,11.92,18.4,1.85,10594384115.0,10544784445.0,0.0,-0.37,22.26,11.1
133,003017,大洋生物,28.99,5.46,1.5,113256.0,329802351.36,7.06,29.94,28.0,28.0,27.49,2.95,16.38,20.75,2.31,2435160000.0,2004903842.0,0.0,0.07,27.71,58.24
134,300363,博腾股份,21.1,5.45,1.09,602850.0,1290079128.78,9.55,22.09,20.18,20.2,20.01,2.12,12.05,-671.61,2.21,11509301372.0,10559505909.0,0.0,0.33,42.76,33.8
135,688071,华依科技,42.22,5.44,2.18,59251.0,249129987.0,8.52,43.48,40.07,40.6,40.04,1.45,6.99,302.65,3.3,3579822147.0,3579822147.0,0.02,0.07,24.43,56.66
136,688603,天承科技,48.8,5.42,2.51,39086.0,189174230.0,7.28,49.38,46.01,46.23,46.29,2.1,8.24,80.2,5.45,6086556771.0,2314174422.0,0.06,0.27,-1.47,-9.8
