,行业,代码,名称,总市值(亿),流通市值(亿),市盈率-动态,市净率,收盘价,29日主力净流入-总净额(亿),29日涨跌幅(%),60日涨跌幅(%),年初至今涨跌幅(%)
0,煤炭行业,601918,新集能源,178.0,178.0,8.38,1.1,6.88,1.6,3.0,-2.41,-4.18
1,铁路公路,000900,现代投资,68.0,68.0,9.58,0.62,4.45,1.1,3.5,16.8,4.46
2,食品饮料,600073,光明肉业,71.0,71.0,10.67,1.42,7.54,1.2,-6.3,-7.14,9.75
3,家电行业,002705,新宝股份,121.0,120.0,12.23,1.5,14.88,1.4,8.5,16.25,2.27
4,通用设备,603279,景津装备,95.0,95.0,14.29,2.17,16.54,2.2,9.5,0.24,-5.38
5,医疗器械,600587,新华医疗,97.0,97.0,15.18,1.26,16.06,1.5,7.1,6.92,-2.07
6,消费电子,300679,电连技术,189.0,160.0,38.39,3.9,44.56,1.1,2.0,-7.48,-24.77
7,装修建材,002372,伟星新材,177.0,163.0,38.89,4.0,11.11,1.5,2.6,-5.93,-8.48
8,中药,002826,易明医药,36.0,33.0,48.19,4.88,19.0,1.3,-15.0,80.44,85.19
