,行业,代码,名称,总市值(亿),流通市值(亿),市盈率-动态,市净率,收盘价,29日主力净流入-总净额(亿),29日涨跌幅(%),60日涨跌幅(%),年初至今涨跌幅(%)
0,航天航空,300900,广联航空,72.0,53.0,39.13,5.59,24.2,-1.7,4.3,29.34,10.0
1,航天航空,688239,航宇科技,69.0,68.0,40.17,3.7,35.87,-0.9,11.2,17.68,25.6
2,航天航空,002985,北摩高科,97.0,58.0,45.05,3.81,29.21,-0.8,7.4,9.4,24.4
3,航天航空,300775,三角防务,148.0,143.0,28.68,2.58,26.95,-1.9,7.2,10.36,8.1
4,生物制品,688687,凯因科技,51.0,51.0,49.37,2.78,29.65,-1.1,7.2,15.78,39.27
5,生物制品,000534,万泽股份,75.0,74.0,25.82,5.03,14.89,-0.8,7.0,4.13,15.7
6,生物制品,300009,安科生物,164.0,120.0,19.67,4.29,9.83,0.8,8.7,24.75,17.16
7,生物制品,300485,赛升药业,66.0,38.0,41.33,1.95,13.72,-0.7,28.8,79.58,95.72
8,生物制品,301393,昊帆生物,60.0,23.0,43.12,2.64,55.57,-1.4,-4.4,19.89,40.15
9,生物制品,002038,双鹭药业,80.0,67.0,43.64,1.43,7.81,-1.2,1.2,20.9,4.83
10,生物制品,603590,康辰药业,80.0,79.0,44.78,2.61,50.02,-1.2,52.3,79.73,118.24
11,生物制品,301509,金凯生科,48.0,23.0,25.31,2.23,39.86,-1.1,4.1,40.95,56.44
12,生物制品,300357,我武生物,132.0,122.0,44.44,5.59,25.24,-2.1,21.0,27.47,25.57
13,生物制品,300239,东宝生物,35.0,35.0,46.29,2.1,5.94,0.2,4.8,19.52,-4.81
14,生物制品,688073,毕得医药,55.0,26.0,44.75,2.81,60.45,0.2,30.4,63.6,25.16
15,生物制品,600867,通化东宝,160.0,160.0,36.73,2.67,8.19,-0.4,4.6,16.67,4.87
16,生物制品,688253,英诺特,42.0,21.0,10.98,2.11,30.68,-1.3,-5.5,-2.48,-14.09
17,生物制品,002880,卫光生物,66.0,66.0,37.96,3.01,29.3,-0.1,0.7,2.84,9.29
18,生物制品,688739,成大生物,116.0,116.0,40.08,1.24,27.8,-0.2,7.2,16.86,11.24
19,生物制品,300294,博雅生物,134.0,134.0,24.06,1.78,26.62,-0.1,-3.8,-2.6,-11.62
20,生物制品,600223,福瑞达,84.0,84.0,41.45,2.05,8.27,-0.5,-2.8,6.57,9.39
21,生物制品,600211,西藏药业,122.0,122.0,11.34,3.16,37.89,-1.1,0.3,4.9,5.4
22,生物制品,000403,派林生物,170.0,168.0,47.74,2.19,17.9,0.9,5.5,5.05,12.02
23,电子元件,603115,海星股份,43.0,43.0,47.04,2.23,17.85,-0.2,27.2,43.26,45.0
24,电子元件,605058,澳弘电子,42.0,42.0,28.65,2.51,29.36,-0.3,27.4,44.77,52.68
25,电子元件,000823,超声电子,68.0,68.0,40.75,1.45,12.68,-1.1,20.3,35.33,25.3
26,电子元件,688800,瑞可达,107.0,107.0,35.36,5.04,52.0,2.5,10.1,56.34,35.66
27,电子元件,002484,江海股份,190.0,183.0,31.19,3.27,22.3,4.1,15.1,29.2,28.75
28,电子元件,300852,四会富仕,47.0,45.0,41.07,3.13,33.09,-0.5,8.5,27.07,26.88
29,电子元件,002913,奥士康,111.0,93.0,24.8,2.59,35.09,-0.3,29.0,60.59,49.26
30,电子元件,002815,崇达技术,129.0,77.0,28.03,1.84,11.95,-1.1,14.5,28.91,18.55
31,电子元件,920060,万源通,52.0,24.0,45.47,5.28,34.0,-0.6,11.3,11.51,12.62
32,电子元件,600237,铜峰电子,47.0,47.0,43.4,2.53,7.49,-0.7,5.0,13.48,14.35
33,电子元件,301566,达利凯普,68.0,36.0,33.2,4.97,17.1,-2.2,2.8,4.84,4.4
34,电子元件,603678,火炬电子,176.0,176.0,41.23,2.97,36.99,-1.7,4.7,2.95,21.52
35,电子元件,603989,艾华集团,64.0,64.0,22.47,1.74,16.03,-0.1,6.3,16.84,7.37
36,电子元件,300319,麦捷科技,97.0,92.0,39.06,2.14,11.08,-1.2,6.5,7.68,-10.43
37,电子元件,833914,远航精密,28.0,28.0,43.05,3.06,28.17,0.5,43.8,40.92,76.95
38,电子元件,301328,维峰电子,47.0,15.0,46.48,2.49,43.05,-0.6,5.4,23.74,2.57
39,电子元件,603328,依顿电子,103.0,103.0,22.05,2.59,10.27,1.0,15.8,28.54,6.31
40,电子元件,870357,雅葆轩,21.0,11.0,42.73,5.9,25.76,-0.1,3.1,19.7,41.15
41,电子元件,301280,珠城科技,56.0,16.0,26.06,3.21,41.1,-0.1,5.7,14.45,42.17
42,电子元件,688093,世华科技,80.0,80.0,22.91,3.99,30.41,-0.4,12.8,19.82,51.82
43,电子元件,002729,好利科技,28.0,26.0,39.8,5.18,15.08,-0.8,11.5,31.13,20.35
44,电子元件,301319,唯特偶,36.0,16.0,40.94,3.24,28.89,-0.8,18.9,30.08,47.7
45,电子元件,430718,合肥高科,17.0,8.0,23.46,2.95,18.51,-0.2,2.9,-2.42,50.98
46,电子元件,300656,民德电子,45.0,35.0,33.73,4.41,26.39,-1.1,2.0,15.39,6.07
47,电子元件,688511,*ST天微,19.0,19.0,28.03,2.35,18.9,-0.2,9.6,49.41,21.39
48,电子元件,301631,壹连科技,74.0,16.0,30.88,3.19,81.27,-0.8,1.9,8.09,-12.88
49,电子元件,832110,雷特科技,15.0,6.0,34.62,4.38,37.58,-0.1,-3.3,-0.95,18.55
50,电子元件,836395,朗鸿科技,22.0,15.0,37.7,11.28,14.71,-0.2,-2.8,-4.04,42.26
51,电子元件,002782,可立克,66.0,66.0,23.72,3.32,13.48,-0.5,10.1,19.93,7.84
52,电子元件,834950,迅安科技,14.0,7.0,28.41,4.87,19.13,0.0,0.2,4.48,51.11
53,电子元件,002922,伊戈尔,65.0,61.0,38.4,2.05,16.4,-1.8,2.8,10.07,-6.39
54,电子元件,002388,ST新亚,23.0,23.0,42.55,2.31,4.47,-1.3,4.4,41.46,30.32
55,医疗服务,688315,诺禾致源,66.0,66.0,48.62,2.62,15.83,-0.2,10.0,16.14,27.15
56,医疗服务,002172,澳洋健康,30.0,30.0,41.08,19.87,3.97,-0.0,-4.3,21.04,26.84
57,医疗服务,600721,百花医药,30.0,30.0,36.63,3.89,7.9,-1.2,-0.9,15.67,19.88
58,医疗服务,301267,华厦眼科,165.0,65.0,27.61,2.89,19.68,-0.8,3.5,7.42,4.57
59,医疗服务,301103,何氏眼科,36.0,19.0,27.76,1.91,22.86,-0.4,-2.2,26.86,14.47
60,医疗服务,600763,通策医疗,188.0,188.0,25.55,4.69,42.02,-1.5,-0.1,-0.5,-4.39
61,医疗服务,600327,大东方,45.0,45.0,27.97,1.33,5.05,1.4,5.0,3.06,-4.72
62,医疗服务,688076,诺泰生物,129.0,129.0,21.16,4.62,40.87,-4.8,5.2,20.77,11.94
63,医疗服务,301033,迈普医学,41.0,34.0,41.93,5.89,60.92,-0.3,6.8,15.47,46.97
64,通信设备,002491,通鼎互联,62.0,59.0,11.77,2.32,5.04,-2.8,-16.1,22.03,-1.95
65,通信设备,688668,鼎通科技,99.0,99.0,46.96,5.52,71.38,-2.7,25.9,75.12,53.97
66,通信设备,688100,威胜信息,180.0,180.0,32.3,5.69,36.62,-0.0,7.2,5.05,2.63
67,通信设备,688080,映翰通,36.0,36.0,40.43,3.42,48.77,-0.7,-2.7,20.42,49.05
68,通信设备,002296,辉煌科技,45.0,40.0,11.69,1.91,11.44,-1.7,3.7,13.04,19.04
69,通信设备,600105,永鼎股份,132.0,132.0,11.39,4.0,9.03,-7.7,5.5,66.61,83.91
70,消费电子,300916,朗特智能,45.0,29.0,37.28,3.45,31.2,-0.1,10.6,20.05,5.41
71,消费电子,605277,新亚电子,83.0,80.0,43.65,5.6,25.45,2.4,63.9,66.01,82.31
72,消费电子,300684,中石科技,78.0,53.0,31.72,4.12,26.15,-0.9,14.1,25.18,20.06
73,消费电子,300951,博硕科技,57.0,50.0,27.09,2.5,33.41,-0.7,14.1,25.46,14.14
74,消费电子,300679,电连技术,190.0,160.0,38.47,3.91,44.65,2.1,-1.0,-4.33,-24.62
75,消费电子,002139,拓邦股份,178.0,153.0,22.56,2.61,14.25,-1.8,5.2,14.55,5.24
76,消费电子,002866,传艺科技,53.0,33.0,34.18,2.61,18.44,-0.3,3.0,15.83,13.97
77,消费电子,002351,漫步者,119.0,70.0,29.17,4.46,13.41,0.3,3.1,7.11,-17.48
78,消费电子,002925,盈趣科技,133.0,126.0,43.37,2.95,17.1,-0.5,4.3,24.73,11.26
79,消费电子,300976,达瑞电子,68.0,43.0,29.66,2.02,51.0,-0.4,13.8,33.37,5.59
80,消费电子,603341,龙旗科技,185.0,105.0,30.04,3.29,39.46,-1.4,2.0,3.06,-14.7
81,消费电子,300843,胜蓝股份,52.0,50.0,43.52,3.43,32.05,-0.2,10.1,24.71,-8.11
82,消费电子,002947,恒铭达,89.0,67.0,20.51,2.85,34.65,0.6,3.6,21.49,5.83
83,消费电子,300812,易天股份,32.0,21.0,39.37,4.01,22.58,-0.5,4.5,28.73,2.45
84,消费电子,300279,和晶科技,35.0,33.0,22.76,3.46,7.14,-0.8,6.7,25.48,17.82
85,消费电子,002981,朝阳科技,36.0,32.0,42.28,3.51,26.46,-0.5,3.1,22.22,14.74
86,消费电子,002993,奥海科技,110.0,95.0,22.0,2.3,39.77,-0.2,5.9,30.44,-0.85
87,消费电子,301503,智迪科技,32.0,13.0,28.84,3.04,39.62,-0.1,6.7,16.02,17.67
88,消费电子,002937,兴瑞科技,51.0,51.0,31.65,3.44,17.08,-0.3,3.9,9.84,2.89
89,消费电子,301318,维海德,45.0,20.0,26.84,2.49,33.61,-0.7,6.1,29.47,15.3
90,消费电子,003028,振邦智能,46.0,22.0,38.16,2.63,31.47,-0.3,3.5,5.67,15.57
91,消费电子,001308,康冠科技,162.0,55.0,18.84,2.07,23.09,-0.1,6.1,19.14,-15.48
92,消费电子,603890,春秋电子,54.0,54.0,33.56,1.95,12.32,-2.0,6.0,23.57,6.21
93,消费电子,603380,易德龙,46.0,46.0,27.59,3.32,28.73,-0.5,20.1,47.48,19.76
94,消费电子,301606,绿联科技,196.0,16.0,32.63,6.98,47.27,-0.9,-6.2,39.56,27.07
95,消费电子,002055,得润电子,47.0,46.0,36.57,3.39,7.76,-2.8,14.5,57.09,7.78
96,能源金属,301219,腾远钴业,152.0,89.0,30.75,1.73,51.53,-1.4,12.9,9.99,15.25
97,化学制药,002393,力生制药,68.0,66.0,30.62,1.44,26.27,-1.0,33.1,66.48,51.94
98,化学制药,002550,千红制药,146.0,109.0,22.62,5.76,11.38,-2.5,35.2,97.91,87.17
99,化学制药,688566,吉贝尔,64.0,64.0,32.51,2.87,32.3,0.2,15.8,46.95,45.89
100,化学制药,601089,福元医药,94.0,94.0,18.0,2.73,19.6,1.4,17.9,28.86,26.37
101,化学制药,002020,京新药业,139.0,117.0,21.34,2.58,16.19,-0.0,16.7,20.55,29.83
102,化学制药,603676,卫信康,55.0,55.0,16.28,3.95,12.65,0.2,11.7,36.76,29.48
103,化学制药,002437,誉衡药业,74.0,69.0,30.56,3.81,3.28,1.0,7.9,37.24,31.73
104,化学制药,300434,金石亚药,43.0,37.0,17.24,1.75,10.79,-1.7,6.4,44.44,31.91
105,化学制药,300194,福安药业,55.0,45.0,19.99,1.26,4.64,-0.5,6.9,11.81,5.22
106,化学制药,688799,华纳药厂,73.0,73.0,44.22,4.06,55.51,2.4,6.7,94.57,88.23
107,化学制药,688131,皓元医药,121.0,121.0,48.56,4.32,57.28,-1.0,24.0,67.29,61.13
108,化学制药,603456,九洲药业,148.0,148.0,14.83,1.74,16.69,-2.4,10.5,27.7,24.74
109,化学制药,000153,丰原药业,32.0,31.0,21.12,1.59,6.91,-0.5,9.9,22.52,14.59
110,化学制药,688513,苑东生物,77.0,77.0,31.98,2.88,43.9,-1.1,1.2,20.01,47.76
111,化学制药,000788,北大医药,40.0,40.0,21.77,2.58,6.67,-2.6,9.2,21.27,11.73
112,化学制药,301258,富士莱,31.0,12.0,32.66,1.64,34.11,-0.5,7.9,45.27,44.96
113,化学制药,600664,哈药股份,99.0,99.0,11.65,1.78,3.94,-1.1,1.3,15.88,-4.6
114,化学制药,301507,民生健康,54.0,17.0,21.65,3.45,15.23,-1.3,3.3,27.13,20.97
115,化学制药,832566,梓橦宫,19.0,15.0,29.15,2.52,13.34,-0.8,-6.7,8.1,45.79
116,化学制药,002399,海普瑞,184.0,156.0,29.38,1.54,12.54,-0.3,4.0,20.69,20.11
117,化学制药,603229,XD奥翔药,78.0,78.0,16.44,3.42,9.44,-1.2,1.2,24.87,-4.55
