,行业,代码,名称,总市值(亿),流通市值(亿),市盈率-动态,市净率,收盘价,29日主力净流入-总净额(亿),29日涨跌幅(%),60日涨跌幅(%),年初至今涨跌幅(%)
0,互联网服务,300634,彩讯股份,124.0,119.0,42.09,4.47,27.42,-2.2,-1.2,16.24,26.48
1,互联网服务,002315,焦点科技,162.0,103.0,36.08,6.65,50.94,1.6,20.7,35.7,23.85
2,互联网服务,300226,上海钢联,100.0,97.0,48.39,4.92,31.5,0.8,50.0,60.31,37.74
3,互联网服务,002373,千方科技,153.0,133.0,17.29,1.34,9.67,-0.9,1.5,18.07,-4.64
4,互联网服务,603613,国联股份,170.0,170.0,15.78,2.12,23.63,-1.7,-0.4,-3.86,-11.1
5,互联网服务,301381,赛维时代,82.0,40.0,43.67,3.19,20.36,-0.8,0.2,-1.74,-10.54
6,互联网服务,300532,今天国际,56.0,54.0,20.13,3.2,12.42,-1.0,2.7,12.91,8.76
7,互联网服务,600410,华胜天成,108.0,108.0,18.23,2.38,9.85,-3.4,2.3,30.81,36.05
8,互联网服务,002380,科远智慧,60.0,35.0,24.44,2.61,24.81,-0.8,0.9,11.51,34.54
9,互联网服务,002264,新 华 都,47.0,43.0,12.68,2.41,6.56,-0.4,-3.0,4.29,6.15
10,互联网服务,002649,博彦科技,88.0,83.0,30.82,2.15,15.1,-0.7,9.0,32.11,26.36
11,软件开发,603859,能科科技,82.0,82.0,41.65,2.77,33.36,1.1,12.6,19.44,11.57
12,软件开发,603508,思维列控,111.0,111.0,21.84,2.53,29.06,-1.3,13.9,20.48,28.64
13,软件开发,688588,凌志软件,62.0,62.0,23.61,4.99,15.47,-0.3,13.0,32.9,13.67
14,软件开发,301221,光庭信息,48.0,33.0,49.96,2.44,51.85,-0.9,4.1,24.34,7.17
15,软件开发,600728,佳都科技,120.0,120.0,24.97,1.56,5.64,-2.1,4.1,22.61,20.51
16,软件开发,301195,北路智控,48.0,18.0,28.74,2.06,36.51,-0.2,1.8,25.64,16.05
17,软件开发,002322,理工能科,48.0,46.0,36.6,1.69,12.55,-0.2,2.6,1.46,2.53
18,软件开发,688570,天玛智控,88.0,38.0,40.73,2.06,20.22,-0.0,2.7,8.89,7.1
19,软件开发,430425,乐创技术,17.0,14.0,48.12,7.08,24.31,-0.2,2.5,36.5,87.87
20,游戏,300533,冰川网络,93.0,66.0,12.37,6.41,39.86,-2.5,51.4,83.18,101.72
21,游戏,300113,顺网科技,135.0,103.0,46.03,6.01,19.79,-1.9,5.2,16.14,18.36
22,游戏,600633,浙数文化,180.0,180.0,31.32,1.81,14.2,-1.8,6.6,12.08,37.86
23,游戏,002605,姚记科技,114.0,92.0,20.19,3.36,27.23,-5.5,-6.0,5.99,4.09
24,游戏,300031,宝通科技,99.0,83.0,45.16,2.55,23.53,-4.8,-6.9,4.58,29.14
25,通信设备,688080,映翰通,36.0,36.0,40.58,3.44,48.95,-0.6,-1.7,26.16,49.6
26,通信设备,600105,永鼎股份,131.0,131.0,11.34,3.98,8.99,-7.6,10.6,71.24,83.1
27,通信设备,688668,鼎通科技,87.0,87.0,40.93,4.81,62.22,-3.0,13.2,63.18,34.21
28,通信设备,688100,威胜信息,178.0,178.0,31.88,5.62,36.14,0.1,6.0,5.15,1.29
29,通信设备,002296,辉煌科技,45.0,40.0,11.75,1.92,11.5,-1.6,4.3,15.93,19.67
30,通信设备,002491,通鼎互联,64.0,61.0,12.08,2.38,5.17,-1.1,-9.1,27.65,0.58
31,汽车整车,600006,东风股份,145.0,145.0,24.04,1.73,7.27,-5.4,-1.8,4.45,-1.36
32,汽车整车,000957,中通客车,67.0,67.0,21.78,2.23,11.24,-1.8,0.8,12.4,2.93
33,汽车整车,000550,江铃汽车,177.0,106.0,14.44,1.52,20.47,0.1,-0.6,5.52,-12.71
34,汽车整车,301039,中集车辆,156.0,121.0,21.91,1.1,8.35,0.2,3.0,0.72,-4.79
35,汽车整车,600686,金龙汽车,91.0,91.0,48.92,2.95,12.76,-4.7,-2.0,9.34,-8.73
36,电源设备,688411,海博思创,166.0,33.0,44.08,4.31,91.9,-1.7,31.8,36.23,402.74
37,电源设备,002518,科士达,132.0,128.0,29.71,3.05,22.67,-1.9,-0.4,5.49,1.66
38,电源设备,002630,ST华西,31.0,28.0,46.59,19.32,2.66,-2.7,-4.0,-40.89,-23.56
39,电源设备,301327,华宝新能,94.0,26.0,27.7,1.53,54.06,0.2,11.9,26.99,-0.04
40,电源设备,300693,盛弘股份,98.0,84.0,33.59,5.64,31.31,-2.0,4.6,9.17,18.33
41,电源设备,002255,海陆重工,74.0,57.0,25.01,1.75,8.88,-6.8,-7.6,9.9,59.71
42,电源设备,301590,优优绿能,64.0,13.0,26.22,3.42,153.25,1.7,1.4,71.04,71.04
43,电源设备,688551,科威尔,25.0,25.0,30.41,1.94,29.51,-0.3,0.2,15.73,6.96
44,电源设备,002534,西子洁能,85.0,84.0,39.54,2.14,11.48,-1.0,1.4,5.03,5.22
