,行业,代码,名称,总市值(亿),流通市值(亿),市盈率-动态,市净率,29日主力净流入-总净额(亿),29日涨跌幅(%),60日涨跌幅(%),年初至今涨跌幅(%)
257,化学制药,601089,福元医药,88.512,88.512,16.94,2.57,0.93,12.8,25.78,18.89
258,化学制药,000739,普洛药业,170.40705003,170.34303638,17.14,2.59,0.63,2.59,9.21,-7.54
259,化学制药,002102,能特科技,103.46041326,91.56262098,11.98,3.05,0.49,16.62,41.88,50.0
260,化学制药,603351,威尔药业,41.661077,41.661077,28.47,2.47,0.37,8.97,41.56,27.32
261,化学制药,603811,诚意药业,36.1016665,36.1016665,19.71,2.96,0.28,19.24,35.67,47.46
262,化学制药,603676,卫信康,52.8286061,52.8286061,15.62,3.79,0.23,8.93,31.39,24.26
263,化学制药,002437,誉衡药业,73.21274507,68.50473023,30.38,3.78,0.23,12.46,34.16,30.92
264,化学制药,688566,吉贝尔,58.61273122,58.61273122,29.58,2.61,-0.05,7.79,29.76,32.75
265,化学制药,600420,国药现代,148.60193427,148.60193427,10.28,1.12,-0.21,1.56,8.63,-7.2
266,化学制药,605116,奥锐特,88.50994149,86.61769789,18.53,3.84,-0.25,2.65,3.71,4.61
267,化学制药,300636,同和药业,34.14205654,29.86617971,41.07,1.48,-0.27,0.87,13.71,2.52
268,化学制药,300702,天宇股份,90.19567961,54.73383399,26.16,2.53,-0.29,4.23,38.68,56.05
269,化学制药,603367,辰欣药业,69.99578834,69.99578834,12.19,1.17,-0.35,8.07,12.68,14.35
270,化学制药,002399,海普瑞,178.86340727,152.03388772,28.56,1.49,-0.37,-0.08,14.57,16.76
271,化学制药,000756,新华制药,117.60689922,83.99237904,26.23,2.34,-0.41,10.31,20.24,8.53
272,化学制药,002020,京新药业,133.54561961,112.28748876,20.45,2.47,-0.43,12.19,11.82,24.38
273,化学制药,000153,丰原药业,31.37222624,30.57370124,20.63,1.56,-0.52,8.35,19.89,11.94
274,化学制药,600488,津药药业,49.24408927,49.24408927,21.21,1.64,-0.53,7.62,16.84,8.94
275,化学制药,603207,小方制药,54.14082087,13.488,22.62,5.1,-0.58,14.26,40.91,26.81
276,化学制药,836547,无锡晶海,19.6084512,8.9864496,25.62,2.94,-0.63,-10.76,13.18,63.47
277,化学制药,301281,科源制药,35.616581,22.6454228,38.57,2.62,-0.63,1.35,10.59,10.7
278,化学制药,001367,海森药业,35.01904442,8.92240445,28.05,2.57,-0.67,-0.56,26.37,26.03
279,化学制药,002332,仙琚制药,95.06258762,94.61753363,16.51,1.66,-0.69,0.84,5.37,-0.31
280,化学制药,301258,富士莱,31.048629,11.4724464,32.43,1.63,-0.71,7.98,40.13,43.94
281,化学制药,832566,梓橦宫,19.40481489,14.8971019,29.15,2.43,-0.83,-5.63,10.71,45.79
282,化学制药,002393,力生制药,50.6905733,49.2388502,22.93,1.08,-0.86,-2.13,24.1,13.77
283,化学制药,300194,福安药业,53.29911471,43.36150775,19.3,1.22,-0.86,4.91,6.41,1.59
284,化学制药,830946,森萱医药,50.41905595,50.40355533,43.42,4.34,-0.87,-7.29,11.1,36.22
285,化学制药,605507,国邦医药,115.5646998,62.39614806,13.44,1.46,-0.94,3.82,6.76,2.22
286,化学制药,300401,花园生物,85.43313282,84.05228817,22.13,2.77,-0.97,4.03,14.74,8.04
287,化学制药,300452,山河药辅,32.447809,25.85341991,17.19,3.83,-1.03,8.97,8.38,17.19
288,化学制药,430478,峆一药业,16.73346962,10.03601069,21.75,3.47,-1.08,-6.59,31.48,81.86
289,化学制药,003020,立方制药,45.04184775,32.43412517,29.44,2.62,-1.16,-2.96,14.21,34.26
290,化学制药,600664,哈药股份,97.4663322,97.4663322,11.44,1.75,-1.43,-1.03,13.49,-6.3
291,化学制药,301507,民生健康,53.01962887,16.43608728,21.14,3.37,-1.51,3.91,21.59,18.11
292,化学制药,688513,苑东生物,73.82578946,73.82578946,30.46,2.75,-1.55,-2.49,16.88,40.76
293,化学制药,603229,奥翔药业,77.71581277,77.71581277,16.3,3.4,-1.7,1.19,19.54,-6.31
294,化学制药,300434,金石亚药,41.13857249,35.03319921,16.36,1.66,-2.0,-2.76,34.21,25.18
295,化学制药,832735,德源药业,42.18683,37.31110027,22.71,3.78,-2.11,-15.4,4.05,74.56
296,化学制药,300573,兴齐眼药,132.83191882,102.02723822,22.76,8.47,-2.41,-3.23,3.05,10.2
297,化学制药,300233,金城医药,64.8748052,62.8180289,46.27,1.76,-2.55,-1.28,1.68,44.44
298,化学制药,000788,北大医药,38.79878137,38.79878137,21.25,2.52,-2.64,7.6,16.88,9.05
299,化学制药,000788,北大医药,38.79878137,38.79878137,21.25,2.52,-2.64,7.6,16.88,9.05
300,化学制药,600062,华润双鹤,194.98961518,193.82480548,9.62,1.85,-2.71,-3.7,4.8,-3.4
301,化学制药,300705,九典制药,81.2843057,60.12717165,16.16,3.29,-2.93,-1.45,-2.87,-7.88
302,化学制药,688117,圣诺生物,58.98826455,58.98826455,31.3,6.21,-2.94,25.73,89.68,105.48
303,化学制药,301277,新天地,57.79235616,14.89011216,25.54,3.89,-3.59,-11.72,25.02,53.7
304,化学制药,603456,九洲药业,144.89075796,144.89075796,14.48,1.7,-3.89,8.61,18.65,21.75
305,化学制药,600789,鲁抗医药,93.46164173,93.46164173,29.73,2.4,-5.53,-4.84,1.76,10.17
306,化学制药,600216,浙江医药,146.74592065,146.74526829,8.97,1.33,-7.12,1.53,17.75,-3.78
307,化学制药,002550,千红制药,121.45302,90.88948614,18.86,4.8,-9.57,5.33,63.34,56.09
308,汽车零部件,603040,新坐标,57.17436073,56.57805658,21.39,4.24,1.58,4.03,71.82,88.52
309,汽车零部件,002048,宁波华翔,152.91924362,133.37167987,14.94,1.33,1.33,23.73,38.16,48.89
310,汽车零部件,603758,秦安股份,61.8265042,61.8265042,47.13,2.55,1.18,7.97,31.68,76.79
311,汽车零部件,603089,正裕工业,36.53306339,36.53306339,30.23,2.67,1.16,19.21,70.44,71.59
312,汽车零部件,002363,隆基机械,33.84409238,33.67641153,45.02,1.61,0.76,11.88,26.37,24.42
313,汽车零部件,002126,银轮股份,193.33902781,181.61913053,22.76,3.07,0.66,-8.53,-3.94,24.52
314,汽车零部件,605133,嵘泰股份,81.64626311,69.4017683,42.32,2.31,0.63,2.05,19.05,60.57
315,汽车零部件,300926,博俊科技,112.83352315,73.59918132,18.89,4.04,0.51,8.92,2.16,18.85
316,汽车零部件,605128,上海沿浦,65.24186015,65.24186015,49.65,3.28,0.47,6.74,20.75,25.56
317,汽车零部件,603166,福达股份,98.15909409,97.06541409,37.69,4.1,0.43,2.21,8.35,111.85
318,汽车零部件,002454,松芝股份,52.04655648,51.91388008,13.96,1.32,0.39,10.41,36.18,26.41
319,汽车零部件,301298,东利机械,24.63304,18.19678155,27.37,2.75,0.38,11.97,19.77,24.39
320,汽车零部件,002536,飞龙股份,87.65484792,83.19542965,17.87,2.67,0.36,9.23,7.02,35.2
321,汽车零部件,301529,福赛科技,33.8924654,18.07278475,30.3,2.74,0.36,15.45,53.36,40.32
322,汽车零部件,603013,亚普股份,108.05592485,108.05592485,20.92,2.56,0.33,21.71,44.19,44.09
323,汽车零部件,300893,松原安全,76.85167459,38.40899227,26.14,5.8,0.31,-3.35,4.44,17.15
324,汽车零部件,002328,新朋股份,45.380076,33.56256348,28.01,1.4,0.27,7.71,14.4,-2.16
325,汽车零部件,600933,爱柯迪,156.1417056,154.9130136,15.17,1.93,0.26,5.51,12.33,-0.94
326,汽车零部件,603633,徕木股份,37.60203307,37.60203307,49.92,1.92,0.19,10.53,21.85,7.83
327,汽车零部件,838837,华原股份,25.83668763,23.29496013,38.0,5.04,0.13,4.46,-0.87,78.51
328,汽车零部件,836270,天铭科技,17.8684128,13.86184054,47.7,4.67,0.1,-0.64,4.34,72.0
329,汽车零部件,603305,旭升集团,126.40974523,126.40974523,33.04,1.97,0.09,0.76,12.18,3.84
330,汽车零部件,838171,邦德股份,22.7501197,10.0661895,19.57,4.04,0.08,-7.74,18.38,36.61
331,汽车零部件,300978,东箭科技,47.84995005,21.39028151,24.08,3.02,0.07,9.68,18.91,6.89
332,汽车零部件,603239,浙江仙通,44.39808,44.39808,16.64,3.79,0.05,18.01,31.31,23.87
333,汽车零部件,832000,安徽凤凰,19.57368,10.31339505,40.48,3.2,0.05,-0.65,-2.02,19.54
334,汽车零部件,000030,富奥股份,101.29685877,98.39713944,15.51,1.29,0.05,0.17,16.4,18.27
335,汽车零部件,831195,三祥科技,17.44934,12.59509933,18.42,2.36,0.04,2.94,24.04,65.12
336,汽车零部件,301170,锡南科技,27.85,9.35075586,26.69,1.63,-0.03,10.65,26.94,23.12
337,汽车零部件,603788,宁波高发,36.0696215,36.0696215,19.51,1.84,-0.03,7.28,15.42,23.15
338,汽车零部件,837663,明阳科技,27.14603533,12.82970334,34.21,7.59,-0.05,1.14,8.33,87.95
339,汽车零部件,836221,易实精密,25.35474,10.85116186,42.15,6.75,-0.07,21.47,45.28,82.39
340,汽车零部件,002863,今飞凯达,31.35298987,31.35298987,30.91,1.13,-0.07,7.64,15.71,13.2
341,汽车零部件,603107,上海汽配,53.0627955,34.31876989,29.07,2.63,-0.08,3.01,5.93,-4.32
342,汽车零部件,300643,万通智控,52.54080565,52.40647729,35.56,4.53,-0.08,-3.09,64.52,92.54
343,汽车零部件,002870,香山股份,42.87175145,41.5239879,47.35,2.63,-0.1,3.29,9.55,4.04
344,汽车零部件,603926,铁流股份,27.20136284,26.70802729,25.59,1.64,-0.12,-6.93,26.86,34.69
345,汽车零部件,688533,上声电子,42.81251626,42.81251626,39.17,2.81,-0.13,8.5,-6.71,-23.51
346,汽车零部件,603809,豪能股份,126.48327702,126.48327702,30.39,4.08,-0.15,3.08,26.59,67.35
347,汽车零部件,300611,美力科技,51.776619,36.37872099,38.09,4.69,-0.16,10.72,-7.68,134.74
348,汽车零部件,873690,捷众科技,16.76064,10.89544742,30.99,3.09,-0.16,3.12,7.62,44.29
349,汽车零部件,832978,开特股份,42.32363259,23.67597767,26.37,6.44,-0.17,1.02,8.01,79.27
350,汽车零部件,002997,瑞鹄模具,79.16532512,79.16532512,20.31,3.6,-0.17,6.59,5.14,10.1
351,汽车零部件,003033,征和工业,35.00535,34.5507626,16.25,2.76,-0.18,-0.86,12.68,62.5
352,汽车零部件,001319,铭科精技,37.34374,31.46449766,37.87,2.95,-0.18,3.68,10.09,6.66
353,汽车零部件,002906,华阳集团,165.60817144,165.54839744,26.63,2.6,-0.2,-1.0,6.05,4.23
354,汽车零部件,603201,常润股份,29.66501328,12.13071863,14.24,1.83,-0.21,6.7,22.82,13.53
355,汽车零部件,603730,岱美股份,123.9732691,123.9732691,14.83,2.84,-0.23,-0.86,2.67,-13.23
356,汽车零部件,002283,天润工业,70.19056216,61.81722803,17.82,1.19,-0.24,4.76,7.88,20.31
357,汽车零部件,605333,沪光股份,124.13176222,124.13176222,33.33,5.6,-0.25,1.07,-7.88,-12.28
358,汽车零部件,688667,菱电电控,28.38269029,28.38269029,40.6,1.73,-0.26,0.79,20.85,36.3
359,汽车零部件,301552,科力装备,36.15696,7.70107851,24.3,3.25,-0.26,3.87,16.25,-7.75
360,汽车零部件,600742,富维股份,73.26550697,73.26550697,18.5,0.87,-0.27,-0.6,13.07,16.0
361,汽车零部件,603190,亚通精工,28.296,9.55449338,19.94,1.34,-0.28,4.94,16.79,5.17
362,汽车零部件,300969,恒帅股份,78.5904,21.30381409,47.0,6.08,-0.29,21.98,35.41,20.88
363,汽车零部件,300816,艾可蓝,27.128,15.46178909,36.57,3.21,-0.3,5.87,22.86,32.77
364,汽车零部件,301397,溯联股份,42.74503179,19.42459933,31.89,2.26,-0.31,5.85,24.87,42.8
365,汽车零部件,603035,常熟汽饰,51.0381543,51.0381543,14.56,1.0,-0.31,1.59,2.99,-4.41
366,汽车零部件,002516,旷达科技,77.07194694,76.55344894,43.82,2.14,-0.34,1.75,14.91,5.01
367,汽车零部件,605088,冠盛股份,67.1499668,66.06003867,19.99,2.57,-0.37,1.65,11.14,43.46
368,汽车零部件,301020,密封科技,32.80824,32.80824,30.6,3.49,-0.37,7.16,21.6,20.55
369,汽车零部件,001311,多利科技,64.89645081,16.47895382,17.03,1.44,-0.37,2.25,10.7,8.18
370,汽车零部件,603409,汇通控股,43.22829,10.59043267,37.19,3.08,-0.39,0.12,-6.16,44.85
371,汽车零部件,603161,XD科华控,24.10655542,23.652845,23.53,1.66,-0.43,7.33,16.87,21.21
372,汽车零部件,920106,林泰新材,55.48794615,26.79255534,36.16,11.78,-0.43,4.38,20.17,134.24
373,汽车零部件,002662,峰璟股份,53.1,53.09933094,30.94,1.25,-0.44,3.51,4.73,-6.84
374,汽车零部件,600609,金杯汽车,69.40251529,69.40251529,22.64,4.72,-0.48,1.33,3.3,-26.11
375,汽车零部件,301181,标榜股份,29.23186617,9.49786617,23.37,2.09,-0.5,0.36,20.02,23.47
376,汽车零部件,603950,长源东谷,75.06869328,74.94733488,24.16,2.79,-0.51,0.17,-3.46,33.18
377,汽车零部件,301173,毓恬冠佳,39.90333692,7.66037162,49.37,2.91,-0.52,4.02,-6.08,61.67
378,汽车零部件,603586,金麒麟,36.05410624,36.05410624,12.01,1.6,-0.54,6.09,43.22,30.7
379,汽车零部件,603048,浙江黎明,26.409024,26.409024,49.22,2.04,-0.55,-3.49,12.8,21.49
380,汽车零部件,000570,苏常柴Ａ,41.98870417,33.06370417,24.01,1.24,-0.58,5.5,14.64,17.13
381,汽车零部件,002101,广东鸿图,82.91415463,82.64221044,45.93,1.09,-0.59,3.31,11.53,6.94
382,汽车零部件,002592,ST八菱,18.81318882,17.44436697,10.02,2.02,-0.67,8.82,38.05,38.05
383,汽车零部件,300863,卡倍亿,66.79370988,64.09991477,31.43,4.35,-0.7,7.35,16.73,11.48
384,汽车零部件,301581,黄山谷捷,42.672,10.668,47.86,4.37,-0.77,7.68,8.39,99.03
385,汽车零部件,001282,三联锻造,46.12573056,16.22701248,38.46,2.96,-0.77,4.9,24.91,39.05
386,汽车零部件,000581,威孚高科,185.91288876,152.66063352,13.11,0.96,-0.78,0.21,5.02,6.77
387,汽车零部件,301160,翔楼新材,65.95299226,43.42414712,31.56,4.02,-0.79,0.05,-9.32,48.91
388,汽车零部件,605319,无锡振华,79.0944787,67.5874847,20.91,3.25,-0.81,2.29,6.86,53.1
389,汽车零部件,301186,超达装备,34.36974494,32.12983955,34.47,2.32,-0.86,-2.62,17.97,9.14
390,汽车零部件,002434,万里扬,99.36382,99.26851749,23.05,1.74,-0.87,8.14,11.82,24.1
391,汽车零部件,603210,泰鸿万立,70.59896,15.26206119,40.01,4.09,-0.9,1.86,-12.01,141.16
392,汽车零部件,300428,立中集团,116.45236546,101.4560719,17.98,1.63,-0.91,7.81,17.33,14.1
393,汽车零部件,300304,云意电气,71.04182679,69.21669577,18.26,2.33,-0.93,8.75,13.15,1.89
394,汽车零部件,603197,保隆科技,83.30488493,82.97095803,21.88,2.48,-0.93,4.47,7.2,4.3
395,汽车零部件,603997,继峰股份,157.23354231,157.23354231,37.64,3.25,-0.95,-8.46,5.98,8.3
396,汽车零部件,600218,全柴动力,39.94451257,39.94451257,33.47,1.24,-0.99,2.8,16.82,16.96
397,汽车零部件,688612,威迈斯,123.59301689,74.55296573,30.64,3.87,-1.04,20.18,24.46,26.66
398,汽车零部件,002284,亚太股份,83.22269918,82.33471588,20.77,2.8,-1.09,0.27,13.28,46.42
399,汽车零部件,603158,腾龙股份,40.19646316,40.19646316,22.19,1.81,-1.15,0.86,0.24,3.41
400,汽车零部件,300375,鹏翎股份,37.69340302,25.20542438,40.67,1.67,-1.19,2.25,15.24,9.19
401,汽车零部件,000700,模塑科技,68.94295571,68.94295571,11.62,1.89,-1.29,3.58,12.59,10.44
402,汽车零部件,688280,精进电动-UW,44.50271369,39.24902853,22.93,7.07,-1.31,-2.84,57.74,71.75
403,汽车零部件,300446,航天智造,144.56512898,53.27272731,19.43,2.78,-1.43,2.27,-3.66,5.36
404,汽车零部件,002448,中原内配,50.60322956,41.87139259,11.4,1.44,-1.45,-0.69,23.21,40.29
405,汽车零部件,603319,美湖股份,84.21086505,84.21086505,38.7,3.51,-1.51,0.24,12.71,78.38
406,汽车零部件,300680,隆盛科技,83.56148135,62.40718956,35.61,4.38,-1.61,-11.18,-2.77,52.23
407,汽车零部件,600480,凌云股份,141.67157928,139.56237406,16.46,1.89,-1.77,1.93,-0.77,43.44
408,汽车零部件,603202,天有为,164.896,33.53948775,17.16,2.63,-1.78,4.32,13.24,13.24
409,汽车零部件,301613,新铝时代,75.6461118,18.91157436,35.92,5.2,-1.88,1.45,16.53,39.24
410,汽车零部件,301119,正强股份,36.3584,29.404856,23.97,3.76,-1.93,-17.68,19.64,16.57
411,汽车零部件,300580,贝斯特,122.83346447,115.53765131,44.25,3.97,-2.49,2.16,-8.4,7.58
412,汽车零部件,600523,贵航股份,60.12109328,60.08143499,39.1,1.97,-2.51,2.77,32.18,26.12
413,汽车零部件,002406,远东传动,54.10967858,44.62391179,47.64,1.37,-2.71,-1.85,9.45,17.62
414,汽车零部件,603306,华懋科技,134.75016173,134.75016173,38.98,4.7,-2.88,-1.73,29.59,29.92
415,汽车零部件,002553,南方精工,81.3972,58.66212,22.24,6.65,-3.2,7.59,19.28,83.31
416,汽车零部件,605005,合兴股份,72.581,72.581,34.89,3.76,-3.51,-24.59,21.31,12.42
417,汽车零部件,300258,精锻科技,70.24121109,68.29997024,43.7,1.59,-3.59,-5.73,9.3,44.42
418,汽车零部件,002355,兴民智通,47.59774968,47.41338206,8.79,3.45,-4.48,2.4,30.66,20.41
419,仪器仪表,603275,众辰科技,72.79406669,20.52244715,41.81,2.58,1.15,20.88,35.62,44.46
420,仪器仪表,300515,三德科技,51.33574775,44.97668262,45.72,6.62,0.67,36.87,65.45,114.72
421,仪器仪表,300445,康斯特,38.30113134,25.61427316,43.17,3.2,0.31,10.81,3.68,11.43
422,仪器仪表,688628,优利德,37.84906285,37.80599293,17.17,3.19,0.14,3.58,-1.31,-5.52
423,仪器仪表,832651,天罡股份,18.3488,4.5946812,40.43,3.9,0.05,2.14,2.91,25.07
424,仪器仪表,830879,基康仪器,32.24119852,26.03798981,41.2,5.54,-0.0,11.2,21.52,101.15
425,仪器仪表,688665,四方光电,47.66228363,47.66228363,36.38,4.57,-0.04,12.75,46.66,47.02
426,仪器仪表,688056,莱伯泰科,22.83265771,22.83265771,44.71,2.89,-0.05,7.76,-6.0,18.48
427,仪器仪表,300259,新天科技,43.5166164,43.50663619,39.99,1.5,-0.19,8.77,16.25,7.83
428,仪器仪表,301303,真兰仪表,63.24136,15.71438779,22.35,1.96,-0.25,13.24,24.66,2.65
429,仪器仪表,688112,鼎阳科技,57.47120686,57.47120686,35.31,3.85,-0.29,5.81,14.49,31.18
430,仪器仪表,832491,奥迪威,40.74803607,33.366523,44.27,4.12,-0.34,-4.34,1.83,36.18
431,仪器仪表,603700,宁水集团,24.70815004,24.70815004,21.88,1.56,-0.34,7.64,9.38,24.87
432,仪器仪表,836260,中寰股份,14.548775,13.90397961,28.44,3.47,-0.48,1.08,14.98,39.66
433,仪器仪表,300349,金卡智能,51.62281208,45.68586508,29.53,1.21,-0.52,5.57,6.93,-6.3
434,仪器仪表,603100,川仪股份,103.97462066,103.32611325,22.89,2.42,-0.54,0.75,-13.57,-3.43
435,仪器仪表,831305,海希通讯,30.240056,23.73545919,25.84,3.78,-0.86,-6.88,4.51,56.91
436,仪器仪表,002980,华盛昌,37.52560614,19.9145111,32.17,3.64,-0.87,3.39,18.45,11.34
437,仪器仪表,300354,东华测试,52.5755084,30.86412,45.51,6.94,-0.98,-3.7,-6.01,9.82
438,仪器仪表,601222,林洋能源,122.99209861,122.99209861,24.87,0.8,-1.12,6.79,-2.61,-12.21
439,仪器仪表,002849,威星智能,33.73494105,29.03654254,31.13,2.55,-1.21,0.13,1.33,-14.0
440,仪器仪表,920029,开发科技,130.49791231,29.87301663,16.07,4.24,-2.94,-4.96,-4.62,225.35
441,公用事业,600167,联美控股,138.48583634,138.48583634,5.6,1.26,0.25,6.61,12.71,10.67
442,公用事业,600168,武汉控股,47.88176283,47.88176283,38.31,0.9,-0.07,1.69,4.33,9.55
443,公用事业,001210,金房能源,22.73783802,13.81887193,4.37,1.66,-0.11,9.58,28.66,25.43
444,公用事业,603759,海天股份,40.496352,40.496352,20.29,1.45,-0.13,11.31,8.94,-1.79
445,公用事业,000544,中原环保,82.06843389,82.06843389,5.71,0.97,-0.21,3.83,7.26,-0.59
446,公用事业,000685,中山公用,138.21793359,117.49625449,11.34,0.81,-0.23,8.98,9.59,5.52
447,公用事业,600283,钱江水利,56.75547968,55.06971953,26.35,1.91,-0.26,-0.2,3.27,12.07
448,公用事业,601199,江南水务,52.46529738,52.46529738,13.78,1.2,-0.29,5.25,10.22,3.51
449,公用事业,003039,顺控发展,86.57612595,86.57612595,41.22,3.26,-0.43,1.3,3.55,8.94
450,公用事业,600461,洪城环境,122.12315743,122.12315743,9.2,1.35,-0.45,4.76,-2.86,0.21
451,公用事业,002893,京能热力,29.79132,22.91398383,3.98,2.22,-0.63,7.72,14.49,13.11
452,公用事业,000605,渤海股份,25.60301436,25.60301436,35.5,1.2,-0.63,1.39,2.69,-8.33
453,公用事业,001376,百通能源,57.1516,26.20327266,28.21,5.22,-0.92,2.74,-0.8,-14.6
454,电源设备,600475,华光环能,163.6613328,161.4220368,31.71,1.9,0.71,58.9,98.38,90.01
455,电源设备,301327,华宝新能,93.57303563,25.83685428,27.5,1.52,0.21,10.56,23.36,-0.78
456,电源设备,688551,科威尔,25.19599149,25.19599149,30.89,1.97,-0.3,1.28,15.8,8.63
457,电源设备,301386,未来电器,32.494,9.96196503,40.94,2.27,-0.42,10.73,18.66,12.72
458,电源设备,002534,西子洁能,86.48717606,85.17754265,40.3,2.18,-0.94,3.18,4.09,7.24
459,电源设备,300105,龙源技术,40.59459485,40.56771487,24.58,2.12,-1.12,4.24,23.94,4.52
460,电源设备,688411,海博思创,153.90704366,30.46599861,41.0,4.01,-1.38,22.77,26.33,367.51
461,电源设备,002518,科士达,130.12730851,126.32173378,29.29,3.01,-1.96,2.01,0.63,0.22
462,电源设备,300693,盛弘股份,97.21694179,83.13713302,33.34,5.6,-1.99,10.53,2.51,17.46
463,电源设备,002630,ST华西,31.05504,27.97346479,46.06,19.1,-2.39,-8.36,-41.16,-24.43
464,电源设备,002255,海陆重工,73.36679716,56.33294906,24.87,1.74,-7.67,-9.34,4.37,58.81
465,家电行业,002705,新宝股份,121.781367,121.22421045,12.33,1.52,1.6,7.91,18.2,3.09
466,家电行业,603112,华翔股份,100.12397355,93.75733466,18.82,2.56,0.71,7.77,23.31,50.0
467,家电行业,002860,星帅尔,47.48205211,46.15282412,18.46,2.13,0.66,8.94,39.09,35.94
468,家电行业,001387,雪祺电气,28.42586352,17.69027471,37.33,2.35,0.6,16.59,29.42,13.61
469,家电行业,300160,秀强股份,47.76808085,47.11381815,14.19,1.89,0.52,13.14,23.35,15.73
470,家电行业,603579,荣泰健康,48.71345263,48.71345263,27.72,2.47,0.5,20.53,28.2,94.06
471,家电行业,000016,深康佳Ａ,126.17633938,83.66151512,33.27,5.33,0.47,7.14,-7.75,-5.07
472,家电行业,002420,毅昌科技,26.9944,26.25604865,30.83,4.61,0.17,9.33,16.73,24.24
473,家电行业,603868,飞科电器,159.90876,159.90876,22.09,5.34,0.09,-1.18,2.89,-10.51
474,家电行业,600261,阳光照明,45.25829555,45.25829555,18.93,1.33,0.08,8.28,18.12,8.31
475,家电行业,831768,拾比佰,12.928005,8.92061342,29.62,1.95,0.07,2.01,18.15,57.43
476,家电行业,002290,禾盛新材,79.0982108,78.8232458,38.81,9.24,0.01,-6.57,32.39,86.43
477,家电行业,603219,富佳股份,83.31176,83.31176,39.16,5.05,-0.11,1.78,5.4,4.73
478,家电行业,002543,万和电气,88.33968,78.59938716,12.32,1.86,-0.11,5.42,25.05,18.8
479,家电行业,002242,九阳股份,75.4744728,75.34544088,18.59,2.18,-0.12,3.14,8.13,-3.62
480,家电行业,603303,得邦照明,59.76115525,59.76115525,24.15,1.82,-0.12,5.91,14.74,13.5
481,家电行业,603355,莱克电气,132.53165738,131.99031026,14.54,2.61,-0.13,6.11,5.14,2.03
482,家电行业,603515,欧普照明,132.39953867,130.83521807,23.45,2.13,-0.13,5.14,21.58,14.4
483,家电行业,603726,朗迪集团,33.6956928,33.3962178,22.52,2.68,-0.13,17.47,27.73,17.78
484,家电行业,873339,恒太照明,24.57474408,16.84012027,36.81,4.2,-0.14,-3.88,-2.11,43.44
485,家电行业,603551,奥普科技,44.4515252,44.40717824,21.9,3.57,-0.14,8.8,20.53,12.22
486,家电行业,688696,极米科技,77.14,77.14,30.79,2.58,-0.15,-8.04,-5.72,12.43
487,家电行业,603075,热威股份,83.40867867,8.290072,30.3,4.4,-0.18,7.68,14.41,15.56
488,家电行业,000521,长虹美菱,75.49340831,64.17999113,10.39,1.27,-0.18,4.26,-2.27,-6.39
489,家电行业,003023,彩虹集团,21.25793488,21.20359902,17.06,1.39,-0.19,5.6,12.3,15.38
490,家电行业,002959,小熊电器,75.26863645,72.71177561,14.5,2.77,-0.21,-1.56,9.38,2.15
491,家电行业,301061,匠心家居,189.60077703,125.90373927,24.42,5.14,-0.28,26.32,98.68,84.81
492,家电行业,603311,金海高科,26.70205827,26.70205827,15.28,2.01,-0.34,6.01,22.91,14.69
493,家电行业,000541,佛山照明,105.20080876,84.29152461,40.61,1.62,-0.4,11.89,11.75,12.66
494,家电行业,605365,立达信,77.46058677,77.46058677,28.16,2.13,-0.43,5.26,20.45,0.98
495,家电行业,603519,立霸股份,33.39751101,33.39751101,24.05,3.02,-0.43,0.24,21.39,15.79
496,家电行业,301362,民爆光电,42.663492,12.093492,17.69,1.77,-0.44,6.06,22.59,9.13
497,家电行业,002011,盾安环境,123.59059711,106.29212588,14.21,2.16,-0.6,1.67,1.49,7.31
498,家电行业,002668,TCL智家,105.91768652,105.91768652,8.77,3.89,-0.62,-3.47,-2.5,-25.53
499,家电行业,000404,长虹华意,49.5549137,49.32225119,12.34,1.24,-0.62,5.17,10.05,0.28
500,家电行业,301187,欧圣电气,71.50885376,18.7474649,29.05,5.0,-0.67,16.74,28.85,17.12
501,家电行业,600336,澳柯玛,55.78123235,55.78123235,33.72,2.25,-0.68,-0.71,11.84,3.4
502,家电行业,300824,北鼎股份,42.52232116,41.1807035,31.85,6.08,-0.83,1.32,40.26,34.89
503,家电行业,002508,老板电器,180.95580241,178.77516721,13.3,1.64,-0.85,0.74,-10.18,-8.5
504,家电行业,600983,惠而浦,85.6112363,85.6112363,18.47,3.33,-0.88,12.82,27.08,24.8
505,家电行业,300272,开能健康,39.48170511,29.48863905,39.78,3.46,-0.91,9.28,23.02,11.95
506,家电行业,605555,德昌股份,77.88670854,77.88670854,24.02,2.63,-0.91,4.41,8.35,-1.77
507,家电行业,002035,华帝股份,54.92795445,50.57789312,12.92,1.51,-1.3,2.37,2.37,-8.09
508,家电行业,300247,融捷健康,31.92040043,31.89002993,25.76,2.91,-1.51,0.0,17.11,10.89
509,家电行业,601956,东贝集团,42.59206974,42.58073642,23.53,1.72,-1.76,-0.87,44.51,44.82
510,家电行业,300217,东方电热,77.00259857,63.92417378,42.89,1.87,-3.39,5.88,20.05,16.29
511,家电行业,300403,汉宇集团,90.2088,63.27175129,40.58,4.45,-3.4,1.7,0.2,51.11
512,家电行业,002052,同洲电子,91.45465848,88.65016117,18.19,42.96,-3.71,29.06,82.44,97.11
513,专用设备,003036,泰坦股份,34.32904885,34.32904885,45.22,2.53,0.6,24.8,29.61,31.76
514,专用设备,301200,大族数控,187.90484152,27.50555412,40.23,3.61,0.33,24.7,22.36,23.42
