,行业,代码,名称,总市值(亿),流通市值(亿),市盈率-动态,市净率,29日主力净流入-总净额(亿),29日涨跌幅(%),29日平均涨跌幅(%),60日涨跌幅(%),年初至今涨跌幅(%)
789,化学制药,000739,普洛药业,170.17536131,170.11143469,17.12,2.59,0.87,3.13,0.21,9.06,-7.67
790,化学制药,603676,卫信康,53.089703,53.089703,15.7,3.81,0.29,9.37,0.5,32.03,24.87
791,化学制药,603351,威尔药业,40.44212482,40.44212482,27.63,2.4,0.27,6.79,0.29,37.41,23.59
792,化学制药,002773,康弘药业,286.74562228,213.76338407,17.92,3.36,0.24,-0.36,-0.05,16.59,63.84
793,化学制药,000623,吉林敖东,219.32721398,218.44395151,10.61,0.75,0.21,8.83,0.34,18.94,8.01
794,化学制药,600380,健康元,213.68015548,213.68015548,12.26,1.5,0.02,1.83,0.17,11.45,3.64
795,化学制药,002020,京新药业,132.08187008,111.05674259,20.22,2.44,0.01,14.44,0.62,10.6,23.02
796,化学制药,688566,吉贝尔,58.21386949,58.21386949,29.38,2.59,-0.02,9.13,0.35,28.87,31.84
797,化学制药,600420,国药现代,147.93134793,147.93134793,10.23,1.11,-0.09,1.19,0.09,8.14,-7.62
798,化学制药,002102,能特科技,101.61760691,89.9317346,11.77,3.0,-0.13,18.83,0.64,39.35,47.33
799,化学制药,002262,恩华药业,216.85212741,188.17453017,18.03,2.99,-0.13,-9.75,-0.27,-4.0,-11.05
800,化学制药,300636,同和药业,33.8480905,29.60902933,40.72,1.46,-0.19,-0.5,0.24,12.73,1.64
801,化学制药,603207,小方制药,53.14534908,13.24,22.2,5.01,-0.2,13.57,0.53,38.32,24.48
802,化学制药,000756,新华制药,117.26201095,83.74606708,26.15,2.33,-0.28,9.4,0.37,19.89,8.21
803,化学制药,002399,海普瑞,177.54284068,150.91140618,28.35,1.48,-0.29,0.49,0.21,13.72,15.9
804,化学制药,605116,奥锐特,88.06312673,86.18043553,18.44,3.82,-0.29,1.79,0.15,3.19,4.08
805,化学制药,603811,诚意药业,36.1016665,36.1016665,19.71,2.96,-0.34,8.9,0.48,35.67,47.46
806,化学制药,603367,辰欣药业,70.04106376,70.04106376,12.2,1.17,-0.38,8.08,0.34,12.76,14.42
807,化学制药,300702,天宇股份,88.94296184,53.97364185,25.8,2.49,-0.4,-5.17,0.53,36.76,53.88
808,化学制药,836547,无锡晶海,19.577376,8.972208,25.58,2.94,-0.47,-13.15,-0.22,13.0,63.21
809,化学制药,600488,津药药业,49.02571193,49.02571193,21.11,1.63,-0.51,6.4,0.3,16.32,8.45
810,化学制药,000153,丰原药业,31.18631675,30.39252375,20.51,1.55,-0.52,7.26,0.34,19.18,11.28
811,化学制药,002332,仙琚制药,94.96366714,94.51907626,16.49,1.66,-0.55,-0.31,0.06,5.26,-0.41
812,化学制药,301281,科源制药,35.313369,22.4526372,38.24,2.6,-0.6,-1.66,0.08,9.65,9.76
813,化学制药,301258,富士莱,30.846955,11.397928,32.22,1.62,-0.6,8.62,0.47,39.22,43.01
814,化学制药,688578,艾力斯,441.18,441.18,26.87,8.08,-0.76,-0.68,-0.09,13.7,64.77
815,化学制药,832566,梓橦宫,19.3320832,14.84126568,29.04,2.42,-0.77,-5.04,0.11,10.29,45.25
816,化学制药,300194,福安药业,52.82322976,42.97435143,19.13,1.2,-0.79,3.5,0.23,5.46,0.68
817,化学制药,001367,海森药业,34.74557683,8.8527284,27.83,2.55,-0.8,-0.73,0.16,25.38,25.04
818,化学制药,688131,皓元医药,122.19815113,119.53413863,48.97,4.36,-0.86,25.38,0.89,60.44,62.48
819,化学制药,300452,山河药辅,32.16646962,25.62925731,17.05,3.8,-0.86,7.82,0.42,7.44,16.17
820,化学制药,000513,丽珠集团,342.2924228,221.22849387,13.44,2.53,-0.89,2.64,0.17,12.95,2.55
821,化学制药,002393,力生制药,50.3297863,48.88839575,22.76,1.07,-0.95,-4.43,-0.06,23.22,12.96
822,化学制药,605507,国邦医药,115.39705275,62.30563141,13.42,1.46,-0.98,4.3,0.16,6.61,2.08
823,化学制药,830946,森萱医药,50.29098045,50.2755192,43.31,4.33,-0.99,-11.25,-0.38,10.82,35.87
824,化学制药,430478,峆一药业,16.72559875,10.03129009,21.74,3.47,-1.02,-6.88,-0.13,31.42,81.78
825,化学制药,688513,苑东生物,72.8195556,72.8195556,30.05,2.71,-1.18,-6.19,-0.08,15.29,38.84
826,化学制药,300401,花园生物,85.32443926,83.94535142,22.1,2.77,-1.29,2.19,0.19,14.6,7.9
827,化学制药,600664,哈药股份,97.21448121,97.21448121,11.41,1.75,-1.31,-1.28,0.04,13.2,-6.54
828,化学制药,003020,立方制药,44.4489402,32.00717915,29.05,2.59,-1.32,-7.6,-0.13,12.71,32.5
829,化学制药,000963,华东医药,713.55854313,712.68969155,19.5,3.1,-1.36,-8.69,-0.31,12.13,19.58
830,化学制药,002437,誉衡药业,72.53900815,67.8743186,30.1,3.75,-1.4,7.93,0.29,32.92,29.72
831,化学制药,301507,民生健康,52.91266257,16.40292773,21.1,3.36,-1.53,4.2,0.25,21.34,17.87
832,化学制药,832735,德源药业,41.89354003,37.05170719,22.55,3.75,-1.83,-8.26,-0.09,3.33,73.35
833,化学制药,603229,奥翔药业,77.05157506,77.05157506,16.16,3.37,-1.94,-0.96,0.09,18.52,-7.11
834,化学制药,300434,金石亚药,40.89752617,34.82792655,16.27,1.65,-2.13,-1.94,0.06,33.42,24.45
835,化学制药,300233,金城医药,64.14544349,62.1117907,45.75,1.74,-2.33,1.87,0.34,0.54,42.82
836,化学制药,000788,北大医药,38.5603864,38.5603864,21.12,2.5,-2.43,6.92,0.36,16.16,8.38
837,化学制药,600062,华润双鹤,194.57408057,193.41175315,9.6,1.85,-2.58,-3.56,-0.08,4.58,-3.6
838,化学制药,300705,九典制药,80.98417903,59.90516363,16.1,3.28,-2.76,-2.0,0.07,-3.23,-8.22
839,化学制药,688117,圣诺生物,54.80179754,54.80179754,29.08,5.77,-2.91,28.82,1.14,76.21,90.9
840,化学制药,002001,新 和 成,669.3912419,661.46119792,8.9,2.3,-3.01,-0.5,-0.01,0.46,2.4
841,化学制药,300573,兴齐眼药,132.73377925,101.95185791,22.74,8.47,-3.09,-1.37,0.1,2.97,10.12
842,化学制药,301277,新天地,56.851368,14.647668,25.12,3.82,-3.54,-16.81,-0.21,22.99,51.2
843,化学制药,603456,九洲药业,144.35709034,144.35709034,14.42,1.69,-3.57,9.74,0.38,18.21,21.3
844,化学制药,600789,鲁抗医药,93.37177476,93.37177476,29.7,2.4,-5.83,-5.83,-0.12,1.66,10.06
845,化学制药,600216,浙江医药,146.26510178,146.26445155,8.94,1.32,-6.95,0.07,0.06,17.36,-4.1
846,化学制药,002422,科伦药业,525.75955939,429.63278617,22.5,2.36,-7.72,-11.88,-0.44,-4.22,11.79
847,化学制药,002550,千红制药,120.9411,90.50639031,18.78,4.78,-7.89,10.66,0.79,62.65,55.43
848,橡胶制品,601058,赛轮轮胎,437.64614447,437.64614447,10.54,2.22,3.59,10.07,0.29,8.65,-5.6
849,橡胶制品,601966,玲珑轮胎,219.37905218,219.37905218,16.1,1.0,0.31,3.96,0.15,-1.32,-16.54
850,橡胶制品,605183,确成股份,72.98749195,72.3813676,13.25,2.18,0.08,9.64,0.31,20.87,6.04
851,橡胶制品,002753,永东股份,27.20055583,17.57927466,22.92,1.19,0.03,7.58,0.29,18.49,18.3
852,橡胶制品,301459,丰茂股份,45.82401298,11.49621298,39.88,3.85,0.01,3.39,0.16,19.66,42.98
853,橡胶制品,873665,科强股份,19.602492,9.66200753,48.86,2.8,-0.06,4.96,0.37,12.45,48.57
854,橡胶制品,301233,盛帮股份,28.118061,10.87963279,28.28,3.05,-0.23,5.22,0.25,27.43,21.56
855,橡胶制品,601163,三角轮胎,113.92,113.92,17.15,0.84,-0.25,3.34,0.09,3.34,-5.51
856,橡胶制品,002381,双箭股份,28.11073341,21.99437143,27.23,1.29,-0.38,1.79,0.1,11.06,5.73
857,橡胶制品,000589,贵州轮胎,70.89379122,70.09476978,26.81,0.82,-0.38,3.64,0.12,4.83,-6.94
858,橡胶制品,002442,龙星科技,32.56236177,31.60443621,28.48,1.81,-0.39,8.56,0.31,10.22,9.85
859,橡胶制品,871694,中裕科技,24.72696271,11.69821056,19.88,3.0,-0.42,-5.49,-0.17,12.16,66.84
860,橡胶制品,600469,风神股份,41.57869965,41.57869965,36.83,1.25,-0.46,1.26,0.06,7.95,-6.86
861,橡胶制品,001207,联科科技,47.7560075,46.36312536,14.37,2.51,-0.5,-0.76,-0.04,19.92,23.62
862,橡胶制品,601500,通用股份,75.01570269,74.42782669,18.27,1.25,-0.69,3.07,0.13,-1.26,-11.44
863,橡胶制品,832225,利通科技,24.93956267,16.26669326,17.49,3.65,-1.0,-5.11,-0.15,29.53,96.5
864,橡胶制品,002984,森麒麟,196.63406023,135.42112434,13.61,1.45,-1.07,3.9,0.12,-7.41,-22.08
865,橡胶制品,300547,川环科技,64.33437121,52.86111887,34.64,5.42,-1.42,5.82,0.15,-1.46,8.8
866,橡胶制品,300320,海达股份,59.40193807,47.9958297,28.21,2.51,-1.8,-1.49,-0.04,-1.0,3.13
867,橡胶制品,603650,彤程新材,190.76943586,189.71550566,29.78,6.2,-2.08,-0.9,-0.05,2.48,-7.6
868,橡胶制品,300121,阳谷华泰,65.30245126,62.99898998,26.09,1.88,-3.56,3.96,0.22,26.96,21.76
869,电子元件,002463,沪电股份,921.68779412,921.09030791,30.22,7.88,18.19,52.11,1.52,77.22,22.4
870,电子元件,002938,鹏鼎控股,910.29863398,905.8731944,46.62,3.0,15.65,40.16,1.18,41.16,10.68
871,电子元件,600183,生益科技,788.05289449,776.77630087,34.95,5.57,9.43,25.94,0.79,45.73,38.34
872,电子元件,002484,江海股份,183.0327521,176.56563143,30.1,3.16,4.08,10.89,0.52,22.34,24.25
873,电子元件,603328,依顿电子,101.44176928,101.44176928,21.81,2.57,1.58,20.33,0.64,25.28,5.18
874,电子元件,603228,景旺电子,449.53009611,442.84385637,34.6,4.1,1.16,56.95,1.67,75.67,77.29
875,电子元件,688800,瑞可达,101.08893565,101.08893565,33.42,4.77,1.14,20.68,0.71,46.06,28.23
876,电子元件,833914,远航精密,30.09,30.09,45.98,3.27,1.0,51.74,1.7,58.62,89.01
877,电子元件,600563,法拉电子,254.745,254.745,24.1,4.99,0.6,11.89,0.38,17.3,-3.16
878,电子元件,300408,三环集团,609.82946345,594.97291101,28.62,3.1,0.46,-0.96,-0.04,-12.15,-16.55
879,电子元件,002138,顺络电子,229.88136273,214.79203668,24.65,3.87,0.4,6.52,0.11,4.28,-7.7
880,电子元件,603267,鸿远电子,119.00665938,119.00665938,49.42,2.8,0.25,12.87,0.45,-11.18,42.82
881,电子元件,688093,世华科技,80.73286531,80.73286531,23.16,4.03,0.14,14.77,0.63,42.18,53.47
882,电子元件,870357,雅葆轩,21.269248,11.82307776,44.06,6.09,0.03,11.72,0.52,24.23,45.53
883,电子元件,605058,澳弘电子,40.3188463,40.3188463,27.53,2.41,0.03,22.94,0.87,38.35,46.7
884,电子元件,834950,迅安科技,14.40738,7.280325,29.19,5.0,-0.01,3.97,0.18,11.33,55.21
885,电子元件,002913,奥士康,108.44208422,90.64237425,24.15,2.52,-0.03,38.93,1.17,54.83,45.34
886,电子元件,430718,合肥高科,17.23573967,7.88707202,24.09,3.02,-0.07,9.76,0.38,7.58,55.06
887,电子元件,832110,雷特科技,15.0228,6.2552628,35.49,4.49,-0.1,0.68,0.1,9.43,21.51
888,电子元件,000823,超声电子,69.05710793,69.05418305,41.33,1.47,-0.11,20.76,0.67,38.28,27.08
889,电子元件,603989,艾华集团,62.65660019,62.65660019,21.89,1.7,-0.21,5.41,0.22,12.78,4.62
890,电子元件,603115,海星股份,35.1624,35.1624,38.74,1.83,-0.23,6.76,0.26,15.84,19.42
891,电子元件,301280,珠城科技,55.53273684,15.39659184,25.75,3.17,-0.28,4.43,0.15,11.26,40.44
892,电子元件,688511,*ST天微,19.08508876,19.08508876,27.52,2.31,-0.28,6.24,0.29,43.99,19.2
893,电子元件,002782,可立克,66.77567546,66.5411503,23.84,3.38,-0.3,12.89,0.37,18.96,8.4
894,电子元件,836395,朗鸿科技,22.36906421,15.20799432,37.58,11.24,-0.33,-3.4,-0.07,1.73,41.78
895,电子元件,300852,四会富仕,45.55616335,43.77652272,39.69,3.02,-0.37,5.99,0.22,21.5,22.62
896,电子元件,301319,唯特偶,36.07084354,16.26372104,41.44,3.28,-0.62,22.95,0.81,34.56,49.49
897,电子元件,301328,维峰电子,45.97947973,14.28159907,45.17,2.42,-0.67,5.93,0.24,18.63,-0.31
898,电子元件,301631,壹连科技,73.9361123,15.55577253,30.73,3.17,-0.68,3.54,0.14,7.74,-13.3
899,电子元件,920060,万源通,49.27767528,22.7198229,43.35,5.03,-0.69,10.24,0.39,8.14,7.35
900,电子元件,002815,崇达技术,127.26332686,75.40429373,27.61,1.82,-0.75,16.33,0.53,24.16,16.77
901,电子元件,002729,好利科技,26.95146922,25.84580463,38.88,5.06,-0.77,15.91,0.56,24.94,17.56
902,电子元件,600237,铜峰电子,47.11397388,46.43920878,43.29,2.53,-0.93,3.41,0.12,15.46,14.05
903,电子元件,002388,ST新亚,22.981392,22.77999351,42.84,2.32,-1.01,10.0,0.53,40.63,31.2
904,电子元件,300656,民德电子,45.19413152,35.09833328,33.76,4.41,-1.08,3.3,0.08,9.9,6.15
905,电子元件,603678,火炬电子,174.15250027,174.15250027,40.82,2.94,-1.33,5.29,0.15,-2.4,20.3
906,电子元件,300319,麦捷科技,94.76653392,89.44273671,38.0,2.09,-1.46,6.0,0.2,7.8,-12.85
907,电子元件,002922,伊戈尔,65.01267435,61.88834406,38.68,2.07,-1.59,2.08,0.14,8.61,-5.71
908,电子元件,001389,广合科技,267.4302915,94.48755856,27.81,8.56,-1.7,32.65,0.99,35.57,26.23
909,电子元件,301566,达利凯普,68.041701,35.90586026,33.03,4.94,-1.97,5.24,0.21,22.46,3.85
910,电子元件,603920,世运电路,214.50680231,214.50680231,29.82,3.44,-2.25,16.27,0.56,20.77,3.37
911,电子元件,301132,满坤科技,50.83800928,15.7942467,45.09,2.93,-2.81,27.41,0.95,50.7,26.77
912,电子元件,300124,汇川技术,1741.1618381,1542.30208509,32.91,6.12,-4.02,-0.67,-0.07,3.56,11.05
913,电子元件,002179,中航光电,831.20956002,816.47015274,32.48,3.68,-5.26,0.46,0.08,-6.12,1.92
914,电子元件,688183,生益电子,390.54004166,390.54004166,48.77,9.05,-5.59,59.8,1.76,92.5,20.35
915,电子元件,002916,深南电路,812.09028831,809.99512856,41.31,5.66,-7.32,36.32,1.2,48.39,28.21
916,电子元件,000988,华工科技,463.73784847,463.49938501,28.28,4.47,-10.1,10.57,0.36,22.3,7.01
917,电子元件,002384,东山精密,852.97962765,645.6100264,46.78,4.14,-14.38,56.13,1.66,91.65,59.87
918,电子元件,300476,胜宏科技,1252.02002468,1241.16440518,34.0,12.94,-44.78,70.51,1.88,93.38,247.28
919,航天航空,688563,航材股份,257.4,65.888104,47.77,2.48,-0.23,4.38,0.17,8.21,2.99
920,航天航空,688239,航宇科技,67.32060165,66.83544314,39.29,3.62,-0.46,7.51,0.27,17.76,22.83
921,航天航空,002985,北摩高科,96.7353244,57.74124522,44.95,3.8,-0.7,5.99,0.25,25.05,24.15
922,航天航空,688685,迈信林,79.22844818,79.22844818,48.91,10.24,-1.12,-9.66,-0.28,-7.28,64.94
923,航天航空,000738,航发控制,266.7193154,266.71294241,45.42,2.17,-1.9,4.83,0.21,13.04,-8.11
924,航天航空,688510,航亚科技,59.71222071,59.71222071,48.67,5.29,-2.14,20.3,0.73,41.09,34.2
925,航天航空,300775,三角防务,145.31692704,141.08010426,28.25,2.54,-2.63,5.05,0.19,8.99,6.46
926,航天航空,300900,广联航空,69.97880522,51.87788076,38.07,5.44,-3.01,-4.3,-0.21,24.87,7.05
927,航天航空,600862,中航高科,357.45640086,357.45640086,24.98,5.04,-3.19,11.89,0.37,10.84,2.6
928,航天航空,600765,中航重机,260.27130368,242.96265721,32.89,1.86,-3.41,3.3,0.12,5.83,-18.82
929,航天航空,600038,中直股份,316.97071615,258.61035644,39.23,1.87,-4.59,3.7,0.17,7.12,0.78
930,物流行业,601156,东航物流,216.54257784,128.84283384,9.93,1.23,2.32,7.65,0.25,9.82,-17.73
931,物流行业,002468,申通快递,189.51330815,184.71525234,20.07,1.95,1.61,11.94,0.4,11.03,23.06
932,物流行业,600233,圆通速递,460.02041556,460.02041556,13.42,1.47,0.92,9.85,0.26,4.91,-2.75
933,物流行业,603871,嘉友国际,148.56574026,148.56574026,14.19,2.72,0.9,11.62,0.36,9.37,-19.79
934,物流行业,603535,嘉诚国际,61.71828122,57.7048672,24.7,2.42,0.86,12.7,0.61,32.46,50.25
935,物流行业,600603,ST广物,92.84100795,92.84100795,11.21,1.29,0.56,11.86,0.5,13.08,-19.13
936,物流行业,002492,恒基达鑫,25.8795,25.42163893,31.11,1.53,0.13,9.88,0.42,26.04,33.4
937,物流行业,001228,永泰运,26.34006484,26.34006484,17.58,1.59,0.07,9.26,0.36,12.86,24.37
938,物流行业,603967,中创物流,39.24267157,39.24267157,14.19,1.77,-0.12,-4.49,0.04,-1.22,22.91
939,物流行业,603713,密尔克卫,83.36463664,83.36463664,12.1,1.94,-0.14,6.7,0.27,7.13,4.42
940,物流行业,605050,福然德,75.00860135,75.00860135,20.64,1.74,-0.2,9.15,0.3,49.22,60.21
941,物流行业,600180,瑞茂通,49.98486334,49.98486334,36.62,0.63,-0.26,2.2,0.12,-5.74,7.48
942,物流行业,603223,恒通股份,79.27476211,61.4041344,46.58,2.09,-0.28,3.82,0.3,34.06,6.42
943,物流行业,601598,中国外运,389.51118113,280.66596113,15.1,0.99,-0.34,3.95,0.17,8.98,-0.19
944,物流行业,001213,中铁特货,185.33333331,185.33333331,27.0,0.98,-0.39,1.96,0.09,3.73,1.46
945,物流行业,600179,安通控股,128.63842016,113.82478945,13.32,1.17,-0.56,6.2,0.21,1.67,7.42
946,物流行业,001331,胜通能源,29.550528,7.387632,24.99,1.97,-0.57,6.3,0.25,2.35,33.21
947,物流行业,603066,音飞储存,35.772297,35.772297,27.49,2.55,-0.61,-1.55,-0.07,12.07,14.93
948,物流行业,000557,西部创业,80.50228537,80.47697413,30.6,1.32,-0.7,3.88,0.12,3.56,7.39
949,物流行业,002889,东方嘉盛,56.95225478,37.89371074,32.81,2.36,-0.74,1.02,0.03,3.64,5.45
950,物流行业,000927,中国铁物,163.96458367,163.96450075,23.2,1.76,-0.76,5.08,0.16,9.72,4.23
951,物流行业,002120,韵达股份,202.65375587,196.77716411,15.78,1.02,-0.88,4.15,0.14,3.71,-4.51
952,物流行业,600794,保税科技,59.04748612,59.04748612,48.03,2.27,-0.91,3.9,0.54,32.97,36.67
953,物流行业,300873,海晨股份,47.08888327,34.06866368,20.4,1.53,-1.08,0.1,0.04,-0.05,20.76
954,物流行业,603648,畅联股份,40.0466144,40.0466144,31.59,2.13,-1.09,3.8,0.19,5.84,7.7
955,物流行业,600057,厦门象屿,213.5647312,166.8500263,10.49,1.3,-1.14,13.35,0.37,34.93,21.96
956,物流行业,600125,铁龙物流,75.85082088,75.85082088,9.37,1.03,-1.21,-0.34,-0.02,-1.19,-2.02
957,物流行业,000906,浙商中拓,47.12163509,46.56232033,6.12,0.99,-1.51,4.44,0.14,11.41,3.75
958,物流行业,002769,普路通,32.25467987,28.16621199,26.17,2.74,-1.66,11.17,0.46,26.87,23.96
959,物流行业,603128,华贸物流,83.25535702,83.25535702,17.71,1.42,-2.01,-2.6,-0.09,-3.34,-1.09
960,物流行业,603565,中谷物流,211.26634816,211.26634816,9.66,2.13,-2.32,-2.5,-0.12,8.87,11.65
961,物流行业,600704,物产中大,308.90512601,306.64527138,7.85,0.77,-3.13,14.64,0.46,22.68,17.59
962,物流行业,001391,国货航,841.1919164,59.16892641,36.33,3.39,-3.9,-1.43,-0.06,-5.62,-24.7
963,物流行业,002010,传化智联,152.50198679,152.11958445,19.35,0.87,-4.34,0.73,0.02,7.89,23.48
964,物流行业,601006,大秦铁路,1313.59598708,1313.59598708,12.77,0.81,-4.7,-1.52,-0.07,-0.31,-1.81
965,风电设备,605305,中际联合,63.394716,63.394716,16.08,2.45,0.57,15.03,0.57,29.13,6.99
966,风电设备,300772,运达股份,101.67126621,90.15858935,43.23,1.59,0.34,22.84,0.79,19.63,-1.97
967,风电设备,002487,大金重工,208.99046167,206.75257117,22.62,2.8,-0.12,17.27,0.6,25.6,60.56
968,风电设备,603063,禾望电气,144.7811992,144.7811992,34.35,3.11,-0.33,7.57,0.33,10.9,60.53
969,风电设备,600458,时代新材,109.40426977,107.36702221,18.05,1.79,-0.38,15.69,0.58,13.71,5.4
970,风电设备,300850,新强联,139.06741586,97.70189948,20.39,2.5,-0.38,15.22,0.58,42.34,91.96
971,风电设备,300690,双一科技,40.37820602,26.73524384,33.34,2.75,-0.39,5.93,0.22,28.39,9.02
972,风电设备,300443,金雷股份,72.09431147,54.67271493,32.24,1.19,-0.48,15.07,0.6,19.98,13.45
973,风电设备,603218,日月股份,130.75982213,130.45780013,27.07,1.32,-0.63,8.17,0.31,11.02,5.31
974,风电设备,002202,金风科技,419.12671058,332.79865776,18.44,1.13,-0.74,4.85,0.27,21.12,-3.97
975,风电设备,301063,海锅股份,29.75324241,24.30381364,36.2,1.93,-1.25,14.02,0.53,19.04,81.25
976,风电设备,300129,泰胜风能,69.83697263,49.63944059,38.71,1.56,-1.69,3.01,0.17,16.36,5.96
977,风电设备,300569,天能重工,57.88542109,57.70959359,31.67,1.12,-1.77,6.27,0.29,26.34,13.65
978,风电设备,601218,吉鑫科技,41.47463431,41.47463431,24.68,1.44,-1.97,18.66,0.71,42.67,31.29
979,风电设备,601615,明阳智能,256.67912778,256.67912778,21.24,0.99,-2.39,14.27,0.55,18.7,-8.28
980,风电设备,688186,广大特材,62.0140475,62.0140475,20.88,1.63,-7.38,4.44,0.24,12.46,81.25
981,生物制品,688278,特宝生物,301.92696,301.92696,41.44,12.09,3.76,0.97,-0.05,-4.03,2.02
982,生物制品,000403,派林生物,170.31121157,168.57525565,47.79,2.2,1.24,6.57,0.27,-2.71,12.14
983,生物制品,688073,毕得医药,56.9745201,27.10350243,46.41,2.91,0.64,36.83,1.28,57.83,29.79
984,生物制品,600867,通化东宝,155.11659206,155.11659206,35.52,2.58,0.21,4.46,0.19,11.86,1.41
985,生物制品,603590,康辰药业,76.96917839,75.94570139,43.24,2.52,0.17,40.96,1.34,63.29,110.73
986,生物制品,300294,博雅生物,132.71826784,132.71826784,23.79,1.76,0.09,-3.13,-0.06,-7.06,-12.62
987,生物制品,300239,东宝生物,34.78542487,34.56004048,45.66,2.07,-0.09,3.55,0.21,10.98,-6.09
988,生物制品,002880,卫光生物,65.38644,65.1595479,37.35,2.96,-0.15,-1.47,0.04,-4.12,6.74
989,生物制品,688046,药康生物,59.86,59.86,49.92,2.83,-0.3,14.77,0.7,29.66,14.6
990,生物制品,688739,成大生物,118.813185,118.813185,41.13,1.28,-0.46,4.18,0.17,18.33,14.17
991,生物制品,000661,长春高新,412.46563557,404.06266355,21.81,1.84,-0.47,1.2,0.05,8.04,4.37
992,生物制品,300357,我武生物,113.2512192,104.70308754,38.08,4.79,-0.63,3.26,0.26,6.87,7.61
993,生物制品,300009,安科生物,151.36317385,110.56386882,18.11,3.95,-0.66,-1.2,0.07,13.84,7.87
994,生物制品,600223,福瑞达,85.18846335,85.18846335,42.0,2.05,-0.67,2.71,0.27,6.62,10.85
995,生物制品,002038,双鹭药业,76.948515,63.78023133,41.85,1.37,-0.8,3.93,0.28,15.94,0.54
996,生物制品,600161,天坛生物,392.50823203,392.50823203,40.19,3.51,-0.86,2.45,0.12,-8.86,-2.7
997,生物制品,000534,万泽股份,72.54320127,71.64183685,24.95,4.86,-0.9,0.0,0.1,1.84,11.81
998,生物制品,688253,英诺特,41.45599994,20.90468458,10.88,2.09,-1.06,-5.51,-0.17,-3.25,-14.93
999,生物制品,301509,金凯生科,47.05851358,22.16868057,24.81,2.19,-1.14,2.54,0.31,58.89,53.34
1000,生物制品,300485,赛升药业,65.07313064,36.99270129,40.7,1.92,-1.18,26.84,1.1,70.8,92.72
1001,生物制品,002252,上海莱士,458.02095375,457.77978323,20.23,1.42,-1.43,-1.29,0.06,-0.58,-4.03
1002,生物制品,600211,西藏药业,120.12836435,120.12836435,11.15,3.11,-1.47,-1.4,0.02,2.53,3.67
1003,生物制品,688687,凯因科技,45.94986063,45.94986063,44.75,2.52,-1.9,-4.97,-0.06,2.17,26.26
1004,生物制品,002007,华兰生物,293.67228623,252.89405266,23.45,2.49,-1.97,-0.62,0.01,-1.11,-3.48
1005,生物制品,301393,昊帆生物,57.9744,22.60184322,41.65,2.55,-2.02,-5.37,0.03,22.17,35.38
