,行业,代码,名称,总市值(亿),流通市值(亿),市盈率-动态,市净率,收盘价,29日主力净流入-总净额(亿),29日涨跌幅(%),60日涨跌幅(%),年初至今涨跌幅(%)
0,小金属,301026,浩通科技,46.0,32.0,46.07,3.08,28.82,-2.3,9.8,40.59,49.02
1,小金属,600459,贵研铂业,123.0,122.0,15.15,1.73,16.22,-1.2,7.1,24.96,20.24
2,小金属,600281,华阳新材,40.0,40.0,10.03,24.78,7.71,-0.0,41.5,128.11,135.78
3,小金属,600301,华锡有色,135.0,59.0,22.06,3.26,21.4,-1.2,6.7,2.93,25.81
4,小金属,300224,正海磁材,127.0,126.0,45.72,3.53,15.17,-3.5,10.1,25.37,25.27
5,小金属,300811,铂科新材,140.0,112.0,47.52,5.31,48.53,1.5,13.6,15.96,-9.64
6,小金属,000795,英洛华,127.0,127.0,46.25,4.86,11.23,-7.7,-1.9,6.24,16.86
7,小金属,000962,东方钽业,87.0,87.0,38.54,3.33,17.25,-1.7,4.7,17.51,26.65
8,小金属,600456,宝钛股份,151.0,151.0,46.58,2.21,31.65,-3.1,5.4,-0.94,11.25
9,小金属,688190,云路股份,110.0,110.0,34.8,4.38,91.54,-0.5,8.5,-2.08,0.19
10,小金属,300835,龙磁科技,56.0,39.0,49.46,5.26,47.19,-1.7,19.2,43.35,53.56
11,能源金属,301219,腾远钴业,153.0,89.0,30.88,1.74,51.75,-1.6,13.9,13.31,15.75
12,采掘行业,605086,龙高股份,50.0,50.0,49.05,4.03,27.9,-0.3,9.6,11.2,-10.32
13,采掘行业,600339,中油工程,188.0,188.0,24.22,0.71,3.37,-1.8,7.0,6.98,-5.87
14,采掘行业,300157,新锦动力,37.0,35.0,13.87,-20.35,4.93,-4.7,26.7,76.07,70.0
15,采掘行业,603505,金石资源,134.0,134.0,49.94,8.18,15.87,-1.9,2.0,-1.61,-6.21
16,采掘行业,603619,中曼石油,90.0,90.0,9.74,2.11,19.37,-9.3,8.9,19.27,0.05
17,采掘行业,002554,惠博普,37.0,37.0,30.26,1.59,2.79,-1.3,1.5,14.81,11.16
18,化肥行业,300505,川金诺,55.0,43.0,19.02,2.16,19.93,-5.7,11.2,20.35,41.35
19,化肥行业,002170,芭田股份,98.0,80.0,14.35,3.14,10.16,-2.7,4.5,5.07,20.24
20,化肥行业,000912,泸天化,71.0,71.0,48.32,1.11,4.54,-0.2,-3.6,-3.61,3.65
21,化肥行业,300387,富邦科技,27.0,27.0,29.16,1.96,9.33,-0.9,8.7,12.41,17.65
22,化肥行业,002538,司尔特,46.0,46.0,30.2,0.87,5.36,-0.6,5.3,-7.11,-2.55
23,化肥行业,000902,新洋丰,175.0,159.0,8.5,1.64,13.94,-1.1,5.6,4.97,9.42
24,化肥行业,002539,云图控股,122.0,89.0,12.05,1.38,10.13,-2.0,21.6,36.16,32.94
25,化肥行业,002588,史丹利,102.0,76.0,8.85,1.5,8.86,-0.1,0.5,11.59,24.44
26,化肥行业,002556,辉隆股份,56.0,55.0,16.97,1.57,5.87,-3.7,-4.9,12.88,9.11
27,化肥行业,002545,东方铁塔,120.0,109.0,14.61,1.37,9.67,-1.9,19.2,36.58,43.68
28,化肥行业,002999,天禾股份,25.0,24.0,43.07,2.08,7.07,0.0,3.4,23.82,21.9
29,教育,300192,科德教育,50.0,49.0,33.15,5.54,15.3,-1.5,3.6,-3.41,-2.55
30,教育,605098,行动教育,43.0,43.0,38.09,4.78,36.1,-0.1,-0.1,-8.17,4.67
31,教育,000526,学大教育,63.0,61.0,21.43,7.41,51.9,0.1,6.2,-4.91,23.4
32,煤炭行业,600997,开滦股份,95.0,95.0,35.46,0.68,6.01,-0.1,4.2,-3.69,-7.54
33,煤炭行业,600508,XD上海能,86.0,86.0,20.5,0.67,11.87,-0.4,5.8,5.32,-8.9
34,煤炭行业,600546,山煤国际,178.0,178.0,17.42,1.15,8.96,-2.4,2.1,-5.08,-19.57
35,煤炭行业,601101,昊华能源,101.0,101.0,9.14,0.86,7.02,-0.9,3.5,7.5,-9.65
36,煤炭行业,601666,平煤股份,187.0,186.0,30.78,0.83,7.55,-0.7,-1.8,-4.19,-20.11
37,煤炭行业,600758,辽宁能源,52.0,52.0,13.77,0.92,3.93,-1.3,3.4,10.7,14.24
38,煤炭行业,601918,新集能源,169.0,169.0,7.95,1.05,6.53,2.1,-2.0,-7.64,-9.05
39,贸易行业,600710,苏美达,137.0,137.0,10.62,1.77,10.5,-0.3,12.4,21.25,17.58
40,贸易行业,001316,润贝航科,40.0,39.0,29.65,3.38,35.07,0.1,17.1,32.99,71.49
41,贸易行业,600058,五矿发展,87.0,87.0,32.58,1.76,8.16,-0.5,9.5,18.6,14.61
42,贸易行业,002091,江苏国泰,120.0,118.0,12.35,0.77,7.36,-1.1,2.9,12.02,4.84
43,贸易行业,000019,深粮控股,79.0,29.0,21.68,1.64,6.87,-0.4,1.5,1.93,7.01
44,贸易行业,600739,辽宁成大,178.0,178.0,12.79,0.6,11.62,-1.6,7.7,18.33,12.27
45,贸易行业,300755,华致酒行,76.0,76.0,22.32,2.38,18.29,-0.7,-8.8,16.05,3.04
46,贸易行业,600755,厦门国贸,136.0,134.0,8.07,0.69,6.28,0.1,4.1,4.49,-0.48
47,贸易行业,603071,物产环能,75.0,75.0,12.19,1.41,13.51,-0.2,10.2,17.99,9.66
48,贸易行业,000061,农 产 品,109.0,109.0,36.47,1.73,6.4,-0.6,-3.3,-2.14,-7.78
49,贸易行业,600278,东方创业,67.0,66.0,30.04,0.9,7.62,-1.0,6.9,19.44,10.12
50,有色金属,000758,中色股份,121.0,120.0,12.23,2.07,6.08,1.7,23.3,31.32,24.34
51,有色金属,601609,金田股份,124.0,124.0,20.54,1.47,8.34,-1.6,26.4,31.13,44.04
52,有色金属,000688,国城矿业,154.0,154.0,6.3,4.42,13.69,-0.9,9.7,21.91,15.14
53,有色金属,600338,西藏珠峰,101.0,101.0,19.99,2.67,11.02,-2.7,9.3,19.52,3.28
54,有色金属,000060,中金岭南,179.0,179.0,16.39,1.28,4.79,-2.0,6.9,4.59,4.13
55,有色金属,603132,金徽股份,126.0,126.0,33.54,4.06,12.87,0.0,8.1,16.37,16.89
56,有色金属,688231,隆达股份,47.0,24.0,41.22,1.73,19.06,-0.2,12.2,27.75,34.7
57,有色金属,600961,株冶集团,122.0,85.0,11.01,3.92,11.37,0.7,4.8,1.61,44.47
58,有色金属,002540,亚太科技,75.0,52.0,20.02,1.41,6.0,-0.4,6.2,1.52,0.67
59,有色金属,688786,悦安新材,33.0,33.0,49.59,4.78,23.22,0.2,4.4,18.23,14.27
60,有色金属,002996,顺博合金,51.0,32.0,11.02,1.64,7.68,-0.6,8.3,27.57,16.54
61,有色金属,600888,新疆众和,98.0,98.0,11.06,0.89,6.98,-0.8,5.3,3.56,2.2
62,有色金属,600490,鹏欣资源,100.0,90.0,23.15,1.61,4.51,-2.3,1.1,-6.82,37.08
63,有色金属,000612,焦作万方,99.0,99.0,15.27,1.58,8.27,-2.4,9.2,24.36,31.48
